system:index,landcover,19-1_swir2,19-2_swir2,20-1_swir2,20-2_swir2,21-1_swir2,21-2_swir2,22-1_swir2,22-2_swir2,23-1_swir2,23-2_swir2
000000000000000008ac_0,0,0.0349,0.01325,0.0098,0.00935,0.0089,0.0067,0.0295,0.0131,0.0089,0.0089
00000000000000000290_0,0,0.14825,0.0941,0.1904,0.162,0.1542,0.0824,0.2113,0.1033,0.1634,0.08105
0000000000000000065e_0,0,0.01115,0.0094,0.009,0.00635,0.0184,0.0122,0.01685,0.02055,0.0394,0.0113
0000000000000000018a_0,0,0.0998,0.0871,0.10505,0.0961,0.1472,0.0808,0.1162,0.1767,0.1572,0.12905
000000000000000002a8_0,0,0.1155,0.1503,0.1013,0.13275,0.07255,0.0749,0.12695,0.116,0.1216,0.0386
00000000000000000195_0,0,0.0126,0.0056,0.0075,0.0085,0.01175,0.00845,0.0193,0.0148,0.01625,0.0077
00000000000000000208_0,0,0.0263,0.0115,0.01425,0.0107,0.01235,0.00995,0.0216,0.0254,0.0154,0.00575
00000000000000000232_0,0,0.05,0.0571,0.04745,0.02705,0.0748,0.03615,0.06085,0.05625,0.07495,0.03
0000000000000000099b_0,0,0.02385,0.02735,0.02765,0.0331,0.0259,0.0213,0.0213,0.0199,0.02255,0.0185
0000000000000000089f_0,0,0.0293,0.03715,0.0444,0.0324,0.0285,0.0332999999999999,0.0458,0.0315,0.0293,0.0193
0000000000000000066b_0,0,0.25945,0.1615,0.1922,0.24605,0.22115,0.1812,0.2389,0.2088,0.18095,0.1851
00000000000000000260_0,0,0.08105,0.06025,0.0615,0.0877,0.0728999999999999,0.0614,0.08565,0.0844,0.0854,0.0262
000000000000000001e9_0,0,0.01995,0.013,0.0073,0.0103,0.0112,0.01515,0.02285,0.0267,0.0205,0.0081
000000000000000008f3_0,0,0.1336,0.1077,0.1279,0.10725,0.1214,0.0973,0.12585,0.1185,0.1342,0.1128
000000000000000002d1_0,0,0.26745,0.1254,0.2236,0.42645,0.2971,0.1487,0.26675,0.2324,0.2498,0.2211
000000000000000004be_0,0,0.0349,0.0229499999999999,0.0859,0.0186,0.0327,0.0233,0.13435,0.1594,0.1013,0.1085
00000000000000000565_0,0,0.1305,0.096,0.11505,0.10965,0.1212,0.0886,0.14105,0.1354,0.1626,0.11585
0000000000000000023b_0,0,0.18485,0.0823,0.2168,0.2339,0.2481,0.0908,0.173,0.1468,0.19275,0.09675
000000000000000005a7_0,0,0.0285,0.0211,0.07915,0.0166,0.0369,0.0115,0.0616499999999999,0.0344,0.0496,0.01575
000000000000000001cf_0,0,0.1674,0.19555,0.2165,0.1382,0.1849,0.1497,0.2228,0.1348,0.2055,0.1428
00000000000000000221_0,0,0.0143,0.01025,0.0103,0.0113,0.0182,0.0096,0.0199,0.0342,0.0318,0.01765
00000000000000000a53_0,0,0.0767,0.1363,0.25245,0.1039,0.2587,0.1311,0.0969,0.0794,0.0948,0.0955
00000000000000000229_0,0,0.0487,0.0341,0.0105,0.0165,0.03245,0.02645,0.023,0.0568,0.0918,0.0547
0000000000000000062c_0,0,0.0159,0.0059,0.00775,0.0049,0.0102,0.00675,0.00515,0.00605,0.0139,0.0044
000000000000000000de_0,0,0.0346,0.0282,0.0501,0.03315,0.0432,0.08325,0.0319,0.02845,0.05695,0.0252
0000000000000000099c_0,0,0.0975,0.0738,0.14635,0.0817,0.06495,0.1179,0.0724,0.0693,0.10125,0.19745
0000000000000000019c_0,0,0.0707,0.0648,0.0527,0.0681,0.0743,0.0647,0.06975,0.0738,0.08375,0.0805
00000000000000000325_0,0,0.13405,0.1354,0.1338,0.15125,0.1423,0.1481,0.1542,0.1457,0.099,0.1035
00000000000000000250_0,0,0.1834,0.1289,0.16465,0.13365,0.16255,0.1477,0.2198,0.17075,0.1766,0.1186
00000000000000000291_0,0,0.2138499999999999,0.1534,0.2718,0.23,0.2872,0.162,0.2393,0.1876,0.1571,0.2648
000000000000000005e2_0,0,0.021,0.00845,0.01485,0.0076,0.0063,0.0048,0.0253,0.018,0.0139,0.0042
00000000000000000319_0,0,0.033,0.00735,0.0051,0.0142,0.0039,0.00525,0.0123,0.0084,0.0156,0.0061
0000000000000000099d_0,0,0.0836,0.0613,0.096,0.0714,0.0843,0.0381,0.0812,0.04005,0.0617,0.0458
0000000000000000099e_0,0,0.1217,0.1014,0.1327,0.1268,0.1281,0.08885,0.10325,0.0893,0.09725,0.1048
0000000000000000099f_0,0,0.016,0.0126,0.013,0.01245,0.0112,0.0105,0.0264,0.0108,0.0109,0.0117
00000000000000000a20_0,0,0.00975,0.0073,0.0148,0.0091,0.0153,0.0122,0.01415,0.0136499999999999,0.0163,0.00765
000000000000000002e2_0,0,0.0609,0.0158,0.0211,0.04575,0.04925,0.0359,0.0414,0.0212,0.0504,0.0558
000000000000000004ae_0,0,0.0263,0.0171,0.0211,0.01475,0.01955,0.01875,0.05115,0.0156,0.04075,0.0138
000000000000000009a0_0,0,0.20855,0.2009,0.16095,0.2164,0.20385,0.1968,0.1949,0.1988,0.1882,0.1859
00000000000000000a2d_0,0,0.0386,0.0148,0.0211,0.0203,0.0367,0.0211,0.0214,0.0381,0.0172,0.0242
000000000000000001d4_0,0,0.1122,0.1136,0.17665,0.1343,0.1781,0.14,0.2138,0.12465,0.1854,0.1453
000000000000000001c0_0,0,0.02675,0.01005,0.0118,0.0185,0.02225,0.0113,0.0168,0.0183,0.0208,0.0099
000000000000000008d8_0,0,0.18605,0.1373,0.17695,0.1585,0.1554,0.1199,0.1485,0.1136,0.1889,0.1116
000000000000000000cb_0,0,0.12975,0.0197999999999999,0.04475,0.01845,0.0286,0.1236,0.0295,0.0307,0.03685,0.02705
00000000000000000269_0,0,0.0374,0.0264,0.0367,0.03845,0.0351,0.0336,0.034,0.03695,0.054,0.039
000000000000000002df_0,0,0.03725,0.00755,0.0044,0.0097,0.0049,0.0062,0.0135,0.0108,0.0183,0.005
00000000000000000842_0,0,0.0985,0.1449,0.1678,0.1914,0.2301,0.1012,0.17535,0.14495,0.2111,0.20495
0000000000000000067a_0,0,0.0193,0.0115,0.01015,0.0158,0.0174,0.0245,0.0307,0.0241,0.0187,0.0094
00000000000000000596_0,0,0.0269,0.0278,0.0359,0.029,0.02575,0.0317,0.0355,0.0424,0.0549,0.0279
000000000000000005f6_0,0,0.15715,0.13365,0.15125,0.16875,0.223,0.1437,0.14445,0.1414,0.1456,0.16535
000000000000000000ae_0,0,0.1268,0.1227,0.1641,0.1173,0.1357,0.1244,0.15365,0.13035,0.1598,0.1253
00000000000000000449_0,0,0.0928,0.0722,0.104,0.0623,0.0672,0.06085,0.09865,0.0582,0.0647,0.0647
000000000000000006b8_0,0,0.0138,0.0094,0.01255,0.0334,0.01335,0.0213,0.04395,0.0075,0.0114,0.0146
00000000000000000197_0,0,0.2324,0.1572,0.17665,0.1034,0.2329,0.1119,0.2350499999999999,0.1093,0.1928,0.2386
00000000000000000171_0,0,0.0337,0.0231,0.04795,0.0251,0.0273,0.0238,0.0259,0.0193,0.07105,0.0382
000000000000000001a2_0,0,0.0101,0.0086,0.00625,0.00475,0.0153,0.0116,0.0229,0.0137,0.0188,0.01035
0000000000000000056c_0,0,0.0929,0.0719333333333333,0.0894,0.0645,0.0838,0.06195,0.1105,0.0858,0.08635,0.06935
00000000000000000185_0,0,0.1548,0.1278,0.1563,0.117,0.13325,0.1321,0.16215,0.1253,0.1477,0.1255
000000000000000006a5_0,0,0.02855,0.01185,0.008,0.019,0.0181,0.0099,0.0209,0.0234,0.0143,0.03375
000000000000000006e7_0,0,0.196,0.1678,0.2101,0.2188,0.19705,0.2051,0.19475,0.2017,0.1916,0.171
000000000000000006f3_0,0,0.02235,0.0099,0.0164,0.0207,0.0154,0.0094,0.0117,0.0169,0.0087,0.0574
00000000000000000a25_0,0,0.0067,0.0136,0.00925,0.0132,0.0097,0.0085,0.0117,0.00965,0.00975,0.0096
0000000000000000089d_0,0,0.02095,0.0199,0.0306,0.0215,0.0232,0.0901,0.1628,0.1447,0.10345,0.0959
000000000000000005b6_0,0,0.04785,0.0284,0.0371,0.028,0.0403,0.0228,0.0374,0.0269,0.03635,0.02325
000000000000000006c4_0,0,0.1454,0.1397,0.1712,0.1682,0.1547,0.1557,0.1618,0.16905,0.1554,0.1345
000000000000000006d7_0,0,0.0189,0.0083,0.0074,0.0203,0.015,0.0074,0.01425,0.02875,0.0081,0.0144
00000000000000000645_0,0,0.2733,0.16055,0.246,0.19485,0.2442,0.165,0.2306,0.1509,0.225,0.2021
00000000000000000894_0,0,0.09755,0.084,0.1123,0.08045,0.10745,0.0931,0.12755,0.10725,0.1430999999999999,0.0832
000000000000000001b3_0,0,0.0502,0.0422,0.0579,0.05235,0.05385,0.0522,0.051,0.05005,0.0553,0.05005
00000000000000000310_0,0,0.0405,0.0097,0.0049,0.0242,0.0068,0.0051,0.0233,0.01635,0.0413,0.0078
000000000000000004e5_0,0,0.1135,0.0844,0.10725,0.059,0.0613,0.0472,0.0681,0.0511,0.05885,0.0637
00000000000000000869_0,0,0.0163,0.01275,0.01115,0.0122,0.0077,0.0114,0.0591,0.011,0.0098999999999999,0.0103
00000000000000000247_0,0,0.0676,0.0436,0.0431,0.04895,0.0749,0.0634,0.0645,0.0669,0.0554,0.3986
00000000000000000662_0,0,0.23865,0.1141,0.22345,0.2936,0.1305,0.1432,0.17305,0.1376,0.1614,0.1287
0000000000000000085a_0,0,0.0621,0.03575,0.0794,0.0375,0.04995,0.038,0.0465,0.0386,0.0347,0.0305
0000000000000000049f_0,0,0.1208,0.0759,0.3087,0.1168,0.1456,0.08865,0.1121,0.0803,0.0965,0.1966
00000000000000000832_0,0,0.08355,0.08515,0.1049,0.07305,0.1121,0.0719,0.0896,0.0775,0.106,0.081
00000000000000000a4a_0,0,0.359,0.2378,0.1892,0.1806,0.1811,0.1243,0.26375,0.1337,0.3587,0.3077
000000000000000002ed_0,0,0.0198,0.0095,0.01315,0.02255,0.0182,0.0159,0.0215,0.022,0.0221,0.0185
00000000000000000562_0,0,0.0677,0.05865,0.07375,0.05235,0.063,0.04975,0.0567,0.0462,0.06,0.06095
000000000000000006fd_0,0,0.2045,0.2079,0.0604,0.18005,0.1495,0.114,0.179,0.1565,0.3458,0.1326
00000000000000000168_0,0,0.04765,0.0127,0.0376,0.0168,0.0691,0.0274,0.0704,0.026,0.0336,0.0139
000000000000000008cb_0,0,0.0764999999999999,0.11345,0.0542,0.0182,0.01,0.0138,0.02005,0.01365,0.0185,0.028
000000000000000001c3_0,0,0.1779,0.1102,0.205,0.09005,0.1637,0.0923,0.2295,0.1098,0.2175,0.1213
00000000000000000203_0,0,0.1404,0.1322,0.29,0.1602,0.2396,0.16525,0.2366,0.16675,0.3731,0.1699
0000000000000000057e_0,0,0.0562,0.04125,0.0507,0.0353,0.0443,0.0352,0.0469,0.03685,0.04725,0.0305
000000000000000005b4_0,0,0.1199,0.1176,0.1514,0.1114,0.1587,0.1067,0.1144,0.11185,0.1368,0.1508
00000000000000000684_0,0,0.32955,0.21405,0.3071,0.2461,0.27885,0.1276,0.2547,0.1456,0.2169,0.2797
000000000000000009a1_0,0,0.0583,0.011,0.025,0.0105,0.0144,0.0238,0.0104,0.0271,0.0246,0.0092
000000000000000009a2_0,0,0.0116,0.0109,0.0092,0.00945,0.0067,0.01155,0.0123,0.0135,0.0098,0.00835
0000000000000000016a_0,0,0.02095,0.0115,0.0123,0.016,0.02595,0.0076,0.0152,0.0163,0.0191,0.0078
00000000000000000332_0,0,0.04255,0.0106,0.005,0.0409,0.00395,0.0102,0.0244,0.0327,0.0442,0.0056
00000000000000000940_0,0,0.0964,0.07545,0.14895,0.10605,0.1131,0.08615,0.1024,0.0849,0.07995,0.0746
00000000000000000629_0,0,0.1148,0.0836,0.094,0.081,0.1143,0.05985,0.0722,0.06595,0.1005,0.0631
00000000000000000650_0,0,0.02045,0.0131,0.0203,0.0277,0.0296,0.01745,0.01945,0.01795,0.01965,0.013
000000000000000009a3_0,0,0.0438,0.00985,0.0272,0.0199,0.0371,0.01755,0.03525,0.0176,0.0309,0.0151
00000000000000000a21_0,0,0.0232,0.0063,0.0062,0.0073,0.0071,0.00685,0.00815,0.00635,0.0145,0.0055
000000000000000001dc_0,0,0.0843,0.0611,0.0806,0.0697,0.0746,0.0505,0.0877,0.05755,0.0842,0.0625
0000000000000000064d_0,0,0.015,0.0049,0.006,0.00515,0.0084,0.00595,0.00705,0.00585,0.0137,0.004
0000000000000000035f_0,0,0.0827,0.0398,0.0087,0.0611,0.0221,0.023,0.0192,0.0208,0.034,0.0113
000000000000000005db_0,0,0.1604,0.14275,0.1156,0.14785,0.1131,0.1388,0.11745,0.1239,0.09095,0.1353
0000000000000000008d_0,0,0.1018,0.0764,0.10435,0.0655,0.0984,0.0662,0.1,0.07345,0.1022,0.1115
0000000000000000016d_0,0,0.0691,0.06205,0.0677,0.0521,0.0628,0.05055,0.07315,0.05245,0.0665,0.0523
00000000000000000293_0,0,0.02635,0.0074,0.0148,0.0134,0.0088,0.0282,0.0549,0.01885,0.0595,0.0084
000000000000000006c7_0,0,0.03135,0.007,0.0039,0.011,0.0054,0.00745,0.0122,0.0121,0.0198,0.0058
000000000000000006e4_0,0,0.03405,0.01085,0.037,0.0252,0.0317,0.02045,0.0122,0.02655,0.0189,0.0077
00000000000000000916_0,0,0.0144,0.0075,0.0186,0.0135,0.0218,0.01435,0.0432,0.0252,0.0105,0.0067
000000000000000001c6_0,0,0.018,0.0148,0.00965,0.0072,0.0105,0.0077,0.0095,0.0224,0.0189,0.0180999999999999
00000000000000000214_0,0,0.0553,0.0482,0.0575,0.0411,0.0428,0.0351,0.0477,0.04675,0.05635,0.04685
0000000000000000065f_0,0,0.0426,0.01265,0.0292,0.0117,0.02865,0.0205,0.0314,0.0198,0.028,0.0154
000000000000000005f2_0,0,0.1296999999999999,0.1144,0.1298,0.1483,0.1812,0.11285,0.18585,0.17375,0.2188,0.13365
0000000000000000085e_0,0,0.01335,0.0131,0.0076,0.0128,0.00645,0.00915,0.014,0.011,0.00835,0.01
000000000000000001f6_0,0,0.02525,0.0098,0.01105,0.0092,0.0111,0.01165,0.02235,0.036,0.0309,0.01255
000000000000000000ec_0,0,0.0358,0.029,0.05345,0.02635,0.03605,0.02445,0.02935,0.0204,0.02325,0.0277
000000000000000000f1_0,0,0.063,0.0265,0.0426,0.0255,0.0256999999999999,0.02945,0.03635,0.0281,0.0375,0.02145
000000000000000001ba_0,0,0.1858,0.2123,0.2295,0.1655,0.1707,0.1475,0.2049,0.18075,0.2031,0.1474
00000000000000000508_0,0,0.07005,0.0412,0.07315,0.0371,0.1101,0.0588,0.0738,0.0567,0.0944,0.08055
00000000000000000549_0,0,0.0702,0.0325375,0.03745,0.03065,0.0342,0.0313,0.0475,0.0447,0.0923,0.0344
00000000000000000672_0,0,0.0997,0.11835,0.07505,0.1759,0.1415,0.117,0.09925,0.0887,0.054,0.234
0000000000000000030e_0,0,0.01175,0.00935,0.0064,0.0171,0.0067,0.0058,0.0087,0.0294,0.0147,0.007
000000000000000002a6_0,0,0.0533,0.00745,0.0119,0.0307,0.0101,0.01635,0.04915,0.03695,0.0535,0.0097
0000000000000000030b_0,0,0.0121,0.0106,0.0242,0.0197999999999999,0.0144,0.01,0.0122,0.0226,0.01,0.0096
00000000000000000621_0,0,0.0382,0.0095,0.02015,0.0143,0.0097,0.0133,0.0158,0.0539,0.02095,0.00615
00000000000000000146_0,0,0.1531,0.1102,0.1135,0.14475,0.1875,0.1644,0.1536,0.1128,0.1181,0.10435
000000000000000004f2_0,0,0.0591,0.03425,0.048,0.0423,0.0804,0.0324,0.0357,0.0327,0.0543,0.0286
0000000000000000090f_0,0,0.0334,0.031,0.0417,0.0492,0.1155,0.02365,0.08725,0.0464,0.0684,0.0375
00000000000000000938_0,0,0.0051,0.01155,0.0113,0.01155,0.008,0.0088,0.0114,0.0124,0.0084,0.0111
00000000000000000116_0,0,0.04395,0.0298,0.0329,0.0295,0.0457,0.0282,0.0339,0.0309,0.04845,0.0357
000000000000000002ae_0,0,0.0378,0.0093,0.0116,0.0362,0.0105,0.0166,0.0109,0.03835,0.05505,0.00575
00000000000000000175_0,0,0.0249,0.007,0.0186,0.0148,0.0132,0.0095,0.01215,0.0198,0.0224499999999999,0.0089
00000000000000000929_0,0,0.0549,0.0516,0.05265,0.05335,0.0541,0.0667,0.07055,0.03855,0.0136,0.0304
0000000000000000012f_0,0,0.1388,0.16435,0.22385,0.1346,0.3167999999999999,0.19825,0.30855,0.2804,0.2593,0.1588
000000000000000004fb_0,0,0.11705,0.059,0.1119,0.0501,0.0902,0.0847,0.10995,0.0534,0.1046499999999999,0.0379
000000000000000001c2_0,0,0.0136,0.00825,0.0061,0.00615,0.01575,0.0054,0.0082,0.0323,0.0112,0.0065
0000000000000000019e_0,0,0.0136,0.006,0.00845,0.0059,0.0118,0.006,0.0132,0.01055,0.01615,0.0054
0000000000000000019d_0,0,0.0236,0.0064,0.0102,0.0192,0.0159,0.0129,0.0272,0.0154,0.0262,0.0081
0000000000000000021d_0,0,0.13925,0.1095,0.2111,0.10815,0.2095,0.0856,0.05795,0.1106,0.0269,0.2121
00000000000000000274_0,0,0.1517,0.12622,0.1563,0.16575,0.19125,0.1481,0.1512,0.14585,0.1427,0.1283
0000000000000000027d_0,0,0.0202,0.0092,0.0085,0.0194,0.0112,0.00675,0.01595,0.0172,0.02665,0.0107
000000000000000002e6_0,0,0.1013,0.10665,0.1147,0.1029,0.10395,0.11885,0.1115,0.0992,0.1158,0.0854
00000000000000000696_0,0,0.1449,0.1999,0.1769,0.2477,0.2149,0.1873,0.154,0.1402,0.1614,0.1784
000000000000000006c1_0,0,0.0106,0.0116,0.014,0.02315,0.0078,0.00985,0.01995,0.03,0.0107,0.0108
00000000000000000a24_0,0,0.0332999999999999,0.0084,0.0131,0.0245,0.0208,0.0119,0.0163,0.0095,0.0345,0.0078
00000000000000000246_0,0,0.0267,0.0072,0.0103,0.0308,0.0144,0.0137,0.0182,0.0267,0.03045,0.0183
000000000000000002d3_0,0,0.0053,0.00955,0.0106,0.01385,0.00675,0.01915,0.0339,0.03115,0.0121,0.0072
0000000000000000067c_0,0,0.0135,0.00655,0.0113,0.0115,0.0119,0.01045,0.01545,0.0182,0.0127,0.0074
0000000000000000012e_0,0,0.11705,0.0753,0.1312,0.07235,0.1253,0.10925,0.0702,0.0677,0.08665,0.0625
000000000000000002b2_0,0,0.2113,0.0802,0.2221,0.1063,0.2258,0.0992,0.0532,0.1311,0.0989,0.2572
0000000000000000058d_0,0,0.1246,0.15625,0.1734,0.13445,0.1468,0.1381,0.0748,0.086,0.0762,0.0736
00000000000000000667_0,0,0.0149,0.0085,0.0116,0.0165,0.0153,0.0047,0.01195,0.01855,0.0182,0.0085
000000000000000006af_0,0,0.016,0.0092,0.0093,0.0194,0.019,0.0073,0.01975,0.0177,0.02055,0.0119
00000000000000000102_0,0,0.1053,0.0747,0.0912,0.0631,0.0625,0.0725,0.10325,0.0791,0.0935,0.06835
000000000000000002a1_0,0,0.2065,0.1412,0.1634499999999999,0.18345,0.2148,0.1717,0.21845,0.17,0.22735,0.1124
00000000000000000285_0,0,0.0592,0.01385,0.009,0.0451,0.0439,0.0301,0.0319,0.0356,0.0584,0.007
0000000000000000021f_0,0,0.21085,0.1477,0.3051,0.1522,0.34895,0.1086,0.33355,0.1267,0.26855,0.18945
000000000000000001e5_0,0,0.0194,0.0138,0.0066,0.0146,0.0103,0.01495,0.0186,0.0269,0.01545,0.00725
00000000000000000282_0,0,0.12625,0.13505,0.1936,0.104,0.2042,0.11145,0.0951,0.1072,0.0951,0.1614
0000000000000000055c_0,0,0.0889,0.06804,0.1009,0.0739,0.0962,0.066,0.0691,0.0639,0.0785,0.06195
000000000000000001eb_0,0,0.0075,0.00605,0.00905,0.0077,0.0052,0.006,0.00715,0.0111,0.0155,0.0048
00000000000000000604_0,0,0.2958,0.26425,0.2446,0.2138,0.21535,0.1991,0.1965,0.152,0.1484,0.1546
0000000000000000069d_0,0,0.288,0.1765,0.17345,0.15945,0.1609,0.1526,0.1985,0.2079,0.2597,0.1581
00000000000000000339_0,0,0.04375,0.0204,0.0657,0.0357,0.01295,0.0139,0.0245,0.0517,0.0305,0.0086
0000000000000000002d_0,0,0.1185,0.0817,0.07925,0.0782,0.07675,0.06445,0.07245,0.068,0.1419,0.0925
000000000000000001d5_0,0,0.078,0.05,0.0742,0.0727,0.108,0.0966,0.0671,0.0531,0.0782,0.0551
00000000000000000277_0,0,0.1221,0.0861,0.157,0.1012,0.1469,0.0988,0.1072,0.09345,0.1238,0.1259
000000000000000002bc_0,0,0.1541,0.143,0.142,0.1371,0.1471,0.10055,0.1309,0.1247,0.1264,0.0987
00000000000000000653_0,0,0.0829,0.0141,0.0308,0.0457,0.01115,0.01365,0.038,0.01645,0.02496,0.0116
00000000000000000a28_0,0,0.0175,0.00955,0.0128499999999999,0.0069,0.0113,0.01045,0.01855,0.01395,0.0064,0.0054
00000000000000000a29_0,0,0.0156,0.01115,0.01035,0.0108,0.0096,0.0082,0.0224,0.00915,0.0102,0.0102
000000000000000001fa_0,0,0.1025,0.08665,0.0673,0.1002,0.2321,0.151,0.06315,0.183,0.1493,0.18615
000000000000000005b0_0,0,0.1142,0.14685,0.1033,0.14465,0.1977,0.1258,0.0821,0.2201,0.0498,0.2012
00000000000000000697_0,0,0.1948,0.12705,0.2221,0.2325,0.2508,0.1223,0.1452,0.0916,0.1646,0.2381
000000000000000001f1_0,0,0.157,0.1048,0.1846,0.105,0.2095,0.1114,0.2618,0.1402,0.2197,0.1269
0000000000000000021e_0,0,0.1806,0.1812,0.1747,0.1783,0.1686,0.1738,0.1746,0.1768,0.1622,0.1552
000000000000000002b5_0,0,0.0673,0.01395,0.0293,0.0107,0.0115,0.0126,0.00805,0.0209,0.0113,0.0067
000000000000000006a3_0,0,0.0916,0.2713,0.1211,0.1527,0.1009,0.147,0.1621,0.13465,0.1787,0.1345
0000000000000000067d_0,0,0.04735,0.0357,0.0189,0.0531,0.0454,0.0552,0.0248,0.0311,0.0905,0.1511
0000000000000000049e_0,0,0.1173,0.18615,0.2211,0.1145,0.1236,0.09575,0.1397,0.127,0.09755,0.1109
000000000000000005f7_0,0,0.0299,0.009,0.017,0.0104,0.0072,0.009,0.01335,0.0101,0.008,0.0058
0000000000000000086c_0,0,0.008,0.0138,0.0132,0.0147,0.0101,0.01775,0.0192,0.029,0.019,0.01745
0000000000000000068a_0,0,0.0201,0.0114,0.01785,0.0059,0.0203,0.0145,0.01315,0.0139,0.0104,0.0103
00000000000000000525_0,0,0.1298,0.0825,0.1753,0.102,0.1537,0.07655,0.0989,0.0982,0.1085,0.083
00000000000000000648_0,0,0.1725,0.18385,0.2211,0.1772,0.1581,0.169,0.1762,0.1662,0.1807,0.1294
000000000000000008b8_0,0,0.0538,0.067,0.0747,0.0749,0.0853,0.0583,0.0724,0.074,0.0882,0.0779
0000000000000000090b_0,0,0.1399,0.147,0.1649,0.13825,0.1934,0.1767,0.20325,0.1174,0.1602,0.18165
00000000000000000258_0,0,0.03045,0.0075,0.00605,0.01115,0.0101,0.01085,0.01985,0.0131,0.0246,0.02795
000000000000000000ee_0,0,0.0431,0.0285,0.0344,0.02665,0.02905,0.04605,0.042,0.0413,0.0445,0.0325
00000000000000000676_0,0,0.24145,0.2035,0.2409,0.2491,0.2336,0.2377,0.22315,0.2231,0.21695,0.2114
00000000000000000671_0,0,0.1454,0.1568,0.16185,0.14555,0.2716,0.1788,0.2919,0.1522,0.2614,0.15895
0000000000000000091f_0,0,0.1986,0.10255,0.25195,0.11805,0.2306,0.1602,0.22755,0.1692,0.2119,0.1687
000000000000000002f8_0,0,0.2255,0.19955,0.18,0.2221,0.2064,0.20705,0.1998,0.2187,0.217,0.173
0000000000000000050f_0,0,0.05985,0.0378666666666666,0.04175,0.0301,0.0566,0.0329,0.0449,0.038625,0.0431,0.027
0000000000000000060c_0,0,0.2367,0.1017,0.26525,0.09965,0.22495,0.1623,0.179,0.1808,0.1737,0.26075
000000000000000008b1_0,0,0.0582,0.0104,0.0172,0.0262,0.0111,0.0505,0.0387,0.0436,0.05565,0.0598
0000000000000000013d_0,0,0.0494,0.036,0.04865,0.03125,0.05185,0.0868,0.04335,0.0308,0.0387,0.0288
00000000000000000636_0,0,0.14575,0.1552,0.1414,0.13965,0.1376,0.1716,0.1597,0.1728,0.1502,0.1171
00000000000000000205_0,0,0.0155,0.0089,0.0179,0.023,0.0297,0.0059,0.03055,0.01695,0.0255,0.0094
00000000000000000228_0,0,0.03095,0.0239636363636363,0.0398,0.0213,0.03155,0.01805,0.0261,0.02635,0.023,0.0171
000000000000000008a2_0,0,0.1067,0.09505,0.1191,0.0872,0.0904,0.0987,0.11255,0.094,0.1044,0.07845
0000000000000000024c_0,0,0.25405,0.1741,0.1865,0.2489,0.1448,0.10385,0.19605,0.1797,0.1942,0.1271
000000000000000005cc_0,0,0.16035,0.11245,0.1265,0.12185,0.2284,0.11375,0.0856,0.13755,0.1,0.2091
000000000000000006a1_0,0,0.0301,0.0079,0.01025,0.0119,0.0383,0.0067,0.0174,0.02095,0.02745,0.0178
00000000000000000742_0,0,0.1834,0.18505,0.1816,0.2201,0.2064,0.19,0.2171,0.1966999999999999,0.1844,0.2035
00000000000000000172_0,0,0.0298,0.008,0.01805,0.014,0.0124,0.0062,0.0124,0.0204,0.0239,0.0068
0000000000000000022c_0,0,0.0748,0.01485,0.0164,0.0073,0.0091,0.0165,0.0341,0.0442,0.07115,0.03705
000000000000000002a4_0,0,0.2612,0.2152,0.2241,0.2,0.2227,0.17795,0.21495,0.1875,0.18635,0.1780499999999999
00000000000000000528_0,0,0.1521,0.113,0.1386,0.1128,0.1388,0.12655,0.1629,0.1269,0.1728,0.1069
00000000000000000207_0,0,0.0228,0.00625,0.01,0.0192,0.0138,0.0074,0.0207,0.0163,0.0265,0.0076
00000000000000000679_0,0,0.02405,0.0061,0.01755,0.01455,0.0162,0.0154,0.017,0.0254,0.0265,0.01605
000000000000000001b7_0,0,0.019,0.0073,0.01255,0.0268,0.0152,0.0068,0.01325,0.0136,0.0209999999999999,0.0097
000000000000000009a4_0,0,0.0276,0.00605,0.01185,0.02075,0.01345,0.0135,0.0218,0.0142,0.0205,0.005
000000000000000009a5_0,0,0.0679,0.01815,0.0825,0.0217,0.0217,0.02105,0.0236,0.0189,0.019,0.0676
000000000000000001bd_0,0,0.0122,0.0088,0.0078,0.0096,0.01295,0.0097,0.00925,0.0069,0.02025,0.0065
00000000000000000642_0,0,0.01095,0.0047,0.0086,0.00795,0.0068,0.0089,0.00685,0.0082,0.0136,0.0048
000000000000000002eb_0,0,0.01605,0.0073,0.0213,0.013,0.0067,0.0075,0.0115,0.0086,0.0114,0.0066
00000000000000000673_0,0,0.164,0.1136,0.1972,0.1055,0.2316,0.1648,0.1725,0.1605,0.2004,0.2468
0000000000000000022a_0,0,0.0264,0.00725,0.0152,0.0213,0.0189,0.015,0.0211,0.01755,0.01745,0.0068
00000000000000000899_0,0,0.0033,0.0149,0.0108,0.0134,0.0059,0.01325,0.0138,0.0161,0.01375,0.00945
00000000000000000681_0,0,0.0201,0.0065,0.02295,0.00735,0.0106,0.0109,0.01785,0.0084,0.02425,0.0085
00000000000000000306_0,0,0.0961,0.08915,0.2126,0.1067,0.2207,0.1922,0.20145,0.2008,0.203,0.2681
00000000000000000695_0,0,0.2536,0.1881,0.26505,0.1902,0.2568,0.1609,0.26575,0.1519,0.2264,0.16505
0000000000000000094c_0,0,0.0199,0.0634,0.08465,0.0585,0.0724,0.0682,0.0328,0.07005,0.0576,0.06795
