system:index,blue_S2_1,green_S2_1,landcover_S2_1,nir_S2_1,red_S2_1,swir1_S2_1,swir2_S2_1,blue_S2_2,green_S2_2,landcover_S2_2,nir_S2_2,red_S2_2,swir1_S2_2,swir2_S2_2
0000000000000000017a_0,0.0501,0.0681,0,0.06005,0.0609,0.0655,0.04095,0.1295,0.1777,0,0.2556,0.2226,0.3175,0.21
0000000000000000017b_0,0.0489,0.0786,0,0.2958,0.0854,0.2658,0.1597,0.0434,0.06795,0,0.3345,0.0535,0.2113,0.10875
0000000000000000017c_0,0.09105,0.12115,0,0.32335,0.1328,0.41065,0.3191,0.0503,0.0809,0,0.3192,0.069,0.2645,0.154
0000000000000000017d_0,0.1106,0.1325,0,0.0762,0.118,0.0169,0.0096,0.0917,0.11235,0,0.01455,0.0652,0.00585,0.0039
00000000000000000180_0,0.0615,0.0805,0,0.0124,0.0373,0.0052,0.0065,0.0808,0.1008,0,0.0307,0.0515,0.0268,0.0231
00000000000000000182_0,0.0422,0.0793,0,0.3099,0.06525,0.2515,0.13545,0.0445,0.0882,0,0.3734,0.0548,0.2538,0.1233
00000000000000000184_0,0.0429,0.0669,0,0.1698,0.0605,0.1146,0.0654,0.0433,0.0634,0,0.2047,0.0592,0.1082,0.0631
00000000000000000185_0,0.049,0.0775,0,0.2158,0.094,0.188,0.127,0.0509,0.0724,0,0.3296,0.0639,0.1985,0.1157
00000000000000000188_0,0.111,0.12905,0,0.04795,0.088,0.0296,0.0204,0.1134,0.1388,0,0.0508,0.0891,0.0412,0.0368
00000000000000000189_0,0.0417,0.0601,0,0.307,0.0541,0.1662,0.1018,0.0417,0.0622,0,0.2773,0.0539,0.1682,0.1034
0000000000000000018a_0,0.0817,0.10455,0,0.0338,0.0862,0.01525,0.0113,0.0948,0.1165,0,0.0389,0.08305,0.01805,0.01155
0000000000000000018b_0,0.2243,0.2977,0,0.3642,0.3388,0.4425,0.431,0.189,0.2703,0,0.352,0.3147,0.4333,0.4002
0000000000000000018c_0,0.1044,0.1217,0,0.23535,0.14475,0.29915,0.26965,0.09195,0.11465,0,0.23155,0.13495,0.28625,0.2517
0000000000000000018d_0,0.1193,0.1373,0,0.0404,0.1008,0.0171,0.0125,0.0697,0.0863,0,0.013,0.0436,0.0083,0.0068
00000000000000000190_0,0.07745,0.098,0,0.0224,0.0662,0.01765,0.016,0.07625,0.1025,0,0.0219,0.067,0.01345,0.01155
00000000000000000191_0,0.1238,0.14025,0,0.07965,0.11645,0.0404,0.0283,0.0817,0.0996,0,0.0499,0.0689,0.0376,0.0317
00000000000000000193_0,0.0333,0.0517,0,0.0635,0.0386,0.043,0.034,0.03715,0.05435,0,0.0815,0.0363,0.0459,0.02685
00000000000000000194_0,0.1022,0.121,0,0.0689,0.1008,0.0621,0.0518,0.0881,0.10795,0,0.0631,0.0959,0.05505,0.0476
00000000000000000195_0,0.08055,0.0954,0,0.2935,0.0858,0.24845,0.14895,0.04425,0.0644,0,0.3068,0.0543,0.18675,0.10605
00000000000000000196_0,0.0376,0.0497,0,0.3167,0.0376,0.1478,0.0629,0.0226,0.0376,0,0.3289,0.0238,0.1219,0.0506
00000000000000000198_0,0.0716,0.1035,0,0.24815,0.1261,0.2726,0.2219,0.06325,0.1024,0,0.3015,0.1256,0.27225,0.2073
00000000000000000199_0,0.0529,0.0774,0,0.1516,0.0743,0.0866,0.0535,0.068,0.0963,0,0.12275,0.08085,0.06765,0.0496
0000000000000000019b_0,0.0552,0.07285,0,0.2347,0.06205,0.13885,0.07835,0.06465,0.0822,0,0.23495,0.0713,0.15125,0.0909
0000000000000000019d_0,0.05995,0.0725,0,0.17595,0.07685,0.1567,0.09925,0.0504,0.06165,0,0.1478,0.0588,0.10945,0.05885
0000000000000000019e_0,0.10375,0.11675,0,0.1884,0.12195,0.21365,0.19325,0.11875,0.12945,0,0.2224,0.1196,0.2412,0.21555
000000000000000001a3_0,0.02575,0.05515,0,0.34055,0.0295,0.1724,0.07745,0.0367,0.0673,0,0.3897,0.0329,0.1792,0.0788
000000000000000001a6_0,0.0434,0.0728,0,0.1623,0.0466,0.0997,0.0508,0.0543,0.0887,0,0.1403,0.0631,0.0872,0.045
000000000000000001a9_0,0.0171,0.0385,0,0.307,0.0392,0.1712,0.0895,0.03155,0.04885,0,0.3352,0.0316,0.153,0.0702
000000000000000001aa_0,0.0401,0.06175,0,0.36735,0.03745,0.1413,0.05955,0.0457,0.0659,0,0.3705,0.0379,0.1433,0.0593
000000000000000001ae_0,0.06895,0.09085,0,0.01685,0.0515,0.0107,0.00935,0.0721,0.0906,0,0.0234,0.0515,0.0103,0.0088
000000000000000001b0_0,0.08575,0.1273,0,0.16785,0.1327,0.1443,0.08465,0.0819,0.1161,0,0.1667,0.1208,0.1095,0.0585
000000000000000001b1_0,0.0502,0.0644,0,0.1353,0.0551,0.1209,0.07,0.0403,0.0563,0,0.13905,0.0539,0.0925,0.05455
000000000000000001b4_0,0.11125,0.1316,0,0.23505,0.16075,0.3388,0.25615,0.1503,0.1783,0,0.2564,0.1987,0.3145,0.2482
000000000000000001b5_0,0.0717,0.1067,0,0.0307,0.0858,0.0204,0.0152,0.0716,0.1135,0,0.0387,0.0811,0.017,0.0124
000000000000000001b8_0,0.0654,0.0858,0,0.3357,0.1172,0.2365,0.1534,0.0515,0.0816,0,0.3955,0.0844,0.2328,0.1417
000000000000000001ba_0,0.0601,0.0896,0,0.2427,0.0953,0.1877,0.1318,0.05215,0.08125,0,0.29375,0.06945,0.21155,0.1282
000000000000000001bb_0,0.06695,0.1007,0,0.0419,0.10575,0.0077,0.00665,0.0834,0.1195,0,0.0347,0.1093,0.0148,0.0106
000000000000000001bc_0,0.1357,0.16165,0,0.2278,0.17865,0.2322,0.2195,0.1257,0.1536,0,0.2581,0.1845,0.2601,0.2473
000000000000000001bd_0,0.1059,0.1379,0,0.3143,0.1407,0.3251,0.284,0.0838,0.12525,0,0.32975,0.12285,0.2768,0.20405
000000000000000001bf_0,0.0846,0.095,0,0.0869,0.0796,0.0824,0.0615,0.0539,0.0687,0,0.0753,0.048,0.0506,0.0349
0000000000000000007c_0,0.0222,0.0388,0,0.2729,0.0261,0.1721,0.0791,0.0247,0.0443,0,0.3522,0.0259,0.1658,0.0723
0000000000000000011f_0,0.0222,0.0557,0,0.0169,0.0287,0.0159,0.0136,0.0346,0.0484,0,0.0226,0.0333,0.0191,0.0183
00000000000000000161_0,0.0314,0.0504,0,0.2719,0.03515,0.13565,0.06375,0.039,0.0582,0,0.31885,0.03645,0.1446,0.0681
000000000000000000bc_0,0.0358,0.0489,0,0.2065,0.0373,0.1505,0.0928,0.0237,0.0441,0,0.243,0.0268,0.1198,0.0603
00000000000000000068_0,0.0364,0.057,0,0.1775,0.0409,0.1449,0.08,0.0385,0.0589,0,0.2779,0.0406,0.1617,0.0812
0000000000000000014c_0,0.0364,0.05585,0,0.21235,0.04425,0.1662,0.09495,0.0422,0.0608,0,0.3318,0.0373,0.1582,0.0722
000000000000000000be_0,0.0372,0.0556,0,0.26505,0.0395,0.14415,0.07705,0.0414,0.06125,0,0.26735,0.03955,0.11585,0.05915
00000000000000000012_0,0.0389,0.0638,0,0.077,0.0423,0.0379,0.0218,0.0654,0.09015,0,0.0965,0.06775,0.0435,0.0222
00000000000000000151_0,0.0389,0.0533,0,0.01915,0.031,0.01725,0.0131,0.0546,0.0724,0,0.0183,0.042,0.0127,0.0117
00000000000000000121_0,0.041,0.05875,0,0.2848,0.0474,0.16995,0.08315,0.0246,0.04075,0,0.3398,0.02445,0.13575,0.0571
0000000000000000011d_0,0.0435,0.0707,0,0.0135,0.0477,0.0102,0.0081,0.0634,0.0882,0,0.0287,0.059,0.0247,0.0223
000000000000000001b6_0,0.0435,0.0572,0,0.3387,0.0364,0.1617,0.0682,0.0294,0.044,0,0.2885,0.03,0.1368,0.0626
0000000000000000000b_0,0.0464,0.0602,0,0.2705,0.0483,0.1939,0.0996,0.0301,0.0574,0,0.3821,0.0343,0.1879,0.0866
00000000000000000110_0,0.0478,0.0716,0,0.3009,0.05355,0.193,0.1015,0.0296,0.0525,0,0.2691,0.0353,0.1628,0.0766
0000000000000000006d_0,0.0482,0.06025,0,0.0428,0.0476,0.03445,0.0266,0.0348,0.0409,0,0.03075,0.0293,0.0212,0.01375
0000000000000000014a_0,0.0482,0.0839,0,0.3058,0.0687,0.1787,0.1032,0.0551,0.08775,0,0.4076,0.0695,0.2055,0.1121
00000000000000000113_0,0.0487,0.06855,0,0.1139,0.061,0.10755,0.07055,0.0472,0.0664,0,0.1385,0.0519,0.0887,0.0536
00000000000000000118_0,0.0487,0.07745,0,0.1463,0.0667,0.104,0.0601,0.04935,0.079,0,0.22195,0.0518,0.1045,0.04615
0000000000000000015a_0,0.0487,0.0687,0,0.3215,0.0447,0.1864,0.0969,0.0378,0.0587,0,0.3391,0.0376,0.2041,0.0996
000000000000000000cb_0,0.0496,0.0851,0,0.0228,0.0541,0.013,0.0096,0.07525,0.1057,0,0.0275,0.07585,0.01625,0.01225
000000000000000000fa_0,0.0496,0.076,0,0.0177,0.0504,0.012,0.0082,0.05855,0.084,0,0.0179,0.05725,0.00965,0.00845
0000000000000000009d_0,0.0505,0.082,0,0.2655,0.0571,0.1509,0.0857,0.04115,0.0726,0,0.2735,0.04765,0.12855,0.07365
0000000000000000018f_0,0.0505,0.0707,0,0.1111,0.0589,0.1027,0.0695,0.048,0.0737,0,0.0955,0.0468,0.0696,0.0402
000000000000000000c4_0,0.0535,0.0692,0,0.0157,0.029,0.0057,0.0043,0.062,0.0777,0,0.01655,0.0371,0.0088,0.008
000000000000000001a0_0,0.0544,0.0877,0,0.0156,0.0613,0.0065,0.0051,0.0642,0.0866,0,0.0237,0.0642,0.0164,0.0106
0000000000000000007d_0,0.0545,0.0663,0,0.0197,0.044,0.0116,0.0059,0.0591,0.0693,0,0.02065,0.0485,0.0126,0.00915
000000000000000001af_0,0.0546,0.0692,0,0.0402,0.0477,0.0127,0.0068,0.0651,0.0693,0,0.034,0.0502,0.0319,0.0298
00000000000000000031_0,0.0576,0.0752,0,0.206,0.0812,0.2277,0.1634,0.0636,0.0875,0,0.2701,0.0828,0.253,0.1694
00000000000000000000_0,0.0582,0.07585,0,0.32885,0.05575,0.188,0.0979,0.0244,0.04825,0,0.34655,0.0325,0.1713,0.0784
00000000000000000079_0,0.05955,0.09305,0,0.28395,0.0973,0.20695,0.1266,0.0715,0.10135,0,0.3395,0.10185,0.2119,0.13205
000000000000000000c3_0,0.0606,0.078,0,0.2794,0.0706,0.2024,0.1375,0.04095,0.06475,0,0.34505,0.0497,0.20315,0.1231
0000000000000000014f_0,0.0606,0.0865,0,0.2698,0.097,0.2241,0.147,0.04075,0.07105,0,0.3954,0.0702,0.2341,0.1471
000000000000000001a8_0,0.0624,0.0827,0,0.0121,0.0471,0.0094,0.0069,0.0839,0.1062,0,0.01905,0.0828,0.00825,0.007
000000000000000000a0_0,0.0628,0.0923,0,0.2254,0.10205,0.2717,0.19405,0.1149,0.1579,0,0.3355,0.1856,0.2779,0.2127
00000000000000000166_0,0.0628,0.0857,0,0.0228,0.0455,0.0278,0.019,0.0906,0.1153,0,0.0321,0.0787,0.0369,0.0346
00000000000000000065_0,0.0645,0.1023,0,0.1547,0.1037,0.1566,0.1305,0.0579,0.08615,0,0.17575,0.06445,0.111,0.07245
0000000000000000012f_0,0.06455,0.0816,0,0.23375,0.0667,0.20455,0.13105,0.0505,0.0687,0,0.327,0.0536,0.2251,0.1342
00000000000000000061_0,0.066,0.095,0,0.3087,0.0733,0.2482,0.1483,0.0515,0.06605,0,0.15995,0.06725,0.1527,0.0953
00000000000000000171_0,0.066,0.0839,0,0.3297,0.0628,0.2004,0.10065,0.0293,0.0443,0,0.3018,0.0314,0.1352,0.0618
0000000000000000009f_0,0.0667,0.09715,0,0.1341,0.10515,0.1019,0.05955,0.0746,0.1006,0,0.0931,0.0997,0.0505,0.0357
00000000000000000138_0,0.0667,0.1027,0,0.30485,0.1012,0.2441,0.1586,0.0641,0.1102,0,0.3748,0.093,0.2814,0.1697
000000000000000000a8_0,0.0677,0.0875,0,0.1432,0.07965,0.1304,0.0802,0.0376,0.0645,0,0.0802,0.0377,0.0713,0.0398
000000000000000000f0_0,0.0677,0.0965,0,0.1091,0.0763,0.0658,0.0454,0.081,0.1079,0,0.116,0.0955,0.0614,0.0425
0000000000000000006c_0,0.06935,0.0986,0,0.36385,0.08255,0.24895,0.15235,0.05,0.0898,0,0.4069,0.0561,0.2278,0.1233
0000000000000000000f_0,0.0698,0.0844,0,0.02075,0.05845,0.01485,0.00905,0.0599,0.0716,0,0.0147,0.0398,0.01,0.0073
000000000000000000e8_0,0.0698,0.0986,0,0.2105,0.1053,0.202,0.1475,0.0779,0.10565,0,0.2542,0.10365,0.1982,0.1267
000000000000000001a5_0,0.0698,0.0943,0,0.0401,0.0709,0.0521,0.0354,0.0774,0.1018,0,0.0499,0.0761,0.0477,0.0413
00000000000000000076_0,0.0703,0.09945,0,0.02865,0.0775,0.0207,0.01525,0.08,0.1105,0,0.0333,0.0906,0.0179,0.0129
0000000000000000012d_0,0.0703,0.0903,0,0.01265,0.0683,0.0083,0.0069,0.04895,0.07725,0,0.01075,0.054,0.01065,0.0092
00000000000000000006_0,0.0705,0.0817,0,0.01655,0.03765,0.0114,0.00765,0.0748,0.0867,0,0.00975,0.03455,0.0089,0.0066
00000000000000000094_0,0.0705,0.08345,0,0.2651,0.0737,0.2621,0.1511,0.045,0.0813,0,0.3376,0.0605,0.2315,0.1185
00000000000000000186_0,0.0714,0.0948,0,0.1533,0.0754,0.1598,0.1161,0.07315,0.087,0,0.25075,0.07495,0.1834,0.11435
000000000000000000bb_0,0.0725,0.0763,0,0.0948,0.0747,0.1263,0.1075,0.06155,0.0645,0,0.0848,0.07265,0.11215,0.111
000000000000000000c9_0,0.0725,0.0971,0,0.005,0.042,0.007,0.0073,0.1184,0.14475,0,0.04115,0.1154,0.0193,0.01825
0000000000000000011a_0,0.07385,0.10945,0,0.04695,0.1166,0.0097,0.008,0.0812,0.1218,0,0.0403,0.1224,0.0144,0.0109
00000000000000000105_0,0.0747,0.0885,0,0.2154,0.08795,0.1942,0.1596,0.0753,0.0959,0,0.2364,0.082,0.2011,0.1588
000000000000000000af_0,0.0757,0.1068,0,0.0681,0.084,0.06525,0.04305,0.0653,0.0899,0,0.0902,0.0679,0.0682,0.042
000000000000000000c8_0,0.0757,0.1108,0,0.1394,0.1231,0.0744,0.051,0.09,0.12885,0,0.0838,0.14395,0.0167,0.01245
000000000000000001b7_0,0.0757,0.1131,0,0.1033,0.0876,0.0764,0.0713,0.04915,0.07805,0,0.05625,0.06195,0.0566,0.046
00000000000000000106_0,0.07575,0.09505,0,0.17995,0.0933,0.1379,0.1035,0.0782,0.1044,0,0.2301,0.1052,0.1837,0.1316
000000000000000000bf_0,0.0761,0.0986,0,0.2267,0.0868,0.1831,0.1238,0.0651,0.0938,0,0.2593,0.089,0.188,0.1302
00000000000000000172_0,0.0761,0.0836,0,0.0289,0.0544,0.026,0.0232,0.0705,0.0785,0,0.0175,0.0423,0.0173,0.0152
00000000000000000164_0,0.0765,0.1127,0,0.0444,0.1131,0.0066,0.0048,0.0986,0.1372,0,0.07835,0.1579,0.0124,0.00995
0000000000000000017f_0,0.0765,0.1047,0,0.26505,0.11455,0.2935,0.22855,0.0645,0.105,0,0.309,0.1076,0.2097,0.1278
000000000000000000df_0,0.0769,0.1034,0,0.3037,0.0993,0.2801,0.1922,0.06235,0.09415,0,0.3488,0.08625,0.2731,0.1772
00000000000000000178_0,0.0769,0.096,0,0.03625,0.07805,0.01545,0.0109,0.0835,0.1089,0,0.0473,0.1008,0.0175,0.0135
000000000000000001a1_0,0.0769,0.0989,0,0.23805,0.1188,0.352,0.2523,0.0619,0.0916,0,0.3675,0.0672,0.2704,0.1492
000000000000000001ad_0,0.0773,0.0959,0,0.2496,0.0856,0.168,0.1076,0.0687,0.0858,0,0.25985,0.07105,0.16495,0.1099
000000000000000000c5_0,0.0774,0.0888,0,0.0539,0.0657,0.0449,0.0404,0.0714,0.0879,0,0.032,0.05235,0.0299,0.02845
000000000000000000d6_0,0.0781,0.10485,0,0.03995,0.0892,0.0315,0.02765,0.0952,0.1094,0,0.0493,0.0937,0.0394,0.0331
0000000000000000006f_0,0.0787,0.0927,0,0.28815,0.0931,0.25365,0.14635,0.0466,0.0713,0,0.2904,0.0656,0.15525,0.0817
0000000000000000003b_0,0.079,0.0967,0,0.147,0.0992,0.1358,0.096,0.0591,0.0835,0,0.1523,0.0741,0.1099,0.0714
000000000000000000f1_0,0.079,0.0959,0,0.1862,0.0989,0.1873,0.1327,0.0813,0.1033,0,0.2364,0.1035,0.1906,0.1268
00000000000000000162_0,0.079,0.108,0,0.0355,0.1043,0.0154,0.013,0.0827,0.1102,0,0.0294,0.0806,0.01625,0.01245
0000000000000000019f_0,0.0791,0.1043,0,0.20455,0.1113,0.19575,0.16095,0.0895,0.117,0,0.3073,0.12,0.2526,0.2164
00000000000000000165_0,0.0804,0.1002,0,0.0467,0.0725,0.0403,0.025,0.087,0.123,0,0.0523,0.0933,0.015,0.0105
00000000000000000181_0,0.0804,0.1106,0,0.0293,0.0739,0.012,0.0092,0.08575,0.1172,0,0.02625,0.0862,0.01205,0.00945
000000000000000001a7_0,0.0806,0.1051,0,0.0561,0.0886,0.0389,0.0272,0.0898,0.1111,0,0.0332,0.0785,0.021,0.0199
0000000000000000007f_0,0.08515,0.10225,0,0.0362,0.05755,0.0179,0.01185,0.08595,0.0954,0,0.02315,0.05275,0.0244,0.02075
00000000000000000197_0,0.08515,0.11205,0,0.15775,0.1098,0.1342,0.0825,0.0917,0.1247,0,0.0803,0.1128,0.0349,0.0217
0000000000000000015d_0,0.0901,0.107,0,0.1375,0.0928,0.0805,0.0747,0.0526,0.0647,0,0.0639,0.0396,0.0303,0.021
00000000000000000002_0,0.0943,0.11915,0,0.2278,0.11395,0.1884,0.14475,0.0671,0.0936,0,0.2573,0.0755,0.1685,0.1242
0000000000000000004f_0,0.0943,0.1238,0,0.1714,0.1416,0.2117,0.1851,0.0938,0.12685,0,0.1833,0.1504,0.20325,0.1887
0000000000000000009c_0,0.0955,0.1117,0,0.1944,0.1303,0.2125,0.2204,0.0872,0.1077,0,0.2114,0.1214,0.2216,0.2178
000000000000000000a3_0,0.0955,0.10555,0,0.27545,0.0954,0.18135,0.1215,0.0796,0.0867,0,0.2727,0.081,0.1636,0.1153
00000000000000000100_0,0.0959,0.10335,0,0.069,0.0796,0.058,0.04755,0.0672,0.0894,0,0.0218,0.0525,0.0141,0.0118
0000000000000000019a_0,0.0959,0.106,0,0.048,0.0707,0.0327,0.02335,0.08275,0.09785,0,0.0174,0.05535,0.0146,0.0117
00000000000000000158_0,0.0966,0.1307,0,0.2714,0.1428,0.2775,0.2166,0.0882,0.1152,0,0.3104,0.12,0.2476,0.1957
00000000000000000187_0,0.0966,0.1229,0,0.2187,0.1421,0.2089,0.1857,0.1094,0.1322,0,0.2366,0.1345,0.2024,0.1629
00000000000000000010_0,0.1009,0.1281,0,0.1806,0.1336,0.0965,0.0525,0.0993,0.1248,0,0.0644,0.1113,0.0359,0.0267
000000000000000000c7_0,0.1009,0.1186,0,0.111,0.1148,0.042,0.0241,0.08665,0.09845,0,0.03905,0.0709,0.01555,0.0131
00000000000000000104_0,0.1075,0.1238,0,0.08275,0.1061,0.07915,0.0697,0.08505,0.10565,0,0.0799,0.0891,0.07505,0.0687
0000000000000000018e_0,0.1075,0.1223,0,0.0818,0.0966,0.0852,0.0755,0.0701,0.0913,0,0.0234,0.0596,0.015,0.0134
00000000000000000077_0,0.1206,0.138,0,0.1637,0.1318,0.1202,0.0951,0.1097,0.1239,0,0.1423,0.1164,0.1061,0.086
0000000000000000007b_0,0.1206,0.1289,0,0.0947,0.114,0.0653,0.0532,0.1131,0.1373,0,0.0921,0.1197,0.0899,0.08115
000000000000000001ab_0,0.1208,0.1374,0,0.1514,0.1448,0.1774,0.1626,0.1275,0.1427,0,0.1626,0.1477,0.1818,0.1616
00000000000000000016_0,0.149,0.1881,0,0.2351,0.2068,0.2528,0.1965,0.14395,0.17,0,0.2466,0.18135,0.26665,0.1968
00000000000000000101_0,0.149,0.1629,0,0.1612,0.1564,0.12,0.1003,0.0854,0.1028,0,0.1198,0.0889,0.0839,0.0623
00000000000000000023_0,0.0302,0.0547,1,0.1483,0.0408,0.0504,0.022,0.0453,0.0652,1,0.1914,0.0472,0.0637,0.0279
0000000000000000003d_0,0.0491,0.077,1,0.1899,0.0638,0.0953,0.048,0.05565,0.0716,1,0.05285,0.05785,0.0657,0.04885
000000000000000000ef_0,0.0867,0.11885,1,0.21715,0.1275,0.2077,0.15505,0.0904,0.1226,1,0.2415,0.1249,0.2101,0.1484
0000000000000000010c_0,0.03145,0.0517,1,0.31775,0.0286,0.09065,0.0402,0.0193,0.0449,1,0.3084,0.0236,0.0937,0.0404
0000000000000000016d_0,0.0892,0.1213,1,0.1656,0.1374,0.1734,0.1339,0.12125,0.1465,1,0.19105,0.14555,0.14755,0.1102
000000000000000001c0_0,0.0215,0.0493,1,0.268,0.0368,0.0769,0.033,0.0354,0.056,1,0.2804,0.0358,0.0994,0.0438
000000000000000001c1_0,0.05535,0.0666,1,0.2068,0.04565,0.07915,0.03575,0.02335,0.0407,1,0.21965,0.02575,0.08995,0.0427
000000000000000001c2_0,0.0752,0.1039,1,0.0769,0.1018,0.0707,0.0401,0.089,0.1115,1,0.1037,0.1114,0.0702,0.0378
000000000000000001c3_0,0.08225,0.1112,1,0.1654,0.11725,0.1436,0.10635,0.0759,0.1059,1,0.10575,0.1006,0.0926,0.06705
000000000000000001c6_0,0.0423,0.0734,1,0.1588,0.0596,0.1023,0.0561,0.0589,0.0872,1,0.21865,0.0667,0.1064,0.06445
000000000000000001c8_0,0.0832,0.0938,1,0.139,0.0671,0.0486,0.0231,0.0511,0.0683,1,0.1163,0.0461,0.0487,0.0326
000000000000000001c9_0,0.0795,0.1183,1,0.1336,0.1268,0.059,0.0322,0.094,0.13015,1,0.1187,0.14525,0.04575,0.03335
000000000000000001ca_0,0.0788,0.0934,1,0.1611,0.0822,0.0973,0.0578,0.0395,0.0639,1,0.221,0.042,0.0932,0.0436
000000000000000001cc_0,0.0591,0.0779,1,0.1581,0.0709,0.1151,0.0866,0.05745,0.07415,1,0.2603,0.0624,0.131,0.06985
000000000000000001cd_0,0.0472,0.0668,1,0.2669,0.0469,0.0903,0.0366,0.0361,0.0636,1,0.3047,0.0359,0.0925,0.0353
000000000000000001ce_0,0.0406,0.0586,1,0.2336,0.0398,0.0919,0.0365,0.03795,0.05895,1,0.26115,0.03565,0.105,0.04495
000000000000000001cf_0,0.08365,0.1127,1,0.1509,0.1148,0.1432,0.0993,0.064,0.0869,1,0.2106,0.0882,0.1501,0.0966
000000000000000001d0_0,0.0312,0.0492,1,0.1613,0.0338,0.0945,0.0503,0.0564,0.0747,1,0.22,0.0494,0.09955,0.052
000000000000000001d2_0,0.0324,0.0565,1,0.3635,0.0343,0.1527,0.0735,0.0218,0.0532,1,0.4504,0.0211,0.1645,0.0735
000000000000000001d3_0,0.0309,0.0501,1,0.4159,0.0248,0.1296,0.05205,0.02355,0.04855,1,0.4338,0.02035,0.12735,0.05
000000000000000001d4_0,0.0514,0.0667,1,0.152,0.047,0.0457,0.0186,0.0682,0.08615,1,0.17685,0.0654,0.07105,0.03495
000000000000000001d5_0,0.0262,0.04565,1,0.29235,0.02675,0.0803,0.0337,0.03595,0.05985,1,0.2864,0.0344,0.101,0.03885
000000000000000001d6_0,0.0462,0.0766,1,0.1488,0.0564,0.0545,0.0311,0.05895,0.0764,1,0.1504,0.0531,0.0458,0.02205
000000000000000001d7_0,0.0813,0.1041,1,0.1286,0.09045,0.05725,0.03065,0.0708,0.0985,1,0.0757,0.0798,0.0297,0.0161
000000000000000001d9_0,0.0604,0.09065,1,0.13365,0.07265,0.08085,0.04885,0.0676,0.0932,1,0.0708,0.08235,0.03995,0.02915
000000000000000001da_0,0.0361,0.072,1,0.3781,0.0535,0.2122,0.1049,0.0458,0.07475,1,0.35975,0.04195,0.19385,0.09295
000000000000000001db_0,0.05305,0.06135,1,0.25445,0.0425,0.06055,0.02485,0.0229,0.0363,1,0.2831,0.0214,0.0604,0.0261
000000000000000001de_0,0.05355,0.0715,1,0.3454,0.0452,0.10655,0.0411,0.03095,0.0563,1,0.33115,0.03085,0.08845,0.03155
000000000000000001e4_0,0.0823,0.0923,1,0.2341,0.0828,0.1452,0.1262,0.0831,0.111,1,0.2571,0.1073,0.1796,0.1386
000000000000000001e5_0,0.0932,0.1264,1,0.30295,0.13125,0.29885,0.18935,0.0694,0.11,1,0.3436,0.0971,0.2653,0.1562
000000000000000001e8_0,0.0332,0.0518,1,0.2656,0.0319,0.1023,0.0434,0.03035,0.04395,1,0.2688,0.0257,0.09155,0.0387
000000000000000001e9_0,0.071,0.1043,1,0.1559,0.1127,0.153,0.1255,0.07225,0.10235,1,0.2399,0.09455,0.16665,0.1054
000000000000000001ea_0,0.0261,0.0595,1,0.2207,0.0413,0.1497,0.0795,0.0395,0.0742,1,0.3986,0.0348,0.1443,0.0695
000000000000000001ec_0,0.0526,0.08,1,0.2006,0.0632,0.169,0.0946,0.0675,0.0895,1,0.1955,0.0738,0.1315,0.0755
000000000000000001ef_0,0.0264,0.0541,1,0.3082,0.0366,0.0863,0.0335,0.0434,0.0669,1,0.337,0.0407,0.0996,0.0416
000000000000000001f2_0,0.033,0.0501,1,0.296,0.0302,0.083,0.0316,0.0224,0.0486,1,0.3212,0.0216,0.0918,0.0353
000000000000000001f3_0,0.0688,0.0939,1,0.0778,0.0728,0.027,0.0147,0.0678,0.0944,1,0.08595,0.0791,0.039,0.02085
