system:index,blue_L8_1,green_L8_1,landcover_L8_1,nir_L8_1,red_L8_1,swir1_L8_1,swir2_L8_1,blue_S2_1,green_S2_1,landcover_S2_1,nir_S2_1,red_S2_1,swir1_S2_1,swir2_S2_1
0000000000000000009d_0,0.07292,0.11456,0,0.31832,0.08656,0.20268,0.11508,0.0505,0.082,0,0.2655,0.0571,0.1509,0.0857
0000000000000000018f_0,0.07802,0.11432,0,0.14676,0.09054,0.10132,0.0555600000000001,0.0505,0.0707,0,0.1111,0.0589,0.1027,0.0695
000000000000000000c4_0,0.0400600000000001,0.10166,0,0.0,0.0644600000000001,0.0056,0.00712,0.0535,0.0692,0,0.0157,0.029,0.0057,0.0043
000000000000000001a0_0,0.09184,0.13028,0,0.04372,0.0942000000000001,0.01852,0.0114,0.0544,0.0877,0,0.0156,0.0613,0.0065,0.0051
0000000000000000007d_0,0.0266400000000001,0.07064,0,0.04056,0.04116,0.0156000000000001,0.00932,0.0545,0.0663,0,0.0197,0.044,0.0116,0.0059
000000000000000001af_0,0.0599200000000001,0.09114,0,0.0464600000000001,0.0635000000000001,0.0294000000000001,0.02358,0.0546,0.0692,0,0.0402,0.0477,0.0127,0.0068
00000000000000000000_0,0.0624200000000001,0.0891000000000001,0,0.41232,0.0676000000000001,0.23264,0.1054,0.0582,0.07585,0,0.32885,0.05575,0.188,0.0979
00000000000000000079_0,0.118,0.18808,0,0.37824,0.23972,0.38268,0.25504,0.05955,0.09305,0,0.28395,0.0973,0.20695,0.1266
000000000000000000c3_0,0.0546400000000001,0.09826,0,0.39592,0.08584,0.25824,0.14722,0.0606,0.078,0,0.2794,0.0706,0.2024,0.1375
0000000000000000014f_0,0.0672400000000001,0.10948,0,0.49852,0.1152,0.3292,0.18654,0.0606,0.0865,0,0.2698,0.097,0.2241,0.147
000000000000000001a8_0,0.0699400000000001,0.12508,0,0.0459000000000001,0.0867800000000001,0.03386,0.02582,0.0624,0.0827,0,0.0121,0.0471,0.0094,0.0069
000000000000000000a0_0,0.11668,0.14364,0,0.29068,0.1604,0.3636,0.2452,0.0628,0.0923,0,0.2254,0.10205,0.2717,0.19405
00000000000000000166_0,0.06956,0.12676,0,0.0609200000000001,0.0795400000000001,0.0632800000000001,0.05064,0.0628,0.0857,0,0.0228,0.0455,0.0278,0.019
00000000000000000065_0,0.10504,0.14424,0,0.307,0.14916,0.29948,0.22764,0.0645,0.1023,0,0.1547,0.1037,0.1566,0.1305
0000000000000000012f_0,0.0658800000000001,0.0959600000000001,0,0.39028,0.0696000000000001,0.23744,0.1256,0.06455,0.0816,0,0.23375,0.0667,0.20455,0.13105
00000000000000000061_0,0.0850200000000001,0.12324,0,0.3538,0.14142,0.33344,0.22556,0.066,0.095,0,0.3087,0.0733,0.2482,0.1483
00000000000000000171_0,0.0705600000000001,0.1098,0,0.391,0.0986400000000001,0.26412,0.13312,0.066,0.0839,0,0.3297,0.0628,0.2004,0.10065
0000000000000000009f_0,0.0933600000000001,0.12472,0,0.20888,0.10648,0.10788,0.0579600000000001,0.0667,0.09715,0,0.1341,0.10515,0.1019,0.05955
00000000000000000138_0,0.0898600000000001,0.13586,0,0.43732,0.12078,0.31824,0.18968,0.0667,0.1027,0,0.30485,0.1012,0.2441,0.1586
000000000000000000a8_0,0.0719000000000001,0.10064,0,0.20042,0.0937400000000001,0.17016,0.0995800000000001,0.0677,0.0875,0,0.1432,0.07965,0.1304,0.0802
000000000000000000f0_0,0.10624,0.14328,0,0.1992,0.13592,0.14556,0.0884,0.0677,0.0965,0,0.1091,0.0763,0.0658,0.0454
0000000000000000006c_0,0.10572,0.14372,0,0.37296,0.1532,0.35876,0.24936,0.06935,0.0986,0,0.36385,0.08255,0.24895,0.15235
0000000000000000000f_0,0.0398800000000001,0.0828600000000001,0,0.00962,0.036,0.0113,0.0103800000000001,0.0698,0.0844,0,0.02075,0.05845,0.01485,0.00905
000000000000000000e8_0,0.0963200000000001,0.13288,0,0.30696,0.1206,0.27088,0.19152,0.0698,0.0986,0,0.2105,0.1053,0.202,0.1475
000000000000000001a5_0,0.11284,0.14008,0,0.0809200000000001,0.10996,0.0440800000000001,0.0309200000000001,0.0698,0.0943,0,0.0401,0.0709,0.0521,0.0354
00000000000000000076_0,0.04948,0.11568,0,0.03612,0.0906400000000001,0.0137600000000001,0.01004,0.0703,0.09945,0,0.02865,0.0775,0.0207,0.01525
00000000000000000006_0,0.0413000000000001,0.0813200000000001,0,0.02174,0.0291200000000001,0.0217800000000001,0.01904,0.0705,0.0817,0,0.01655,0.03765,0.0114,0.00765
00000000000000000094_0,0.0658,0.0986800000000001,0,0.43492,0.0927600000000001,0.3652,0.18196,0.0705,0.08345,0,0.2651,0.0737,0.2621,0.1511
00000000000000000186_0,0.1032,0.14438,0,0.29972,0.14646,0.2615,0.1735,0.0714,0.0948,0,0.1533,0.0754,0.1598,0.1161
000000000000000000bb_0,0.0931600000000001,0.0907200000000001,0,0.12464,0.092,0.17392,0.15876,0.0725,0.0763,0,0.0948,0.0747,0.1263,0.1075
000000000000000000c9_0,0.15084,0.18336,0,0.05548,0.13788,0.0209200000000001,0.0131600000000001,0.0725,0.0971,0,0.005,0.042,0.007,0.0073
0000000000000000011a_0,0.12512,0.18008,0,0.09884,0.16676,0.0818,0.0696800000000001,0.07385,0.10945,0,0.04695,0.1166,0.0097,0.008
00000000000000000105_0,0.10356,0.13384,0,0.26084,0.13692,0.28596,0.23316,0.0747,0.0885,0,0.2154,0.08795,0.1942,0.1596
000000000000000000af_0,0.1086,0.1636,0,0.10084,0.14492,0.05392,0.0345200000000001,0.0757,0.1068,0,0.0681,0.084,0.06525,0.04305
000000000000000000c8_0,0.0914,0.14704,0,0.0674000000000001,0.15304,0.0114400000000001,0.0072,0.0757,0.1108,0,0.1394,0.1231,0.0744,0.051
000000000000000001b7_0,0.08224,0.12904,0,0.11464,0.1202,0.10288,0.0763200000000001,0.0757,0.1131,0,0.1033,0.0876,0.0764,0.0713
000000000000000000bf_0,0.06964,0.1088,0,0.35592,0.0906400000000001,0.23876,0.13792,0.0761,0.0986,0,0.2267,0.0868,0.1831,0.1238
00000000000000000172_0,0.04016,0.0942000000000001,0,0.0438000000000001,0.0558400000000001,0.05636,0.0476800000000001,0.0761,0.0836,0,0.0289,0.0544,0.026,0.0232
00000000000000000164_0,0.10324,0.154,0,0.04748,0.13768,0.01364,0.00824,0.0765,0.1127,0,0.0444,0.1131,0.0066,0.0048
0000000000000000017f_0,0.0462400000000001,0.10368,0,0.27212,0.08856,0.14112,0.0874,0.0765,0.1047,0,0.26505,0.11455,0.2935,0.22855
000000000000000000df_0,0.1142,0.17392,0,0.3902,0.19868,0.374,0.30636,0.0769,0.1034,0,0.3037,0.0993,0.2801,0.1922
00000000000000000178_0,0.0314800000000001,0.09196,0,0.0167200000000001,0.07696,0.00968,0.00848,0.0769,0.096,0,0.03625,0.07805,0.01545,0.0109
000000000000000001a1_0,0.0972200000000001,0.12866,0,0.33868,0.14166,0.43654,0.29362,0.0769,0.0989,0,0.23805,0.1188,0.352,0.2523
000000000000000001ad_0,0.0446,0.10848,0,0.41252,0.07908,0.2654,0.12728,0.0773,0.0959,0,0.2496,0.0856,0.168,0.1076
000000000000000000c5_0,0.0317600000000001,0.07812,0,0.02052,0.0353600000000001,0.0452000000000001,0.0343600000000001,0.0774,0.0888,0,0.0539,0.0657,0.0449,0.0404
000000000000000000d6_0,0.04704,0.08356,0,0.04632,0.05504,0.0481200000000001,0.0392400000000001,0.0781,0.10485,0,0.03995,0.0892,0.0315,0.02765
0000000000000000006f_0,0.09328,0.13316,0,0.4051,0.13668,0.37388,0.23368,0.0787,0.0927,0,0.28815,0.0931,0.25365,0.14635
0000000000000000003b_0,0.05274,0.10216,0,0.1503,0.10908,0.11166,0.0727,0.079,0.0967,0,0.147,0.0992,0.1358,0.096
000000000000000000f1_0,0.10128,0.14464,0,0.27572,0.13824,0.2464,0.16568,0.079,0.0959,0,0.1862,0.0989,0.1873,0.1327
00000000000000000162_0,0.0268,0.0917600000000001,0,0.00332,0.04748,0.00492,0.00568,0.079,0.108,0,0.0355,0.1043,0.0154,0.013
0000000000000000019f_0,0.12724,0.17344,0,0.35684,0.18724,0.3564,0.2776,0.0791,0.1043,0,0.20455,0.1113,0.19575,0.16095
00000000000000000165_0,0.11116,0.14314,0,0.08924,0.11788,0.04982,0.03296,0.0804,0.1002,0,0.0467,0.0725,0.0403,0.025
00000000000000000181_0,0.03012,0.10364,0,0.00644,0.0668800000000001,0.00616,0.00716,0.0804,0.1106,0,0.0293,0.0739,0.012,0.0092
000000000000000001a7_0,0.0570600000000001,0.1064,0,0.0219200000000001,0.07814,0.01414,0.01156,0.0806,0.1051,0,0.0561,0.0886,0.0389,0.0272
0000000000000000007f_0,0.0406,0.0998000000000001,0,0.0298000000000001,0.052,0.04388,0.0420800000000001,0.08515,0.10225,0,0.0362,0.05755,0.0179,0.01185
00000000000000000197_0,0.09584,0.1408,0,0.0850000000000001,0.13084,0.03096,0.0183200000000001,0.08515,0.11205,0,0.15775,0.1098,0.1342,0.0825
0000000000000000015d_0,0.0387200000000001,0.0604400000000001,0,0.0456600000000001,0.04158,0.0218,0.01572,0.0901,0.107,0,0.1375,0.0928,0.0805,0.0747
00000000000000000002_0,0.2174,0.33572,0,0.44092,0.35728,0.37884,0.36656,0.0943,0.11915,0,0.2278,0.11395,0.1884,0.14475
0000000000000000004f_0,0.0882400000000001,0.12666,0,0.21212,0.1473,0.21338,0.18046,0.0943,0.1238,0,0.1714,0.1416,0.2117,0.1851
0000000000000000009c_0,0.11128,0.14936,0,0.28834,0.1704,0.28666,0.24536,0.0955,0.1117,0,0.1944,0.1303,0.2125,0.2204
000000000000000000a3_0,0.07436,0.11068,0,0.36408,0.09572,0.20352,0.11772,0.0955,0.10555,0,0.27545,0.0954,0.18135,0.1215
00000000000000000100_0,0.0194,0.0711200000000001,0,0.00572,0.03284,0.01764,0.0187200000000001,0.0959,0.10335,0,0.069,0.0796,0.058,0.04755
0000000000000000019a_0,0.0271600000000001,0.0728,0,0.00316,0.02096,0.00756,0.00772,0.0959,0.106,0,0.048,0.0707,0.0327,0.02335
00000000000000000158_0,0.15068,0.1706,0,0.30836,0.19016,0.32584,0.25804,0.0966,0.1307,0,0.2714,0.1428,0.2775,0.2166
00000000000000000187_0,0.10324,0.1539,0,0.31422,0.16928,0.28444,0.22482,0.0966,0.1229,0,0.2187,0.1421,0.2089,0.1857
00000000000000000010_0,0.10052,0.1438,0,0.0436,0.10004,0.01828,0.01236,0.1009,0.1281,0,0.1806,0.1336,0.0965,0.0525
000000000000000000c7_0,0.0495600000000001,0.09384,0,0.0150000000000001,0.05448,0.0114400000000001,0.00936,0.1009,0.1186,0,0.111,0.1148,0.042,0.0241
00000000000000000104_0,0.0623200000000001,0.08816,0,0.0461000000000001,0.0676200000000001,0.0336200000000001,0.0271400000000001,0.1075,0.1238,0,0.08275,0.1061,0.07915,0.0697
0000000000000000018e_0,0.0686800000000001,0.0858800000000001,0,0.06992,0.0662800000000001,0.07596,0.0672800000000001,0.1075,0.1223,0,0.0818,0.0966,0.0852,0.0755
00000000000000000077_0,0.12736,0.17304,0,0.23532,0.18176,0.15056,0.12132,0.1206,0.138,0,0.1637,0.1318,0.1202,0.0951
0000000000000000007b_0,0.0423800000000001,0.0996000000000001,0,0.04048,0.0893400000000001,0.0199600000000001,0.0150400000000001,0.1206,0.1289,0,0.0947,0.114,0.0653,0.0532
000000000000000001ab_0,0.1664,0.1946,0,0.2466,0.20868,0.28864,0.24504,0.1208,0.1374,0,0.1514,0.1448,0.1774,0.1626
00000000000000000016_0,0.1197,0.15332,0,0.34516,0.1623,0.29398,0.19532,0.149,0.1881,0,0.2351,0.2068,0.2528,0.1965
00000000000000000023_0,0.0728,0.10688,1,0.25216,0.0890400000000001,0.11436,0.06032,0.0302,0.0547,1,0.1483,0.0408,0.0504,0.022
0000000000000000003d_0,0.0999600000000001,0.12464,1,0.12572,0.1122,0.07396,0.05532,0.0491,0.077,1,0.1899,0.0638,0.0953,0.048
000000000000000000ef_0,0.13748,0.1768,1,0.2768,0.18808,0.29844,0.21312,0.0867,0.11885,1,0.21715,0.1275,0.2077,0.15505
0000000000000000010c_0,0.02164,0.0634000000000001,1,0.45912,0.0385200000000001,0.12776,0.04788,0.03145,0.0517,1,0.31775,0.0286,0.09065,0.0402
0000000000000000016d_0,0.0963600000000001,0.15536,1,0.23288,0.16,0.18392,0.16108,0.0892,0.1213,1,0.1656,0.1374,0.1734,0.1339
000000000000000001c0_0,0.0535600000000001,0.0869200000000001,1,0.37484,0.0661200000000001,0.10996,0.0442400000000001,0.0215,0.0493,1,0.268,0.0368,0.0769,0.033
000000000000000001c1_0,0.0334200000000001,0.06018,1,0.30972,0.0458,0.10998,0.0467200000000001,0.05535,0.0666,1,0.2068,0.04565,0.07915,0.03575
000000000000000001c2_0,0.11346,0.15932,1,0.13434,0.14232,0.0984,0.0647400000000001,0.0752,0.1039,1,0.0769,0.1018,0.0707,0.0401
000000000000000001c3_0,0.11256,0.16588,1,0.10668,0.15416,0.0489600000000001,0.0294,0.08225,0.1112,1,0.1654,0.11725,0.1436,0.10635
000000000000000001c6_0,0.06208,0.0959600000000001,1,0.18708,0.08796,0.10712,0.0602400000000001,0.0423,0.0734,1,0.1588,0.0596,0.1023,0.0561
000000000000000001c8_0,0.0840000000000001,0.11072,1,0.27488,0.10912,0.186,0.11184,0.0832,0.0938,1,0.139,0.0671,0.0486,0.0231
000000000000000001c9_0,0.0601600000000001,0.11248,1,0.14024,0.11596,0.04204,0.02628,0.0795,0.1183,1,0.1336,0.1268,0.059,0.0322
000000000000000001cd_0,0.03312,0.0724400000000001,1,0.25436,0.0419200000000001,0.0692,0.02728,0.0472,0.0668,1,0.2669,0.0469,0.0903,0.0366
000000000000000001ce_0,0.0573400000000001,0.09032,1,0.3263,0.06842,0.12312,0.0520600000000001,0.0406,0.0586,1,0.2336,0.0398,0.0919,0.0365
000000000000000001cf_0,0.10888,0.14772,1,0.21242,0.15812,0.20198,0.12864,0.08365,0.1127,1,0.1509,0.1148,0.1432,0.0993
000000000000000001d0_0,0.0502800000000001,0.0808800000000001,1,0.24176,0.05792,0.14588,0.07336,0.0312,0.0492,1,0.1613,0.0338,0.0945,0.0503
000000000000000001d2_0,0.03872,0.07456,1,0.48092,0.05512,0.19908,0.0917800000000001,0.0324,0.0565,1,0.3635,0.0343,0.1527,0.0735
000000000000000001d3_0,0.0206000000000001,0.0652800000000001,1,0.63816,0.03388,0.17848,0.06164,0.0309,0.0501,1,0.4159,0.0248,0.1296,0.05205
000000000000000001d5_0,0.03044,0.0634000000000001,1,0.35848,0.0412400000000001,0.10788,0.04204,0.0262,0.04565,1,0.29235,0.02675,0.0803,0.0337
000000000000000001d6_0,0.0862000000000001,0.12436,1,0.30236,0.12248,0.20372,0.10852,0.0462,0.0766,1,0.1488,0.0564,0.0545,0.0311
000000000000000001d7_0,0.0335200000000001,0.07912,1,0.298,0.0515200000000001,0.0751200000000001,0.02724,0.0813,0.1041,1,0.1286,0.09045,0.05725,0.03065
000000000000000001d9_0,0.08752,0.12244,1,0.12916,0.0964800000000001,0.0706000000000001,0.0539600000000001,0.0604,0.09065,1,0.13365,0.07265,0.08085,0.04885
000000000000000001da_0,0.041,0.0890400000000001,1,0.44708,0.06924,0.2538,0.12272,0.0361,0.072,1,0.3781,0.0535,0.2122,0.1049
000000000000000001db_0,0.02596,0.05488,1,0.34684,0.0360800000000001,0.0800400000000001,0.03344,0.05305,0.06135,1,0.25445,0.0425,0.06055,0.02485
000000000000000001de_0,0.03744,0.07708,1,0.42296,0.04648,0.11248,0.0414800000000001,0.05355,0.0715,1,0.3454,0.0452,0.10655,0.0411
000000000000000001e4_0,0.0641600000000001,0.10876,1,0.33578,0.0989400000000001,0.23472,0.1627,0.0823,0.0923,1,0.2341,0.0828,0.1452,0.1262
000000000000000001e5_0,0.12736,0.16064,1,0.3822,0.16852,0.36768,0.22252,0.0932,0.1264,1,0.30295,0.13125,0.29885,0.18935
000000000000000001e8_0,0.0522600000000001,0.08576,1,0.34772,0.0642400000000001,0.14098,0.06878,0.0332,0.0518,1,0.2656,0.0319,0.1023,0.0434
000000000000000001e9_0,0.1062,0.13172,1,0.1602,0.12584,0.11764,0.07824,0.071,0.1043,1,0.1559,0.1127,0.153,0.1255
000000000000000001ea_0,0.06264,0.0927600000000001,1,0.22576,0.0780400000000001,0.181,0.1062,0.0261,0.0595,1,0.2207,0.0413,0.1497,0.0795
000000000000000001ec_0,0.0638800000000001,0.10012,1,0.29104,0.0982400000000001,0.1972,0.1124,0.0526,0.08,1,0.2006,0.0632,0.169,0.0946
000000000000000001ef_0,0.03232,0.0849200000000001,1,0.45404,0.0535000000000001,0.12488,0.04594,0.0264,0.0541,1,0.3082,0.0366,0.0863,0.0335
000000000000000001f2_0,0.021,0.0558400000000001,1,0.42676,0.03084,0.11228,0.0384800000000001,0.033,0.0501,1,0.296,0.0302,0.083,0.0316
000000000000000001f3_0,0.0853,0.13038,1,0.1437,0.11564,0.0979000000000001,0.0549,0.0688,0.0939,1,0.0778,0.0728,0.027,0.0147
000000000000000001f4_0,0.08112,0.11704,1,0.0926400000000001,0.1052,0.0864400000000001,0.0622800000000001,0.0639,0.0798,1,0.156,0.0849,0.1601,0.1141
000000000000000001f6_0,0.06568,0.11208,1,0.1638,0.0935000000000001,0.0629800000000001,0.02794,0.08115,0.107,1,0.19195,0.1105,0.11255,0.0583
000000000000000001f7_0,0.0498000000000001,0.0925200000000001,1,0.0417600000000001,0.0556800000000001,0.0156000000000001,0.00892,0.06885,0.0854,1,0.0318,0.06575,0.01825,0.01275
000000000000000001f8_0,0.10392,0.1494,1,0.1776,0.14302,0.13778,0.08246,0.08235,0.1174,1,0.0432,0.1131,0.02985,0.01885
000000000000000001f9_0,0.0374,0.0723200000000001,1,0.35526,0.0534000000000001,0.1186,0.0512000000000001,0.05275,0.06765,1,0.2382,0.04605,0.0839,0.03635
000000000000000001fa_0,0.05272,0.0989600000000001,1,0.30812,0.0882000000000001,0.2396,0.13728,0.0458,0.0674,1,0.2119,0.0594,0.1286,0.0759
000000000000000001fb_0,0.0567200000000001,0.09342,1,0.243,0.0730000000000001,0.1098,0.0512400000000001,0.068,0.0825,1,0.179,0.0534,0.0526,0.0203
000000000000000001fc_0,0.06168,0.107,1,0.33202,0.0844600000000001,0.14754,0.07794,0.0374,0.0624,1,0.2211,0.0489,0.1252,0.0771
000000000000000001fe_0,0.09556,0.12598,1,0.2016,0.1175,0.0915200000000001,0.0493000000000001,0.0611,0.09,1,0.159,0.093,0.0752,0.0441
000000000000000001ff_0,0.0615600000000001,0.11092,1,0.14244,0.0806000000000001,0.05116,0.02856,0.08325,0.11115,1,0.09725,0.0896,0.05685,0.03925
00000000000000000201_0,0.0929200000000001,0.13668,1,0.23948,0.14224,0.15916,0.08768,0.0465,0.0655,1,0.0142,0.0376,0.006,0.0049
00000000000000000202_0,0.0242000000000001,0.06608,1,0.33048,0.0369200000000001,0.10628,0.0449600000000001,0.04935,0.06595,1,0.2298,0.03955,0.0753,0.03445
00000000000000000203_0,0.0570800000000001,0.09772,1,0.32664,0.0808,0.11884,0.0552,0.014,0.0455,1,0.2949,0.0201,0.0742,0.0302
00000000000000000204_0,0.04776,0.10072,1,0.19624,0.07464,0.0713200000000001,0.03468,0.06635,0.08415,1,0.2075,0.0745,0.11845,0.06205
00000000000000000205_0,0.0490800000000001,0.0840400000000001,1,0.2916,0.0733200000000001,0.11288,0.0577200000000001,0.02755,0.04705,1,0.2423,0.03235,0.08465,0.0393
00000000000000000209_0,0.0446,0.08368,1,0.40132,0.05676,0.0990800000000001,0.03684,0.05405,0.06995,1,0.3212,0.0459,0.0957,0.03875
0000000000000000020a_0,0.0817600000000001,0.11768,1,0.26824,0.12008,0.187,0.10552,0.0848,0.0999,1,0.0895,0.0685,0.0412,0.0463
0000000000000000020b_0,0.0315200000000001,0.06748,1,0.4218,0.0406,0.15296,0.0624400000000001,0.0568,0.0701,1,0.277,0.0529,0.1055,0.0494
0000000000000000020c_0,0.1459,0.22044,1,0.4346,0.2549,0.44678,0.3594,0.12675,0.1805,1,0.33825,0.2141,0.3283,0.28155
0000000000000000020d_0,0.0862000000000001,0.11992,1,0.22108,0.11344,0.16864,0.12196,0.0539,0.0813,1,0.1143,0.0669,0.08475,0.06085
0000000000000000020f_0,0.0754,0.1104,1,0.17636,0.0924,0.0461200000000001,0.02108,0.0301,0.0661,1,0.2078,0.0472,0.0484,0.0195
00000000000000000214_0,0.0738800000000001,0.11864,1,0.06376,0.0849200000000001,0.02368,0.01464,0.0994,0.1175,1,0.0643,0.0868,0.0331,0.0257
00000000000000000215_0,0.0917000000000001,0.14552,1,0.19626,0.1427,0.20066,0.13136,0.10535,0.1318,1,0.291,0.1253,0.22165,0.15755
00000000000000000217_0,0.0489800000000001,0.0878600000000001,1,0.38752,0.0645800000000001,0.13988,0.0679000000000001,0.0295,0.0491,1,0.2634,0.0308,0.094,0.0405
00000000000000000219_0,0.0752,0.103,1,0.29528,0.0916000000000001,0.20196,0.12256,0.0258,0.0448,1,0.1951,0.05025,0.13625,0.08785
000000000000000001ee_0,0.06036,0.0985200000000001,1,0.25532,0.0891600000000001,0.10672,0.0620000000000001,0.0265,0.0582,1,0.1559,0.0348,0.0551,0.0271
000000000000000001eb_0,0.0508400000000001,0.0950800000000001,1,0.28808,0.08396,0.13132,0.0658800000000001,0.0314,0.0568,1,0.1841,0.0474,0.0864,0.0441
000000000000000000d9_0,0.0611200000000001,0.0968000000000001,1,0.2342,0.0777200000000001,0.0929200000000001,0.04432,0.0352,0.057,1,0.1267,0.0395,0.0438,0.0211
00000000000000000200_0,0.0355200000000001,0.0803200000000001,1,0.27924,0.06264,0.08324,0.032,0.0352,0.058,1,0.195,0.0407,0.05205,0.02225
000000000000000001c5_0,0.0307000000000001,0.0504200000000001,1,0.25836,0.0393200000000001,0.0947400000000001,0.04704,0.0372,0.0507,1,0.2161,0.031,0.0646,0.0326
000000000000000001c4_0,0.02296,0.06484,1,0.45176,0.0436800000000001,0.1167,0.04434,0.0389,0.0557,1,0.3471,0.03395,0.09375,0.0356
000000000000000000ea_0,0.0339200000000001,0.0722,1,0.50884,0.0486400000000001,0.20336,0.0877600000000001,0.041,0.0638,1,0.4037,0.041,0.167,0.0774
000000000000000001e3_0,0.0293200000000001,0.0704400000000001,1,0.539,0.0319200000000001,0.12556,0.0432400000000001,0.0523,0.07185,1,0.43655,0.04195,0.12705,0.0432
000000000000000001f1_0,0.0636000000000001,0.11,1,0.31332,0.0999200000000001,0.1438,0.07492,0.0523,0.08185,1,0.2387,0.0715,0.1076,0.0615
00000000000000000143_0,0.0775600000000001,0.11064,1,0.38136,0.0870800000000001,0.24108,0.13248,0.05295,0.08095,1,0.14845,0.08355,0.1571,0.10345
00000000000000000211_0,0.0393600000000001,0.07424,1,0.3644,0.0545200000000001,0.13384,0.05576,0.05295,0.072,1,0.2431,0.05405,0.098,0.04575
000000000000000001e7_0,0.05452,0.09138,1,0.31292,0.07048,0.1138,0.048,0.053,0.06705,1,0.2009,0.05285,0.07535,0.0321
000000000000000001f0_0,0.0357800000000001,0.08016,1,0.22942,0.0706600000000001,0.08906,0.0417800000000001,0.053,0.06795,1,0.16425,0.0615,0.07015,0.03775
000000000000000001dd_0,0.0933600000000001,0.12772,1,0.33116,0.12052,0.2034,0.11948,0.0544,0.0726,1,0.2246,0.0569,0.1033,0.0511
000000000000000001d8_0,0.0443600000000001,0.0986400000000001,1,0.38088,0.0584400000000001,0.12436,0.04728,0.0545,0.0709,1,0.2738,0.0514,0.0997,0.043
000000000000000001dc_0,0.0219,0.06794,1,0.32302,0.0489,0.12284,0.0533,0.0546,0.06575,1,0.23595,0.04745,0.08165,0.0365
000000000000000001df_0,0.05938,0.0966400000000001,1,0.3689,0.0748200000000001,0.18682,0.08094,0.05955,0.07505,1,0.2121,0.0564,0.1118,0.0509
000000000000000001c7_0,0.0750400000000001,0.12376,1,0.0824,0.104,0.03316,0.0198,0.0624,0.091,1,0.0448,0.0661,0.0129,0.0068
0000000000000000020e_0,0.0354600000000001,0.07522,1,0.36298,0.06024,0.12464,0.0533400000000001,0.0689,0.0807,1,0.205,0.0712,0.1005,0.0627
000000000000000001cb_0,0.03448,0.06764,1,0.3377,0.0505400000000001,0.10112,0.0439600000000001,0.06935,0.08435,1,0.2283,0.0662,0.0871,0.0402
000000000000000001ed_0,0.0880400000000001,0.12552,1,0.11144,0.0952000000000001,0.03344,0.01556,0.0705,0.0958,1,0.08,0.0665,0.0214,0.0097
000000000000000001e0_0,0.08628,0.1332,1,0.1196,0.1012,0.0374800000000001,0.01612,0.0714,0.0999,1,0.0781,0.0654,0.0376,0.0185
00000000000000000207_0,0.04072,0.08928,1,0.19048,0.04444,0.05088,0.02012,0.0753,0.09745,1,0.2291,0.0834,0.10085,0.04325
00000000000000000216_0,0.04084,0.0713200000000001,1,0.33328,0.0504000000000001,0.12024,0.04504,0.0753,0.0854,1,0.2759,0.0668,0.0967,0.0479
000000000000000001f5_0,0.0732800000000001,0.1192,1,0.133,0.1006,0.10396,0.0753200000000001,0.07575,0.0932,1,0.11025,0.0792,0.08365,0.05805
00000000000000000210_0,0.03996,0.07488,1,0.2422,0.06096,0.0826200000000001,0.0407,0.0761,0.0991,1,0.1886,0.0755,0.0917,0.0534
000000000000000001e2_0,0.0538000000000001,0.0993200000000001,1,0.34664,0.0972400000000001,0.27516,0.1486,0.0773,0.10965,1,0.30945,0.12475,0.2842,0.206
00000000000000000206_0,0.10752,0.14664,1,0.14716,0.12904,0.12028,0.0824400000000001,0.0774,0.1035,1,0.1279,0.1052,0.1274,0.0857
000000000000000001e1_0,0.06704,0.0931600000000001,1,0.30004,0.08108,0.15816,0.0724000000000001,0.0781,0.0913,1,0.2219,0.0754,0.1189,0.0626
000000000000000000e4_0,0.05088,0.08252,1,0.21448,0.0698400000000001,0.0873600000000001,0.04704,0.0787,0.0878,1,0.1295,0.0657,0.0576,0.0315
000000000000000000f6_0,0.10156,0.125,0,0.0398000000000001,0.0760400000000001,0.01796,0.0122,0.0603,0.0764,0,0.0146,0.0366,0.0068,0.0056
000000000000000000d1_0,0.06048,0.09544,0,0.0300800000000001,0.05188,0.0211600000000001,0.0153200000000001,0.0582,0.0797,0,0.0162,0.0345,0.0095,0.0102
00000000000000000155_0,0.0805600000000001,0.11164,0,0.0644000000000001,0.0787200000000001,0.0402000000000001,0.03088,0.06965,0.09025,0,0.01775,0.05605,0.0129,0.00985
00000000000000000024_0,0.0486400000000001,0.0938000000000001,0,0.0672800000000001,0.0724400000000001,0.0423600000000001,0.02924,0.0418,0.0617,0,0.02325,0.0385,0.01705,0.01425
0000000000000000005d_0,0.10684,0.14932,0,0.07696,0.11088,0.0656000000000001,0.0511200000000001,0.07505,0.09405,0,0.0237,0.05515,0.01595,0.01475
0000000000000000016e_0,0.0284800000000001,0.09668,0,0.00756,0.0585600000000001,0.0064,0.00748,0.0703,0.0923,0,0.0215,0.0563,0.0139,0.0107
00000000000000000109_0,0.0272000000000001,0.0860800000000001,0,0.03412,0.0436800000000001,0.0389200000000001,0.0364,0.0623,0.0826,0,0.0224,0.0487,0.0115,0.0086
00000000000000000128_0,0.04072,0.11372,0,0.0444800000000001,0.06092,0.03712,0.03,0.06615,0.079,0,0.02775,0.0439,0.02295,0.0187
000000000000000000d4_0,0.0377400000000001,0.0578600000000001,0,0.00124,0.00748,0.01474,0.01534,0.079,0.0757,0,0.0296,0.0401,0.0204,0.0148
