system:index,blue_L8_1,green_L8_1,landcover_L8_1,nir_L8_1,red_L8_1,swir1_L8_1,swir2_L8_1,blue_S2_1,green_S2_1,landcover_S2_1,nir_S2_1,red_S2_1,swir1_S2_1,swir2_S2_1
0000000000000000017e_0,0.0214400000000001,0.0670000000000001,0,0.00308,0.0177600000000001,0.00664,0.00684,0.0806,0.09585,0,0.025,0.05735,0.0114,0.0062
0000000000000000001d_0,0.0316,0.0729200000000001,0,0.0,0.0117,0.01266,0.01444,0.0764,0.0783,0,0.0295,0.0414,0.0148,0.0103
00000000000000000183_0,0.03412,0.11026,0,0.01614,0.05082,0.0375200000000001,0.0354600000000001,0.08855,0.09565,0,0.02935,0.05165,0.01535,0.0105
000000000000000000aa_0,0.0525000000000001,0.0971200000000001,0,0.0478200000000001,0.0625600000000001,0.0277400000000001,0.02174,0.0826,0.0954,0,0.0343,0.0627,0.0151,0.0131
000000000000000000f4_0,0.10184,0.13672,0,0.05988,0.10864,0.0182000000000001,0.00952,0.0798,0.1022,0,0.0318,0.0866,0.01265,0.00925
000000000000000000cc_0,0.0784400000000001,0.11772,0,0.0606800000000001,0.09716,0.0167200000000001,0.01152,0.0535,0.0821,0,0.036,0.063,0.0163,0.0102
000000000000000000e7_0,0.0718,0.0909200000000001,0,0.05816,0.0695600000000001,0.01836,0.01052,0.06455,0.07505,0,0.03635,0.0551,0.0209,0.01565
00000000000000000098_0,0.04116,0.0750400000000001,0,0.0223200000000001,0.0448000000000001,0.01268,0.00844,0.0834,0.0963,0,0.04345,0.07345,0.01865,0.01285
000000000000000001b3_0,0.10944,0.14892,0,0.05192,0.12644,0.01608,0.00928,0.0834,0.1131,0,0.0342,0.1014,0.0149,0.01035
00000000000000000063_0,0.10668,0.14924,0,0.12868,0.15124,0.02544,0.0157600000000001,0.0696,0.0947,0,0.0496,0.0631,0.0449,0.0413
00000000000000000092_0,0.04596,0.08402,0,0.0,0.02602,0.00402,0.00546,0.109,0.1159,0,0.0433,0.0803,0.0193,0.0127
0000000000000000015e_0,0.023,0.0598400000000001,0,0.0254,0.0277600000000001,0.041,0.0322000000000001,0.0978,0.0975,0,0.0635,0.0741,0.057,0.0422
000000000000000000e9_0,0.0794800000000001,0.11348,0,0.05004,0.10796,0.0253200000000001,0.02124,0.0791,0.10795,0,0.06435,0.09145,0.0296,0.0211
00000000000000000055_0,0.0834200000000001,0.11002,0,0.20644,0.10528,0.21334,0.13006,0.06245,0.08175,0,0.1084,0.0852,0.1042,0.0695
0000000000000000013b_0,0.0913600000000001,0.1176,0,0.11124,0.11396,0.0893200000000001,0.06208,0.0628,0.0842,0,0.1094,0.0931,0.1214,0.0947
00000000000000000008_0,0.04444,0.0827200000000001,0,0.3172,0.04944,0.18948,0.10748,0.02845,0.04625,0,0.1747,0.03225,0.1034,0.0544
00000000000000000213_0,0.0686800000000001,0.11304,1,0.1234,0.0952000000000001,0.0505200000000001,0.03244,0.0468,0.0647,1,0.1776,0.0533,0.0971,0.0653
000000000000000000ed_0,0.0944,0.13804,0,0.20112,0.12856,0.15324,0.10212,0.0689,0.0881,0,0.1678,0.08035,0.16075,0.1162
00000000000000000212_0,0.0451200000000001,0.0844,1,0.3084,0.0737200000000001,0.14032,0.0560000000000001,0.0451,0.0662,1,0.18205,0.04755,0.0687,0.03015
00000000000000000051_0,0.1242,0.16044,0,0.29232,0.16604,0.24864,0.19468,0.1077,0.1309,0,0.1845,0.1319,0.2051,0.1866
0000000000000000016b_0,0.0615000000000001,0.10254,0,0.3134,0.1124,0.22426,0.14804,0.0439,0.0685,0,0.1845,0.0847,0.1468,0.1021
00000000000000000085_0,0.12016,0.15572,0,0.24812,0.1808,0.30764,0.24592,0.1128,0.1392,0,0.2119,0.1651,0.2354,0.2055
000000000000000001a2_0,0.0608000000000001,0.0973200000000001,0,0.40142,0.0857600000000001,0.27668,0.16276,0.0516,0.06975,0,0.2268,0.0718,0.2309,0.1627
00000000000000000069_0,0.0,0.0707600000000001,0,0.30384,0.07296,0.31652,0.23688,0.1374,0.1455,0,0.2034,0.1454,0.1987,0.1618
000000000000000001a4_0,0.0846000000000001,0.115,0,0.36076,0.10412,0.25524,0.16032,0.0616,0.07935,0,0.20265,0.0823,0.17905,0.1298
00000000000000000058_0,0.0744400000000001,0.11562,0,0.32792,0.1413,0.37822,0.26226,0.0559,0.0698,0,0.215,0.0602,0.1353,0.0735
00000000000000000169_0,0.0992000000000001,0.12668,0,0.28132,0.1334,0.31108,0.20028,0.07635,0.1008,0,0.2029,0.11845,0.2477,0.1781
00000000000000000009_0,0.0700200000000001,0.09926,0,0.3472,0.1004,0.21164,0.13056,0.0571,0.087,0,0.2176,0.1024,0.1584,0.1212
00000000000000000112_0,0.11922,0.17018,0,0.361,0.1822,0.30166,0.22088,0.07385,0.0931,0,0.22895,0.0944,0.2232,0.1692
0000000000000000003c_0,0.0869200000000001,0.11416,0,0.34372,0.10332,0.2258,0.13488,0.0424,0.0629,0,0.2239,0.0613,0.1686,0.1106
00000000000000000208_0,0.0897200000000001,0.12618,1,0.18676,0.10746,0.0898000000000001,0.05484,0.0649,0.0851,1,0.2027,0.0731,0.0899,0.0571
000000000000000000d3_0,0.21364,0.27284,0,0.41784,0.31156,0.39864,0.35464,0.1656,0.1928,0,0.2459,0.2117,0.2688,0.2608
00000000000000000029_0,0.14532,0.17596,0,0.28712,0.18824,0.28312,0.1994,0.1208,0.1497,0,0.22145,0.15675,0.2237,0.1669
000000000000000001be_0,0.06336,0.11492,0,0.15812,0.10064,0.11284,0.0661600000000001,0.0624,0.0923,0,0.2256,0.0852,0.1708,0.10105
000000000000000001d1_0,0.0611600000000001,0.10144,1,0.3229,0.0792400000000001,0.13758,0.0629400000000001,0.0564,0.0789,1,0.2223,0.0579,0.1139,0.0654
0000000000000000003f_0,0.0979,0.1374,0,0.29618,0.13468,0.27204,0.17172,0.095,0.1317,0,0.2371,0.1256,0.2247,0.1486
00000000000000000070_0,0.17736,0.20564,0,0.3486,0.24856,0.36464,0.27848,0.14,0.1573,0,0.2593,0.1627,0.27175,0.2112
000000000000000001b9_0,0.13958,0.20278,0,0.37924,0.25454,0.49674,0.43142,0.0901,0.1201,0,0.25875,0.14315,0.31285,0.26125
00000000000000000059_0,0.11472,0.14156,0,0.30928,0.13844,0.30104,0.20532,0.0802,0.1092,0,0.2605,0.1151,0.2469,0.1892
00000000000000000097_0,0.0332400000000001,0.0702,0,0.43028,0.0465200000000001,0.18836,0.0734000000000001,0.0729,0.0734,0,0.245,0.0529,0.1184,0.0588
0000000000000000019c_0,0.14124,0.17608,0,0.3712,0.2,0.4806,0.39694,0.09345,0.1261,0,0.2622,0.15575,0.33975,0.29055
00000000000000000032_0,0.05766,0.10398,0,0.319,0.11194,0.22554,0.12368,0.0571,0.0925,0,0.262,0.0869,0.1766,0.0898
00000000000000000066_0,0.06552,0.09756,0,0.44404,0.0711600000000001,0.23668,0.11056,0.07615,0.1002,0,0.26895,0.08865,0.22885,0.1455
00000000000000000192_0,0.0724000000000001,0.10308,0,0.39268,0.0966400000000001,0.25016,0.13592,0.0478,0.0662,0,0.2642,0.0615,0.1959,0.125
000000000000000000b1_0,0.0869400000000001,0.12586,0,0.36888,0.11248,0.27382,0.17388,0.0991,0.12085,0,0.2847,0.11605,0.25435,0.18695
00000000000000000021_0,0.0840400000000001,0.1504,0,0.22292,0.16852,0.0694000000000001,0.0416800000000001,0.07855,0.10995,0,0.2861,0.1466,0.3734,0.25245
00000000000000000124_0,0.05176,0.1036,0,0.37644,0.0823200000000001,0.23796,0.13072,0.03865,0.0638,0,0.28025,0.0564,0.202,0.10945
00000000000000000147_0,0.04988,0.10356,0,0.3666,0.0727600000000001,0.21528,0.11708,0.0464,0.0683,0,0.3334,0.04365,0.19045,0.08895
000000000000000001e6_0,0.04028,0.07436,1,0.36772,0.05348,0.1414,0.0582400000000001,0.03215,0.0511,1,0.314,0.032,0.09585,0.04
000000000000000000fd_0,0.05366,0.1007,0,0.4317,0.0669800000000001,0.24004,0.12162,0.0358,0.0632,0,0.3117,0.042,0.1787,0.092
00000000000000000102_0,0.05968,0.10742,0,0.57388,0.0842600000000001,0.30684,0.14466,0.0548,0.07845,0,0.3791,0.05905,0.21095,0.11115
00000000000000000168_0,0.07546,0.11424,0,0.43838,0.10072,0.36474,0.20686,0.107,0.13935,0,0.36255,0.13015,0.2575,0.16095
