system:index,blue,green,landcover,nir,red,swir1,swir2,.geo
000000000000000000c2_0,0.02885,0.0508,0,0.028500000000000004,0.023350000000000003,0.0212,0.013250000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,0.036950000000000004,0.07445,0,0.0837,0.03735,0.04125,0.021750000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c_0,0.02035,0.0441,0,0.4208,0.02305,0.18245,0.0859,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e1_0,0.03275,0.05135000000000001,0,0.0151,0.0309,0.0145,0.0128,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,0.0263,0.04775,0,0.037250000000000005,0.026250000000000002,0.04045,0.022350000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2_0,0.018500000000000003,0.042800000000000005,0,0.2726,0.030000000000000002,0.1263,0.0712,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000442_0,0.027100000000000003,0.035500000000000004,0,0.029400000000000003,0.023700000000000002,0.0097,0.0078000000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000444_0,0.04045,0.08425,0,0.1071,0.04845,0.0758,0.04530000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a_0,0.0266,0.048100000000000004,0,0.01255,0.024300000000000002,0.01395,0.01525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000949_0,0.03135,0.05165,0,0.34685,0.040650000000000006,0.20445000000000002,0.10975,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,0.029150000000000002,0.0594,0,0.04265,0.032100000000000004,0.039900000000000005,0.01855,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000440_0,0.0398,0.05750000000000001,0,0.058800000000000005,0.0356,0.03900000000000001,0.02445,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439_0,0.0297,0.0531,0,0.31670000000000004,0.0408,0.1925,0.0876,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_0,0.0281,0.058300000000000005,0,0.3185,0.0455,0.1768,0.1008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045e_0,0.039900000000000005,0.0567,0,0.045700000000000005,0.033299999999999996,0.037700000000000004,0.022600000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0,0.0391,0.04755,0,0.02475,0.042550000000000004,0.0166,0.0144,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,0.0264,0.041,0,0.32530000000000003,0.025699999999999997,0.1246,0.058300000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce_0,0.05775,0.08480000000000001,0,0.1018,0.0695,0.0738,0.04245,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_0,0.0356,0.05655,0,0.28085000000000004,0.055850000000000004,0.1821,0.1096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,0.0374,0.0517,0,0.0367,0.0369,0.050100000000000006,0.04105,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c9_0,0.025500000000000002,0.042,0,0.3201,0.0217,0.11420000000000001,0.048100000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000448_0,0.03395,0.052450000000000004,0,0.010700000000000001,0.0308,0.0143,0.011800000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,0.037250000000000005,0.047200000000000006,0,0.06185,0.039150000000000004,0.0458,0.0329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042f_0,0.032,0.0408,0,0.0247,0.028800000000000003,0.020900000000000002,0.0151,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,0.027200000000000002,0.046200000000000005,0,0.35265,0.0308,0.15725,0.06790000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000921_0,0.0441,0.047,0,0.036000000000000004,0.0327,0.0346,0.0264,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5_0,0.03955,0.0538,0,0.010100000000000001,0.038400000000000004,0.01835,0.01,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0_0,0.033600000000000005,0.049600000000000005,0,0.11265,0.03270000000000001,0.08130000000000001,0.04925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000487_0,0.031100000000000003,0.05935,0,0.24445000000000003,0.05885,0.15165,0.1039,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,0.020950000000000003,0.036750000000000005,0,0.3146,0.028700000000000003,0.16035,0.0921,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044c_0,0.02525,0.033,0,0.0568,0.026300000000000004,0.04215000000000001,0.029150000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000956_0,0.0279,0.046700000000000005,0,0.47890000000000005,0.026600000000000002,0.2016,0.08610000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000957_0,0.14945,0.1915,0,0.1816,0.20575000000000002,0.1841,0.16870000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432_0,0.0247,0.055400000000000005,0,0.3271,0.0368,0.17320000000000002,0.0795,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089a_0,0.0244,0.055200000000000006,0,0.37610000000000005,0.0368,0.1607,0.079,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000430_0,0.03155,0.0436,0,0.03955,0.0261,0.012300000000000002,0.00835,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110_0,0.0396,0.07980000000000001,0,0.3855,0.051000000000000004,0.19569999999999999,0.1024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3_0,0.0354,0.057300000000000004,0,0.37560000000000004,0.040600000000000004,0.1698,0.0727,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c_0,0.0345,0.06330000000000001,0,0.2932,0.0621,0.1859,0.1121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458_0,0.0359,0.07445,0,0.01715,0.0362,0.011550000000000001,0.011300000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096_0,0.05915000000000001,0.08655,0,0.41195000000000004,0.07305,0.22455000000000003,0.1306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043b_0,0.019100000000000002,0.0487,0,0.36300000000000004,0.0345,0.1943,0.0959,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b6_0,0.0285,0.044700000000000004,0,0.022500000000000003,0.0313,0.0181,0.0135,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000434_0,0.028250000000000004,0.0605,0,0.38680000000000003,0.033600000000000005,0.21395000000000003,0.10325000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084f_0,0.03255,0.0611,0,0.3385,0.045950000000000005,0.17360000000000003,0.09035,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0,0.04295,0.0794,0,0.08205000000000001,0.04345,0.037000000000000005,0.0245,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000455_0,0.0236,0.0601,0,0.49560000000000004,0.0233,0.2127,0.096,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a7_0,0.03785,0.05360000000000001,0,0.029400000000000003,0.03325,0.0116,0.008450000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008aa_0,0.0229,0.047900000000000005,0,0.33745,0.024850000000000004,0.14830000000000002,0.06180000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437_0,0.031900000000000005,0.049600000000000005,0,0.0142,0.019,0.01,0.0074,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000947_0,0.0268,0.0543,0,0.40090000000000003,0.0268,0.1698,0.07150000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046f_0,0.026000000000000002,0.0373,0,0.2393,0.0238,0.1047,0.0468,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2_0,0.036750000000000005,0.06470000000000001,0,0.0228,0.0344,0.017400000000000002,0.0159,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038_0,0.0473,0.0616,0,0.3376,0.06760000000000001,0.22390000000000002,0.1134,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a3f_0,0.0275,0.0482,0,0.3059,0.0263,0.1627,0.0745,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a1_0,0.0271,0.047450000000000006,0,0.1952,0.06215,0.1245,0.08430000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000517_0,0.0456,0.0668,0,0.16015000000000001,0.05890000000000001,0.09565000000000001,0.059600000000000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e7_0,0.03075,0.0597,0,0.13530000000000003,0.029900000000000003,0.07625000000000001,0.038599999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000049a_0,0.03405,0.05740000000000001,0,0.0955,0.0344,0.046,0.026500000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000479_0,0.04,0.058300000000000005,0,0.3479,0.0413,0.16775,0.09390000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_0,0.044500000000000005,0.0661,0,0.40650000000000003,0.056400000000000006,0.2106,0.0999,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b6_0,0.020300000000000002,0.041100000000000005,0,0.3922,0.0173,0.12760000000000002,0.0534,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032_0,0.0303,0.0475,0,0.1328,0.04245,0.06625,0.0369,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_0,0.0408,0.0784,0,0.4751,0.0438,0.21000000000000002,0.10450000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139_0,0.02515,0.0547,0,0.29575,0.038400000000000004,0.15725,0.0888,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_0,0.08310000000000001,0.10945,0,0.3405,0.10985,0.2313,0.16535,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046d_0,0.0376,0.07064999999999999,0,0.40495000000000003,0.04915,0.24365,0.12805,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000473_0,0.0347,0.051300000000000005,0,0.2531,0.0517,0.1421,0.07740000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000461_0,0.08525,0.13665,0,0.37350000000000005,0.1623,0.34095000000000003,0.27090000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c_0,0.0195,0.05260000000000001,0,0.3299,0.033350000000000005,0.20500000000000002,0.10815000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cf_0,0.0546,0.061900000000000004,0,0.06590000000000001,0.05255,0.07065,0.0504,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a30_0,0.04095,0.06965,0,0.36635,0.0366,0.1715,0.0759,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000494_0,0.048,0.0757,0,0.22105000000000002,0.0669,0.1564,0.08855000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e1_0,0.052000000000000005,0.0693,0,0.34690000000000004,0.0524,0.1583,0.0893,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b_0,0.0222,0.043000000000000003,0,0.3859,0.0297,0.1739,0.0766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f_0,0.033600000000000005,0.0505,0,0.0102,0.033299999999999996,0.004200000000000001,0.005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_0,0.0273,0.050300000000000004,0,0.4253,0.026600000000000002,0.1945,0.092,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085_0,0.034,0.046950000000000006,0,0.011899999999999999,0.0254,0.00745,0.006500000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
