system:index,blue_L8_1,green_L8_1,landcover_L8_1,nir_L8_1,red_L8_1,swir1_L8_1,swir2_L8_1,blue_L8_2,green_L8_2,landcover_L8_2,nir_L8_2,red_L8_2,swir1_L8_2,swir2_L8_2
00000000000000000027_0,0.0402400000000001,0.0806600000000001,0,0.1736,0.0664600000000001,0.10952,0.06658,0.03312,0.0844400000000001,0,0.201,0.0403600000000001,0.10824,0.0536
0000000000000000002a_0,0.06448,0.10654,0,0.40124,0.0767600000000001,0.21096,0.0997200000000001,0.0441000000000001,0.0979400000000001,0,0.5226,0.0601600000000001,0.20674,0.07994
0000000000000000002b_0,0.13264,0.1946,0,0.1102,0.1936,0.08556,0.0716800000000001,0.10656,0.16086,0,0.15846,0.18324,0.0875800000000001,0.04592
0000000000000000002c_0,0.05216,0.07436,0,0.47464,0.0495600000000001,0.21396,0.0862000000000001,0.045,0.0860400000000001,0,0.49392,0.05832,0.20152,0.0718400000000001
0000000000000000002d_0,0.0310800000000001,0.10544,0,0.00348,0.06848,0.00548,0.00664,0.04442,0.12798,0,0.0,0.08408,0.0029,0.0055
0000000000000000002e_0,0.07996,0.1582,0,0.3802,0.15688,0.30472,0.17872,0.04416,0.09656,0,0.2812,0.07224,0.13936,0.0710400000000001
0000000000000000002f_0,0.0528400000000001,0.11076,0,0.04828,0.0634000000000001,0.0506400000000001,0.04256,0.0842000000000001,0.1398,0,0.07336,0.0906400000000001,0.0292000000000001,0.0183200000000001
00000000000000000030_0,0.05892,0.0839200000000001,0,0.31344,0.0665200000000001,0.21618,0.13202,0.0448200000000001,0.0709600000000001,0,0.33646,0.0555000000000001,0.22674,0.12734
00000000000000000033_0,0.0671600000000001,0.1122,0,0.12476,0.11364,0.14356,0.11188,0.11262,0.14428,0,0.1226,0.14044,0.12408,0.0993800000000001
00000000000000000034_0,0.10314,0.14614,0,0.42584,0.14386,0.33602,0.21772,0.08232,0.11432,0,0.50334,0.0996800000000001,0.30306,0.15358
00000000000000000035_0,0.11164,0.15046,0,0.18664,0.15348,0.13908,0.0956000000000001,0.12168,0.15462,0,0.17266,0.16536,0.13388,0.09848
00000000000000000036_0,0.1464,0.17236,0,0.37968,0.1796,0.34916,0.24154,0.13842,0.17152,0,0.38822,0.19674,0.37184,0.26284
00000000000000000037_0,0.17108,0.23644,0,0.36804,0.26456,0.4258,0.324,0.19766,0.26226,0,0.38816,0.3092,0.39846,0.3308
00000000000000000038_0,0.11516,0.14232,0,0.36308,0.1398,0.31792,0.19496,0.0905800000000001,0.12026,0,0.31164,0.12406,0.29718,0.19602
00000000000000000039_0,0.0895800000000001,0.13776,0,0.26016,0.14068,0.18226,0.12268,0.0708800000000001,0.1148,0,0.36144,0.1004,0.2352,0.1416
0000000000000000003a_0,0.08352,0.1238,0,0.0422400000000001,0.0840400000000001,0.02024,0.01284,0.0979400000000001,0.15408,0,0.0368800000000001,0.13572,0.01442,0.00972
00000000000000000040_0,0.06382,0.0963000000000001,0,0.0260600000000001,0.05642,0.0167400000000001,0.0128600000000001,0.06554,0.11516,0,0.0373000000000001,0.0779800000000001,0.04132,0.0364
00000000000000000041_0,0.0864,0.11592,0,0.0502,0.0822000000000001,0.01664,0.01108,0.0881400000000001,0.13804,0,0.0479,0.11578,0.0166000000000001,0.0103200000000001
00000000000000000042_0,0.04738,0.08462,0,0.0,0.0276,0.00648,0.00828,0.10956,0.17342,0,0.0640600000000001,0.14286,0.06626,0.0577000000000001
00000000000000000046_0,0.0585600000000001,0.09296,0,0.0316000000000001,0.05288,0.0254,0.01984,0.036,0.0890600000000001,0,0.00812,0.0474,0.0198,0.0162
00000000000000000047_0,0.04034,0.0849600000000001,0,0.03128,0.0641400000000001,0.0224600000000001,0.01752,0.01336,0.0522,0,0.0137200000000001,0.0272000000000001,0.01284,0.01096
00000000000000000048_0,0.09672,0.13296,0,0.42592,0.11844,0.3158,0.1852,0.10044,0.14816,0,0.48852,0.15084,0.35228,0.22148
0000000000000000004a_0,0.09184,0.129,0,0.305,0.12788,0.24656,0.18032,0.0567000000000001,0.0934400000000001,0,0.6129,0.06006,0.20154,0.0780600000000001
0000000000000000004b_0,0.0927600000000001,0.1384,0,0.3988,0.12608,0.25112,0.15172,0.06046,0.11218,0,0.58978,0.0788000000000001,0.25822,0.12088
0000000000000000004d_0,0.0587200000000001,0.12716,0,0.0,0.0913200000000001,0.0113200000000001,0.0128800000000001,0.0293600000000001,0.14184,0,0.0349200000000001,0.12208,0.0349600000000001,0.0364
0000000000000000004e_0,0.0959200000000001,0.14604,0,0.2849,0.13958,0.20212,0.10332,0.1024,0.16096,0,0.32648,0.13776,0.25192,0.11904
00000000000000000050_0,0.0934400000000001,0.12536,0,0.2086,0.11664,0.19344,0.12648,0.0471200000000001,0.0656800000000001,0,0.0725600000000001,0.0514000000000001,0.0495200000000001,0.0343600000000001
00000000000000000054_0,0.1827,0.19816,0,0.34216,0.19818,0.36898,0.32024,0.1784,0.2026,0,0.367,0.20574,0.35544,0.29988
00000000000000000056_0,0.0577200000000001,0.11576,0,0.00864,0.05192,0.0206000000000001,0.01268,0.0384,0.11376,0,0.0,0.0682,0.00304,0.00592
00000000000000000057_0,0.14908,0.17136,0,0.27832,0.1784,0.28932,0.21448,0.11604,0.15368,0,0.3956,0.1534,0.25268,0.16712
0000000000000000005a_0,0.0706000000000001,0.11036,0,0.16432,0.0897600000000001,0.0863200000000001,0.0501200000000001,0.0557200000000001,0.08236,0,0.14344,0.0582400000000001,0.0735600000000001,0.04116
0000000000000000005e_0,0.03418,0.0647200000000001,0,0.5051,0.04508,0.2326,0.0931400000000001,0.0297000000000001,0.0577600000000001,0,0.5715,0.0325600000000001,0.20764,0.0688200000000001
0000000000000000005f_0,0.06092,0.0926400000000001,0,0.04516,0.0636800000000001,0.0153200000000001,0.00984,0.0573,0.08846,0,0.0662800000000001,0.0673,0.01828,0.0117400000000001
00000000000000000062_0,0.0760400000000001,0.12716,0,0.29448,0.14408,0.21848,0.12856,0.10528,0.14948,0,0.45326,0.17692,0.3771,0.21542
00000000000000000064_0,0.0378000000000001,0.0964800000000001,0,0.0184,0.07392,0.00948,0.00788,0.03626,0.1093,0,0.0160200000000001,0.0805000000000001,0.0124000000000001,0.00998
00000000000000000067_0,0.0557800000000001,0.0878800000000001,0,0.1171,0.07652,0.0803200000000001,0.0528200000000001,0.0394,0.0731200000000001,0,0.0864800000000001,0.0525000000000001,0.0553400000000001,0.0367000000000001
0000000000000000006b_0,0.0704200000000001,0.11698,0,0.2749,0.17738,0.25506,0.18036,0.06584,0.1271,0,0.3513,0.16622,0.26846,0.16438
0000000000000000006e_0,0.0988800000000001,0.1216,0,0.26796,0.10588,0.17768,0.11752,0.0843400000000001,0.12294,0,0.2626,0.103,0.17092,0.10948
00000000000000000072_0,0.12952,0.16456,0,0.28768,0.18728,0.30636,0.22032,0.14208,0.20236,0,0.3693,0.22542,0.36282,0.26438
00000000000000000075_0,0.15556,0.21536,0,0.29756,0.22008,0.30772,0.27388,0.13038,0.15768,0,0.232,0.1762,0.26554,0.22344
00000000000000000078_0,0.13644,0.17796,0,0.25176,0.19304,0.29336,0.265,0.17564,0.2078,0,0.27944,0.22652,0.3348,0.29988
0000000000000000007a_0,0.0595800000000001,0.11398,0,0.02208,0.05296,0.0268,0.0237800000000001,0.06522,0.10952,0,0.0333,0.0583200000000001,0.0361600000000001,0.03136
0000000000000000007e_0,0.1034,0.14068,0,0.22204,0.14568,0.21088,0.14728,0.07812,0.11304,0,0.26476,0.1164,0.19988,0.1212
00000000000000000080_0,0.10728,0.13944,0,0.2862,0.1458,0.32004,0.2252,0.18856,0.25496,0,0.43278,0.30344,0.49422,0.35612
00000000000000000081_0,0.09644,0.1356,0,0.15056,0.11908,0.11972,0.08728,0.06204,0.1063,0,0.1658,0.0838,0.11788,0.06776
00000000000000000082_0,0.08408,0.157,0,0.3192,0.17294,0.26676,0.16266,0.0540000000000001,0.1202,0,0.38004,0.0992400000000001,0.24984,0.12264
00000000000000000083_0,0.0969000000000001,0.13936,0,0.0618000000000001,0.12162,0.0254200000000001,0.0169000000000001,0.0883600000000001,0.13304,0,0.0376,0.13168,0.0132800000000001,0.01148
00000000000000000087_0,0.0763400000000001,0.11864,0,0.37474,0.1041,0.25268,0.14468,0.0444800000000001,0.0881400000000001,0,0.3955,0.0691600000000001,0.16198,0.0787000000000001
00000000000000000089_0,0.0429000000000001,0.0880200000000001,0,0.50472,0.08138,0.2347,0.12624,0.0444800000000001,0.0903600000000001,0,0.36928,0.09784,0.22292,0.12284
0000000000000000008b_0,0.0756000000000001,0.11852,0,0.07664,0.0948800000000001,0.0631600000000001,0.0499200000000001,0.0809600000000001,0.11166,0,0.0587200000000001,0.08896,0.0311,0.01668
0000000000000000008d_0,0.10896,0.1408,0,0.0698800000000001,0.11152,0.0731600000000001,0.05916,0.0728400000000001,0.11086,0,0.10102,0.0963800000000001,0.07558,0.0537800000000001
0000000000000000008e_0,0.0972400000000001,0.12196,0,0.13724,0.10528,0.0618400000000001,0.0369600000000001,0.10116,0.14078,0,0.15504,0.12996,0.0595600000000001,0.0317
0000000000000000008f_0,0.11344,0.13988,0,0.108,0.11902,0.1026,0.0804400000000001,0.0771600000000001,0.0970800000000001,0,0.11264,0.0962000000000001,0.13832,0.0988000000000001
00000000000000000091_0,0.0759000000000001,0.11998,0,0.33696,0.11006,0.23184,0.1401,0.0716800000000001,0.1306,0,0.38284,0.1084,0.25472,0.14428
00000000000000000093_0,0.0973200000000001,0.1388,0,0.0478400000000001,0.11004,0.0177200000000001,0.0105600000000001,0.10696,0.15598,0,0.0537600000000001,0.13592,0.0196,0.01184
00000000000000000095_0,0.0662,0.0886200000000001,0,0.2711,0.0937400000000001,0.27756,0.161,0.0450000000000001,0.0787200000000001,0,0.40002,0.0591000000000001,0.22166,0.10656
00000000000000000096_0,0.09496,0.13068,0,0.31764,0.1188,0.26432,0.1688,0.15172,0.19176,0,0.36648,0.18236,0.31532,0.20096
00000000000000000099_0,0.0668400000000001,0.0986400000000001,0,0.40516,0.07608,0.20196,0.10096,0.05544,0.0891600000000001,0,0.41596,0.07964,0.2378,0.1152
0000000000000000009a_0,0.05838,0.12978,0,0.12406,0.1283,0.10216,0.06182,0.0480400000000001,0.12082,0,0.0865000000000001,0.11258,0.0857600000000001,0.0486600000000001
0000000000000000009b_0,0.1118,0.13848,0,0.30112,0.14032,0.3297,0.22386,0.0698800000000001,0.10808,0,0.44328,0.0929200000000001,0.28668,0.15728
0000000000000000009e_0,0.06964,0.10036,0,0.43876,0.0725600000000001,0.227,0.1056,0.05074,0.0772400000000001,0,0.3877,0.05374,0.18462,0.0802400000000001
000000000000000000a1_0,0.0405000000000001,0.0853400000000001,0,0.41414,0.0517800000000001,0.21182,0.10162,0.04072,0.08696,0,0.57152,0.0570000000000001,0.24484,0.09928
000000000000000000a5_0,0.0856400000000001,0.12056,0,0.0386400000000001,0.0808,0.0134,0.00812,0.07522,0.14144,0,0.0257000000000001,0.11668,0.01262,0.0094
000000000000000000a6_0,0.06062,0.0909400000000001,0,0.36122,0.0783200000000001,0.23126,0.13742,0.0685600000000001,0.12028,0,0.43836,0.0938000000000001,0.24804,0.12144
000000000000000000a7_0,0.05604,0.10276,0,0.26004,0.0794400000000001,0.18092,0.09096,0.07592,0.14444,0,0.35968,0.14396,0.25824,0.1462
000000000000000000a9_0,0.04928,0.08628,0,0.4452,0.05688,0.21428,0.09472,0.07736,0.12444,0,0.40192,0.111,0.25904,0.1228
000000000000000000ab_0,0.16894,0.21104,0,0.1375,0.18472,0.12024,0.10036,0.11136,0.1415,0,0.13926,0.13732,0.16004,0.1179
000000000000000000ac_0,0.14604,0.18834,0,0.11312,0.17224,0.0891400000000001,0.07364,0.0956400000000001,0.13832,0,0.06246,0.1139,0.0521400000000001,0.04236
000000000000000000ad_0,0.04628,0.0833400000000001,0,0.41328,0.0921,0.2883,0.15492,0.04966,0.0791600000000001,0,0.44668,0.0835000000000001,0.29766,0.1528
000000000000000000b0_0,0.0852400000000001,0.12308,0,0.45594,0.10548,0.29026,0.14084,0.1122,0.15664,0,0.42344,0.16644,0.40652,0.24196
000000000000000000b4_0,0.07296,0.10432,0,0.0913200000000001,0.0983600000000001,0.04656,0.0365200000000001,0.0631200000000001,0.09056,0,0.08596,0.0716000000000001,0.0454000000000001,0.0276400000000001
000000000000000000b5_0,0.09356,0.13232,0,0.18372,0.14044,0.13952,0.0958000000000001,0.0872800000000001,0.12688,0,0.17056,0.13274,0.11304,0.0804000000000001
000000000000000000b8_0,0.05588,0.095,0,0.38296,0.0698,0.2052,0.10484,0.02952,0.0546200000000001,0,0.28064,0.0340600000000001,0.13356,0.05782
000000000000000000ba_0,0.09612,0.13752,0,0.29596,0.14004,0.27948,0.1902,0.07394,0.11176,0,0.40438,0.1081,0.2701,0.14266
000000000000000000bd_0,0.0451200000000001,0.0977000000000001,0,0.02132,0.0571400000000001,0.0276200000000001,0.0254200000000001,0.0379400000000001,0.09334,0,0.0155,0.04702,0.0249,0.0239200000000001
000000000000000000c0_0,0.10022,0.1339,0,0.33502,0.1336,0.29712,0.20434,0.0921600000000001,0.1212,0,0.41864,0.11036,0.28988,0.1838
000000000000000000c1_0,0.0667200000000001,0.0970800000000001,0,0.35076,0.0748,0.23252,0.11252,0.07624,0.12928,0,0.392,0.10204,0.2374,0.10372
000000000000000000c2_0,0.11268,0.16236,0,0.25672,0.18096,0.2384,0.19324,0.12746,0.18276,0,0.31618,0.21412,0.30002,0.23144
000000000000000000c6_0,0.12948,0.16232,0,0.2812,0.17764,0.33756,0.2882,0.13798,0.16938,0,0.31478,0.1759,0.38012,0.31308
000000000000000000cd_0,0.12084,0.1458,0,0.20752,0.13132,0.17372,0.12468,0.16074,0.2341,0,0.45426,0.34228,0.5524,0.34172
000000000000000000cf_0,0.13084,0.16484,0,0.31188,0.1706,0.2658,0.19388,0.10414,0.14192,0,0.36344,0.1405,0.26306,0.20716
000000000000000000d0_0,0.051,0.12118,0,0.0,0.0816600000000001,0.01014,0.0118,0.0542400000000001,0.12032,0,0.000920000000000032,0.0783200000000001,0.0158800000000001,0.0127200000000001
000000000000000000d2_0,0.181,0.21112,0,0.31196,0.23308,0.36692,0.31292,0.17544,0.22328,0,0.34636,0.24022,0.34074,0.2589
000000000000000000d5_0,0.0422400000000001,0.07352,0,0.27448,0.05432,0.155,0.0760400000000001,0.0307,0.06442,0,0.36326,0.03864,0.13662,0.0570600000000001
000000000000000000d8_0,0.0996000000000001,0.13948,0,0.0837200000000001,0.12572,0.0468000000000001,0.03856,0.10268,0.1526,0,0.04848,0.13904,0.0207600000000001,0.0156000000000001
000000000000000000da_0,0.06676,0.1088,0,0.22988,0.0926000000000001,0.12036,0.0568400000000001,0.05792,0.10302,0,0.203,0.08784,0.10128,0.05094
000000000000000000dc_0,0.04572,0.09168,0,0.4548,0.05904,0.24196,0.0997600000000001,0.0441200000000001,0.0995200000000001,0,0.46828,0.0638,0.2268,0.0872000000000001
000000000000000000e0_0,0.0904,0.13116,0,0.06408,0.11452,0.01928,0.0106000000000001,0.10024,0.15128,0,0.0399200000000001,0.12408,0.01524,0.00896
000000000000000000e2_0,0.05748,0.0886000000000001,0,0.35364,0.0676000000000001,0.183,0.0952000000000001,0.0745600000000001,0.11948,0,0.53492,0.10484,0.287,0.1328
000000000000000000e3_0,0.0820400000000001,0.11304,0,0.0486800000000001,0.0781600000000001,0.0178800000000001,0.01012,0.08104,0.1314,0,0.0417600000000001,0.0957200000000001,0.01928,0.012
000000000000000000e5_0,0.18976,0.188,0,0.34504,0.1796,0.38028,0.31848,0.1723,0.19378,0,0.37738,0.18816,0.35826,0.28482
000000000000000000e6_0,0.0442200000000001,0.0797800000000001,0,0.34362,0.071,0.26142,0.13978,0.03762,0.0763200000000001,0,0.48296,0.05066,0.24264,0.10318
000000000000000000eb_0,0.0866400000000001,0.1116,0,0.20604,0.10536,0.15736,0.11724,0.08644,0.13066,0,0.2372,0.13476,0.1622,0.11472
000000000000000000ec_0,0.15372,0.22964,0,0.40848,0.33036,0.57532,0.37184,0.16808,0.26608,0,0.43284,0.36812,0.52268,0.31492
000000000000000000ee_0,0.08044,0.10976,0,0.34588,0.11556,0.29966,0.1766,0.0607000000000001,0.0944800000000001,0,0.44358,0.07944,0.27942,0.14218
000000000000000000f2_0,0.0468000000000001,0.08196,0,0.47364,0.0594000000000001,0.22316,0.0945200000000001,0.0387600000000001,0.08552,0,0.45936,0.0536,0.20508,0.0781600000000001
000000000000000000f3_0,0.0529600000000001,0.0777200000000001,0,0.37976,0.0502,0.20764,0.0922000000000001,0.051,0.08852,0,0.38768,0.0595200000000001,0.20632,0.0837200000000001
000000000000000000f5_0,0.09376,0.12234,0,0.40716,0.10876,0.33766,0.19688,0.11296,0.13652,0,0.39468,0.12556,0.34364,0.18968
000000000000000000f7_0,0.0526,0.08968,0,0.49272,0.05764,0.24624,0.10968,0.05044,0.09484,0,0.44708,0.07092,0.27056,0.1224
000000000000000000fb_0,0.07052,0.11504,0,0.15336,0.10348,0.0939200000000001,0.0645600000000001,0.06664,0.106,0,0.14508,0.0903600000000001,0.0853200000000001,0.0599600000000001
000000000000000000fc_0,0.0645400000000001,0.0939600000000001,0,0.37506,0.0894400000000001,0.27546,0.15036,0.0708200000000001,0.0972,0,0.43276,0.0953000000000001,0.3144,0.18636
000000000000000000ff_0,0.08412,0.12268,0,0.3842,0.10732,0.29104,0.16132,0.10352,0.14912,0,0.41532,0.12908,0.29984,0.152
00000000000000000103_0,0.07868,0.0877600000000001,0,0.17736,0.0849200000000001,0.17764,0.1158,0.0664400000000001,0.08452,0,0.26922,0.08384,0.22604,0.12426
00000000000000000108_0,0.13288,0.17032,0,0.40252,0.18752,0.34224,0.23532,0.135,0.18128,0,0.42824,0.1948,0.385,0.251
0000000000000000010b_0,0.0694400000000001,0.10516,0,0.1236,0.0738400000000001,0.0814400000000001,0.05764,0.08652,0.1264,0,0.22898,0.1158,0.16622,0.12126
0000000000000000010d_0,0.0956000000000001,0.12444,0,0.3618,0.122,0.27088,0.17224,0.06916,0.0949,0,0.32306,0.0785800000000001,0.19476,0.11408
0000000000000000010e_0,0.0728800000000001,0.1271,0,0.16412,0.1269,0.04512,0.02544,0.0842800000000001,0.13416,0,0.1766,0.12928,0.12628,0.0707600000000001
0000000000000000010f_0,0.03262,0.0859200000000001,0,0.0,0.04344,0.00392,0.00562,0.135,0.15152,0,0.06564,0.11596,0.0300400000000001,0.01856
00000000000000000111_0,0.0838800000000001,0.11412,0,0.10296,0.0936400000000001,0.05248,0.0412400000000001,0.03732,0.0757200000000001,0,0.03744,0.04748,0.02152,0.01368
00000000000000000114_0,0.17366,0.2308,0,0.30384,0.25432,0.3109,0.2693,0.14964,0.18728,0,0.24644,0.20924,0.26916,0.23476
00000000000000000116_0,0.046,0.101,0,0.0349600000000001,0.0805600000000001,0.0164000000000001,0.01328,0.0,0.06704,0,0.00614,0.0439000000000001,0.02052,0.0203
00000000000000000119_0,0.0755400000000001,0.10706,0,0.0722000000000001,0.0887000000000001,0.03824,0.02804,0.0733200000000001,0.12248,0,0.0632600000000001,0.0964000000000001,0.0466600000000001,0.0359400000000001
0000000000000000011b_0,0.1088,0.15532,0,0.2274,0.16668,0.19652,0.12204,0.10432,0.15204,0,0.2342,0.15656,0.17996,0.10108
00000000000000000123_0,0.0786200000000001,0.10936,0,0.27468,0.1022,0.18982,0.11416,0.0707200000000001,0.11196,0,0.27504,0.0911600000000001,0.13992,0.07152
00000000000000000125_0,0.066,0.1219,0,0.24524,0.11954,0.18442,0.10514,0.0592800000000001,0.11844,0,0.2562,0.0896000000000001,0.141,0.0720000000000001
00000000000000000126_0,0.0616200000000001,0.10008,0,0.35156,0.09536,0.25328,0.15028,0.0355800000000001,0.07606,0,0.49044,0.0531,0.24308,0.10806
00000000000000000127_0,0.07284,0.11674,0,0.38052,0.1265,0.33448,0.19808,0.0830000000000001,0.1322,0,0.37624,0.13588,0.30456,0.18204
00000000000000000129_0,0.06926,0.1262,0,0.0444400000000001,0.07878,0.03714,0.0307000000000001,0.05216,0.0937200000000001,0,0.01434,0.03742,0.01848,0.01694
0000000000000000012a_0,0.13336,0.16908,0,0.23956,0.18024,0.22608,0.18612,0.13714,0.17242,0,0.30252,0.22378,0.2763,0.20372
0000000000000000012b_0,0.0809200000000001,0.11244,0,0.34558,0.11376,0.29848,0.1888,0.0628600000000001,0.0994200000000001,0,0.48504,0.0799800000000001,0.286,0.14576
0000000000000000012e_0,0.0420400000000001,0.07672,0,0.3986,0.0496,0.19096,0.0873400000000001,0.036,0.0569600000000001,0,0.41844,0.03712,0.1882,0.07392
00000000000000000131_0,0.10812,0.16646,0,0.39126,0.18118,0.4028,0.30148,0.08412,0.14732,0,0.42356,0.1344,0.37368,0.2436
00000000000000000132_0,0.0920400000000001,0.12804,0,0.32936,0.11122,0.28504,0.1882,0.0849200000000001,0.12664,0,0.34964,0.10916,0.27856,0.16356
00000000000000000133_0,0.0980800000000001,0.13116,0,0.3476,0.11796,0.23616,0.15496,0.0554800000000001,0.0798,0,0.24822,0.06836,0.13462,0.0729400000000001
00000000000000000134_0,0.07364,0.10338,0,0.22868,0.0867400000000001,0.18928,0.11528,0.0469600000000001,0.09412,0,0.24096,0.0648800000000001,0.13976,0.07208
00000000000000000135_0,0.06134,0.0888800000000001,0,0.3127,0.0762600000000001,0.2391,0.1317,0.05866,0.0870600000000001,0,0.39482,0.0801,0.27076,0.14586
00000000000000000136_0,0.07536,0.12116,0,0.13436,0.11424,0.10928,0.10052,0.0990200000000001,0.13156,0,0.24118,0.13004,0.205,0.14296
00000000000000000137_0,0.0754,0.1272,0,0.0485600000000001,0.10636,0.0147600000000001,0.00984,0.10482,0.15356,0,0.067,0.15188,0.01564,0.00946
00000000000000000139_0,0.17156,0.21132,0,0.25192,0.2304,0.2526,0.21124,0.24264,0.28288,0,0.4156,0.32792,0.44312,0.39216
0000000000000000013d_0,0.14036,0.18052,0,0.29936,0.20196,0.30612,0.26916,0.14636,0.18804,0,0.314,0.1966,0.31208,0.25304
0000000000000000013e_0,0.11168,0.15648,0,0.28196,0.17284,0.27408,0.2168,0.0998600000000001,0.15394,0,0.3396,0.17366,0.27836,0.2188
00000000000000000141_0,0.0564200000000001,0.0950200000000001,0,0.03428,0.0661200000000001,0.0296400000000001,0.0246400000000001,0.0351000000000001,0.0765800000000001,0,0.0106400000000001,0.0413000000000001,0.01778,0.01618
00000000000000000144_0,0.07006,0.13074,0,0.13736,0.12022,0.0968600000000001,0.0632000000000001,0.0601600000000001,0.12288,0,0.13164,0.0874400000000001,0.0522400000000001,0.03444
00000000000000000145_0,0.19868,0.25432,0,0.39448,0.28632,0.37012,0.30256,0.17468,0.22652,0,0.3602,0.25692,0.35296,0.26408
00000000000000000146_0,0.1191,0.13946,0,0.31,0.13564,0.28516,0.183,0.10712,0.13484,0,0.27652,0.1374,0.2368,0.13724
00000000000000000148_0,0.04432,0.0870600000000001,0,0.44598,0.0527200000000001,0.22498,0.104,0.03684,0.0644400000000001,0,0.41612,0.04828,0.22628,0.0977600000000001
00000000000000000149_0,0.10652,0.12392,0,0.13848,0.11536,0.09716,0.0691600000000001,0.0994200000000001,0.11662,0,0.13412,0.10998,0.1039,0.0757400000000001
0000000000000000014b_0,0.10444,0.1302,0,0.2994,0.131,0.19524,0.13368,0.0960400000000001,0.14222,0,0.36444,0.11582,0.25676,0.17564
0000000000000000014d_0,0.0369,0.09454,0,0.01714,0.05238,0.0256400000000001,0.0243600000000001,0.03806,0.0885400000000001,0,0.01876,0.0422600000000001,0.02766,0.0254000000000001
0000000000000000014e_0,0.04606,0.0875000000000001,0,0.0153800000000001,0.0519200000000001,0.01938,0.01628,0.0405000000000001,0.0732400000000001,0,0.01124,0.04038,0.01714,0.01558
00000000000000000152_0,0.0504000000000001,0.11916,0,0.0121600000000001,0.0926000000000001,0.00724,0.0076,0.0921600000000001,0.13206,0,0.0467400000000001,0.10074,0.01998,0.01222
00000000000000000153_0,0.0514800000000001,0.0788800000000001,0,0.27902,0.0707600000000001,0.21676,0.122,0.0423200000000001,0.07474,0,0.44018,0.0506400000000001,0.22738,0.10534
00000000000000000154_0,0.113,0.14132,0,0.21156,0.14948,0.23348,0.21448,0.13312,0.15536,0,0.24756,0.16932,0.249,0.20372
00000000000000000156_0,0.0609800000000001,0.0935200000000001,0,0.3238,0.0831800000000001,0.23534,0.13314,0.0443,0.0850000000000001,0,0.4883,0.05456,0.2237,0.0929
00000000000000000159_0,0.02572,0.0927600000000001,0,0.00624,0.05304,0.00732,0.00816,0.0539400000000001,0.13024,0,0.0152600000000001,0.1182,0.00876,0.00884
0000000000000000015b_0,0.148,0.18164,0,0.25352,0.1952,0.28112,0.25776,0.15184,0.20116,0,0.28144,0.213,0.3586,0.30084
0000000000000000015f_0,0.11908,0.14488,0,0.0976400000000001,0.1312,0.0559600000000001,0.0385200000000001,0.0854800000000001,0.12352,0,0.0644000000000001,0.11688,0.03932,0.02552
00000000000000000160_0,0.02184,0.05976,0,0.0707600000000001,0.04272,0.04044,0.0304,0.0282000000000001,0.05748,0,0.10408,0.03544,0.0266400000000001,0.01692
00000000000000000163_0,0.10012,0.14092,0,0.43248,0.1314,0.33864,0.22604,0.07964,0.12472,0,0.43372,0.11464,0.3058,0.19216
00000000000000000167_0,0.0560600000000001,0.0919400000000001,0,0.35942,0.0873200000000001,0.287,0.15602,0.0446400000000001,0.08666,0,0.51156,0.0579200000000001,0.26614,0.11272
0000000000000000016a_0,0.26396,0.41916,0,0.60728,0.51724,0.64436,0.442,0.24956,0.3692,0,0.59196,0.44956,0.70676,0.50476
0000000000000000016c_0,0.129,0.14824,0,0.21396,0.14836,0.22768,0.21552,0.1274,0.15636,0,0.2074,0.15422,0.20876,0.18394
0000000000000000016f_0,0.0394800000000001,0.0680000000000001,0,0.45584,0.0362400000000001,0.18764,0.06592,0.04432,0.0822000000000001,0,0.42152,0.0556800000000001,0.18996,0.06824
00000000000000000173_0,0.13464,0.18992,0,0.36868,0.21944,0.42972,0.2702,0.0850400000000001,0.13608,0,0.3046,0.15224,0.25836,0.15408
00000000000000000176_0,0.05888,0.0878,0,0.0416,0.05432,0.0439600000000001,0.03916,0.0688400000000001,0.10456,0,0.04876,0.0639600000000001,0.0423600000000001,0.03288
00000000000000000177_0,0.10996,0.13912,0,0.3268,0.14448,0.40412,0.28602,0.0733200000000001,0.1204,0,0.52436,0.0854,0.27984,0.1268
00000000000000000180_0,0.1092,0.15708,0,0.0657200000000001,0.14552,0.0396400000000001,0.02944,0.10196,0.15652,0,0.08212,0.13248,0.0323600000000001,0.0188800000000001
00000000000000000182_0,0.10328,0.13904,0,0.44672,0.11836,0.32024,0.1704,0.07048,0.11716,0,0.49804,0.097,0.35808,0.1718
00000000000000000188_0,0.0428000000000001,0.10952,0,0.0,0.0557200000000001,0.00796,0.01024,0.0408400000000001,0.10286,0,0.00322,0.04808,0.01588,0.01616
00000000000000000189_0,0.0761000000000001,0.0991600000000001,0,0.39846,0.0901200000000001,0.19274,0.10954,0.05846,0.0944400000000001,0,0.46284,0.0952200000000001,0.2321,0.12324
0000000000000000018a_0,0.10808,0.1414,0,0.0649600000000001,0.11564,0.01908,0.00972,0.09988,0.15256,0,0.0466,0.12204,0.02284,0.0161600000000001
0000000000000000018b_0,0.18696,0.27284,0,0.404,0.30896,0.51732,0.5246,0.24148,0.345,0,0.51324,0.39664,0.69748,0.59256
00000000000000000191_0,0.13664,0.17972,0,0.11424,0.16524,0.0897600000000001,0.07436,0.04056,0.0920400000000001,0,0.002,0.0727600000000001,0.00136,0.00272
