system:index,landcover,19-1_nir,19-2_nir,20-1_nir,20-2_nir,21-1_nir,21-2_nir,22-1_nir,22-2_nir,23-1_nir,23-2_nir
0000000000000000015e_0,0,0.3057,0.28375,0.2747,0.3179,0.2797,0.3516,0.2769,0.3561,0.30055,0.3122
000000000000000001d9_0,0,0.02565,0.03345,0.0134,0.0649,0.0574,0.0315,0.0221,0.0339,0.0535,0.1073
0000000000000000064a_0,0,0.0351,0.02035,0.0164,0.0249,0.0138,0.0119,0.0183,0.0202,0.0546,0.0128
00000000000000000871_0,0,0.0231,0.031,0.016,0.02675,0.0199,0.02325,0.04245,0.0188,0.0252,0.0268
0000000000000000010b_0,0,0.2441,0.30165,0.1686,0.2375,0.29635,0.4018,0.22075,0.3688,0.2447,0.37165
00000000000000000589_0,0,0.344,0.2651,0.2815999999999999,0.1853,0.2355,0.3269,0.3676,0.2134,0.31655,0.1599
0000000000000000083c_0,0,0.29205,0.3057,0.29275,0.3357,0.2424,0.3568,0.3755,0.3892,0.34085,0.1889
00000000000000000150_0,0,0.2092999999999999,0.28615,0.2652,0.268,0.3102,0.3373,0.27265,0.2372,0.3962,0.3919
000000000000000004cd_0,0,0.4115,0.3424,0.3628,0.34,0.2935,0.37465,0.33035,0.3878,0.3608,0.34045
0000000000000000028b_0,0,0.077,0.0174,0.0491,0.0566,0.0594,0.0534,0.0034,0.0587,0.038,0.0654
000000000000000001c5_0,0,0.3972,0.354,0.26365,0.4175,0.2535,0.3578,0.2913,0.4342,0.3832,0.295
000000000000000005a4_0,0,0.3698,0.36225,0.3233,0.3044,0.15815,0.19815,0.3215,0.41075,0.3166,0.2482
000000000000000006ac_0,0,0.0217,0.02235,0.016,0.0318,0.0132,0.0231,0.01825,0.0387,0.0443,0.0176
000000000000000000a6_0,0,0.2521,0.28565,0.2544,0.2304,0.1846,0.2457,0.2821,0.1627,0.28235,0.31015
00000000000000000575_0,0,0.2423,0.2198,0.2239,0.2211,0.2203,0.2158,0.1723,0.3059,0.2447,0.2394
00000000000000000640_0,0,0.04975,0.0248,0.0211,0.0268,0.0241,0.014,0.0148,0.0254,0.0529,0.0208
00000000000000000556_0,0,0.2921,0.3396,0.27365,0.32805,0.2763,0.3309,0.2942,0.3792,0.3182,0.29055
00000000000000000570_0,0,0.3477,0.26375,0.36755,0.266,0.29025,0.2781,0.28095,0.28235,0.3027,0.2696
0000000000000000010d_0,0,0.2508,0.2542,0.2299,0.2389,0.14805,0.22515,0.19965,0.19945,0.2139,0.10085
00000000000000000534_0,0,0.1536,0.14185,0.1347,0.1187,0.10035,0.1278,0.1871,0.1377,0.1903,0.1519
0000000000000000058a_0,0,0.296,0.244,0.2309,0.2693,0.2691,0.3268,0.27265,0.38385,0.3104,0.294
000000000000000005fd_0,0,0.0478,0.0326,0.0364,0.0446,0.0413,0.0286,0.0368,0.0481,0.04145,0.0346
000000000000000002f1_0,0,0.0956,0.0175,0.0128,0.0318,0.0128,0.02755,0.0143,0.0483,0.0493,0.0147
0000000000000000009c_0,0,0.0791,0.0744,0.07505,0.0654,0.0744,0.0502,0.0948,0.0418,0.0349,0.1102
0000000000000000025c_0,0,0.2976999999999999,0.2837,0.2744,0.3008,0.29155,0.284,0.28075,0.26835,0.2815,0.2839
00000000000000000213_0,0,0.29825,0.3344,0.2949,0.3259,0.2514,0.3364,0.2575,0.4031,0.297,0.3374
00000000000000000217_0,0,0.28415,0.26715,0.256,0.2751,0.2359,0.34245,0.1911,0.3444,0.2125,0.3025
00000000000000000582_0,0,0.3811,0.38045,0.36155,0.207,0.3542,0.2751,0.33755,0.1713,0.2945,0.18035
000000000000000000d2_0,0,0.03095,0.0122,0.0171,0.02365,0.0328,0.0213,0.0126,0.02335,0.0186,0.0188
0000000000000000084c_0,0,0.2317,0.2617,0.2463,0.24585,0.2064,0.2601,0.2081,0.2487,0.1995,0.2597
000000000000000002a3_0,0,0.0494,0.0283,0.078,0.0398,0.0606,0.0455,0.0193,0.0463,0.0489,0.0349
00000000000000000836_0,0,0.2275,0.2548,0.21235,0.2973,0.2314,0.3311,0.2848,0.3478,0.247,0.297
00000000000000000581_0,0,0.2631,0.3384,0.2818,0.3602,0.2931,0.3329,0.31815,0.4779,0.3157,0.296
00000000000000000620_0,0,0.0208,0.0192999999999999,0.0152,0.0254,0.0138,0.01235,0.0218,0.0315,0.0787,0.0102
0000000000000000068e_0,0,0.05775,0.02185,0.0145,0.0242,0.0147,0.0238,0.01725,0.0249,0.0388,0.0167
00000000000000000574_0,0,0.0638,0.03615,0.04485,0.0414,0.0304,0.0509,0.0501,0.02435,0.1578,0.0295
000000000000000008f5_0,0,0.0585,0.01525,0.0251,0.0538,0.0227,0.01695,0.0205,0.0227,0.0206,0.0308
0000000000000000010e_0,0,0.12525,0.09445,0.1124,0.0664,0.11835,0.0381,0.08235,0.1289,0.1347,0.0408
000000000000000001e4_0,0,0.0617,0.0172,0.0124,0.0196,0.0101,0.0169,0.0205,0.02405,0.0436,0.0067
00000000000000000886_0,0,0.0513,0.0427,0.0414,0.04365,0.0336,0.0348,0.0443,0.01875,0.0232,0.0314
00000000000000000206_0,0,0.2558,0.35095,0.2646,0.3701,0.2739,0.3929,0.27805,0.3215,0.16575,0.1424
000000000000000005a5_0,0,0.2273,0.08875,0.0887,0.0878,0.1328,0.122,0.1326,0.1227,0.1373,0.0755
00000000000000000052_0,0,0.0244,0.0108,0.0222,0.0203,0.0315,0.01845,0.01695,0.0235,0.02935,0.0148
00000000000000000546_0,0,0.2381,0.34005,0.2442,0.3536,0.2599,0.3592,0.2733,0.4421,0.1671,0.1802
00000000000000000979_0,0,0.19245,0.1791,0.1547,0.17575,0.2914,0.2941,0.31,0.26755,0.2544,0.23345
00000000000000000a27_0,0,0.0235,0.0434,0.03635,0.0361,0.0356,0.0206,0.03025,0.0191,0.02345,0.01735
000000000000000001ac_0,0,0.2582,0.2847,0.2454,0.29295,0.2454,0.3238,0.3013,0.30905,0.2913,0.28855
0000000000000000097a_0,0,0.29425,0.2785,0.23375,0.327,0.2367,0.23335,0.2776,0.2593,0.25825,0.2393
000000000000000001ed_0,0,0.4251,0.30535,0.2294,0.28745,0.1858,0.31055,0.2083,0.30355,0.3996,0.2252
000000000000000004a2_0,0,0.3953,0.39165,0.33505,0.32425,0.2907,0.3519,0.3029,0.3442,0.2896499999999999,0.335
00000000000000000867_0,0,0.25305,0.2708,0.2404,0.3296,0.25,0.2615,0.2562,0.3319,0.37285,0.2831
000000000000000000f9_0,0,0.0977,0.0759,0.06335,0.07555,0.0725,0.0597,0.0405,0.01345,0.0265,0.0198
0000000000000000017d_0,0,0.2973,0.33725,0.2586,0.3057,0.2802,0.3087,0.2186,0.286,0.249,0.22895
00000000000000000180_0,0,0.08475,0.08945,0.1009,0.0935,0.1268,0.1247,0.08055,0.07955,0.1727,0.20685
0000000000000000054a_0,0,0.17245,0.17115,0.1939,0.1867,0.17795,0.17475,0.1462,0.1792,0.1498,0.1848
00000000000000000585_0,0,0.26675,0.2867,0.2364,0.42515,0.2508,0.30865,0.2828,0.4094,0.3294,0.26025
0000000000000000061e_0,0,0.03855,0.027,0.0205,0.02365,0.0195,0.0181,0.0153,0.0247,0.0598,0.0262
000000000000000001e1_0,0,0.1936,0.04375,0.07235,0.0236,0.0956,0.02835,0.1092,0.0791999999999999,0.1413,0.01615
000000000000000002e8_0,0,0.04765,0.03805,0.0711,0.0567,0.0243,0.0478,0.0274,0.06655,0.0558,0.0262
00000000000000000578_0,0,0.287,0.2882,0.3184,0.2477,0.2513,0.2642,0.2612,0.2504,0.3459,0.2799
000000000000000005ea_0,0,0.0271,0.0119,0.0164,0.0236,0.0311,0.01315,0.014,0.0263,0.0186,0.0124
000000000000000000bf_0,0,0.174,0.1001,0.15975,0.052,0.0675,0.1298,0.1071,0.0209,0.13085,0.11275
000000000000000002c5_0,0,0.3368,0.2921,0.2371,0.3239,0.22095,0.3296,0.2456,0.3171,0.276,0.2586
00000000000000000503_0,0,0.39,0.3458,0.29365,0.39785,0.32565,0.3792,0.33655,0.31695,0.3646,0.36365
000000000000000005c6_0,0,0.0187,0.0226,0.0217,0.0227,0.0188,0.0187,0.0291,0.0172,0.0427,0.0229
0000000000000000069b_0,0,0.0846,0.02395,0.0139,0.0681,0.01615,0.0194,0.0286,0.0415,0.0688,0.0266
0000000000000000008e_0,0,0.255,0.3328,0.2517,0.2777,0.2492,0.3137,0.2765,0.32735,0.25335,0.29805
000000000000000001c9_0,0,0.3493,0.29775,0.2709,0.3327,0.2153,0.3244,0.3047,0.3534,0.12475,0.2311
00000000000000000264_0,0,0.0612,0.0229499999999999,0.0079,0.044,0.0123,0.0146,0.0281,0.0305,0.0649,0.008
000000000000000004c6_0,0,0.27215,0.33,0.2962,0.373,0.2846,0.3366,0.3551,0.31765,0.24875,0.31425
0000000000000000089c_0,0,0.04505,0.05325,0.0433,0.05765,0.0462,0.0504,0.0418,0.0801,0.0595,0.0559
000000000000000000d9_0,0,0.3034,0.33915,0.3587,0.2805,0.26905,0.2582,0.2369,0.24605,0.2378,0.1955
0000000000000000056b_0,0,0.302,0.2757,0.30355,0.2512,0.2094,0.31205,0.2471,0.3153,0.3035,0.2198
0000000000000000083b_0,0,0.1956999999999999,0.20105,0.1827,0.2097,0.1873,0.2314,0.22175,0.2383,0.22985,0.267
00000000000000000216_0,0,0.0825,0.0628,0.0864,0.0774499999999999,0.1116,0.0793,0.0715,0.0793,0.0496,0.1072
000000000000000005e9_0,0,0.041,0.02295,0.0194,0.0214,0.0159,0.02735,0.0264,0.03965,0.0427,0.0283
00000000000000000950_0,0,0.3323,0.3767,0.3357,0.3955,0.36475,0.42155,0.317,0.3973,0.3365,0.35495
00000000000000000176_0,0,0.27285,0.2752,0.2693,0.2809,0.2011,0.30925,0.1885,0.3352,0.3331,0.2169
000000000000000005df_0,0,0.03145,0.01335,0.0163,0.0262,0.028,0.0192,0.0129,0.0260999999999999,0.0195,0.0208
000000000000000006e6_0,0,0.2539,0.2207,0.1852,0.2329,0.2278,0.2571,0.2068,0.2686,0.2403,0.2294
00000000000000000181_0,0,0.456,0.36755,0.35055,0.4266,0.3508,0.3072,0.3082,0.322,0.4033,0.3404
000000000000000001e0_0,0,0.0574,0.055,0.0541,0.0465,0.0423,0.0433,0.0468,0.05465,0.095,0.0342
0000000000000000064f_0,0,0.0864,0.09715,0.0856,0.0504,0.0537,0.0941,0.0915,0.1044,0.1268,0.0326
000000000000000000a0_0,0,0.0962,0.0821,0.0694,0.0644,0.1435,0.0854999999999999,0.0438,0.06515,0.0943,0.0585
0000000000000000027a_0,0,0.0335499999999999,0.0445,0.046,0.0408,0.0987,0.04325,0.0393,0.0379,0.0716,0.1022
000000000000000000a8_0,0,0.1306,0.14575,0.13835,0.1395,0.1398,0.1218,0.1388,0.1173,0.0885,0.1357
000000000000000004f6_0,0,0.3478,0.31495,0.2825,0.349,0.26675,0.4575,0.26375,0.31435,0.30585,0.2757
0000000000000000091e_0,0,0.1956999999999999,0.16105,0.1278,0.17545,0.1193,0.1499,0.1461,0.1516,0.2979800000000001,0.1203
000000000000000000b4_0,0,0.3653,0.3143,0.3398,0.34315,0.2377,0.3144,0.27355,0.3294,0.3298,0.3355
000000000000000005f3_0,0,0.3306,0.2754,0.3479,0.2937,0.3163,0.2402,0.2616,0.3405,0.3697,0.2404
00000000000000000682_0,0,0.3977,0.39245,0.487,0.3638,0.29375,0.5830000000000001,0.3248999999999999,0.4115,0.294,0.4723
000000000000000006ab_0,0,0.05745,0.02235,0.0145,0.0379,0.0164,0.0204,0.0184,0.03485,0.041,0.0183
00000000000000000499_0,0,0.3365,0.29725,0.3694,0.3757,0.3158,0.37945,0.3284,0.3962,0.314,0.2177
00000000000000000592_0,0,0.0513,0.0275,0.04735,0.0215,0.1192,0.0309,0.0996,0.0407,0.06295,0.0142
0000000000000000012a_0,0,0.0812,0.03045,0.0516,0.0533,0.0797,0.0379,0.0542,0.04015,0.1421,0.0422
0000000000000000028d_0,0,0.0158,0.0258,0.035,0.0435,0.02245,0.02295,0.0197,0.02965,0.0797,0.0168
0000000000000000097b_0,0,0.33465,0.1915,0.3087,0.15995,0.2276,0.18,0.291,0.2233,0.342,0.1729
00000000000000000573_0,0,0.0439,0.02365,0.02425,0.0133,0.01575,0.0198,0.0232,0.0205,0.02155,0.01055
0000000000000000025e_0,0,0.06005,0.02225,0.0147,0.0268,0.0165,0.0311,0.01835,0.0268,0.0418,0.011
000000000000000002a9_0,0,0.4026,0.35805,0.247,0.3611,0.1824,0.3215,0.286,0.4161,0.2284,0.1868
000000000000000005d8_0,0,0.12905,0.131,0.1432999999999999,0.1591,0.1435,0.1418,0.15065,0.16695,0.1636,0.1411
00000000000000000119_0,0,0.3292,0.3109,0.3233,0.3127999999999999,0.2381,0.3449,0.2924,0.3051,0.2955,0.3301
00000000000000000a1f_0,0,0.0317,0.01685,0.02775,0.0159,0.0154,0.01095,0.018,0.0163,0.0178,0.01475
000000000000000001bc_0,0,0.2936,0.3128,0.2473,0.4193,0.3413,0.37645,0.1671,0.398,0.28105,0.3564
000000000000000001fc_0,0,0.0351,0.0255,0.0764,0.0261,0.1268,0.03475,0.0287,0.031,0.1327,0.0342
00000000000000000652_0,0,0.0622,0.02,0.0152,0.083,0.01995,0.0188,0.012,0.01565,0.0348,0.0217
0000000000000000063a_0,0,0.0246,0.02275,0.013,0.0263,0.0163,0.0241,0.02,0.0222,0.0735,0.0143
00000000000000000097_0,0,0.2207,0.22755,0.2245,0.249,0.2217,0.2547,0.2314,0.2559,0.2405,0.2467
00000000000000000626_0,0,0.3316,0.23095,0.341,0.2336,0.2504,0.3304,0.2106,0.3221,0.31,0.2436
00000000000000000076_0,0,0.20535,0.1703,0.20175,0.1533,0.14805,0.1467,0.10235,0.1265,0.1279,0.14905
000000000000000000b5_0,0,0.3724,0.2948,0.3318,0.32915,0.25225,0.3395,0.2852,0.3337,0.2921,0.3192
0000000000000000005d_0,0,0.0377,0.0364,0.05875,0.0235,0.0667,0.02495,0.0959,0.0284,0.0325,0.0347
000000000000000006e3_0,0,0.0665,0.02595,0.0748,0.066,0.0222,0.0768,0.0135,0.02745,0.0311,0.085
00000000000000000835_0,0,0.2052,0.1609499999999999,0.1805,0.1501,0.1478,0.2184,0.1756,0.199,0.18835,0.1971
000000000000000001f2_0,0,0.3073,0.271,0.274,0.3233,0.25885,0.3526,0.2599,0.31225,0.3174,0.296
0000000000000000097d_0,0,0.0293,0.1202,0.1341,0.0931,0.11165,0.1226,0.1121,0.1456,0.152,0.1101
0000000000000000097e_0,0,0.3712,0.334,0.30485,0.3748,0.31105,0.3604,0.3298,0.34995,0.3641,0.2995
000000000000000002d8_0,0,0.02135,0.0218,0.01545,0.0224,0.01415,0.0167,0.0187,0.0195,0.0437,0.0219
000000000000000002ec_0,0,0.02965,0.0353,0.0166,0.0625,0.03845,0.0412,0.0178,0.0683,0.0284,0.0597
00000000000000000593_0,0,0.03065,0.01645,0.02945,0.0202,0.0175,0.0147,0.0008600000000000552,0.0243,0.0254,0.0229
00000000000000000597_0,0,0.0298,0.0157,0.02645,0.0172,0.0191,0.01055,0.0198,0.01815,0.0196,0.0167
00000000000000000202_0,0,0.2883,0.28845,0.2646,0.2705,0.2307,0.31965,0.2721,0.3244,0.29,0.2952
0000000000000000026f_0,0,0.052,0.02135,0.0138,0.0223,0.0155,0.0279,0.01785,0.03665,0.0438,0.0112
000000000000000006cf_0,0,0.0528,0.0265,0.0182,0.0472,0.0241,0.02135,0.0313,0.0639,0.0738,0.0393
00000000000000000952_0,0,0.0179,0.0281,0.0419,0.0347,0.01795,0.03885,0.0394,0.03025,0.029,0.0513
0000000000000000014e_0,0,0.4758,0.34995,0.3342,0.3141,0.2458,0.2856,0.21475,0.3716,0.2422,0.2539
000000000000000004de_0,0,0.34995,0.3501,0.3389,0.3146,0.2794,0.26955,0.26715,0.2437,0.2379,0.2133
000000000000000005bf_0,0,0.2338,0.2591,0.22105,0.2752,0.2478,0.25295,0.24385,0.2452,0.2444,0.22505
000000000000000005d0_0,0,0.1292,0.0372,0.0618,0.0557,0.3752,0.0442,0.17425,0.0454,0.0857,0.0258
000000000000000005de_0,0,0.3189,0.3436,0.3225,0.2888,0.29465,0.3092,0.2536,0.31255,0.3168,0.22565
00000000000000000498_0,0,0.3132,0.3732,0.30935,0.3941,0.3229,0.3806,0.3286,0.38305,0.313,0.354
0000000000000000021c_0,0,0.1395,0.12985,0.1859,0.1049,0.0345,0.0222,0.0087,0.0509,0.2365,0.0706
0000000000000000029d_0,0,0.1414,0.1502,0.0964,0.1083,0.1542,0.1357,0.1388,0.137,0.1313,0.1413
000000000000000002fb_0,0,0.31915,0.2708,0.2262,0.3062,0.26015,0.3308,0.296,0.35105,0.2799,0.2879
0000000000000000055b_0,0,0.2755,0.2712,0.25255,0.2216,0.2288,0.2516,0.3507,0.3262,0.2918,0.3585
00000000000000000224_0,0,0.01875,0.02375,0.0177,0.025,0.014,0.01,0.0235,0.02405,0.0293,0.0221
0000000000000000024f_0,0,0.05745,0.02035,0.0136,0.0314,0.0145,0.02045,0.0187,0.03475,0.038,0.0105
000000000000000002cc_0,0,0.0417,0.0239,0.0074,0.0422,0.0139,0.02505,0.0208,0.03365,0.0488,0.0097
00000000000000000138_0,0,0.345,0.3003,0.2979,0.2978,0.1965,0.1621,0.1515,0.3374,0.1904,0.227
000000000000000002c4_0,0,0.05075,0.0223,0.0094,0.0668,0.0211,0.0166,0.0186,0.0416,0.0615,0.0079
000000000000000002da_0,0,0.0829,0.02315,0.0141,0.0311,0.0128499999999999,0.0215,0.0076,0.03635,0.0639,0.0121
000000000000000004fe_0,0,0.1012,0.097,0.0987,0.1054,0.14835,0.096,0.07775,0.1091,0.0917,0.0943
000000000000000001a5_0,0,0.2003,0.231,0.1967,0.3189,0.2074,0.27695,0.23435,0.3724,0.2647,0.34065
000000000000000001b5_0,0,0.06535,0.06,0.0496,0.0444,0.0393,0.04345,0.0401,0.05435,0.1015,0.0597
000000000000000004e8_0,0,0.3146,0.31825,0.2555,0.2865,0.3316,0.3483,0.2833,0.3334,0.2915,0.30285
000000000000000005fa_0,0,0.0335,0.02275,0.0226,0.0222,0.039,0.0211,0.0246,0.04505,0.0353,0.0144999999999999
000000000000000006cb_0,0,0.0306,0.0236,0.0127,0.0282,0.0137,0.0205,0.0093,0.0235,0.0641,0.0124
00000000000000000635_0,0,0.02155,0.0173,0.0155,0.0179,0.0132,0.00845,0.0193,0.0309,0.0351,0.0145
0000000000000000019a_0,0,0.3366,0.3109,0.3098,0.3967,0.3031,0.3205,0.3348,0.3673,0.3372,0.33245
000000000000000001e7_0,0,0.26565,0.29785,0.28915,0.4309,0.37845,0.4007,0.37,0.4194,0.43185,0.43855
00000000000000000270_0,0,0.0771,0.0241,0.0472,0.0453,0.02535,0.04825,0.0276,0.0569,0.0558,0.0812
000000000000000005a8_0,0,0.0214,0.01455,0.0183,0.02405,0.0309,0.0224,0.054,0.0108,0.02455,0.01545
0000000000000000061b_0,0,0.019,0.0267,0.0146,0.0275,0.0173,0.031,0.0249,0.04365,0.0744,0.0199
00000000000000000623_0,0,0.29675,0.3006,0.2454,0.2852,0.24255,0.3344,0.2331,0.3196,0.2557,0.2757
000000000000000006c3_0,0,0.0674,0.0348,0.017,0.0351,0.0142,0.02015,0.0316,0.0307,0.07495,0.0219
00000000000000000980_0,0,0.122,0.1069,0.1091,0.116,0.1376,0.1315,0.1246,0.1212,0.141,0.1106
000000000000000001ab_0,0,0.26365,0.1832,0.21715,0.241,0.198,0.18925,0.236,0.1865,0.2076,0.2516
00000000000000000858_0,0,0.25045,0.29415,0.1887,0.2988,0.234,0.2928,0.27685,0.2528,0.248,0.3171
000000000000000005c1_0,0,0.2829,0.2661,0.2619,0.2354,0.2296,0.2517,0.1894,0.2719,0.2068,0.2012
00000000000000000090_0,0,0.0278,0.01295,0.0189,0.0194,0.0308,0.0212,0.0503,0.0122,0.0349,0.0125
000000000000000002db_0,0,0.40035,0.3512,0.3498,0.33635,0.332,0.3474,0.3773,0.3662,0.3123,0.3561
000000000000000005af_0,0,0.02895,0.01705,0.0174,0.01395,0.073,0.01855,0.0191,0.0119,0.0251,0.008
000000000000000005c2_0,0,0.3773,0.3421,0.2839,0.3079,0.26565,0.3854,0.2639,0.42765,0.3408,0.2802
00000000000000000143_0,0,0.0344,0.01595,0.0267,0.0147,0.0385,0.0237,0.03195,0.0332,0.0352,0.0137
0000000000000000026b_0,0,0.05495,0.0276,0.0131,0.0406,0.01125,0.0181,0.0248,0.0261,0.0605,0.0137
00000000000000000608_0,0,0.02255,0.02555,0.0219,0.02305,0.0172,0.0193,0.0346,0.03,0.0337,0.0181
000000000000000008db_0,0,0.3234,0.3133,0.2946,0.27305,0.22175,0.2861,0.2538,0.3035,0.25015,0.23595
000000000000000005f1_0,0,0.03475,0.0127,0.015,0.02795,0.03485,0.0161,0.0151,0.02705,0.02705,0.0247
0000000000000000054e_0,0,0.3291,0.3737,0.33705,0.3834,0.33865,0.3541,0.3087,0.3189,0.3209,0.3233
00000000000000000875_0,0,0.2965,0.30505,0.2599,0.392,0.3069,0.2525,0.2464,0.2859,0.2795,0.31065
00000000000000000027_0,0,0.0884,0.1023,0.1875,0.1077,0.0716,0.08535,0.2623,0.341,0.3131,0.2917
000000000000000000eb_0,0,0.02565,0.01315,0.0158,0.0229,0.0374,0.01175,0.013,0.0256999999999999,0.0249,0.0261
00000000000000000106_0,0,0.1205,0.1098,0.1052,0.0926,0.1131,0.1132,0.13025,0.1303,0.135,0.1185
0000000000000000065c_0,0,0.03345,0.02305,0.0211,0.0241,0.01335,0.01875,0.0266,0.0362,0.0353,0.0315
00000000000000000272_0,0,0.35195,0.3317,0.272,0.34355,0.2977,0.3601,0.2852,0.3446,0.4206,0.2471
000000000000000002b8_0,0,0.05885,0.031,0.016,0.0397,0.0195,0.0396,0.0231,0.04285,0.0723,0.0181
000000000000000000cd_0,0,0.0256,0.0134,0.01935,0.02285,0.0345,0.0178,0.03695,0.0132,0.02315,0.0155
00000000000000000210_0,0,0.0167,0.0256,0.0162,0.0246,0.0133,0.01045,0.0142,0.0166,0.0282,0.0276
00000000000000000257_0,0,0.0212,0.01875,0.0135,0.0205,0.014,0.0134,0.0282,0.03785,0.0283,0.0108
00000000000000000263_0,0,0.026,0.0227,0.0192,0.0226,0.0138,0.0168,0.0236,0.038,0.0332,0.0284
00000000000000000506_0,0,0.3367,0.3842,0.3269,0.3849,0.3319,0.4256,0.2726,0.3393,0.3132,0.36885
0000000000000000085c_0,0,0.0308,0.0471,0.07355,0.08065,0.022,0.0426,0.0499,0.0836,0.0554,0.04455
00000000000000000241_0,0,0.02065,0.015,0.0177,0.0199,0.0134,0.0093,0.0176,0.03215,0.0339,0.018
000000000000000005b1_0,0,0.08765,0.1067,0.08845,0.02175,0.1246,0.0388,0.08775,0.04945,0.10225,0.0213
00000000000000000874_0,0,0.0133,0.0192,0.0601,0.0358,0.02595,0.0323,0.0193,0.0407,0.0545,0.0398
00000000000000000100_0,0,0.2939,0.339,0.3069,0.3034,0.2327,0.32615,0.2922,0.3273,0.2826,0.2987
00000000000000000600_0,0,0.282,0.3022,0.2616,0.2673999999999999,0.2452,0.25105,0.2093,0.2867,0.30125,0.2831
000000000000000005fb_0,0,0.2809,0.3482,0.18005,0.25515,0.20205,0.32355,0.3938,0.3316,0.301,0.3583
000000000000000006b2_0,0,0.0369,0.0374,0.0599,0.0433,0.0302,0.0188,0.0258,0.0385,0.047,0.0181
00000000000000000134_0,0,0.2445,0.3047,0.2856,0.309,0.246,0.2991,0.26875,0.3442,0.2677,0.2984
00000000000000000223_0,0,0.2856,0.246,0.2327,0.3135,0.1953,0.2769,0.2123,0.25245,0.2289,0.2067
00000000000000000283_0,0,0.0156,0.0207,0.0156,0.0218,0.013,0.0151,0.0238,0.01945,0.0497,0.0138
0000000000000000057f_0,0,0.2723,0.3397,0.2984,0.243,0.19775,0.2049,0.20755,0.3052,0.1207,0.2651
000000000000000005a1_0,0,0.0308,0.0118,0.01975,0.0161,0.0276,0.0176,0.0166,0.0028,0.0212,0.0136
00000000000000000a32_0,0,0.18355,0.1889,0.1678,0.1669,0.14505,0.17655,0.18245,0.1401,0.1594,0.176
0000000000000000094b_0,0,0.015,0.02075,0.01685,0.0234,0.0118,0.0131,0.03,0.0159,0.0136,0.01115
0000000000000000010c_0,0,0.3506,0.3388,0.3191,0.3339,0.2693,0.3432,0.2938,0.3345,0.3042,0.3373
00000000000000000191_0,0,0.2749,0.3785,0.2694,0.324,0.2675,0.35705,0.3332,0.3205,0.2687,0.36855
0000000000000000059d_0,0,0.229,0.2945,0.2508,0.3051,0.2767,0.3253,0.26225,0.3266,0.2963,0.3437
00000000000000000893_0,0,0.1306,0.0888,0.0841,0.0998,0.12495,0.1008,0.08815,0.1119,0.104,0.09005
00000000000000000594_0,0,0.2938,0.26475,0.2278,0.2282,0.12635,0.2062,0.1064,0.2884,0.1417,0.1627
000000000000000008d6_0,0,0.15285,0.1801,0.1678,0.1884,0.1867,0.2784,0.2314,0.2632,0.2166,0.3024
000000000000000005e3_0,0,0.129,0.0618,0.0991,0.0813,0.102,0.07965,0.129,0.0893,0.1454,0.08385
00000000000000000607_0,0,0.3097,0.3424,0.29,0.37045,0.3114,0.37435,0.2968,0.40395,0.3241,0.3781
0000000000000000018e_0,0,0.2331,0.2206,0.20905,0.2091,0.19545,0.22715,0.1819,0.2486,0.1968,0.1729
000000000000000005d1_0,0,0.0878,0.0306,0.0913,0.0126,0.11805,0.0558,0.08485,0.0304,0.058,0.0209
0000000000000000018b_0,0,0.26095,0.2881,0.22345,0.2662,0.2751,0.29325,0.2661,0.3009,0.3067999999999999,0.3712
0000000000000000001f_0,0,0.37,0.3535,0.3309,0.3613,0.3204,0.4028,0.3246,0.3835,0.34985,0.3198
0000000000000000054c_0,0,0.4172,0.3252,0.3578,0.3668,0.2474,0.3591,0.2825,0.3137,0.3179,0.2684
00000000000000000981_0,0,0.45665,0.294,0.36385,0.4069,0.2703,0.39015,0.35895,0.4243,0.3832,0.3297
00000000000000000220_0,0,0.32255,0.3211,0.2576,0.35565,0.2325,0.36325,0.2589,0.3727,0.2921,0.3257
00000000000000000613_0,0,0.0315,0.027,0.0466,0.0198,0.0531,0.01805,0.097,0.0537,0.03885,0.0169
000000000000000006ef_0,0,0.0513,0.0281,0.0112,0.0377,0.0208,0.0173,0.0153,0.0398,0.0572,0.0119
000000000000000006fc_0,0,0.0677,0.0270499999999999,0.0162,0.0485,0.0141,0.0180999999999999,0.0219,0.0223,0.0356,0.012
000000000000000001ef_0,0,0.11045,0.1177,0.1001,0.1353,0.1128,0.1234,0.1256,0.1323,0.1038,0.1526
00000000000000000262_0,0,0.0582,0.0234,0.0184,0.03495,0.0135,0.0151,0.0188,0.0202,0.0546,0.0113
000000000000000002ac_0,0,0.02615,0.0253,0.0218,0.0304,0.0171,0.01605,0.0247,0.0329,0.0337,0.0303
000000000000000005bd_0,0,0.3007,0.40395,0.1967,0.2677,0.1953,0.3162,0.1896499999999999,0.2848,0.1808,0.3601
00000000000000000a2a_0,0,0.03235,0.0326,0.0496,0.02255,0.0358,0.026,0.0138,0.0346,0.0502,0.0219
000000000000000004f3_0,0,0.0614,0.067525,0.0539,0.0587,0.0802,0.0705,0.04075,0.06185,0.08715,0.08985
0000000000000000058e_0,0,0.2731,0.2834,0.2804,0.2922,0.2791,0.296,0.27655,0.3061,0.3209,0.3229
00000000000000000a19_0,0,0.07765,0.0195,0.01775,0.0116,0.014,0.0148,0.0106,0.0131,0.0145,0.014
000000000000000001f8_0,0,0.32775,0.32325,0.2646,0.25565,0.21455,0.265,0.2499,0.3295,0.1647,0.2846
