system:index,landcover,19-1_blue,19-2_blue,20-1_blue,20-2_blue,21-1_blue,21-2_blue,22-1_blue,22-2_blue,23-1_blue,23-2_blue
000000000000000005e9_0,0,0.08655,0.0676,0.0654,0.0696,0.0632,0.06365,0.0849,0.09295,0.094,0.0839
00000000000000000950_0,0,0.05845,0.0459,0.0654,0.0515,0.06165,0.04275,0.0563,0.04705,0.053,0.03145
00000000000000000176_0,0,0.0579,0.0491,0.0655,0.0521,0.0634,0.0629,0.05915,0.0474,0.0811,0.0383
000000000000000005df_0,0,0.078,0.07175,0.0655,0.0674,0.07245,0.06395,0.07,0.0599,0.0771,0.0783
000000000000000006e6_0,0,0.0299,0.0888,0.06555,0.097,0.10655,0.1304,0.097,0.1371,0.1262,0.1034
00000000000000000181_0,0,0.04985,0.0451499999999999,0.0656,0.04255,0.0786999999999999,0.0794,0.07395,0.053,0.0944,0.0868
000000000000000001e0_0,0,0.07475,0.0768,0.0656,0.0764999999999999,0.0704,0.0582,0.0637,0.0776,0.0985,0.0653
0000000000000000064f_0,0,0.07535,0.0783,0.0656,0.0784,0.0684,0.06245,0.0679,0.07455,0.0755,0.0682
000000000000000000a0_0,0,0.0679,0.0527,0.0657,0.039,0.0976,0.0554,0.0439,0.0553,0.0488,0.0305
0000000000000000027a_0,0,0.05695,0.0665999999999999,0.0657,0.0684,0.0729,0.0612,0.0576,0.0569,0.098,0.0881
000000000000000000a8_0,0,0.0521,0.04455,0.06575,0.0459,0.0541,0.0487,0.0569999999999999,0.0469,0.0475,0.0466
000000000000000004f6_0,0,0.0589,0.04575,0.06575,0.0441,0.0533,0.0432,0.0625,0.04625,0.05445,0.04205
0000000000000000091e_0,0,0.0848,0.08125,0.06575,0.09525,0.0704,0.0697,0.0641,0.0606,0.14718,0.0509
000000000000000000b4_0,0,0.0668,0.04545,0.0658,0.0416,0.0648,0.0478,0.04715,0.0356,0.0575,0.0502
000000000000000005f3_0,0,0.1117,0.0672,0.0658,0.07595,0.0957,0.0619,0.0974,0.0494,0.0725,0.072
00000000000000000682_0,0,0.0474,0.0371,0.0658,0.0881,0.0658,0.0482,0.08935,0.0415,0.0486,0.0515
000000000000000006ab_0,0,0.08505,0.0757,0.0658,0.0875,0.0662,0.07885,0.06835,0.08035,0.0979,0.0774
00000000000000000499_0,0,0.0528,0.0451,0.0658,0.0323,0.0371,0.02455,0.03095,0.0221,0.0369,0.0589
00000000000000000592_0,0,0.0762,0.05135,0.06595,0.0592,0.0689,0.0598,0.0797,0.0712,0.0677,0.0596
0000000000000000012a_0,0,0.0652,0.0468,0.066,0.0473,0.0763,0.065,0.07585,0.07385,0.0765,0.048
0000000000000000028d_0,0,0.067,0.0719,0.066,0.07555,0.0742,0.0745,0.0742,0.0706,0.1046,0.0658
0000000000000000097b_0,0,0.06045,0.0521,0.066,0.0515,0.0656,0.05085,0.1093,0.05845,0.0426,0.0737
00000000000000000573_0,0,0.0738,0.06675,0.0660999999999999,0.05655,0.05855,0.05615,0.06645,0.0626,0.05755,0.05785
0000000000000000025e_0,0,0.0848,0.0719,0.0661,0.0847,0.0633,0.0784,0.0714,0.07295,0.0924,0.0642
000000000000000002a9_0,0,0.0461,0.0477,0.0661,0.0615,0.0461,0.0451,0.0513999999999999,0.0449,0.0573,0.04
000000000000000005d8_0,0,0.0632,0.06055,0.0661,0.0659,0.0644,0.06595,0.06545,0.06555,0.0609,0.052
00000000000000000119_0,0,0.053,0.0519,0.06615,0.04275,0.05295,0.04255,0.0672,0.0421,0.0528,0.048
00000000000000000a1f_0,0,0.0827,0.05775,0.06615,0.0632,0.0665999999999999,0.05405,0.0619,0.06125,0.0636,0.072
000000000000000001bc_0,0,0.0552,0.051,0.0662,0.0526,0.0903,0.04525,0.0605,0.0482,0.06105,0.0414
000000000000000001fc_0,0,0.0687,0.05915,0.0662,0.0544,0.0685,0.05655,0.0667,0.0659,0.0786,0.0581
00000000000000000652_0,0,0.0733,0.0725,0.0662,0.09515,0.06205,0.06765,0.0431,0.06515,0.0875,0.0684
0000000000000000063a_0,0,0.0684,0.0745,0.0663,0.0745,0.074,0.0825,0.076,0.07465,0.1088,0.0662
00000000000000000097_0,0,0.04985,0.04505,0.0664,0.046,0.0469,0.0356,0.04305,0.0291,0.0446,0.0371
00000000000000000626_0,0,0.0332999999999999,0.0631,0.0664,0.0764999999999999,0.0654,0.0452,0.0586,0.0681,0.0783,0.0758
00000000000000000076_0,0,0.05305,0.043,0.06645,0.039,0.04955,0.0396,0.0495,0.0398,0.0479,0.0466
000000000000000000b5_0,0,0.0608,0.05235,0.0665,0.0413,0.05485,0.0395,0.06055,0.0495,0.06055,0.0388
0000000000000000005d_0,0,0.0557,0.0369,0.06655,0.0289,0.0619,0.033,0.05595,0.0355,0.0492,0.0347
000000000000000006e3_0,0,0.0589,0.07755,0.0665999999999999,0.0971,0.0698,0.078,0.0804,0.07095,0.0999,0.0648
00000000000000000835_0,0,0.0516,0.04445,0.06665,0.0449,0.05105,0.0395,0.053,0.0329,0.06975,0.0343
000000000000000001f2_0,0,0.06455,0.0632,0.0667,0.05915,0.07615,0.0829,0.0812,0.1164,0.14075,0.1518
0000000000000000097d_0,0,0.03525,0.0697,0.0667,0.0746,0.0742,0.0663,0.07465,0.0767,0.0726,0.073
0000000000000000097e_0,0,0.0758,0.0915499999999999,0.0667,0.0641,0.0804,0.0729,0.0933,0.09825,0.0778,0.1044
000000000000000002d8_0,0,0.0509,0.0695,0.06675,0.0757,0.06145,0.06825,0.0746,0.0746,0.0921,0.0353
000000000000000002ec_0,0,0.08225,0.0901,0.0668,0.0965,0.07705,0.0842,0.0753,0.0817,0.0801,0.0833
00000000000000000593_0,0,0.07195,0.0603,0.0668499999999999,0.0604,0.06645,0.0619,0.02658,0.059,0.062,0.0739
00000000000000000597_0,0,0.07665,0.05925,0.06685,0.0602,0.0697,0.05805,0.0593,0.06115,0.0593,0.07435
00000000000000000202_0,0,0.06835,0.0629,0.0669,0.0642,0.07605,0.05745,0.0568,0.0593,0.0562,0.0684
0000000000000000026f_0,0,0.08055,0.07225,0.0669,0.0862,0.0645,0.0718,0.07045,0.0778,0.0896,0.0661
000000000000000006cf_0,0,0.1001,0.0701,0.0669,0.094,0.0838,0.07235,0.0794,0.0809,0.0941,0.0645
00000000000000000952_0,0,0.0773,0.0794,0.06695,0.0834,0.06745,0.0729,0.0854,0.0816,0.0809,0.07485
0000000000000000014e_0,0,0.0607,0.05715,0.067,0.0568,0.066,0.0618,0.0591,0.0407,0.0525,0.07305
000000000000000004de_0,0,0.05735,0.04575,0.067,0.0437,0.0523,0.04375,0.0492,0.0453,0.0516,0.0436
000000000000000005bf_0,0,0.0597,0.0482,0.067,0.06,0.0679,0.04475,0.05165,0.0311,0.05145,0.041
000000000000000005d0_0,0,0.1149,0.03605,0.067,0.0638,0.1928,0.0426,0.1454,0.0377,0.0698,0.04585
000000000000000005de_0,0,0.0562,0.0587,0.067,0.06465,0.07345,0.0529,0.071,0.05995,0.08155,0.0671
00000000000000000498_0,0,0.0519,0.0364,0.06705,0.03405,0.0609,0.0344,0.0389,0.02785,0.0334,0.0284
0000000000000000021c_0,0,0.05975,0.05525,0.0672,0.0681,0.0397,0.04,0.0371,0.0689,0.1263,0.0654
0000000000000000029d_0,0,0.1069,0.0815,0.0672,0.084,0.0871,0.0835,0.079,0.0747,0.0936,0.0812
000000000000000002fb_0,0,0.0694,0.06945,0.0672,0.08,0.11615,0.0956,0.1381,0.1031,0.1076,0.0935
0000000000000000055b_0,0,0.048,0.0549,0.0672,0.05145,0.061,0.0503,0.0345,0.0212,0.05485,0.0399
00000000000000000224_0,0,0.06985,0.0757,0.0673,0.0764999999999999,0.061,0.05765,0.0687,0.0832,0.081,0.0839
0000000000000000024f_0,0,0.08495,0.0757,0.0673,0.0878,0.065,0.0691,0.06555,0.0801,0.0864,0.0638
000000000000000002cc_0,0,0.0917,0.0874,0.0673,0.0978,0.0707,0.082,0.0763,0.0813,0.0814,0.0694
00000000000000000138_0,0,0.0547,0.0468,0.06735,0.0512,0.069,0.0457,0.04315,0.0565,0.0569,0.08
000000000000000002c4_0,0,0.09015,0.0797,0.0674,0.0947,0.0851,0.07375,0.06205,0.07095,0.1017,0.0597
000000000000000002da_0,0,0.1092,0.0901,0.0674,0.0915,0.07025,0.0846,0.057,0.09585,0.1145,0.0725
000000000000000004fe_0,0,0.0712,0.0593,0.0674,0.044,0.06035,0.03955,0.059,0.0492,0.0589,0.0445
000000000000000001a5_0,0,0.0647,0.0517,0.0675,0.0508,0.0697,0.06785,0.0629,0.0411,0.0509,0.04465
000000000000000001b5_0,0,0.05725,0.06665,0.0675,0.0542,0.0668,0.0616,0.0661,0.0772,0.0922,0.0779
000000000000000004e8_0,0,0.0372,0.04295,0.0675,0.0377,0.0225,0.0313,0.0319,0.0271,0.0391,0.02605
000000000000000005fa_0,0,0.07,0.0679,0.0675,0.0726,0.0699,0.06205,0.0623,0.08055,0.0741,0.0660999999999999
000000000000000006cb_0,0,0.0958,0.09015,0.0675,0.0908,0.0625,0.0919,0.0574,0.0809,0.1157,0.0718
00000000000000000635_0,0,0.07755,0.0676,0.0676,0.0754,0.0609,0.059,0.0665999999999999,0.0884,0.0994,0.0648
0000000000000000019a_0,0,0.0539,0.0495,0.0677,0.056,0.0709,0.06075,0.0606,0.0501,0.0528,0.0601
000000000000000001e7_0,0,0.04155,0.04645,0.0677,0.0462,0.04625,0.0254,0.03115,0.04585,0.03725,0.0208
00000000000000000270_0,0,0.0911,0.0788,0.0677,0.0812,0.074,0.0672,0.0665999999999999,0.0825,0.0985,0.0739
000000000000000005a8_0,0,0.06,0.05885,0.0677,0.0539,0.0766,0.0614,0.0821,0.0451,0.0678,0.06285
0000000000000000061b_0,0,0.0761,0.0717,0.0677,0.0722,0.0732,0.0896,0.077,0.0839,0.1176,0.0703
00000000000000000623_0,0,0.077,0.0762,0.0677,0.0757,0.08315,0.07345,0.0767,0.06215,0.0754,0.0549
000000000000000006c3_0,0,0.10485,0.0855,0.0677,0.09,0.0682,0.07325,0.0842,0.0778,0.1043,0.0806
00000000000000000980_0,0,0.0736,0.0706,0.0677,0.081,0.0727,0.07565,0.0739,0.0732,0.0835,0.0858
000000000000000001ab_0,0,0.03775,0.102,0.06775,0.06,0.1165,0.05905,0.1766,0.0548,0.1433,0.0707
00000000000000000858_0,0,0.14825,0.06565,0.06775,0.0852499999999999,0.1027,0.0645,0.08195,0.0509,0.0571,0.0615
000000000000000005c1_0,0,0.04625,0.0481,0.0678,0.0642,0.0613,0.0591,0.05525,0.065,0.052,0.0583
00000000000000000090_0,0,0.0633,0.05585,0.0679,0.05215,0.0782,0.0611,0.0665,0.0491,0.0585,0.06565
000000000000000002db_0,0,0.0524,0.0653,0.0679,0.06875,0.0549,0.047,0.0469,0.0448,0.07365,0.0565
000000000000000005af_0,0,0.07405,0.06345,0.0679,0.06085,0.0753,0.0611,0.0649,0.0587,0.0741,0.0477
000000000000000005c2_0,0,0.0547,0.05675,0.0679,0.062,0.0706,0.1037,0.0807,0.07975,0.10015,0.0831
00000000000000000143_0,0,0.0733999999999999,0.0758,0.06795,0.0785,0.0822,0.084,0.0853,0.0785,0.0775,0.0759
0000000000000000026b_0,0,0.09775,0.0852,0.068,0.086,0.0651,0.067,0.0702,0.0752,0.1017,0.0717
00000000000000000608_0,0,0.06575,0.07195,0.068,0.071,0.0664,0.0572,0.0878,0.07885,0.0697,0.0644
000000000000000008db_0,0,0.1145,0.0401,0.06805,0.041,0.0919,0.0473,0.0501,0.0401,0.0402,0.05665
000000000000000005f1_0,0,0.07555,0.06935,0.0681,0.06595,0.07645,0.0685,0.0721,0.0562,0.0658,0.0805
0000000000000000054e_0,0,0.0775,0.0496,0.06815,0.05155,0.0534,0.047,0.05285,0.0539,0.0555,0.0435
00000000000000000875_0,0,0.0504,0.0629,0.06815,0.0452,0.05375,0.0596,0.0683,0.0537,0.0468,0.0494
00000000000000000027_0,0,0.0655,0.04895,0.0682,0.03475,0.0358,0.0409,0.1037,0.0493,0.0535,0.044
000000000000000000eb_0,0,0.0776,0.0706,0.0682,0.06865,0.07695,0.0723,0.07425,0.0553,0.0684,0.0793
00000000000000000106_0,0,0.0670999999999999,0.0476,0.0682,0.0431,0.0548,0.0438,0.05735,0.0464,0.0619,0.0352
0000000000000000065c_0,0,0.09015,0.0769,0.0682,0.081,0.064,0.0723,0.0773,0.0832,0.0834,0.0907
00000000000000000272_0,0,0.049,0.0650999999999999,0.06825,0.0675,0.0686,0.06185,0.0691,0.0619,0.06115,0.0725
000000000000000002b8_0,0,0.0825,0.0832,0.0684,0.0915,0.0764999999999999,0.0872,0.0844,0.09295,0.0923,0.0783
000000000000000000cd_0,0,0.06665,0.0593,0.0685,0.05595,0.0761,0.0611,0.0647,0.0465,0.06595,0.06495
00000000000000000210_0,0,0.06615,0.0843,0.0685,0.0652,0.0509,0.03835,0.0533,0.0581,0.0809,0.0785
00000000000000000257_0,0,0.07775,0.0799,0.0685,0.0814,0.0667,0.06745,0.0859,0.1019,0.084,0.067
00000000000000000263_0,0,0.0846,0.0745,0.0685,0.0838,0.0649,0.068,0.0762,0.086,0.0852,0.0925
00000000000000000506_0,0,0.0678,0.0501,0.0685,0.04495,0.05165,0.0376,0.05065,0.0434,0.0426,0.06385
0000000000000000085c_0,0,0.0842,0.0833,0.0685,0.0816,0.06365,0.0777,0.0832,0.0774,0.0794,0.07135
00000000000000000241_0,0,0.08035,0.0752,0.0686,0.0811,0.06,0.06035,0.0665999999999999,0.094,0.0991,0.0668
000000000000000005b1_0,0,0.0618,0.06045,0.06865,0.0544,0.0699,0.0644,0.0862,0.0628,0.06875,0.06755
00000000000000000874_0,0,0.052,0.0733,0.0687,0.0988,0.0821,0.0711,0.0696,0.0872,0.1228,0.0758
00000000000000000100_0,0,0.05195,0.0476,0.06875,0.0499,0.0665999999999999,0.04875,0.05465,0.0403,0.0501,0.0419
00000000000000000600_0,0,0.038,0.0418,0.06875,0.0691,0.0626,0.0474,0.0388,0.0330499999999999,0.0585,0.0324
000000000000000005fb_0,0,0.0329,0.0298,0.0688,0.07275,0.0435,0.0373,0.02855,0.03225,0.0243,0.0119
000000000000000006b2_0,0,0.0761,0.0816,0.0688,0.0888,0.0725,0.0711,0.0776,0.0846,0.1011,0.0686
00000000000000000134_0,0,0.0494,0.0618,0.0689,0.0399,0.044,0.04005,0.04505,0.0249,0.0542,0.0301
00000000000000000223_0,0,0.0818,0.0762,0.0689,0.0735,0.0626,0.0724,0.0588,0.05165,0.0681,0.0545
00000000000000000283_0,0,0.073,0.0778,0.0689,0.0831,0.06855,0.072,0.07145,0.07245,0.1022,0.076
0000000000000000057f_0,0,0.0636,0.0495,0.0689,0.0503,0.06735,0.03555,0.05385,0.0422,0.0565,0.0473
000000000000000005a1_0,0,0.0596,0.0495,0.0689,0.0483,0.0731,0.0617,0.065,0.03985,0.0632,0.0748
00000000000000000a32_0,0,0.08085,0.0634,0.0689,0.0774,0.10225,0.07445,0.0766,0.06265,0.06245,0.06875
0000000000000000094b_0,0,0.0947,0.06455,0.06895,0.0721,0.0555,0.0537,0.0687,0.0727,0.0773,0.06225
0000000000000000010c_0,0,0.05605,0.0463,0.069,0.0447,0.0665999999999999,0.04165,0.075,0.05175,0.1126,0.0412
00000000000000000191_0,0,0.0602,0.0348,0.069,0.0634,0.0742,0.04635,0.0344,0.0315,0.037,0.0312
0000000000000000059d_0,0,0.06445,0.0596,0.069,0.0482,0.0721,0.0513999999999999,0.1051,0.03975,0.0473,0.0366
00000000000000000893_0,0,0.0747,0.0547,0.069,0.0558,0.07705,0.0536,0.06035,0.0569,0.0621,0.0467
00000000000000000594_0,0,0.056,0.06135,0.0691,0.0565,0.05205,0.0557,0.0631,0.0422,0.0498,0.0551
000000000000000008d6_0,0,0.08795,0.0877,0.06915,0.0889,0.0881,0.0468,0.0744,0.0399,0.03455,0.04555
000000000000000005e3_0,0,0.0811,0.0565,0.0692,0.0664,0.08,0.0785,0.0772,0.0684,0.1006,0.07235
00000000000000000607_0,0,0.09065,0.065,0.0692,0.071,0.0691,0.0762,0.0736,0.05605,0.0955,0.0577
0000000000000000018e_0,0,0.0651,0.0691,0.0692,0.0647,0.06185,0.0694,0.0652,0.0725,0.0654,0.04545
000000000000000005d1_0,0,0.06555,0.0684,0.0692,0.0594,0.07665,0.0728,0.0817,0.0665999999999999,0.0689,0.0743
0000000000000000018b_0,0,0.06025,0.04735,0.06925,0.0566,0.07575,0.0713,0.0537,0.07645,0.076,0.0685
0000000000000000001f_0,0,0.0305,0.034,0.0693,0.0318,0.0494,0.039,0.03325,0.043,0.0319,0.0517
0000000000000000054c_0,0,0.0433,0.0355,0.0693,0.0387,0.0453,0.0404,0.04335,0.0289,0.0419,0.0459
00000000000000000981_0,0,0.04055,0.069,0.06935,0.05,0.0503,0.0337,0.0507,0.0313,0.0427,0.0464
00000000000000000220_0,0,0.07475,0.06795,0.0694,0.0632,0.0676,0.06165,0.081,0.0624,0.0768,0.0467
00000000000000000613_0,0,0.0802,0.0739,0.0694,0.0741,0.0792,0.06855,0.06305,0.0873,0.0801,0.0723
000000000000000006ef_0,0,0.08565,0.0909,0.0694,0.0968,0.0766,0.0818,0.07265,0.1082,0.1109,0.0662
000000000000000006fc_0,0,0.1089,0.07975,0.0694,0.1006,0.0774,0.07605,0.0684,0.0697,0.087,0.0715
000000000000000001ef_0,0,0.08135,0.0826,0.0695,0.0857,0.0829,0.0896,0.0921,0.0914,0.0768,0.0996
00000000000000000262_0,0,0.0884,0.07255,0.0695,0.09435,0.0726,0.06765,0.0686,0.0673,0.1023,0.0533
000000000000000002ac_0,0,0.07935,0.08015,0.0695,0.0916,0.0726,0.07145,0.0781,0.0872,0.0884,0.0824
000000000000000005bd_0,0,0.05555,0.0488,0.0696,0.0597,0.0744,0.05685,0.066,0.0478,0.0907,0.1565
00000000000000000a2a_0,0,0.07505,0.073,0.0696,0.0703,0.0755,0.0668,0.0702,0.08,0.0998,0.0769
000000000000000004f3_0,0,0.0689,0.049925,0.06965,0.0421,0.0751,0.0343,0.0387,0.045225,0.0495,0.04255
0000000000000000058e_0,0,0.0648,0.058,0.06965,0.0562,0.0602,0.05645,0.0636,0.0873,0.0714,0.0545
00000000000000000a19_0,0,0.12135,0.0665,0.06965,0.0609,0.0573,0.0656,0.0699,0.0633,0.0625,0.06405
000000000000000001f8_0,0,0.0743,0.0606,0.0697,0.0745,0.07385,0.066,0.0671,0.0574,0.0723,0.0582
0000000000000000083e_0,0,0.0627,0.057,0.0697,0.05575,0.0605,0.0511,0.0576,0.05225,0.0693,0.0531
00000000000000000072_0,0,0.0584,0.04745,0.06975,0.0435,0.04725,0.0463,0.0461,0.0397,0.045,0.0497
00000000000000000198_0,0,0.0784,0.0676,0.06975,0.0533,0.05435,0.0575,0.0494,0.0537,0.0725,0.04255
000000000000000001da_0,0,0.0558,0.0638,0.06975,0.049,0.0618,0.0358,0.03765,0.0386,0.0318,0.0157
0000000000000000023e_0,0,0.0633,0.06045,0.06975,0.0703,0.0733999999999999,0.0631,0.06485,0.0627,0.0621,0.0658
000000000000000005ca_0,0,0.07895,0.0596,0.06975,0.06015,0.0762,0.0548,0.0721,0.0678,0.0672,0.0765
000000000000000005e5_0,0,0.0565,0.06435,0.0698,0.0646,0.0625,0.06735,0.0731499999999999,0.0553,0.0678,0.0483
00000000000000000694_0,0,0.0821,0.0619,0.0698,0.0899,0.0877,0.0721,0.0679,0.0555,0.0617,0.0621
00000000000000000982_0,0,0.06875,0.05715,0.0698,0.0599,0.0756,0.0671,0.0882,0.0527,0.0736,0.0608
00000000000000000983_0,0,0.08725,0.0842,0.0698,0.0779,0.09,0.06105,0.0818,0.066,0.0742,0.063
00000000000000000984_0,0,0.06765,0.0858,0.0698,0.0774,0.0702,0.0667,0.0725,0.07455,0.094,0.0734
00000000000000000104_0,0,0.0801,0.05595,0.06985,0.0571,0.07755,0.0501,0.0651,0.065,0.0675,0.0687
000000000000000001db_0,0,0.07945,0.07435,0.0699,0.0725,0.058,0.0661,0.0599,0.0669,0.1138,0.0673
0000000000000000025d_0,0,0.0814,0.0536,0.0699,0.0794,0.0667,0.0482,0.082,0.0632,0.0717,0.0791
000000000000000005e6_0,0,0.0662,0.06305,0.0699,0.0643,0.06465,0.06145,0.0817,0.0716,0.0980999999999999,0.05765
00000000000000000643_0,0,0.10705,0.0726499999999999,0.0699,0.0748,0.0548,0.0592,0.061,0.068,0.1174,0.0734
000000000000000005ec_0,0,0.0652,0.0529,0.07,0.0582,0.0588,0.0458,0.0878,0.0778,0.0766,0.04455
000000000000000006b4_0,0,0.08375,0.0798,0.07,0.0909,0.07695,0.0754,0.0747,0.084,0.0976,0.084
000000000000000001d6_0,0,0.0799,0.06515,0.0701,0.0522,0.0727,0.0618,0.058,0.0414,0.0623,0.04635
00000000000000000113_0,0,0.06375,0.0665,0.0703,0.0539,0.07,0.0598,0.06065,0.0599,0.0644,0.0603
00000000000000000145_0,0,0.057,0.05,0.0703,0.05085,0.06895,0.0558,0.0804,0.053,0.0691,0.0558
000000000000000006f9_0,0,0.09495,0.09565,0.0703,0.0991,0.0734,0.0833,0.0885,0.08365,0.1155,0.0744
00000000000000000985_0,0,0.10335,0.0842,0.0703,0.08,0.0777,0.07095,0.0965,0.0659,0.0577,0.06835
00000000000000000986_0,0,0.0691,0.06825,0.0703,0.04895,0.0611,0.063,0.05905,0.0543,0.05025,0.05625
00000000000000000a1d_0,0,0.1123,0.0827,0.0703,0.08625,0.0802,0.0766,0.0864,0.0743,0.06235,0.0757
00000000000000000252_0,0,0.0683,0.0722,0.07035,0.0753,0.0798,0.0677,0.0756,0.058,0.0947,0.06055
00000000000000000183_0,0,0.068,0.0585,0.0704,0.0502,0.0661,0.05465,0.0626,0.0479,0.0724,0.04645
00000000000000000347_0,0,0.12425,0.0831,0.0704,0.1015,0.0572,0.07455,0.0728,0.07855,0.119,0.0817
00000000000000000870_0,0,0.12505,0.08135,0.0704,0.09365,0.07735,0.074,0.082,0.09155,0.1095,0.0774
00000000000000000083_0,0,0.0571,0.04555,0.0705,0.0293,0.0451,0.0361,0.0638,0.05375,0.0508,0.04935
00000000000000000987_0,0,0.0606,0.0684,0.0705,0.0748,0.0855,0.06935,0.0806,0.05535,0.0912,0.06575
00000000000000000988_0,0,0.05505,0.05265,0.0705,0.045,0.033,0.037,0.0314,0.0363,0.0452,0.02215
00000000000000000212_0,0,0.0954,0.04532,0.0706,0.0638,0.10155,0.0964,0.04505,0.0629,0.0456,0.0627
000000000000000001f4_0,0,0.0819,0.0731,0.0706,0.0656,0.0728,0.05945,0.0695,0.066,0.0789,0.0597
00000000000000000717_0,0,0.1021,0.0834,0.07065,0.1025,0.0685,0.0821,0.09275,0.0923,0.0985,0.05155
000000000000000000f3_0,0,0.0528,0.0572,0.0707,0.04655,0.0481,0.03285,0.0396,0.03765,0.036,0.03445
00000000000000000242_0,0,0.056,0.0564,0.0707,0.0594,0.0614,0.0363,0.05155,0.0355,0.0657,0.0405
0000000000000000061f_0,0,0.06775,0.07245,0.0707,0.0728,0.0723,0.0716499999999999,0.0624,0.0707,0.0742,0.0774
0000000000000000063d_0,0,0.0817,0.07895,0.0707,0.0778,0.08445,0.0806,0.0677,0.08205,0.079,0.0727
00000000000000000854_0,0,0.10785,0.08745,0.07085,0.0989,0.07715,0.0793,0.0855,0.0843,0.1073,0.0775
000000000000000001fe_0,0,0.0594,0.06885,0.071,0.0581,0.0596,0.0604,0.068,0.0583,0.063,0.0543
0000000000000000012b_0,0,0.0688,0.0731,0.07105,0.0595,0.0639,0.0661,0.05185,0.0677,0.0767,0.0767
000000000000000001b0_0,0,0.0696,0.064,0.0711,0.05545,0.053,0.07,0.07425,0.057,0.0804,0.0576
000000000000000004d0_0,0,0.06245,0.0443,0.0711,0.0399,0.0557,0.04555,0.06795,0.0384,0.06945,0.0394
0000000000000000055a_0,0,0.0424,0.0505,0.0711,0.0526,0.0527,0.0631,0.0619,0.0523,0.0709,0.0525
00000000000000000356_0,0,0.08155,0.07375,0.0712,0.11545,0.0972,0.0638,0.0801,0.0707,0.1064,0.071
00000000000000000529_0,0,0.07825,0.0542,0.0712,0.048,0.08125,0.0448,0.0436,0.0433,0.0458,0.0521
000000000000000005ed_0,0,0.0677,0.06,0.0712,0.0566,0.07475,0.0689,0.0881,0.05615,0.0753,0.0641
000000000000000005e8_0,0,0.074,0.0683,0.07135,0.0554,0.07325,0.0662,0.06,0.088,0.0842,0.0786
000000000000000000d8_0,0,0.058,0.0438,0.0714,0.0413,0.0512,0.0458,0.05705,0.04695,0.05455,0.03995
00000000000000000235_0,0,0.0569,0.05485,0.0714,0.0644,0.0728,0.0485,0.054,0.054,0.0783,0.08
0000000000000000063c_0,0,0.08125,0.07395,0.0714,0.0747,0.0673,0.0627,0.0692,0.07745,0.0803,0.0812
00000000000000000989_0,0,0.06695,0.0486,0.0714,0.07315,0.044,0.0567,0.053,0.0622,0.0624,0.0608
0000000000000000011c_0,0,0.0811,0.06,0.0715,0.0588,0.0783,0.0519,0.0658,0.0621,0.0702,0.07175
00000000000000000664_0,0,0.0847,0.0792,0.0715,0.0789499999999999,0.0644,0.0926,0.06875,0.0841,0.0876,0.0768
00000000000000000301_0,0,0.08205,0.07845,0.0716,0.0899,0.06855,0.07475,0.06925,0.07305,0.1006,0.0731
00000000000000000627_0,0,0.0731,0.0661,0.0716,0.0749,0.07515,0.0764999999999999,0.07065,0.074,0.0756,0.0618
00000000000000000942_0,0,0.07535,0.06045,0.0716,0.06325,0.07265,0.07025,0.05595,0.06315,0.0653,0.0388
000000000000000005f4_0,0,0.07075,0.0626,0.07165,0.0658,0.08275,0.0677,0.0539,0.0589,0.0794,0.0633
0000000000000000028f_0,0,0.0766,0.0801,0.0717,0.0896,0.0705,0.07175,0.0775,0.0874,0.1016,0.0802
000000000000000002f5_0,0,0.0778,0.0862,0.0717,0.0916,0.0867,0.0821,0.0752,0.07365,0.0883,0.09195
00000000000000000614_0,0,0.0745,0.0708,0.0717,0.0706499999999999,0.0737,0.07185,0.0645,0.0518,0.0714,0.0682
0000000000000000094f_0,0,0.0649,0.0941,0.0717,0.0716,0.07795,0.06525,0.0756,0.0489,0.0531,0.0625
00000000000000000480_0,0,0.051,0.03905,0.0717,0.0331,0.0366,0.0348,0.06325,0.0431,0.0492,0.0403
0000000000000000050b_0,0,0.0543,0.04605,0.07175,0.0468,0.05405,0.0448,0.05895,0.055,0.04175,0.05565
00000000000000000120_0,0,0.0622,0.0513,0.0718,0.0513999999999999,0.0701,0.0499,0.05345,0.0614,0.0463,0.0275
000000000000000002af_0,0,0.0843,0.08615,0.0718,0.0849,0.0682,0.07495,0.0746,0.089,0.1042,0.0858
00000000000000000326_0,0,0.0956,0.08635,0.0718,0.0961,0.0898,0.0763,0.0784,0.0629,0.1141,0.0737
000000000000000002fe_0,0,0.09695,0.079,0.0718999999999999,0.0896,0.0709,0.0703,0.0677,0.068,0.0912,0.0783
0000000000000000062b_0,0,0.07635,0.083,0.0719,0.0737,0.0743,0.0619,0.0888,0.07845,0.0678,0.0633
0000000000000000092c_0,0,0.1351,0.05155,0.0719,0.0449,0.07785,0.0372,0.03485,0.0434,0.0395,0.0405
000000000000000005a2_0,0,0.0805,0.06835,0.07195,0.05225,0.06955,0.08,0.0755,0.0659,0.08475,0.039
00000000000000000281_0,0,0.0915,0.07295,0.072,0.0869,0.0645,0.06945,0.07625,0.08885,0.1073,0.0678
00000000000000000601_0,0,0.06855,0.0781,0.072,0.05845,0.062,0.05665,0.05415,0.0695,0.0635,0.0608
0000000000000000060a_0,0,0.0766,0.0496,0.072,0.0656,0.0665,0.0544,0.0701,0.0486,0.0553,0.0586
