system:index,landcover,19-1_red,19-2_red,20-1_red,20-2_red,21-1_red,21-2_red,22-1_red,22-2_red,23-1_red,23-2_red
00000000000000000023_0,0,0.0394,0.0379,0.055,0.0292,0.0419,0.0283,0.02715,0.0346,0.0351,0.0447
00000000000000000170_0,0,0.083,0.0713,0.0839,0.0509,0.0786999999999999,0.06705,0.09725,0.09505,0.0683,0.0456
00000000000000000491_0,0,0.0611,0.0618,0.07765,0.0585,0.09125,0.0526,0.0696,0.0852,0.0897,0.0588
000000000000000006c8_0,0,0.0976,0.04655,0.0499,0.0991,0.0535,0.049,0.0554,0.0735,0.11,0.0485
00000000000000000889_0,0,0.14,0.1224,0.12095,0.0931,0.10775,0.0948,0.1113,0.0831,0.11535,0.09325
0000000000000000007d_0,0,0.06785,0.0441,0.06,0.0427,0.09165,0.0483,0.1026,0.05265,0.0931,0.0618
00000000000000000118_0,0,0.074,0.0668,0.08025,0.0775,0.1074,0.0581,0.0729,0.0478,0.0633,0.06395
0000000000000000011b_0,0,0.0707,0.0569,0.07495,0.08115,0.07715,0.0584,0.0686,0.0549,0.07385,0.04805
000000000000000001b8_0,0,0.0658,0.0855,0.0799,0.0754,0.06635,0.0451,0.042,0.0503,0.0713,0.0396
000000000000000005c7_0,0,0.0692,0.0581,0.0886,0.0795,0.0545,0.07875,0.0454,0.0645,0.0927,0.0806
00000000000000000888_0,0,0.057,0.05235,0.0396,0.0577,0.0476,0.0426,0.0447,0.0626,0.0794,0.046
00000000000000000357_0,0,0.0343,0.0486,0.0296,0.0989,0.0611,0.0416,0.0302,0.0728,0.0805,0.045
0000000000000000048e_0,0,0.0478,0.03755,0.06325,0.0409,0.05045,0.0522,0.0621,0.03315,0.0448,0.0477
0000000000000000002b_0,0,0.0387,0.03355,0.05875,0.0313,0.0434,0.0314,0.0331,0.0534,0.0476,0.0657
000000000000000005b2_0,0,0.0614,0.0487,0.04835,0.04675,0.04,0.0328,0.0399,0.0397,0.07135,0.0485
000000000000000008b4_0,0,0.052,0.0542,0.0764999999999999,0.0625,0.0603,0.0664,0.0616,0.0675,0.0742,0.0466
00000000000000000973_0,0,0.0789,0.1027999999999999,0.0973,0.10185,0.10405,0.1345,0.1491,0.1196,0.11255,0.0822
00000000000000000595_0,0,0.0758,0.0654,0.0992,0.1019,0.0906,0.0569,0.0651,0.0946,0.10536,0.0843
00000000000000000227_0,0,0.095,0.09,0.063,0.0984,0.1038,0.0639,0.0773,0.0726,0.0886,0.0621
0000000000000000050d_0,0,0.06015,0.0426,0.0696,0.05805,0.0764,0.0419,0.0362,0.02615,0.0434,0.0323
000000000000000008c0_0,0,0.1126,0.042,0.063,0.0451,0.07075,0.0307,0.0423,0.0308,0.03475,0.0393
000000000000000004ef_0,0,0.0781,0.0375,0.0631,0.0473,0.05465,0.033,0.0433,0.0343,0.05335,0.02295
000000000000000008a8_0,0,0.0966,0.0939,0.0922,0.0804,0.08,0.0742,0.0777,0.0526,0.0902,0.0548
00000000000000000945_0,0,0.0636,0.06165,0.07685,0.0588,0.07055,0.0554,0.0587,0.0709,0.08485,0.0499
00000000000000000317_0,0,0.0892,0.103,0.0896,0.1388,0.0984,0.1153,0.12665,0.114,0.1093,0.0511
0000000000000000067e_0,0,0.06555,0.05975,0.0485,0.08,0.0383,0.047,0.0429,0.0807,0.0901,0.0559
00000000000000000231_0,0,0.10315,0.1061,0.1,0.1066,0.0931,0.1302,0.1342499999999999,0.1361,0.167,0.0862
000000000000000008e3_0,0,0.08095,0.0723,0.07625,0.0713,0.0887,0.0487,0.0692,0.0506,0.0605,0.0413
00000000000000000504_0,0,0.0437,0.0464,0.0548,0.04855,0.0788,0.0698,0.0564,0.0378,0.0489,0.0591
00000000000000000951_0,0,0.0598,0.0898,0.0953,0.06945,0.0692,0.0733,0.0548,0.0541,0.0553,0.0522
0000000000000000058f_0,0,0.0365,0.0304,0.0522,0.06765,0.0559,0.03145,0.0309,0.02115,0.0197999999999999,0.02065
000000000000000000fc_0,0,0.0605,0.054,0.069,0.05265,0.0452,0.04125,0.0602,0.0377,0.0423,0.0305
0000000000000000026a_0,0,0.098,0.0726,0.06815,0.07845,0.0731,0.0691,0.0697,0.08765,0.1031,0.0659
0000000000000000065a_0,0,0.0516,0.08035,0.0475,0.0852,0.0697,0.06745,0.0609,0.0693,0.0848,0.0774
00000000000000000a17_0,0,0.0725,0.0522,0.0366,0.06015,0.02715,0.03675,0.0394,0.03575,0.0785,0.0285
0000000000000000006a_0,0,0.05425,0.05315,0.05595,0.057,0.0617,0.0614,0.06755,0.0555,0.0782,0.0609
000000000000000001ce_0,0,0.0859,0.1137,0.08335,0.0853,0.085,0.0724,0.0832,0.0947,0.06125,0.0951
000000000000000004d6_0,0,0.0447,0.0557,0.0847,0.0587,0.0833,0.0513999999999999,0.1106,0.1267,0.0937,0.074
00000000000000000690_0,0,0.0792,0.0521,0.0491,0.1013,0.0549,0.0484,0.0542,0.07085,0.1118,0.0558
00000000000000000153_0,0,0.0903,0.0717,0.0726499999999999,0.10725,0.119,0.0653,0.0668,0.0776,0.07445,0.0711
00000000000000000161_0,0,0.0573,0.0508,0.06505,0.088,0.0707,0.09825,0.07815,0.0513,0.0715,0.1093
0000000000000000021b_0,0,0.07165,0.0807,0.0486,0.0883,0.0679,0.07625,0.0532,0.08065,0.0794,0.0831
00000000000000000243_0,0,0.1473,0.13715,0.1423,0.1427,0.1415,0.1231,0.1258,0.11885,0.1292,0.146
00000000000000000251_0,0,0.0746,0.05255,0.0476,0.0782,0.0539,0.06065,0.0586,0.07645,0.1129,0.065
0000000000000000064b_0,0,0.08195,0.0625,0.052,0.0876,0.0487,0.0564999999999999,0.0291,0.0606,0.0814,0.0711
000000000000000008cc_0,0,0.0779,0.0918,0.0785,0.067,0.0702,0.0708,0.0725,0.0616,0.0806,0.0599
000000000000000004bb_0,0,0.0512,0.0439,0.06175,0.0412,0.0499,0.0423,0.04235,0.0598,0.1023,0.0686
00000000000000000624_0,0,0.1007,0.0519,0.037,0.04545,0.0392,0.0435,0.038,0.0498,0.0787,0.0433
00000000000000000631_0,0,0.0368,0.0551,0.0363,0.05,0.0296,0.04075,0.039,0.044,0.0895,0.0361
00000000000000000974_0,0,0.0476,0.0528,0.0706,0.0497,0.05495,0.0526,0.0949,0.09605,0.09535,0.0858
00000000000000000975_0,0,0.07745,0.0481,0.097,0.0702,0.04985,0.04685,0.063,0.0451,0.0415,0.02305
00000000000000000617_0,0,0.06815,0.0613,0.07825,0.1041,0.0971,0.0733,0.0596,0.05655,0.07385,0.0518
0000000000000000012d_0,0,0.06885,0.05355,0.0779,0.0788,0.0832,0.054,0.0593,0.05025,0.0855,0.0641
0000000000000000052b_0,0,0.0459,0.0433,0.057,0.0437,0.0486,0.0403,0.046,0.03635,0.0406,0.046
00000000000000000579_0,0,0.0805,0.06765,0.08635,0.0704,0.0931,0.063,0.0726,0.04595,0.0674,0.05005
00000000000000000186_0,0,0.0996,0.06825,0.0818,0.0831,0.0691,0.09185,0.09685,0.0824,0.09635,0.0958
00000000000000000187_0,0,0.0937,0.0729,0.08445,0.04545,0.1026,0.0746,0.0764,0.18835,0.1715,0.1658
00000000000000000898_0,0,0.0891,0.0555,0.1039,0.0825,0.0927,0.08,0.07245,0.0634,0.0652,0.089
0000000000000000017c_0,0,0.0559,0.0441,0.067,0.0607,0.0718,0.0589,0.0536,0.0539,0.0633,0.0559
0000000000000000013c_0,0,0.0627,0.0715499999999999,0.073,0.04585,0.0478,0.0385,0.0453,0.0484,0.0482,0.04435
00000000000000000911_0,0,0.13755,0.0814,0.08,0.0981,0.112,0.1093,0.07555,0.0759,0.05805,0.0558
00000000000000000093_0,0,0.0983,0.04395,0.12265,0.0554,0.11275,0.05505,0.1016,0.0511,0.1203,0.0713
000000000000000001fb_0,0,0.0548,0.06155,0.0408,0.0567,0.0378,0.0544,0.0534,0.066,0.0764,0.0522
0000000000000000024b_0,0,0.0914,0.10725,0.0692,0.08935,0.0711,0.10195,0.107,0.10955,0.1278,0.0953
000000000000000004b3_0,0,0.0686,0.053,0.06555,0.04445,0.04665,0.0561,0.08825,0.0578,0.04665,0.044
000000000000000001ff_0,0,0.08715,0.0786,0.05845,0.0683,0.0649,0.05725,0.0496,0.07465,0.06655,0.0723
00000000000000000129_0,0,0.11075,0.04275,0.0766,0.0637,0.0721,0.05715,0.09025,0.0562,0.0973,0.08595
0000000000000000056f_0,0,0.0924,0.10525,0.0997,0.0746,0.1014,0.0552,0.09465,0.06505,0.0645,0.0725
00000000000000000883_0,0,0.0839,0.04985,0.0859,0.0417,0.044,0.0423,0.0422,0.04795,0.0489,0.0577
00000000000000000245_0,0,0.0629,0.05745,0.1201,0.0944,0.0964,0.07175,0.0933,0.1529,0.1208,0.061
00000000000000000863_0,0,0.095,0.0719,0.0885,0.0588,0.0935,0.07545,0.0825,0.1029,0.1095,0.09415
00000000000000000162_0,0,0.0654,0.05765,0.0806,0.0592,0.0923,0.04645,0.06005,0.0343,0.064,0.04245
0000000000000000004b_0,0,0.0264,0.0267,0.0539,0.0307,0.02565,0.0255,0.0513,0.0297,0.04165,0.0294
000000000000000005c0_0,0,0.09455,0.0698,0.089,0.0743,0.1503,0.0522,0.0655,0.057,0.0986,0.1039
00000000000000000683_0,0,0.0606,0.05635,0.0475,0.06995,0.05025,0.06775,0.0552,0.07175,0.0769,0.0533
00000000000000000932_0,0,0.12415,0.0661,0.0373,0.0515,0.0851,0.04435,0.0693,0.0723,0.0659,0.053
00000000000000000557_0,0,0.06025,0.0439,0.0511,0.0395,0.054,0.0405,0.0613,0.06345,0.05525,0.04015
0000000000000000060e_0,0,0.0905,0.0958,0.0923,0.1196,0.1085,0.0603,0.0856,0.10445,0.0819,0.0947
00000000000000000a39_0,0,0.0753,0.0752,0.0823,0.08265,0.08655,0.097,0.1247,0.0948,0.1006,0.0742
00000000000000000155_0,0,0.06275,0.0482,0.063,0.0388,0.038,0.0411,0.0551,0.05485,0.0503,0.0532
00000000000000000548_0,0,0.0511,0.0524,0.0841,0.06485,0.05725,0.0551,0.0501,0.0428,0.0681,0.0324
000000000000000000bb_0,0,0.1011,0.0801,0.0787,0.06395,0.0709,0.0946,0.11145,0.0876,0.09695,0.10625
00000000000000000133_0,0,0.0678,0.08935,0.1134,0.0615,0.0629,0.0399,0.0529,0.04185,0.0668,0.0486
0000000000000000052f_0,0,0.06265,0.0764,0.1102,0.0828,0.0962,0.09815,0.1073,0.08895,0.1365,0.0732
00000000000000000860_0,0,0.11235,0.0585,0.03665,0.06055,0.07665,0.045,0.0768,0.0667,0.0237,0.04795
0000000000000000016b_0,0,0.0942,0.0823,0.0959,0.08,0.0829,0.062,0.0825,0.0684,0.0918,0.0798
000000000000000001ee_0,0,0.0517,0.05115,0.0591,0.0861,0.04475,0.05475,0.1919,0.0577,0.0733,0.0471
0000000000000000065b_0,0,0.11415,0.0696,0.0793,0.0827,0.04995,0.0521,0.0524,0.0655,0.09135,0.0789
0000000000000000052a_0,0,0.07635,0.0462,0.0624,0.0592,0.0622,0.0544,0.0578,0.068,0.0663,0.0338
000000000000000008a4_0,0,0.07105,0.0592,0.08615,0.0579,0.08645,0.042,0.046,0.02425,0.05835,0.0275
000000000000000001a9_0,0,0.0771,0.07765,0.099,0.0766,0.11,0.0664,0.0846,0.0785,0.0947,0.0812
00000000000000000280_0,0,0.1289,0.1208,0.1306,0.127,0.111,0.11775,0.1058,0.1835999999999999,0.1713,0.1585
00000000000000000288_0,0,0.0794,0.05265,0.0399,0.0761,0.04,0.0533,0.0287499999999999,0.05735,0.0737,0.0326
00000000000000000544_0,0,0.0503,0.0634,0.0687,0.0482,0.0429,0.0298,0.0292,0.0456,0.0364,0.0456
00000000000000000847_0,0,0.124,0.07275,0.0974,0.11295,0.13265,0.1317,0.084,0.078,0.0998,0.1246
000000000000000004f9_0,0,0.0787,0.0702,0.08795,0.0761,0.0957,0.0932,0.09915,0.07475,0.0806,0.06835
0000000000000000055e_0,0,0.0745,0.04945,0.06,0.0471,0.0688,0.0564,0.0802,0.0856,0.075,0.03925
00000000000000000605_0,0,0.0876,0.07305,0.0973,0.0904,0.1034,0.0772,0.0735,0.0519,0.093,0.0655
000000000000000001b4_0,0,0.0609,0.07615,0.081,0.08195,0.0872,0.0762,0.06725,0.05845,0.08805,0.0567
00000000000000000545_0,0,0.0879,0.0658,0.086,0.0596,0.0969,0.0549,0.07825,0.0542,0.07335,0.0382
00000000000000000248_0,0,0.06065,0.06575,0.0752,0.0743,0.05,0.06515,0.0747,0.0932,0.089,0.0618
00000000000000000845_0,0,0.08925,0.0984,0.108,0.0672,0.1125,0.08955,0.09055,0.10795,0.115,0.13125
00000000000000000059_0,0,0.0497,0.03055,0.0648,0.0273,0.054,0.0305,0.0379,0.0386,0.0407,0.0415
00000000000000000a1e_0,0,0.046,0.04515,0.0487,0.0453,0.0365,0.0493,0.05715,0.034,0.0337,0.0474
00000000000000000563_0,0,0.0517,0.0706,0.0732,0.0715,0.0854,0.0626,0.0752,0.0721,0.0683,0.0763
000000000000000000ca_0,0,0.0632,0.0551,0.08075,0.0491,0.05995,0.0576,0.06355,0.0487,0.0689,0.064
00000000000000000537_0,0,0.04885,0.0419,0.0748,0.0472,0.048,0.03685,0.0477,0.0529,0.0784,0.0502
00000000000000000571_0,0,0.0739,0.0674,0.0849,0.08355,0.11455,0.0713,0.0812,0.0605,0.0835,0.0687
00000000000000000668_0,0,0.0403,0.04695,0.03615,0.06405,0.0391,0.0314,0.0317,0.0664,0.1004,0.0338
00000000000000000976_0,0,0.07445,0.0693,0.0471,0.0828,0.0392,0.046,0.0335,0.0807,0.0834,0.0513
00000000000000000a1a_0,0,0.0668,0.0934,0.0508,0.0911,0.0563,0.09975,0.0828,0.0748,0.0659,0.097
00000000000000000a44_0,0,0.0484,0.05295,0.0852,0.10635,0.1255,0.11825,0.1305,0.1247,0.1198,0.0879
00000000000000000a2e_0,0,0.0891,0.0764999999999999,0.0852,0.0655,0.09405,0.0706,0.0785,0.0708,0.0853,0.0562
0000000000000000025f_0,0,0.10045,0.09955,0.0869,0.0938,0.1375,0.1377,0.1196,0.0751,0.1026,0.1212
0000000000000000053e_0,0,0.06985,0.0627,0.0878,0.063,0.07995,0.0548,0.0554,0.04805,0.0902,0.0639
000000000000000005ac_0,0,0.06095,0.08335,0.1092,0.0891,0.1361,0.0817,0.1429,0.06645,0.1482,0.0914
000000000000000004d9_0,0,0.0862,0.0682,0.0691,0.0385,0.0566,0.0359,0.0515,0.0326,0.03585,0.0314
00000000000000000567_0,0,0.0703,0.0762,0.091,0.0615,0.08305,0.0777,0.06305,0.06245,0.091,0.0598
000000000000000005cd_0,0,0.1314,0.08625,0.0977,0.1068,0.1284,0.08625,0.0724,0.0747,0.0771,0.0673
000000000000000000d7_0,0,0.067,0.03645,0.05035,0.0406,0.0374,0.0291,0.0389,0.0343,0.075,0.0332
00000000000000000211_0,0,0.08995,0.0851,0.0741,0.0853,0.1118,0.09185,0.1509,0.0642,0.1297,0.0773
00000000000000000687_0,0,0.06165,0.04125,0.1055,0.13535,0.13275,0.0785,0.0841,0.0441,0.1305,0.143
000000000000000001a1_0,0,0.0384,0.04215,0.0394,0.0518,0.028,0.04455,0.0361,0.0383,0.0979,0.0294
00000000000000000471_0,0,0.0589,0.0743,0.0646,0.035,0.0593,0.0275,0.05985,0.0362,0.03885,0.0434
0000000000000000053f_0,0,0.0698,0.0457,0.0792,0.0545,0.0978,0.0646,0.0959,0.0787,0.1243,0.0768
00000000000000000977_0,0,0.1142,0.0939,0.10205,0.1856,0.2699,0.1594,0.14015,0.1498499999999999,0.1279,0.1108
00000000000000000978_0,0,0.07885,0.0623,0.0455,0.0787,0.04745,0.0392,0.0467,0.05845,0.064,0.0538
00000000000000000a2f_0,0,0.0589,0.071,0.0931,0.0444,0.0468,0.0545,0.0586,0.059,0.0956,0.0563
00000000000000000109_0,0,0.0925,0.0873,0.0911,0.0722,0.10625,0.0917,0.08535,0.0747,0.0861,0.0735
0000000000000000015e_0,0,0.0983,0.07275,0.0906,0.08065,0.11795,0.0828,0.0695,0.0668,0.06655,0.071
000000000000000001d9_0,0,0.0617,0.0829,0.0483,0.0749,0.0717,0.0598,0.0567,0.0624,0.0857,0.0841
0000000000000000064a_0,0,0.0564,0.04605,0.0421,0.064,0.0323,0.0359,0.045,0.0451,0.0927,0.0358
00000000000000000871_0,0,0.0744,0.0657,0.0381,0.05605,0.0330499999999999,0.04925,0.0562,0.0436,0.0384,0.0403
0000000000000000010b_0,0,0.0829,0.05365,0.09185,0.0587,0.06115,0.0494,0.08045,0.0385,0.058,0.03695
00000000000000000589_0,0,0.0621,0.091,0.08945,0.0587,0.0635,0.0833,0.1103,0.09605,0.0662,0.081
0000000000000000083c_0,0,0.04745,0.05495,0.09305,0.0566,0.08235,0.0562,0.0771,0.0366,0.0667,0.0234
00000000000000000150_0,0,0.11345,0.06245,0.0864,0.0728,0.0857,0.1081,0.06315,0.0696,0.0664,0.055
000000000000000004cd_0,0,0.05755,0.0616,0.07935,0.0533,0.0588,0.07315,0.08655,0.0543,0.0809,0.03575
0000000000000000028b_0,0,0.1092,0.0658,0.0658,0.0873,0.06395,0.0765,0.0501,0.0901,0.0822,0.0833
000000000000000001c5_0,0,0.067,0.0575,0.09685,0.0746,0.16435,0.0869,0.1745,0.09865,0.1494,0.1459
000000000000000005a4_0,0,0.0524,0.0622,0.0829,0.0643,0.07065,0.06895,0.036,0.0613999999999999,0.1016,0.084
000000000000000006ac_0,0,0.0663,0.0594,0.054,0.0732,0.0458,0.06265,0.0568,0.08785,0.0742,0.0591
000000000000000000a6_0,0,0.081,0.05265,0.07975,0.0807,0.0775,0.0587,0.0802,0.1026,0.076,0.0564999999999999
00000000000000000575_0,0,0.07495,0.0711499999999999,0.0762,0.07515,0.08855,0.0795,0.0768,0.1317,0.0831,0.0622
00000000000000000640_0,0,0.0958,0.0589,0.0699,0.0691,0.0554,0.0555,0.0564,0.0793,0.0992,0.0678
00000000000000000556_0,0,0.0983,0.0729,0.088,0.06355,0.0794,0.0701,0.0736,0.0564,0.0803,0.0339
00000000000000000570_0,0,0.0623,0.0694,0.0605,0.079,0.0626,0.0724,0.06615,0.0675,0.0811,0.0651
0000000000000000010d_0,0,0.0738,0.0732,0.08385,0.0804,0.0822,0.09115,0.09215,0.07145,0.0811,0.04825
00000000000000000534_0,0,0.0718,0.04815,0.0782,0.05365,0.0583,0.0461,0.0862,0.0518,0.0962,0.0413
0000000000000000058a_0,0,0.0924,0.09175,0.1055,0.09085,0.10795,0.086,0.1052,0.0877,0.0911,0.0817
000000000000000005fd_0,0,0.0965,0.0844,0.0861,0.0857,0.0779,0.065,0.0799,0.0959,0.10555,0.0718
000000000000000002f1_0,0,0.112,0.0665,0.0548,0.0855,0.0449,0.0679,0.0416,0.0744,0.0867,0.0683
0000000000000000009c_0,0,0.0516,0.0366,0.06985,0.0469,0.0518,0.0358,0.0828,0.0447,0.0614,0.0428
0000000000000000025c_0,0,0.04665,0.0836,0.11445,0.1571,0.1805,0.1194,0.12015,0.0826,0.1121,0.0848
00000000000000000213_0,0,0.094,0.0839,0.1118,0.0988,0.1017,0.0803,0.0882,0.08145,0.0913,0.0678
00000000000000000217_0,0,0.0901,0.0837499999999999,0.0944,0.0903,0.11705,0.06625,0.1043,0.06365,0.0847,0.1273
00000000000000000582_0,0,0.0463,0.0366,0.07475,0.1065,0.055,0.09005,0.04815,0.10865,0.0966,0.1002
000000000000000000d2_0,0,0.04395,0.03135,0.0274,0.0334,0.04915,0.0336,0.02695,0.0358,0.037,0.0396
0000000000000000084c_0,0,0.0826,0.0675,0.076,0.0762,0.0783,0.06085,0.0804,0.078,0.0738,0.07415
000000000000000002a3_0,0,0.06495,0.0668,0.0664,0.0865,0.0669,0.0691,0.06295,0.07435,0.0883,0.0623
00000000000000000836_0,0,0.0773,0.0772,0.087,0.0595,0.1087,0.0479,0.0597,0.04075,0.07565,0.0519499999999999
00000000000000000581_0,0,0.0748,0.0645,0.0891,0.0655,0.1018,0.05695,0.0689,0.0527,0.06915,0.0494
00000000000000000620_0,0,0.0854,0.05795,0.0711,0.07465,0.0558,0.05395,0.0584,0.0764,0.1101,0.06
0000000000000000068e_0,0,0.07835,0.05615,0.0502,0.0655,0.0423,0.05465,0.0423,0.0615,0.0795,0.0629
00000000000000000574_0,0,0.0747,0.0408,0.0756,0.046,0.0497,0.0951,0.1155,0.04195,0.1629,0.0574
000000000000000008f5_0,0,0.08305,0.0589,0.0733999999999999,0.0821,0.0714,0.07525,0.0587,0.0701,0.068,0.0789
0000000000000000010e_0,0,0.085,0.05895,0.0786,0.0677,0.0765,0.0646,0.06645,0.0846,0.0805,0.0841
000000000000000001e4_0,0,0.0752,0.0545,0.0419,0.0529,0.0302,0.04675,0.0411,0.06185,0.0755,0.0297
00000000000000000886_0,0,0.10995,0.0852,0.0714,0.0922,0.0827,0.0854,0.0843,0.06985,0.0691,0.081
00000000000000000206_0,0,0.0862,0.07305,0.0852,0.0595,0.0895,0.0612,0.13215,0.0675,0.10075,0.1034
000000000000000005a5_0,0,0.1546,0.07935,0.0837,0.0763,0.11015,0.0953,0.0862,0.0554,0.0682,0.0575
00000000000000000052_0,0,0.03975,0.026,0.0308,0.0261,0.0416,0.0332,0.02275,0.02715,0.03705,0.0272
00000000000000000546_0,0,0.0983,0.0744,0.10125,0.063,0.0801,0.0682,0.0717,0.03725,0.1339,0.1763
00000000000000000979_0,0,0.05075,0.04605,0.1037,0.06445,0.2697,0.2103,0.2489,0.21575,0.2008,0.12005
00000000000000000a27_0,0,0.0569,0.0678,0.0550999999999999,0.06315,0.0507,0.0569,0.0526,0.0527,0.0491,0.04165
000000000000000001ac_0,0,0.0659,0.0724,0.0962,0.0922,0.1131,0.1748,0.165,0.1478,0.1534,0.17005
0000000000000000097a_0,0,0.08435,0.0656,0.0667,0.0536,0.05945,0.1271999999999999,0.1866,0.1419,0.15495,0.10605
000000000000000001ed_0,0,0.1295,0.09015,0.1039,0.10535,0.0804,0.0925,0.1154,0.08335,0.109,0.1008
000000000000000004a2_0,0,0.0522,0.05955,0.0888,0.0545,0.06645,0.04795,0.06515,0.0484,0.0661,0.0421
00000000000000000867_0,0,0.1261,0.1049,0.0981,0.1091,0.11475,0.0883,0.0879,0.2061,0.31245,0.2207
000000000000000000f9_0,0,0.0775,0.06685,0.062,0.05995,0.064,0.0559,0.0453,0.04125,0.0601,0.0418
0000000000000000017d_0,0,0.058,0.074,0.0922,0.0682,0.0714,0.0943,0.067,0.0841,0.0665,0.08235
00000000000000000180_0,0,0.06495,0.069,0.0768,0.0773,0.105,0.0818,0.0658499999999999,0.0706,0.13545,0.1714
0000000000000000054a_0,0,0.06425,0.0665,0.0722,0.0567,0.0681,0.05505,0.05585,0.0447,0.0583,0.0369
00000000000000000585_0,0,0.0765,0.0667,0.0809,0.05985,0.074,0.05055,0.0757,0.04865,0.0598,0.0451
0000000000000000061e_0,0,0.08575,0.0766,0.071,0.0741,0.0705,0.0708,0.0547,0.0797,0.1017,0.089
000000000000000001e1_0,0,0.1574,0.06025,0.0843,0.02905,0.0974,0.0405,0.0944,0.0808,0.1455,0.02235
000000000000000002e8_0,0,0.0907,0.0805,0.0833,0.0997,0.0717,0.0799,0.0616,0.0892,0.1006,0.0843
00000000000000000578_0,0,0.0969,0.07735,0.1077,0.07015,0.0898,0.0621,0.0972,0.06975,0.1235,0.0849
000000000000000005ea_0,0,0.0443,0.0296,0.0289,0.0335,0.0451,0.0299,0.0346,0.0278,0.0327,0.0309
000000000000000000bf_0,0,0.0948,0.0662,0.07765,0.04335,0.0512,0.066,0.07135,0.0619,0.05905,0.07515
000000000000000002c5_0,0,0.11225,0.0954,0.0928,0.106,0.0882,0.0807,0.0859,0.0878,0.1043,0.0967
00000000000000000503_0,0,0.0714,0.0565,0.0728,0.04855,0.04895,0.0465,0.04,0.0378,0.0484,0.02935
000000000000000005c6_0,0,0.0439,0.0611,0.0617,0.0682,0.0331,0.0529,0.0624,0.0521,0.0803,0.0424
0000000000000000069b_0,0,0.1335,0.07195,0.0821,0.1014,0.08315,0.0779499999999999,0.0775,0.08955,0.1015,0.0979
0000000000000000008e_0,0,0.0815,0.0533,0.0956,0.068,0.07705,0.0558,0.0812,0.0802,0.0732,0.06425
000000000000000001c9_0,0,0.0875,0.07875,0.1063,0.0799,0.1372,0.08475,0.0716,0.069,0.0561,0.07065
00000000000000000264_0,0,0.1207,0.05625,0.0706,0.0804,0.0751,0.0692,0.0715,0.0777,0.1033,0.0484
000000000000000004c6_0,0,0.0613999999999999,0.0394,0.0741,0.0345,0.06,0.0303,0.0353,0.0383,0.0715,0.0403
0000000000000000089c_0,0,0.05365,0.0614,0.06645,0.07005,0.0652,0.0604,0.07,0.07875,0.0712,0.0704
000000000000000000d9_0,0,0.0537,0.0581,0.06315,0.0554,0.0655999999999999,0.0642,0.06445,0.04805,0.0632,0.0601
0000000000000000056b_0,0,0.0783,0.0748,0.09965,0.08125,0.1077,0.0729,0.0737,0.0585,0.0609,0.0812
0000000000000000083b_0,0,0.1269,0.097,0.1376,0.1339,0.118,0.1155,0.1174,0.11115,0.12025,0.1355
00000000000000000216_0,0,0.0849,0.0621,0.0756,0.08155,0.0784,0.0734,0.0546,0.0744,0.0766,0.0651
000000000000000005e9_0,0,0.08565,0.06835,0.0648,0.0637,0.0548,0.0663499999999999,0.0803,0.0944,0.0967,0.0771
00000000000000000950_0,0,0.10045,0.0738,0.1172,0.0844,0.10275,0.0646,0.08045,0.06035,0.0851,0.0316
00000000000000000176_0,0,0.07975,0.0581,0.0996,0.06575,0.083,0.07915,0.0786,0.0559,0.0928,0.0515
000000000000000005df_0,0,0.0451,0.0306,0.0291,0.0306,0.04465,0.02695,0.02765,0.03085,0.0401,0.0387
000000000000000006e6_0,0,0.0411,0.155,0.1312,0.1776,0.1823,0.2162,0.1583,0.19815,0.1904,0.1697
00000000000000000181_0,0,0.0533,0.0506,0.079,0.0489,0.10925,0.072,0.1075,0.0723,0.1385,0.1293
000000000000000001e0_0,0,0.0786999999999999,0.0722,0.0657,0.0693,0.0552,0.0541,0.0553,0.0806,0.1129,0.0621
0000000000000000064f_0,0,0.07705,0.0779,0.063,0.0803,0.0612,0.05365,0.0625,0.0743,0.0807,0.0626
000000000000000000a0_0,0,0.0552,0.0403,0.0631,0.0376,0.1173,0.04435,0.05105,0.04825,0.0562,0.0317
0000000000000000027a_0,0,0.05865,0.0719,0.0753,0.0742,0.0938,0.06735,0.0616,0.0583,0.1008,0.1153
000000000000000000a8_0,0,0.0702,0.06405,0.0717,0.0569,0.0718,0.0586,0.06555,0.0565,0.0563,0.05225
000000000000000004f6_0,0,0.0651,0.0632,0.0876,0.0675,0.0983,0.0545,0.0755,0.0563,0.0769,0.05665
0000000000000000091e_0,0,0.1138,0.11705,0.08975,0.11495,0.0843,0.0948,0.0907,0.0916,0.20342,0.0657
000000000000000000b4_0,0,0.0991,0.06065,0.1083,0.0569,0.0827,0.0693,0.07265,0.0487,0.0771,0.0644
000000000000000005f3_0,0,0.1722,0.1066,0.087,0.10995,0.13765,0.1063,0.1414,0.0652,0.1103,0.1083
00000000000000000682_0,0,0.0594,0.03655,0.0549,0.093,0.15055,0.0399,0.2045,0.0623,0.0786,0.0543
000000000000000006ab_0,0,0.0826,0.05975,0.0458,0.0712,0.0449,0.06275,0.0459,0.0794499999999999,0.0879,0.0647
00000000000000000499_0,0,0.06945,0.06045,0.0742,0.032,0.0385,0.02845,0.0355,0.0246,0.0399,0.1037
00000000000000000592_0,0,0.0926,0.06845,0.0715,0.0638,0.0877,0.0577,0.1015,0.0867,0.09595,0.0667
