system:index,blue,green,landcover,nir,red,swir1,swir2,.geo
000000000000000000c2_0,0.0476,0.08940000000000001,0,0.0604,0.04,0.0287,0.021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,0.0553,0.0733,0,0.11950000000000001,0.047,0.07150000000000001,0.0459,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c_0,0.02955,0.055400000000000005,0,0.3299,0.04435,0.21825,0.11825000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e1_0,0.0446,0.0776,0,0.0341,0.052500000000000005,0.0344,0.032600000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,0.027850000000000003,0.04965,0,0.0727,0.03495,0.0722,0.04555000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2_0,0.0251,0.048799999999999996,0,0.41990000000000005,0.029150000000000002,0.15300000000000002,0.06745000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000442_0,0.044800000000000006,0.064,0,0.0449,0.04105,0.0237,0.0201,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000444_0,0.04965,0.0659,0,0.1135,0.0541,0.1091,0.0716,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a_0,0.06685,0.09275,0,0.04970000000000001,0.07265,0.05435,0.0489,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000949_0,0.0313,0.050800000000000005,0,0.26890000000000003,0.043500000000000004,0.1801,0.0915,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,0.0415,0.0601,0,0.0473,0.0388,0.0546,0.0349,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000440_0,0.0505,0.0724,0,0.0678,0.0539,0.0733,0.0437,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439_0,0.027200000000000002,0.0407,0,0.2932,0.029300000000000003,0.1255,0.056100000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
