system:index,blue,green,landcover,nir,red,swir1,swir2,.geo
000000000000000000c2_0,0.0443,0.07690000000000001,0,0.0473,0.0397,0.026600000000000002,0.021500000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,0.0419,0.0494,0,0.0784,0.0313,0.0521,0.0274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c_0,0.03125,0.05445,0,0.36505,0.0342,0.17625000000000002,0.08005000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e1_0,0.0369,0.055600000000000004,0,0.018500000000000003,0.0342,0.0117,0.0115,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,0.0354,0.06470000000000001,0,0.08270000000000001,0.0403,0.0577,0.033,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2_0,0.042249999999999996,0.0688,0,0.2343,0.07295,0.1776,0.11965,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000442_0,0.0338,0.038900000000000004,0,0.03185,0.025300000000000003,0.010100000000000001,0.0077,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000444_0,0.0359,0.0475,0,0.056100000000000004,0.034,0.062400000000000004,0.0335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a_0,0.0488,0.055200000000000006,0,0.0323,0.050300000000000004,0.0279,0.018500000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000949_0,0.03155,0.048850000000000005,0,0.3352,0.0316,0.15300000000000002,0.07020000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,0.03735,0.058499999999999996,0,0.0415,0.03295000000000001,0.0445,0.0262,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000440_0,0.038400000000000004,0.045000000000000005,0,0.0437,0.0298,0.026500000000000003,0.016900000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439_0,0.0308,0.046900000000000004,0,0.3342,0.0302,0.13920000000000002,0.058300000000000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_0,0.0359,0.061700000000000005,0,0.33130000000000004,0.048400000000000006,0.1708,0.0988,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045e_0,0.036000000000000004,0.0471,0,0.0472,0.0296,0.0412,0.0264,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0,0.03365,0.048850000000000005,0,0.30045,0.033600000000000005,0.13315000000000002,0.06635,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,0.0279,0.043000000000000003,0,0.3049,0.030000000000000002,0.1301,0.0648,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce_0,0.0448,0.0806,0,0.0755,0.050100000000000006,0.0799,0.0429,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_0,0.035,0.055200000000000006,0,0.3764,0.041100000000000005,0.167,0.0756,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,0.046,0.06570000000000001,0,0.056400000000000006,0.0465,0.0684,0.056,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c9_0,0.024300000000000002,0.043300000000000005,0,0.2886,0.023,0.10650000000000001,0.0437,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000448_0,0.034100000000000005,0.045200000000000004,0,0.02085,0.030150000000000003,0.01455,0.013850000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,0.0337,0.0473,0,0.0784,0.0349,0.054700000000000006,0.034300000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042f_0,0.0315,0.03565,0,0.019950000000000002,0.022850000000000002,0.011550000000000001,0.00945,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,0.03375,0.051100000000000007,0,0.32675,0.0353,0.1658,0.07625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000921_0,0.030350000000000002,0.042,0,0.04425,0.0222,0.0259,0.0178,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5_0,0.04645,0.0771,0,0.05165,0.0476,0.0307,0.013500000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0_0,0.042100000000000005,0.07590000000000001,0,0.18180000000000002,0.0483,0.1246,0.0702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000487_0,0.0408,0.0693,0,0.33280000000000004,0.0589,0.2028,0.1227,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,0.035500000000000004,0.0534,0,0.2852,0.0478,0.2058,0.1263,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044c_0,0.0378,0.050800000000000005,0,0.0693,0.0351,0.049100000000000005,0.0309,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000956_0,0.0247,0.0443,0,0.3522,0.025900000000000003,0.1658,0.0723,"{""type"":""MultiPoint"",""coordinates"":[]}"
