system:index,blue,green,landcover,nir,red,swir1,swir2,.geo
000000000000000000c2_0,0.0358,0.05550000000000001,0,0.0392,0.03320000000000001,0.02705,0.01745,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f_0,0.0401,0.0543,0,0.08055000000000001,0.03435,0.03885,0.0218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c_0,0.038900000000000004,0.061900000000000004,0,0.397,0.0361,0.1845,0.0862,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e1_0,0.0392,0.057800000000000004,0,0.0184,0.0335,0.009000000000000001,0.0064,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047_0,0.030400000000000003,0.04530000000000001,0,0.061950000000000005,0.03135,0.04335,0.0228,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2_0,0.0391,0.060450000000000004,0,0.43715000000000004,0.03615,0.15665,0.06805,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000442_0,0.055650000000000005,0.06485,0,0.04665,0.04095,0.015200000000000002,0.0098,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000444_0,0.04265,0.05475,0,0.07390000000000001,0.0403,0.061,0.04365,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a_0,0.0334,0.056150000000000005,0,0.0145,0.02875,0.0087,0.0083,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000949_0,0.04195,0.06905,0,0.34895,0.05355,0.2008,0.11420000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012_0,0.041800000000000004,0.06105000000000001,0,0.0451,0.0344,0.0361,0.019700000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000440_0,0.037000000000000005,0.04705,0,0.055850000000000004,0.0344,0.03425,0.01985,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439_0,0.031700000000000006,0.04535,0,0.32645,0.031200000000000006,0.1578,0.06805,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_0,0.0425,0.06705,0,0.35265,0.04345,0.15445,0.07765,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045e_0,0.038400000000000004,0.0585,0,0.059250000000000004,0.033600000000000005,0.03815,0.02085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0,0.0285,0.0488,0,0.34075,0.03655,0.15330000000000002,0.07855000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_0,0.036449999999999996,0.052500000000000005,0,0.3098,0.039400000000000004,0.13290000000000002,0.06395,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce_0,0.0432,0.062,0,0.06175,0.0381,0.0546,0.0315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e_0,0.041150000000000006,0.06255,0,0.37070000000000003,0.041400000000000006,0.17365000000000003,0.07925000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e_0,0.043500000000000004,0.0591,0,0.0354,0.0408,0.0366,0.031200000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c9_0,0.03,0.049350000000000005,0,0.3164,0.026300000000000004,0.11785000000000001,0.047,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000448_0,0.038200000000000005,0.0492,0,0.02,0.0313,0.010100000000000001,0.0077,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_0,0.0371,0.0504,0,0.0742,0.0412,0.0478,0.032,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042f_0,0.0439,0.0477,0,0.033600000000000005,0.0334,0.0178,0.0115,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_0,0.0354,0.0548,0,0.31930000000000003,0.037000000000000005,0.1894,0.0922,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000921_0,0.034050000000000004,0.0445,0,0.049,0.027250000000000003,0.023850000000000003,0.0164,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5_0,0.047700000000000006,0.05865000000000001,0,0.0449,0.042499999999999996,0.021900000000000003,0.01165,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0_0,0.04345,0.06835,0,0.15145,0.044800000000000006,0.09995000000000001,0.0587,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000487_0,0.0443,0.0746,0,0.3104,0.055900000000000005,0.16570000000000001,0.09340000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c_0,0.0405,0.06180000000000001,0,0.2713,0.048049999999999995,0.1845,0.1152,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044c_0,0.0364,0.0505,0,0.053200000000000004,0.0357,0.0424,0.025900000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000956_0,0.0251,0.0475,0,0.35785,0.028700000000000003,0.16935,0.07495,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000957_0,0.037200000000000004,0.0485,0,0.02685,0.03635,0.0182,0.017550000000000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432_0,0.02755,0.054150000000000004,0,0.33665,0.033600000000000005,0.16725,0.07345000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089a_0,0.039400000000000004,0.0668,0,0.4148,0.0407,0.1656,0.0753,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000430_0,0.0516,0.0563,0,0.0539,0.045700000000000005,0.0201,0.015000000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110_0,0.0388,0.061750000000000006,0,0.28290000000000004,0.04870000000000001,0.16105000000000003,0.08175,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3_0,0.04445,0.07680000000000001,0,0.4433,0.0427,0.2137,0.09525,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c_0,0.0512,0.0745,0,0.2726,0.07100000000000001,0.1574,0.09190000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458_0,0.0448,0.0636,0,0.0246,0.0362,0.0118,0.008400000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096_0,0.03205,0.0563,0,0.34205,0.0427,0.20595000000000002,0.11130000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043b_0,0.0391,0.0565,0,0.3009,0.0456,0.1731,0.09190000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b6_0,0.0368,0.0442,0,0.0413,0.0309,0.015300000000000001,0.0119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000434_0,0.038900000000000004,0.0648,0,0.4092,0.0448,0.2492,0.125,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084f_0,0.0367,0.0597,0,0.3628,0.0437,0.1794,0.0891,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0,0.038500000000000006,0.050850000000000006,0,0.051949999999999996,0.0362,0.04625,0.029750000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000455_0,0.0392,0.06995000000000001,0,0.38060000000000005,0.04435,0.20790000000000003,0.09365000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a7_0,0.035250000000000004,0.0604,0,0.04555000000000001,0.0374,0.0259,0.016050000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008aa_0,0.0217,0.04466666666666667,0,0.3198,0.0233,0.133325,0.056299999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437_0,0.052950000000000004,0.0711,0,0.03005,0.0455,0.01335,0.00875,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000947_0,0.034350000000000006,0.0643,0,0.37360000000000004,0.03075,0.18045,0.0794,"{""type"":""MultiPoint"",""coordinates"":[]}"
