system:index,blue_L8_2,green_L8_2,landcover_L8_2,nir_L8_2,red_L8_2,swir1_L8_2,swir2_L8_2,blue_S2_2,green_S2_2,landcover_S2_2,nir_S2_2,red_S2_2,swir1_S2_2,swir2_S2_2
0000000000000000007e_0,0.07812,0.11304,0,0.26476,0.1164,0.19988,0.1212,0.0911,0.1145,0,0.2724,0.1062,0.1677,0.1004
00000000000000000080_0,0.18856,0.25496,0,0.43278,0.30344,0.49422,0.35612,0.12865,0.18055,0,0.30115,0.22815,0.3538,0.27885
00000000000000000081_0,0.06204,0.1063,0,0.1658,0.0838,0.11788,0.06776,0.0558,0.0741,0,0.0998,0.0619,0.0753,0.05
00000000000000000082_0,0.0540000000000001,0.1202,0,0.38004,0.0992400000000001,0.24984,0.12264,0.06275,0.0983,0,0.25655,0.0923,0.1508,0.08045
00000000000000000083_0,0.0883600000000001,0.13304,0,0.0376,0.13168,0.0132800000000001,0.01148,0.0801,0.10825,0,0.0352,0.0949,0.0226,0.0217
00000000000000000087_0,0.0444800000000001,0.0881400000000001,0,0.3955,0.0691600000000001,0.16198,0.0787000000000001,0.0596,0.0794,0,0.1988,0.0825,0.2058,0.1455
00000000000000000088_0,0.00224,0.1305,0,0.0399000000000001,0.14934,0.0098,0.01112,0.0818,0.1192,0,0.0387,0.1159,0.0169,0.0134
00000000000000000089_0,0.0444800000000001,0.0903600000000001,0,0.36928,0.09784,0.22292,0.12284,0.0368,0.0655,0,0.2999,0.0654,0.1585,0.1029
0000000000000000008a_0,0.1142,0.17208,0,0.11032,0.169,0.10644,0.0946400000000001,0.0887,0.1205,0,0.0502,0.1107,0.0409,0.0332
0000000000000000008b_0,0.0809600000000001,0.11166,0,0.0587200000000001,0.08896,0.0311,0.01668,0.07525,0.09055,0,0.05765,0.07005,0.0325,0.0219
0000000000000000008d_0,0.0728400000000001,0.11086,0,0.10102,0.0963800000000001,0.07558,0.0537800000000001,0.0619,0.069,0,0.0173,0.0429,0.0138,0.0113
0000000000000000008e_0,0.10116,0.14078,0,0.15504,0.12996,0.0595600000000001,0.0317,0.0754,0.0957,0,0.076,0.083,0.0424,0.0324
0000000000000000008f_0,0.0771600000000001,0.0970800000000001,0,0.11264,0.0962000000000001,0.13832,0.0988000000000001,0.0884,0.1092,0,0.0408,0.07635,0.03525,0.0305
00000000000000000091_0,0.0716800000000001,0.1306,0,0.38284,0.1084,0.25472,0.14428,0.0558,0.076,0,0.2184,0.0594,0.1485,0.0872
00000000000000000093_0,0.10696,0.15598,0,0.0537600000000001,0.13592,0.0196,0.01184,0.0782,0.1054,0,0.0271,0.0773,0.0172,0.0138
00000000000000000095_0,0.0450000000000001,0.0787200000000001,0,0.40002,0.0591000000000001,0.22166,0.10656,0.0514,0.0647,0,0.2509,0.0579,0.2074,0.1188
00000000000000000096_0,0.15172,0.19176,0,0.36648,0.18236,0.31532,0.20096,0.1396,0.1653,0,0.2582,0.1523,0.1923,0.1301
00000000000000000099_0,0.05544,0.0891600000000001,0,0.41596,0.07964,0.2378,0.1152,0.0353,0.05575,0,0.3626,0.0331,0.18335,0.0791
0000000000000000009a_0,0.0480400000000001,0.12082,0,0.0865000000000001,0.11258,0.0857600000000001,0.0486600000000001,0.09235,0.13255,0,0.0778,0.1291,0.03335,0.0219
0000000000000000009b_0,0.0698800000000001,0.10808,0,0.44328,0.0929200000000001,0.28668,0.15728,0.055,0.0805,0,0.2649,0.0804,0.217,0.1341
0000000000000000009e_0,0.05074,0.0772400000000001,0,0.3877,0.05374,0.18462,0.0802400000000001,0.034,0.0516,0,0.3523,0.0295,0.1743,0.0836
000000000000000000a1_0,0.04072,0.08696,0,0.57152,0.0570000000000001,0.24484,0.09928,0.0212,0.04335,0,0.30485,0.02325,0.13245,0.05775
000000000000000000a4_0,0.10012,0.1366,0,0.30484,0.1348,0.215,0.14056,0.1262,0.1422,0,0.229,0.1401,0.1874,0.1551
000000000000000000a5_0,0.07522,0.14144,0,0.0257000000000001,0.11668,0.01262,0.0094,0.08915,0.11445,0,0.0298,0.0896,0.01385,0.00935
000000000000000000a6_0,0.0685600000000001,0.12028,0,0.43836,0.0938000000000001,0.24804,0.12144,0.0328,0.05445,0,0.2941,0.03965,0.18575,0.10485
000000000000000000a7_0,0.07592,0.14444,0,0.35968,0.14396,0.25824,0.1462,0.05415,0.0924,0,0.25105,0.093,0.19405,0.11795
000000000000000000a9_0,0.07736,0.12444,0,0.40192,0.111,0.25904,0.1228,0.0385,0.0579,0,0.1487,0.04205,0.08225,0.04535
000000000000000000ab_0,0.11136,0.1415,0,0.13926,0.13732,0.16004,0.1179,0.1012,0.1242,0,0.0948,0.1124,0.0451,0.0324
000000000000000000ac_0,0.0956400000000001,0.13832,0,0.06246,0.1139,0.0521400000000001,0.04236,0.0981,0.1152,0,0.05,0.0873,0.0323,0.0262
000000000000000000ad_0,0.04966,0.0791600000000001,0,0.44668,0.0835000000000001,0.29766,0.1528,0.0388,0.05675,0,0.28705,0.06915,0.2235,0.1322
000000000000000000b0_0,0.1122,0.15664,0,0.42344,0.16644,0.40652,0.24196,0.051,0.0753,0,0.29545,0.0625,0.2134,0.12405
000000000000000000b4_0,0.0631200000000001,0.09056,0,0.08596,0.0716000000000001,0.0454000000000001,0.0276400000000001,0.0445,0.0603,0,0.0732,0.0435,0.0595,0.0397
000000000000000000b5_0,0.0872800000000001,0.12688,0,0.17056,0.13274,0.11304,0.0804000000000001,0.0914,0.1017,0,0.14645,0.0899,0.09975,0.0749
000000000000000000b7_0,0.069,0.12074,0,0.01602,0.07586,0.0146200000000001,0.0126800000000001,0.0683,0.0995,0,0.0213,0.0687,0.0135,0.0124
000000000000000000b8_0,0.02952,0.0546200000000001,0,0.28064,0.0340600000000001,0.13356,0.05782,0.0365,0.0714,0,0.3567,0.0383,0.1956,0.0914
000000000000000000ba_0,0.07394,0.11176,0,0.40438,0.1081,0.2701,0.14266,0.0572,0.0797,0,0.2539,0.0943,0.2215,0.1419
000000000000000000bd_0,0.0379400000000001,0.09334,0,0.0155,0.04702,0.0249,0.0239200000000001,0.0748,0.09345,0,0.03625,0.0564,0.024,0.0226
000000000000000000c0_0,0.0921600000000001,0.1212,0,0.41864,0.11036,0.28988,0.1838,0.04295,0.0642,0,0.2623,0.0526,0.1775,0.1058
000000000000000000c1_0,0.07624,0.12928,0,0.392,0.10204,0.2374,0.10372,0.0431,0.0721,0,0.2502,0.0451,0.1494,0.0758
000000000000000000c2_0,0.12746,0.18276,0,0.31618,0.21412,0.30002,0.23144,0.1149,0.1401,0,0.2034,0.1602,0.2373,0.2026
000000000000000000c6_0,0.13798,0.16938,0,0.31478,0.1759,0.38012,0.31308,0.09275,0.11075,0,0.22435,0.1268,0.27345,0.2394
000000000000000000cd_0,0.16074,0.2341,0,0.45426,0.34228,0.5524,0.34172,0.1143,0.1574,0,0.2883,0.2161,0.3342,0.2542
000000000000000000ce_0,0.08696,0.13852,0,0.39664,0.1366,0.24428,0.13296,0.08835,0.1142,0,0.2245,0.10985,0.18145,0.1253
000000000000000000cf_0,0.10414,0.14192,0,0.36344,0.1405,0.26306,0.20716,0.0806,0.0941,0,0.31115,0.08055,0.20925,0.12975
000000000000000000d0_0,0.0542400000000001,0.12032,0,0.000920000000000032,0.0783200000000001,0.0158800000000001,0.0127200000000001,0.1089,0.1336,0,0.0492,0.1062,0.0382,0.0339
000000000000000000d2_0,0.17544,0.22328,0,0.34636,0.24022,0.34074,0.2589,0.1364,0.1641,0,0.2521,0.1776,0.2472,0.21
000000000000000000d5_0,0.0307,0.06442,0,0.36326,0.03864,0.13662,0.0570600000000001,0.0243,0.0433,0,0.2886,0.023,0.1065,0.0437
000000000000000000d8_0,0.10268,0.1526,0,0.04848,0.13904,0.0207600000000001,0.0156000000000001,0.0841,0.112,0,0.0477,0.1017,0.0273,0.0182
000000000000000000da_0,0.05792,0.10302,0,0.203,0.08784,0.10128,0.05094,0.059,0.0794,0,0.1813,0.067,0.1097,0.0693
000000000000000000dc_0,0.0441200000000001,0.0995200000000001,0,0.46828,0.0638,0.2268,0.0872000000000001,0.0492,0.0748,0,0.2652,0.0476,0.1571,0.07485
000000000000000000e0_0,0.10024,0.15128,0,0.0399200000000001,0.12408,0.01524,0.00896,0.0847,0.1127,0,0.0308,0.0959,0.0157,0.0116
000000000000000000e1_0,0.25964,0.27056,0,0.395,0.30012,0.4194,0.33816,0.17525,0.15455,0,0.2197,0.16155,0.24605,0.2099
000000000000000000e2_0,0.0745600000000001,0.11948,0,0.53492,0.10484,0.287,0.1328,0.0515,0.0796,0,0.3729,0.0524,0.1804,0.0898
000000000000000000e3_0,0.08104,0.1314,0,0.0417600000000001,0.0957200000000001,0.01928,0.012,0.0794,0.1065,0,0.02915,0.0784,0.0175,0.01285
000000000000000000e5_0,0.1723,0.19378,0,0.37738,0.18816,0.35826,0.28482,0.1977,0.1869,0,0.2749,0.1727,0.3002,0.2902
000000000000000000e6_0,0.03762,0.0763200000000001,0,0.48296,0.05066,0.24264,0.10318,0.0499,0.0812,0,0.3188,0.0631,0.225,0.1233
000000000000000000eb_0,0.08644,0.13066,0,0.2372,0.13476,0.1622,0.11472,0.0889,0.1173,0,0.1884,0.1341,0.1645,0.1278
000000000000000000ec_0,0.16808,0.26608,0,0.43284,0.36812,0.52268,0.31492,0.1521,0.215,0,0.32,0.2943,0.4635,0.3336
000000000000000000ee_0,0.0607000000000001,0.0944800000000001,0,0.44358,0.07944,0.27942,0.14218,0.0584,0.0783,0,0.2824,0.0819,0.2469,0.1585
000000000000000000f2_0,0.0387600000000001,0.08552,0,0.45936,0.0536,0.20508,0.0781600000000001,0.0315,0.0471,0,0.3683,0.0295,0.1312,0.0517
000000000000000000f3_0,0.051,0.08852,0,0.38768,0.0595200000000001,0.20632,0.0837200000000001,0.0277,0.0432,0,0.2931,0.0266,0.1477,0.0656
000000000000000000f5_0,0.11296,0.13652,0,0.39468,0.12556,0.34364,0.18968,0.041,0.0655,0,0.27305,0.0739,0.2858,0.1717
000000000000000000f7_0,0.05044,0.09484,0,0.44708,0.07092,0.27056,0.1224,0.0357,0.0592,0,0.2866,0.0566,0.1946,0.1011
000000000000000000f8_0,0.0563,0.0990200000000001,0,0.19972,0.0763800000000001,0.11414,0.0597200000000001,0.0585,0.0762,0,0.0964,0.0612,0.0537,0.0323
000000000000000000fb_0,0.06664,0.106,0,0.14508,0.0903600000000001,0.0853200000000001,0.0599600000000001,0.0472,0.0747,0,0.0666,0.049,0.0459,0.0269
000000000000000000fc_0,0.0708200000000001,0.0972,0,0.43276,0.0953000000000001,0.3144,0.18636,0.0395,0.0567,0,0.3218,0.046,0.20875,0.1164
000000000000000000ff_0,0.10352,0.14912,0,0.41532,0.12908,0.29984,0.152,0.0638,0.0888,0,0.2429,0.0799,0.174,0.1079
00000000000000000103_0,0.0664400000000001,0.08452,0,0.26922,0.08384,0.22604,0.12426,0.0529,0.067,0,0.1947,0.0713,0.1878,0.1087
00000000000000000108_0,0.135,0.18128,0,0.42824,0.1948,0.385,0.251,0.1132,0.1374,0,0.2611,0.157,0.2789,0.2294
0000000000000000010b_0,0.08652,0.1264,0,0.22898,0.1158,0.16622,0.12126,0.0361,0.0534,0,0.05455,0.03525,0.05715,0.0351
0000000000000000010d_0,0.06916,0.0949,0,0.32306,0.0785800000000001,0.19476,0.11408,0.0655,0.0886,0,0.2693,0.0927,0.2429,0.1559
0000000000000000010e_0,0.0842800000000001,0.13416,0,0.1766,0.12928,0.12628,0.0707600000000001,0.0622,0.084,0,0.0169,0.0486,0.0107,0.00935
0000000000000000010f_0,0.135,0.15152,0,0.06564,0.11596,0.0300400000000001,0.01856,0.0635,0.0797,0,0.01575,0.04295,0.01,0.0069
00000000000000000111_0,0.03732,0.0757200000000001,0,0.03744,0.04748,0.02152,0.01368,0.0456,0.0701,0,0.0418,0.047,0.0246,0.0192
00000000000000000114_0,0.14964,0.18728,0,0.24644,0.20924,0.26916,0.23476,0.1426,0.1631,0,0.1973,0.1743,0.2156,0.1944
00000000000000000116_0,0.0,0.06704,0,0.00614,0.0439000000000001,0.02052,0.0203,0.11265,0.13865,0,0.06745,0.1081,0.08245,0.0717
00000000000000000119_0,0.0733200000000001,0.12248,0,0.0632600000000001,0.0964000000000001,0.0466600000000001,0.0359400000000001,0.05085,0.07725,0,0.02315,0.0439,0.0159,0.01165
0000000000000000011b_0,0.10432,0.15204,0,0.2342,0.15656,0.17996,0.10108,0.0807,0.1021,0,0.0239,0.0609,0.0191,0.0149
00000000000000000123_0,0.0707200000000001,0.11196,0,0.27504,0.0911600000000001,0.13992,0.07152,0.0449,0.0639,0,0.1456,0.0568,0.0949,0.064
00000000000000000125_0,0.0592800000000001,0.11844,0,0.2562,0.0896000000000001,0.141,0.0720000000000001,0.0429,0.0799,0,0.1511,0.0628,0.09295,0.05345
00000000000000000126_0,0.0355800000000001,0.07606,0,0.49044,0.0531,0.24308,0.10806,0.0356,0.056,0,0.3342,0.0406,0.1886,0.09995
00000000000000000127_0,0.0830000000000001,0.1322,0,0.37624,0.13588,0.30456,0.18204,0.0707,0.0973,0,0.3108,0.1032,0.255,0.1637
00000000000000000129_0,0.05216,0.0937200000000001,0,0.01434,0.03742,0.01848,0.01694,0.08045,0.1034,0,0.0192,0.0507,0.02025,0.018
0000000000000000012a_0,0.13714,0.17242,0,0.30252,0.22378,0.2763,0.20372,0.1154,0.1343,0,0.155,0.1458,0.1703,0.1547
0000000000000000012b_0,0.0628600000000001,0.0994200000000001,0,0.48504,0.0799800000000001,0.286,0.14576,0.0548,0.0761,0,0.2998,0.0558,0.2272,0.1168
0000000000000000012e_0,0.036,0.0569600000000001,0,0.41844,0.03712,0.1882,0.07392,0.0418,0.0699,0,0.39535,0.03445,0.2019,0.0947
00000000000000000131_0,0.08412,0.14732,0,0.42356,0.1344,0.37368,0.2436,0.0875,0.1247,0,0.3055,0.1332,0.3054,0.2218
00000000000000000132_0,0.0849200000000001,0.12664,0,0.34964,0.10916,0.27856,0.16356,0.0556,0.0767,0,0.2145,0.0718,0.1912,0.1427
00000000000000000133_0,0.0554800000000001,0.0798,0,0.24822,0.06836,0.13462,0.0729400000000001,0.0433,0.06945,0,0.34585,0.04625,0.19365,0.106
00000000000000000134_0,0.0469600000000001,0.09412,0,0.24096,0.0648800000000001,0.13976,0.07208,0.0544,0.0766,0,0.1137,0.0569,0.0842,0.0498
00000000000000000135_0,0.05866,0.0870600000000001,0,0.39482,0.0801,0.27076,0.14586,0.0656,0.0808,0,0.2729,0.0809,0.2257,0.1516
00000000000000000136_0,0.0990200000000001,0.13156,0,0.24118,0.13004,0.205,0.14296,0.0765,0.0942,0,0.1892,0.0808,0.132,0.0925
00000000000000000137_0,0.10482,0.15356,0,0.067,0.15188,0.01564,0.00946,0.0785,0.112,0,0.0387,0.105,0.0131,0.0094
00000000000000000139_0,0.24264,0.28288,0,0.4156,0.32792,0.44312,0.39216,0.18745,0.133,0,0.27745,0.17015,0.2347,0.29815
0000000000000000013d_0,0.14636,0.18804,0,0.314,0.1966,0.31208,0.25304,0.1447,0.167,0,0.23,0.1772,0.2375,0.2093
0000000000000000013e_0,0.0998600000000001,0.15394,0,0.3396,0.17366,0.27836,0.2188,0.1285,0.1431,0,0.2019,0.1505,0.207,0.1847
00000000000000000140_0,0.05608,0.15648,0,0.0519400000000001,0.1453,0.0372200000000001,0.03088,0.08785,0.12045,0,0.03655,0.1066,0.01585,0.01105
00000000000000000141_0,0.0351000000000001,0.0765800000000001,0,0.0106400000000001,0.0413000000000001,0.01778,0.01618,0.1371,0.1585,0,0.0948,0.128,0.0923,0.0877
00000000000000000144_0,0.0601600000000001,0.12288,0,0.13164,0.0874400000000001,0.0522400000000001,0.03444,0.0658,0.09785,0,0.09695,0.07725,0.0674,0.0492
00000000000000000145_0,0.17468,0.22652,0,0.3602,0.25692,0.35296,0.26408,0.10305,0.13325,0,0.22305,0.1664,0.2258,0.18385
00000000000000000146_0,0.10712,0.13484,0,0.27652,0.1374,0.2368,0.13724,0.0761,0.094,0,0.1894,0.0981,0.1633,0.1009
00000000000000000148_0,0.03684,0.0644400000000001,0,0.41612,0.04828,0.22628,0.0977600000000001,0.026,0.0455,0,0.3259,0.02585,0.14795,0.06565
00000000000000000149_0,0.0994200000000001,0.11662,0,0.13412,0.10998,0.1039,0.0757400000000001,0.1024,0.1079,0,0.1135,0.1032,0.0932,0.0731
0000000000000000014b_0,0.0960400000000001,0.14222,0,0.36444,0.11582,0.25676,0.17564,0.0488,0.0686,0,0.2659,0.0473,0.1183,0.0674
0000000000000000014d_0,0.03806,0.0885400000000001,0,0.01876,0.0422600000000001,0.02766,0.0254000000000001,0.0751,0.0899,0,0.0256,0.0502,0.0165,0.0134
0000000000000000014e_0,0.0405000000000001,0.0732400000000001,0,0.01124,0.04038,0.01714,0.01558,0.06215,0.0772,0,0.01325,0.04215,0.014,0.0135
00000000000000000150_0,0.06528,0.0923200000000001,0,0.2893,0.0714600000000001,0.18528,0.09168,0.0428,0.0688,0,0.3518,0.0498,0.1981,0.1118
00000000000000000152_0,0.0921600000000001,0.13206,0,0.0467400000000001,0.10074,0.01998,0.01222,0.0696,0.0994,0,0.0287,0.0679,0.0149,0.0117
