system:index,blue_L8_2,green_L8_2,landcover_L8_2,nir_L8_2,red_L8_2,swir1_L8_2,swir2_L8_2,blue_S2_2,green_S2_2,landcover_S2_2,nir_S2_2,red_S2_2,swir1_S2_2,swir2_S2_2
00000000000000000153_0,0.0423200000000001,0.07474,0,0.44018,0.0506400000000001,0.22738,0.10534,0.039,0.0608,0,0.3233,0.0438,0.1956,0.1052
00000000000000000154_0,0.13312,0.15536,0,0.24756,0.16932,0.249,0.20372,0.1057,0.1135,0,0.1413,0.1147,0.1647,0.1599
00000000000000000156_0,0.0443,0.0850000000000001,0,0.4883,0.05456,0.2237,0.0929,0.0351,0.053,0,0.3014,0.0352,0.1811,0.0858
00000000000000000159_0,0.0539400000000001,0.13024,0,0.0152600000000001,0.1182,0.00876,0.00884,0.0819,0.1107,0,0.0329,0.1024,0.0118,0.0108
0000000000000000015b_0,0.15184,0.20116,0,0.28144,0.213,0.3586,0.30084,0.09525,0.11455,0,0.17545,0.11495,0.2098,0.19385
0000000000000000015f_0,0.0854800000000001,0.12352,0,0.0644000000000001,0.11688,0.03932,0.02552,0.0853,0.0993,0,0.0279,0.0676,0.0173,0.0129
00000000000000000160_0,0.0282000000000001,0.05748,0,0.10408,0.03544,0.0266400000000001,0.01692,0.03035,0.042,0,0.04425,0.0222,0.0259,0.0178
00000000000000000163_0,0.07964,0.12472,0,0.43372,0.11464,0.3058,0.19216,0.0387,0.0571,0,0.3431,0.0472,0.1946,0.1077
00000000000000000167_0,0.0446400000000001,0.08666,0,0.51156,0.0579200000000001,0.26614,0.11272,0.03315,0.06005,0,0.35255,0.0367,0.21715,0.1052
0000000000000000016a_0,0.24956,0.3692,0,0.59196,0.44956,0.70676,0.50476,0.2235,0.321,0,0.3912,0.3752,0.4675,0.3742
0000000000000000016c_0,0.1274,0.15636,0,0.2074,0.15422,0.20876,0.18394,0.0977,0.1104,0,0.1576,0.1146,0.1848,0.1758
0000000000000000016f_0,0.04432,0.0822000000000001,0,0.42152,0.0556800000000001,0.18996,0.06824,0.02475,0.0423,0,0.31895,0.0251,0.1373,0.05355
00000000000000000170_0,0.1022,0.1614,0,0.0697200000000001,0.1722,0.04916,0.0420800000000001,0.08565,0.1182,0,0.05295,0.11375,0.0225,0.01755
00000000000000000173_0,0.0850400000000001,0.13608,0,0.3046,0.15224,0.25836,0.15408,0.1162,0.166,0,0.29025,0.18375,0.2465,0.164
00000000000000000176_0,0.0688400000000001,0.10456,0,0.04876,0.0639600000000001,0.0423600000000001,0.03288,0.0852,0.10305,0,0.03795,0.0613,0.03295,0.02765
00000000000000000177_0,0.0733200000000001,0.1204,0,0.52436,0.0854,0.27984,0.1268,0.0449,0.0758,0,0.2684,0.0611,0.2074,0.1208
00000000000000000180_0,0.10196,0.15652,0,0.08212,0.13248,0.0323600000000001,0.0188800000000001,0.0808,0.1008,0,0.0307,0.0515,0.0268,0.0231
00000000000000000182_0,0.07048,0.11716,0,0.49804,0.097,0.35808,0.1718,0.0445,0.0882,0,0.3734,0.0548,0.2538,0.1233
00000000000000000188_0,0.0408400000000001,0.10286,0,0.00322,0.04808,0.01588,0.01616,0.1134,0.1388,0,0.0508,0.0891,0.0412,0.0368
00000000000000000189_0,0.05846,0.0944400000000001,0,0.46284,0.0952200000000001,0.2321,0.12324,0.0417,0.0622,0,0.2773,0.0539,0.1682,0.1034
0000000000000000018a_0,0.09988,0.15256,0,0.0466,0.12204,0.02284,0.0161600000000001,0.0948,0.1165,0,0.0389,0.08305,0.01805,0.01155
0000000000000000018b_0,0.24148,0.345,0,0.51324,0.39664,0.69748,0.59256,0.189,0.2703,0,0.352,0.3147,0.4333,0.4002
00000000000000000191_0,0.04056,0.0920400000000001,0,0.002,0.0727600000000001,0.00136,0.00272,0.0817,0.0996,0,0.0499,0.0689,0.0376,0.0317
00000000000000000193_0,0.0451200000000001,0.0640000000000001,0,0.06408,0.03956,0.0226400000000001,0.01456,0.03715,0.05435,0,0.0815,0.0363,0.0459,0.02685
00000000000000000194_0,0.0861000000000001,0.14318,0,0.0869000000000001,0.12918,0.07708,0.0718,0.0881,0.10795,0,0.0631,0.0959,0.05505,0.0476
00000000000000000196_0,0.0358,0.06518,0,0.49062,0.0451,0.18968,0.0743800000000001,0.0226,0.0376,0,0.3289,0.0238,0.1219,0.0506
00000000000000000198_0,0.0637400000000001,0.12002,0,0.46386,0.1293,0.34984,0.22772,0.06325,0.1024,0,0.3015,0.1256,0.27225,0.2073
00000000000000000199_0,0.06364,0.11064,0,0.22076,0.10308,0.11808,0.0674000000000001,0.068,0.0963,0,0.12275,0.08085,0.06765,0.0496
0000000000000000019b_0,0.07692,0.11836,0,0.29316,0.09368,0.19728,0.10896,0.06465,0.0822,0,0.23495,0.0713,0.15125,0.0909
0000000000000000019d_0,0.03072,0.06736,0,0.26288,0.06378,0.1461,0.06806,0.0504,0.06165,0,0.1478,0.0588,0.10945,0.05885
0000000000000000019e_0,0.11524,0.1546,0,0.29804,0.15804,0.32452,0.26524,0.11875,0.12945,0,0.2224,0.1196,0.2412,0.21555
000000000000000001a3_0,0.0643000000000001,0.10606,0,0.52428,0.0673400000000001,0.2582,0.11004,0.0367,0.0673,0,0.3897,0.0329,0.1792,0.0788
000000000000000001a6_0,0.03052,0.0886400000000001,0,0.24596,0.0449600000000001,0.10504,0.0452000000000001,0.0543,0.0887,0,0.1403,0.0631,0.0872,0.045
000000000000000001a9_0,0.0443000000000001,0.06784,0,0.51376,0.0511,0.20916,0.0840600000000001,0.03155,0.04885,0,0.3352,0.0316,0.153,0.0702
000000000000000001aa_0,0.01756,0.03744,0,0.28052,0.02352,0.10464,0.0376,0.0457,0.0659,0,0.3705,0.0379,0.1433,0.0593
000000000000000001ae_0,0.0522800000000001,0.11792,0,0.000640000000000029,0.0674400000000001,0.00668,0.00824,0.0721,0.0906,0,0.0234,0.0515,0.0103,0.0088
000000000000000001b1_0,0.0482400000000001,0.0798,0,0.14612,0.0750000000000001,0.11932,0.06636,0.0403,0.0563,0,0.13905,0.0539,0.0925,0.05455
000000000000000001b4_0,0.16648,0.21348,0,0.35424,0.2316,0.43112,0.30302,0.1503,0.1783,0,0.2564,0.1987,0.3145,0.2482
000000000000000001b5_0,0.03944,0.12584,0,0.0526800000000001,0.09362,0.0342400000000001,0.02034,0.0716,0.1135,0,0.0387,0.0811,0.017,0.0124
000000000000000001b8_0,0.05304,0.0874600000000001,0,0.47882,0.08682,0.24664,0.12498,0.0515,0.0816,0,0.3955,0.0844,0.2328,0.1417
000000000000000001ba_0,0.05644,0.10068,0,0.4212,0.0893200000000001,0.2714,0.152,0.05215,0.08125,0,0.29375,0.06945,0.21155,0.1282
000000000000000001bb_0,0.10944,0.16124,0,0.0954400000000001,0.17612,0.02856,0.0286400000000001,0.0834,0.1195,0,0.0347,0.1093,0.0148,0.0106
000000000000000001bc_0,0.15468,0.19588,0,0.36002,0.22862,0.3245,0.26964,0.1257,0.1536,0,0.2581,0.1845,0.2601,0.2473
000000000000000001bd_0,0.0998000000000001,0.17012,0,0.49024,0.17614,0.38324,0.25572,0.0838,0.12525,0,0.32975,0.12285,0.2768,0.20405
000000000000000001bf_0,0.0586,0.0972400000000001,0,0.10108,0.0666000000000001,0.0420800000000001,0.0227600000000001,0.0539,0.0687,0,0.0753,0.048,0.0506,0.0349
00000000000000000161_0,0.0428000000000001,0.0730000000000001,0,0.41664,0.05172,0.20144,0.0889200000000001,0.039,0.0582,0,0.31885,0.03645,0.1446,0.0681
000000000000000000bc_0,0.0681600000000001,0.10296,0,0.4064,0.06976,0.16016,0.0662400000000001,0.0237,0.0441,0,0.243,0.0268,0.1198,0.0603
00000000000000000068_0,0.0564200000000001,0.0850000000000001,0,0.43794,0.0631200000000001,0.24676,0.11186,0.0385,0.0589,0,0.2779,0.0406,0.1617,0.0812
0000000000000000014c_0,0.0369600000000001,0.07864,0,0.48212,0.04816,0.19896,0.0814800000000001,0.0422,0.0608,0,0.3318,0.0373,0.1582,0.0722
000000000000000000be_0,0.0619,0.0883000000000001,0,0.38832,0.06662,0.1712,0.0763400000000001,0.0414,0.06125,0,0.26735,0.03955,0.11585,0.05915
00000000000000000012_0,0.0642200000000001,0.11722,0,0.15878,0.0928600000000001,0.0708000000000001,0.0335600000000001,0.0654,0.09015,0,0.0965,0.06775,0.0435,0.0222
00000000000000000151_0,0.0754600000000001,0.1009,0,0.0425800000000001,0.0668200000000001,0.01986,0.0123200000000001,0.0546,0.0724,0,0.0183,0.042,0.0127,0.0117
00000000000000000121_0,0.03244,0.0820000000000001,0,0.47084,0.0452000000000001,0.20424,0.08136,0.0246,0.04075,0,0.3398,0.02445,0.13575,0.0571
0000000000000000000b_0,0.0389,0.0735400000000001,0,0.54494,0.04484,0.2375,0.0962000000000001,0.0301,0.0574,0,0.3821,0.0343,0.1879,0.0866
00000000000000000110_0,0.05632,0.11012,0,0.48536,0.07812,0.24516,0.09812,0.0296,0.0525,0,0.2691,0.0353,0.1628,0.0766
0000000000000000006d_0,0.02538,0.0553,0,0.0332200000000001,0.03998,0.02318,0.0151000000000001,0.0348,0.0409,0,0.03075,0.0293,0.0212,0.01375
00000000000000000113_0,0.0482400000000001,0.08652,0,0.26788,0.0655600000000001,0.1466,0.0909200000000001,0.0472,0.0664,0,0.1385,0.0519,0.0887,0.0536
00000000000000000118_0,0.0550400000000001,0.10204,0,0.31654,0.0786200000000001,0.1402,0.0693400000000001,0.04935,0.079,0,0.22195,0.0518,0.1045,0.04615
0000000000000000015a_0,0.06704,0.0961600000000001,0,0.40732,0.0834400000000001,0.233,0.11088,0.0378,0.0587,0,0.3391,0.0376,0.2041,0.0996
000000000000000000cb_0,0.1022,0.15716,0,0.0722,0.1432,0.0471200000000001,0.03632,0.07525,0.1057,0,0.0275,0.07585,0.01625,0.01225
0000000000000000009d_0,0.0514000000000001,0.0944600000000001,0,0.32486,0.07594,0.18914,0.10726,0.04115,0.0726,0,0.2735,0.04765,0.12855,0.07365
000000000000000000c4_0,0.03788,0.10904,0,0.01368,0.06564,0.01912,0.01656,0.062,0.0777,0,0.01655,0.0371,0.0088,0.008
000000000000000001af_0,0.0495400000000001,0.0767000000000001,0,0.0418,0.0529000000000001,0.03684,0.0297000000000001,0.0651,0.0693,0,0.034,0.0502,0.0319,0.0298
00000000000000000031_0,0.10618,0.13622,0,0.2742,0.14748,0.28918,0.19802,0.0636,0.0875,0,0.2701,0.0828,0.253,0.1694
00000000000000000000_0,0.0604000000000001,0.0960400000000001,0,0.47168,0.0700000000000001,0.23756,0.0938800000000001,0.0244,0.04825,0,0.34655,0.0325,0.1713,0.0784
00000000000000000079_0,0.13896,0.22208,0,0.4484,0.27072,0.4432,0.28036,0.0715,0.10135,0,0.3395,0.10185,0.2119,0.13205
000000000000000000c3_0,0.03944,0.0808400000000001,0,0.52852,0.0573400000000001,0.24616,0.1262,0.04095,0.06475,0,0.34505,0.0497,0.20315,0.1231
0000000000000000014f_0,0.0706600000000001,0.11336,0,0.58124,0.10376,0.3492,0.1936,0.04075,0.07105,0,0.3954,0.0702,0.2341,0.1471
000000000000000001a8_0,0.0572600000000001,0.10754,0,0.0158600000000001,0.06346,0.01806,0.0159000000000001,0.0839,0.1062,0,0.01905,0.0828,0.00825,0.007
000000000000000000a0_0,0.0908000000000001,0.14944,0,0.443,0.1262,0.33064,0.17504,0.1149,0.1579,0,0.3355,0.1856,0.2779,0.2127
00000000000000000166_0,0.0439400000000001,0.10126,0,0.03156,0.05732,0.0439200000000001,0.0381000000000001,0.0906,0.1153,0,0.0321,0.0787,0.0369,0.0346
00000000000000000065_0,0.05776,0.0937600000000001,0,0.39664,0.0690000000000001,0.17412,0.09084,0.0579,0.08615,0,0.17575,0.06445,0.111,0.07245
0000000000000000012f_0,0.0678,0.0957600000000001,0,0.47528,0.0688,0.279,0.13664,0.0505,0.0687,0,0.327,0.0536,0.2251,0.1342
00000000000000000061_0,0.0712400000000001,0.1172,0,0.30748,0.13124,0.25378,0.17808,0.0515,0.06605,0,0.15995,0.06725,0.1527,0.0953
00000000000000000171_0,0.0498400000000001,0.09128,0,0.50668,0.0652400000000001,0.22416,0.09916,0.0293,0.0443,0,0.3018,0.0314,0.1352,0.0618
0000000000000000009f_0,0.0916400000000001,0.13196,0,0.33684,0.12344,0.2062,0.11688,0.0746,0.1006,0,0.0931,0.0997,0.0505,0.0357
00000000000000000138_0,0.14444,0.23556,0,0.56936,0.24844,0.53788,0.33628,0.0641,0.1102,0,0.3748,0.093,0.2814,0.1697
000000000000000000a8_0,0.0644400000000001,0.10536,0,0.21868,0.08012,0.1276,0.06088,0.0376,0.0645,0,0.0802,0.0377,0.0713,0.0398
000000000000000000f0_0,0.10046,0.13904,0,0.20014,0.14012,0.14658,0.0856000000000001,0.081,0.1079,0,0.116,0.0955,0.0614,0.0425
0000000000000000000f_0,0.01234,0.04324,0,0.0,0.0138200000000001,0.00644,0.0071,0.0599,0.0716,0,0.0147,0.0398,0.01,0.0073
000000000000000000e8_0,0.124,0.17648,0,0.30948,0.20328,0.34564,0.25492,0.0779,0.10565,0,0.2542,0.10365,0.1982,0.1267
00000000000000000076_0,0.0931000000000001,0.1539,0,0.0696800000000001,0.13992,0.02406,0.0140400000000001,0.08,0.1105,0,0.0333,0.0906,0.0179,0.0129
0000000000000000012d_0,0.0530200000000001,0.10492,0,0.02352,0.0820000000000001,0.0134,0.0095,0.04895,0.07725,0,0.01075,0.054,0.01065,0.0092
00000000000000000006_0,0.0344,0.06706,0,0.00288,0.01874,0.0056,0.00616,0.0748,0.0867,0,0.00975,0.03455,0.0089,0.0066
00000000000000000094_0,0.0412000000000001,0.0802000000000001,0,0.39712,0.05548,0.2324,0.10848,0.045,0.0813,0,0.3376,0.0605,0.2315,0.1185
00000000000000000186_0,0.0811000000000001,0.11804,0,0.3936,0.10786,0.26618,0.15222,0.07315,0.087,0,0.25075,0.07495,0.1834,0.11435
000000000000000000bb_0,0.13936,0.139,0,0.15884,0.13308,0.22324,0.19644,0.06155,0.0645,0,0.0848,0.07265,0.11215,0.111
0000000000000000011a_0,0.10958,0.1627,0,0.12826,0.1849,0.0411600000000001,0.0356800000000001,0.0812,0.1218,0,0.0403,0.1224,0.0144,0.0109
00000000000000000105_0,0.0947400000000001,0.12206,0,0.29142,0.11624,0.27196,0.20566,0.0753,0.0959,0,0.2364,0.082,0.2011,0.1588
000000000000000000af_0,0.0740400000000001,0.12606,0,0.0873400000000001,0.1062,0.04764,0.02884,0.0653,0.0899,0,0.0902,0.0679,0.0682,0.042
000000000000000000c8_0,0.0939200000000001,0.168,0,0.12948,0.1728,0.0138800000000001,0.00936,0.09,0.12885,0,0.0838,0.14395,0.0167,0.01245
00000000000000000106_0,0.12944,0.1842,0,0.38792,0.18516,0.27836,0.18988,0.0782,0.1044,0,0.2301,0.1052,0.1837,0.1316
000000000000000000bf_0,0.05888,0.11124,0,0.3802,0.0798800000000001,0.18548,0.0842800000000001,0.0651,0.0938,0,0.2593,0.089,0.188,0.1302
00000000000000000172_0,0.0445,0.0852000000000001,0,0.04514,0.05388,0.0430000000000001,0.0345800000000001,0.0705,0.0785,0,0.0175,0.0423,0.0173,0.0152
00000000000000000164_0,0.11696,0.18552,0,0.14996,0.2177,0.0159800000000001,0.0108200000000001,0.0986,0.1372,0,0.07835,0.1579,0.0124,0.00995
0000000000000000017f_0,0.05788,0.11896,0,0.50508,0.10208,0.2454,0.12848,0.0645,0.105,0,0.309,0.1076,0.2097,0.1278
00000000000000000178_0,0.0688800000000001,0.12344,0,0.0289200000000001,0.10252,0.01456,0.01024,0.0835,0.1089,0,0.0473,0.1008,0.0175,0.0135
000000000000000001a1_0,0.0569800000000001,0.10326,0,0.53866,0.0764000000000001,0.3411,0.16798,0.0619,0.0916,0,0.3675,0.0672,0.2704,0.1492
000000000000000001ad_0,0.0492400000000001,0.1028,0,0.41672,0.07812,0.22408,0.11796,0.0687,0.0858,0,0.25985,0.07105,0.16495,0.1099
0000000000000000006f_0,0.0130400000000001,0.06088,0,0.34096,0.0384,0.18336,0.0828,0.0466,0.0713,0,0.2904,0.0656,0.15525,0.0817
0000000000000000003b_0,0.04072,0.0928000000000001,0,0.17864,0.10624,0.093,0.0540000000000001,0.0591,0.0835,0,0.1523,0.0741,0.1099,0.0714
000000000000000000f1_0,0.10752,0.14768,0,0.36616,0.13732,0.28568,0.16472,0.0813,0.1033,0,0.2364,0.1035,0.1906,0.1268
00000000000000000162_0,0.0444600000000001,0.12136,0,0.01478,0.10054,0.0107200000000001,0.00972,0.0827,0.1102,0,0.0294,0.0806,0.01625,0.01245
0000000000000000019f_0,0.1656,0.19916,0,0.39936,0.22164,0.3668,0.281,0.0895,0.117,0,0.3073,0.12,0.2526,0.2164
00000000000000000165_0,0.10376,0.13474,0,0.11492,0.12914,0.04028,0.0248600000000001,0.087,0.123,0,0.0523,0.0933,0.015,0.0105
00000000000000000181_0,0.05648,0.13856,0,0.0028,0.10196,0.00638,0.00672,0.08575,0.1172,0,0.02625,0.0862,0.01205,0.00945
000000000000000001a7_0,0.0413200000000001,0.0967400000000001,0,0.0,0.0635800000000001,0.00974,0.01202,0.0898,0.1111,0,0.0332,0.0785,0.021,0.0199
0000000000000000007f_0,0.0612,0.0962400000000001,0,0.0214400000000001,0.0426000000000001,0.02372,0.02152,0.08595,0.0954,0,0.02315,0.05275,0.0244,0.02075
00000000000000000197_0,0.10464,0.1532,0,0.10976,0.1546,0.0319200000000001,0.0197600000000001,0.0917,0.1247,0,0.0803,0.1128,0.0349,0.0217
0000000000000000015d_0,0.0535400000000001,0.0836200000000001,0,0.10064,0.05594,0.0385000000000001,0.0286400000000001,0.0526,0.0647,0,0.0639,0.0396,0.0303,0.021
00000000000000000002_0,0.21388,0.34588,0,0.476,0.34468,0.35068,0.3144,0.0671,0.0936,0,0.2573,0.0755,0.1685,0.1242
0000000000000000004f_0,0.1023,0.15798,0,0.26858,0.1782,0.28894,0.22834,0.0938,0.12685,0,0.1833,0.1504,0.20325,0.1887
0000000000000000009c_0,0.1105,0.1568,0,0.30274,0.18156,0.28798,0.24288,0.0872,0.1077,0,0.2114,0.1214,0.2216,0.2178
000000000000000000a3_0,0.06472,0.0989400000000001,0,0.38542,0.0809800000000001,0.20402,0.11122,0.0796,0.0867,0,0.2727,0.081,0.1636,0.1153
00000000000000000100_0,0.0959600000000001,0.11256,0,0.04532,0.0797600000000001,0.02084,0.01392,0.0672,0.0894,0,0.0218,0.0525,0.0141,0.0118
00000000000000000158_0,0.0904,0.14676,0,0.51204,0.12952,0.35736,0.22236,0.0882,0.1152,0,0.3104,0.12,0.2476,0.1957
00000000000000000187_0,0.0850400000000001,0.13892,0,0.35084,0.14116,0.2796,0.18564,0.1094,0.1322,0,0.2366,0.1345,0.2024,0.1629
000000000000000000c7_0,0.0725200000000001,0.1137,0,0.10972,0.0928400000000001,0.1068,0.06484,0.08665,0.09845,0,0.03905,0.0709,0.01555,0.0131
00000000000000000104_0,0.0472600000000001,0.08246,0,0.02548,0.0580000000000001,0.0237800000000001,0.01978,0.08505,0.10565,0,0.0799,0.0891,0.07505,0.0687
0000000000000000018e_0,0.0558400000000001,0.09816,0,0.0850400000000001,0.0716800000000001,0.0839200000000001,0.0651600000000001,0.0701,0.0913,0,0.0234,0.0596,0.015,0.0134
00000000000000000077_0,0.0910200000000001,0.1289,0,0.16462,0.122,0.15054,0.11522,0.1097,0.1239,0,0.1423,0.1164,0.1061,0.086
0000000000000000007b_0,0.0518,0.09662,0,0.034,0.0811,0.02446,0.0213,0.1131,0.1373,0,0.0921,0.1197,0.0899,0.08115
000000000000000001ab_0,0.16946,0.20312,0,0.23422,0.21268,0.25446,0.21504,0.1275,0.1427,0,0.1626,0.1477,0.1818,0.1616
00000000000000000016_0,0.11154,0.1457,0,0.36234,0.15006,0.31256,0.20028,0.14395,0.17,0,0.2466,0.18135,0.26665,0.1968
00000000000000000101_0,0.0760000000000001,0.11048,0,0.11888,0.0966000000000001,0.0784400000000001,0.0580000000000001,0.0854,0.1028,0,0.1198,0.0889,0.0839,0.0623
000000000000000000ef_0,0.14184,0.182,1,0.35312,0.19308,0.26108,0.16516,0.0904,0.1226,1,0.2415,0.1249,0.2101,0.1484
0000000000000000010c_0,0.0245000000000001,0.0699200000000001,1,0.4576,0.04124,0.14192,0.0568600000000001,0.0193,0.0449,1,0.3084,0.0236,0.0937,0.0404
0000000000000000016d_0,0.10748,0.1716,1,0.26468,0.17748,0.18248,0.1398,0.12125,0.1465,1,0.19105,0.14555,0.14755,0.1102
000000000000000001c0_0,0.044,0.07608,1,0.3922,0.0532400000000001,0.1396,0.0535200000000001,0.0354,0.056,1,0.2804,0.0358,0.0994,0.0438
000000000000000001c1_0,0.05888,0.0886400000000001,1,0.289,0.0753200000000001,0.12836,0.0724000000000001,0.02335,0.0407,1,0.21965,0.02575,0.08995,0.0427
000000000000000001c2_0,0.11438,0.15986,1,0.20742,0.17148,0.14764,0.0814000000000001,0.089,0.1115,1,0.1037,0.1114,0.0702,0.0378
000000000000000001c3_0,0.11748,0.16832,1,0.2585,0.18646,0.1741,0.0956400000000001,0.0759,0.1059,1,0.10575,0.1006,0.0926,0.06705
000000000000000001c6_0,0.0393600000000001,0.07296,1,0.28084,0.05076,0.11932,0.04972,0.0589,0.0872,1,0.21865,0.0667,0.1064,0.06445
000000000000000001c8_0,0.1022,0.136,1,0.2984,0.12692,0.20456,0.11068,0.0511,0.0683,1,0.1163,0.0461,0.0487,0.0326
000000000000000001c9_0,0.0584400000000001,0.1103,1,0.12058,0.11714,0.0320800000000001,0.0182000000000001,0.094,0.13015,1,0.1187,0.14525,0.04575,0.03335
000000000000000001ca_0,0.07024,0.10948,1,0.34852,0.0906000000000001,0.15788,0.0657200000000001,0.0395,0.0639,1,0.221,0.042,0.0932,0.0436
000000000000000001cc_0,0.0628800000000001,0.1,1,0.3332,0.0850000000000001,0.16932,0.0883600000000001,0.05745,0.07415,1,0.2603,0.0624,0.131,0.06985
000000000000000001cd_0,0.0476,0.0948000000000001,1,0.40932,0.0598000000000001,0.1368,0.0442400000000001,0.0361,0.0636,1,0.3047,0.0359,0.0925,0.0353
000000000000000001ce_0,0.05022,0.08268,1,0.37108,0.05868,0.1468,0.05952,0.03795,0.05895,1,0.26115,0.03565,0.105,0.04495
000000000000000001cf_0,0.0835600000000001,0.11694,1,0.2996,0.11588,0.19896,0.11704,0.064,0.0869,1,0.2106,0.0882,0.1501,0.0966
000000000000000001d0_0,0.05388,0.08756,1,0.2708,0.0649600000000001,0.125,0.0580000000000001,0.0564,0.0747,1,0.22,0.0494,0.09955,0.052
000000000000000001d2_0,0.0404800000000001,0.0830000000000001,1,0.5688,0.04716,0.18916,0.08828,0.0218,0.0532,1,0.4504,0.0211,0.1645,0.0735
000000000000000001d3_0,0.0800000000000001,0.15664,1,0.51664,0.126,0.25296,0.17556,0.02355,0.04855,1,0.4338,0.02035,0.12735,0.05
000000000000000001d4_0,0.10724,0.14116,1,0.32488,0.13196,0.19084,0.0922000000000001,0.0682,0.08615,1,0.17685,0.0654,0.07105,0.03495
000000000000000001d5_0,0.0314000000000001,0.06998,1,0.42064,0.0425400000000001,0.10754,0.03998,0.03595,0.05985,1,0.2864,0.0344,0.101,0.03885
000000000000000001d6_0,0.0980800000000001,0.14084,1,0.30716,0.12712,0.2118,0.10524,0.05895,0.0764,1,0.1504,0.0531,0.0458,0.02205
000000000000000001d9_0,0.0752,0.11376,1,0.16896,0.1076,0.09916,0.05916,0.0676,0.0932,1,0.0708,0.08235,0.03995,0.02915
000000000000000001e4_0,0.09396,0.13196,1,0.3752,0.12336,0.24248,0.15776,0.0831,0.111,1,0.2571,0.1073,0.1796,0.1386
000000000000000001e8_0,0.03018,0.0587800000000001,1,0.36444,0.03894,0.1272,0.0510400000000001,0.03035,0.04395,1,0.2688,0.0257,0.09155,0.0387
000000000000000001e9_0,0.1034,0.14796,1,0.21348,0.1324,0.1448,0.07636,0.07225,0.10235,1,0.2399,0.09455,0.16665,0.1054
000000000000000001ef_0,0.03186,0.08074,1,0.50852,0.0517,0.15378,0.0557000000000001,0.0434,0.0669,1,0.337,0.0407,0.0996,0.0416
000000000000000001f2_0,0.03182,0.0727200000000001,1,0.4463,0.0481200000000001,0.12922,0.05766,0.0224,0.0486,1,0.3212,0.0216,0.0918,0.0353
000000000000000001f3_0,0.07536,0.0989400000000001,1,0.14922,0.0961200000000001,0.11372,0.0609400000000001,0.0678,0.0944,1,0.08595,0.0791,0.039,0.02085
000000000000000001f8_0,0.0889200000000001,0.129,1,0.2768,0.11404,0.15784,0.0864800000000001,0.0749,0.1008,1,0.193,0.0938,0.1068,0.0667
000000000000000001f9_0,0.04446,0.0892800000000001,1,0.43934,0.06412,0.15328,0.0711600000000001,0.0127,0.0376,1,0.2592,0.0161,0.0615,0.0237
000000000000000001fa_0,0.0398000000000001,0.07468,1,0.3818,0.05776,0.15536,0.07364,0.0541,0.07055,1,0.2247,0.0512,0.1124,0.06095
000000000000000001fb_0,0.0738800000000001,0.1134,1,0.31792,0.09612,0.16036,0.07268,0.0445,0.0613,1,0.2032,0.0394,0.0675,0.0303
000000000000000001fc_0,0.0334,0.07096,1,0.44308,0.0370400000000001,0.193,0.0778800000000001,0.0347,0.0636,1,0.2976,0.0409,0.1331,0.0742
000000000000000001fe_0,0.06472,0.0991800000000001,1,0.2073,0.08974,0.0784000000000001,0.03776,0.0545,0.0822,1,0.11,0.0795,0.0439,0.0211
00000000000000000202_0,0.04004,0.0741600000000001,1,0.30716,0.0571200000000001,0.1226,0.0686000000000001,0.0267,0.0437,1,0.2514,0.0253,0.08425,0.03945
00000000000000000205_0,0.03128,0.06304,1,0.35588,0.047,0.08996,0.0389200000000001,0.0369,0.0516,1,0.2743,0.0319,0.0724,0.0331
0000000000000000020a_0,0.0842800000000001,0.1242,1,0.273,0.11776,0.17544,0.0922000000000001,0.07325,0.09755,1,0.13975,0.07875,0.0711,0.0398
0000000000000000020b_0,0.0386,0.09184,1,0.43588,0.0541200000000001,0.14328,0.051,0.0327,0.0499,1,0.3386,0.0323,0.0902,0.0356
0000000000000000020c_0,0.13788,0.19336,1,0.47632,0.21168,0.44628,0.29292,0.10845,0.15155,1,0.31465,0.1716,0.2431,0.1943
0000000000000000020d_0,0.08064,0.12518,1,0.3944,0.10806,0.2301,0.12476,0.062,0.0879,1,0.1929,0.0691,0.126,0.0931
00000000000000000215_0,0.0634200000000001,0.11594,1,0.15226,0.10744,0.12342,0.0808400000000001,0.1013,0.1313,1,0.2821,0.1284,0.2153,0.1512
00000000000000000217_0,0.0281,0.0588000000000001,1,0.41266,0.0359400000000001,0.12532,0.04736,0.0319,0.0459,1,0.2871,0.0276,0.0924,0.04
00000000000000000218_0,0.0452,0.0827600000000001,1,0.48032,0.0520400000000001,0.13744,0.0488,0.03585,0.06195,1,0.35315,0.0345,0.11475,0.04475
00000000000000000219_0,0.0562,0.0873200000000001,1,0.37748,0.0847200000000001,0.22376,0.11788,0.0354,0.0506,1,0.2342,0.0492,0.1574,0.0954
000000000000000001eb_0,0.04016,0.0798400000000001,1,0.30952,0.0688,0.14412,0.0625200000000001,0.0507,0.0742,1,0.205,0.0575,0.0909,0.0469
000000000000000000d9_0,0.04556,0.0760000000000001,1,0.24872,0.0560800000000001,0.08568,0.037,0.0463,0.0673,1,0.1462,0.046,0.0459,0.0275
00000000000000000200_0,0.0357800000000001,0.07542,1,0.36352,0.0528,0.0921,0.03502,0.0465,0.0707,1,0.19625,0.05135,0.0607,0.02355
000000000000000001c5_0,0.0410000000000001,0.06396,1,0.26416,0.0532600000000001,0.11272,0.06074,0.0263,0.0401,1,0.2189,0.0255,0.0756,0.0399
