system:index,landcover,19-1_swir1,19-2_swir1,20-1_swir1,20-2_swir1,21-1_swir1,21-2_swir1,22-1_swir1,22-2_swir1,23-1_swir1,23-2_swir1
0000000000000000047f_0,0,0.175,0.1639,0.1830999999999999,0.16695,0.1743499999999999,0.195,0.17715,0.1884,0.2411,0.2551
000000000000000008c6_0,0,0.2708,0.2216,0.19445,0.20925,0.1954,0.21315,0.1909,0.1947,0.19285,0.1913
000000000000000002d4_0,0,0.01105,0.011,0.0095,0.0198,0.0084,0.0063,0.0125,0.0179,0.0143,0.0076
00000000000000000121_0,0,0.09695,0.0978,0.09375,0.09735,0.1122,0.1088,0.11935,0.1,0.1554,0.1003
000000000000000008a3_0,0,0.02695,0.0173,0.0204,0.0172,0.0161,0.0152,0.0298,0.01455,0.012,0.0132
0000000000000000026c_0,0,0.0382,0.023,0.0255,0.0297,0.0356,0.0368,0.0168,0.03605,0.0307,0.0303
00000000000000000541_0,0,0.07685,0.07165,0.089,0.0793,0.1198,0.0686,0.07615,0.07125,0.102,0.0608
000000000000000005dd_0,0,0.1359,0.1191,0.1567,0.1422,0.16875,0.1763,0.1593,0.1362,0.1497,0.1459
0000000000000000032d_0,0,0.0388,0.0092,0.0061,0.0124,0.00595,0.0116,0.01055,0.02595,0.0154,0.0088
000000000000000005ce_0,0,0.3233,0.28195,0.33085,0.246,0.38575,0.4565,0.48235,0.3728,0.4127,0.3219
0000000000000000063b_0,0,0.0216,0.0106,0.0121,0.0094,0.02,0.0144,0.0139,0.0203,0.04035,0.01725
000000000000000004e3_0,0,0.3024,0.2612,0.28415,0.25885,0.2799,0.3095,0.33145,0.30535,0.31305,0.31445
00000000000000000890_0,0,0.05,0.0127,0.0208,0.0281,0.0116,0.02295,0.0384,0.03755,0.0337,0.0185
00000000000000000606_0,0,0.0332,0.00935,0.007,0.0173,0.0068,0.0062,0.0145,0.0128,0.0282,0.0069
000000000000000008de_0,0,0.01865,0.0079,0.01015,0.00695,0.0071,0.00795,0.0069,0.00685,0.0107,0.0038
0000000000000000062d_0,0,0.28915,0.24245,0.23695,0.2677,0.251,0.29235,0.26375,0.3072,0.2669,0.28425
000000000000000005cf_0,0,0.13685,0.13255,0.16785,0.1834,0.1433,0.1573,0.1635,0.175,0.19365,0.16005
000000000000000005c9_0,0,0.0758,0.07035,0.1231,0.0347,0.1103,0.0521,0.0786,0.0454,0.0963,0.1078
0000000000000000098d_0,0,0.2033,0.22365,0.1942,0.2011,0.2259,0.2097,0.2409,0.22955,0.2129,0.2027
00000000000000000512_0,0,0.1034,0.0682,0.0967,0.06795,0.11815,0.0783,0.1013,0.0769,0.0921,0.0796
000000000000000008be_0,0,0.03255,0.0114,0.0118,0.024,0.0214,0.00935,0.0132,0.0332999999999999,0.0179,0.0118
0000000000000000019f_0,0,0.2747,0.23955,0.2311,0.2257,0.2598,0.2287,0.24145,0.2275,0.2402,0.2112
0000000000000000061a_0,0,0.3006,0.22435,0.3073,0.3138,0.2882,0.29825,0.3169,0.3132,0.3099,0.2892
00000000000000000646_0,0,0.08095,0.0678,0.0703,0.077,0.21365,0.1007,0.1134,0.0653499999999999,0.21795,0.0589
00000000000000000647_0,0,0.23835,0.22315,0.2161,0.2388,0.2158,0.24245,0.21185,0.25655,0.2313,0.23155
000000000000000001be_0,0,0.3652,0.2239,0.37305,0.255,0.35005,0.22255,0.33945,0.1963,0.3915,0.2069
00000000000000000a1c_0,0,0.0138,0.0113,0.01595,0.008,0.0126,0.0109,0.01175,0.0158,0.06865,0.0147
000000000000000001ea_0,0,0.061,0.02025,0.0082,0.0127,0.0098,0.02205,0.0557,0.02875,0.0545,0.0091
00000000000000000450_0,0,0.03185,0.0138,0.0208,0.0109,0.0146,0.0151,0.0278,0.0133,0.0953,0.0139
000000000000000001a0_0,0,0.2861,0.2541,0.2933,0.2435,0.2836,0.2418,0.3136,0.23655,0.2821,0.23055
000000000000000001e6_0,0,0.1083,0.0975,0.1031,0.09105,0.1209,0.1004,0.09605,0.0819,0.0922,0.0886
00000000000000000678_0,0,0.0456,0.0177,0.0081,0.0113,0.0116,0.01865,0.06105,0.0294,0.0593,0.008
000000000000000001ad_0,0,0.0245,0.01095,0.00975,0.0128499999999999,0.02475,0.0168,0.0185,0.03875,0.0201,0.008
00000000000000000660_0,0,0.0741,0.05638,0.0531,0.1047,0.0534,0.1433,0.05665,0.096625,0.0524,0.11855
000000000000000005d4_0,0,0.0235,0.0109,0.0156,0.0172,0.024,0.0186,0.01715,0.0233,0.0221,0.0117
000000000000000005f5_0,0,0.243,0.2297,0.2925,0.2552,0.2791,0.21325,0.2792,0.2181,0.2895,0.2585
000000000000000002b4_0,0,0.0375,0.01065,0.0073,0.0094,0.0071,0.0092,0.0135,0.01225,0.0187,0.0061
0000000000000000064e_0,0,0.0178,0.0094,0.0117,0.0108,0.0288,0.0208,0.03245,0.0166499999999999,0.0185,0.0176
000000000000000006f2_0,0,0.293,0.2529,0.26525,0.27095,0.2419,0.2317,0.2195,0.1917,0.2192,0.2494
000000000000000002e3_0,0,0.01145,0.0096,0.0067,0.01475,0.0057,0.0108,0.019,0.01335,0.0182,0.0057
00000000000000000638_0,0,0.0373,0.01575,0.0102,0.0097,0.00925,0.02125,0.0563,0.03835,0.1045,0.0112
0000000000000000063f_0,0,0.08455,0.0963,0.0585,0.0756,0.1126,0.0785,0.0759,0.0642,0.0672,0.1171
000000000000000008b7_0,0,0.0914,0.05185,0.2449,0.0595,0.0938,0.04525,0.0555,0.0452,0.2048,0.2482
000000000000000005fc_0,0,0.2048,0.185,0.1765499999999999,0.2167,0.2245,0.217,0.08245,0.2164,0.1922,0.27185
00000000000000000135_0,0,0.1618,0.1618,0.3336,0.2127,0.1906,0.1623,0.16995,0.1579,0.1849,0.1859
000000000000000002d6_0,0,0.0451,0.0141,0.0048,0.0256999999999999,0.00695,0.02335,0.0256,0.0147,0.0471,0.008
000000000000000005ef_0,0,0.0204,0.0103,0.014,0.0084,0.025,0.0078,0.01605,0.0172,0.01905,0.0111
0000000000000000098e_0,0,0.1129999999999999,0.0637,0.06525,0.0682,0.0714,0.0492,0.1417,0.1338,0.13595,0.1348
0000000000000000098f_0,0,0.1128,0.0178,0.0744,0.0167,0.0077,0.02265,0.00925,0.0089,0.00695,0.0608
00000000000000000990_0,0,0.06755,0.0706,0.0764,0.0566,0.0648499999999999,0.058,0.05885,0.0593,0.0579,0.0374
00000000000000000991_0,0,0.1467,0.1723,0.1379,0.1837,0.193,0.1504,0.1735,0.18305,0.18995,0.18125
00000000000000000292_0,0,0.13325,0.1453,0.141,0.14185,0.1581,0.11915,0.1345,0.1032,0.1347,0.1654
00000000000000000222_0,0,0.3637,0.1587,0.2798,0.201,0.2959,0.1884,0.0726,0.2535,0.2818,0.4092
000000000000000002ce_0,0,0.0057,0.01135,0.0059,0.0153,0.0056,0.0082,0.0187,0.0148,0.0179,0.0075
000000000000000002cf_0,0,0.0392,0.0145,0.0237,0.0215,0.0524,0.01065,0.0568,0.0195,0.078,0.0231
0000000000000000092a_0,0,0.0352,0.04935,0.0261,0.0462,0.2092,0.1083,0.1985,0.14505,0.14675,0.15495
00000000000000000674_0,0,0.0224,0.0126,0.0101,0.0191,0.0402,0.01385,0.01185,0.0239,0.0196,0.0081
00000000000000000850_0,0,0.0185,0.0131,0.09735,0.0097,0.0143,0.0113,0.0797,0.0114,0.0238,0.0088
0000000000000000056e_0,0,0.26705,0.2371,0.2496,0.2529,0.2274,0.23085,0.28865,0.24735,0.3147,0.2184
00000000000000000053_0,0,0.1901,0.1833,0.19175,0.1714,0.1678,0.1753,0.1881,0.1527,0.1736,0.18015
000000000000000001d2_0,0,0.42145,0.18055,0.3845,0.2108,0.1905,0.1635,0.1831,0.15825,0.2139,0.1773
0000000000000000089e_0,0,0.0155,0.0466,0.0249,0.0138,0.0180999999999999,0.0293,0.0278,0.0815,0.0385,0.0314
0000000000000000027b_0,0,0.08725,0.0888,0.0969,0.0783,0.0873,0.0596,0.0501,0.0529,0.0262,0.0629
00000000000000000993_0,0,0.0087,0.0115,0.026,0.0173,0.0121,0.014,0.0254,0.0193,0.01735,0.0489
00000000000000000a4f_0,0,0.2187,0.21105,0.22885,0.2223,0.2572,0.1959,0.2044,0.178,0.1912,0.1928
000000000000000001a6_0,0,0.18945,0.17905,0.1987,0.1902,0.1785,0.12115,0.1765,0.16935,0.1729,0.15775
00000000000000000501_0,0,0.1098,0.0745,0.1314,0.095,0.1048,0.1091,0.1295,0.1029,0.15345,0.1084
00000000000000000619_0,0,0.01515,0.0101,0.012,0.01755,0.0179,0.0152,0.025,0.0229,0.009,0.01625
0000000000000000011d_0,0,0.20805,0.19955,0.22775,0.2277,0.2079,0.20075,0.21105,0.2121,0.2329,0.2132
00000000000000000657_0,0,0.0788,0.03025,0.0362,0.0418,0.0665999999999999,0.0313,0.04655,0.0427,0.0825,0.0256
0000000000000000020e_0,0,0.0568,0.0888,0.0793,0.0906,0.1592,0.05765,0.04485,0.0406,0.0847,0.03585
00000000000000000611_0,0,0.0305,0.0111,0.017,0.02935,0.0189,0.01205,0.02575,0.0389,0.0235,0.0092
000000000000000005bb_0,0,0.26095,0.2759,0.3375,0.2993,0.3485,0.2938,0.38725,0.3206,0.3652,0.1865
00000000000000000a22_0,0,0.01725,0.0087,0.0148,0.0112,0.0218,0.0085,0.02365,0.01255,0.01545,0.0158
00000000000000000994_0,0,0.0043,0.0174,0.0066,0.0124,0.0093,0.0081,0.0093,0.01235,0.00885,0.00905
00000000000000000995_0,0,0.2682,0.1972,0.2935,0.2097,0.2103,0.2429,0.1347,0.2003,0.2456,0.2169
000000000000000001de_0,0,0.0183,0.00775,0.02425,0.0063,0.0293,0.0181,0.012,0.0198,0.0276,0.011
00000000000000000303_0,0,0.043,0.014,0.0055,0.0295,0.009,0.01045,0.0271,0.0224,0.0486,0.0062
000000000000000004cb_0,0,0.0844,0.05905,0.08765,0.07445,0.0826,0.07925,0.11405,0.0844,0.1174,0.2074
0000000000000000067f_0,0,0.02725,0.0175,0.01115,0.0138,0.0272,0.0067,0.02315,0.03035,0.02125,0.00915
000000000000000002fc_0,0,0.0575,0.0705,0.0668,0.1104,0.0803,0.1153,0.126,0.1159,0.1106,0.1144
00000000000000000634_0,0,0.1271,0.06065,0.1072,0.0338,0.1291,0.0271,0.0377,0.05095,0.0894,0.023
000000000000000001d7_0,0,0.066,0.07255,0.0959,0.0755,0.11235,0.0902,0.0698,0.0669666666666666,0.07545,0.058
00000000000000000307_0,0,0.0538,0.022,0.0128,0.0441,0.00685,0.0115,0.0253,0.0134,0.0426,0.0094
00000000000000000360_0,0,0.3306,0.29725,0.35195,0.3641,0.3923,0.3681,0.4354,0.35955,0.4939,0.4111999999999999
0000000000000000087e_0,0,0.2067,0.2129,0.21125,0.2015,0.20865,0.20335,0.21075,0.1872,0.1933,0.19795
00000000000000000997_0,0,0.01635,0.0148,0.01545,0.0175,0.1615,0.17375,0.2024,0.1567,0.17915,0.2216
00000000000000000998_0,0,0.3234,0.2831,0.352,0.2704,0.2882,0.2261,0.2265,0.1908,0.25075,0.1601
00000000000000000996_0,0,0.26485,0.2858,0.2801,0.2731,0.2643,0.2832,0.3083,0.2901,0.2883,0.2942
00000000000000000194_0,0,0.1469,0.07085,0.1265,0.03795,0.10065,0.0806,0.1315,0.025,0.09945,0.12305
000000000000000001b6_0,0,0.02795,0.01205,0.0103,0.00705,0.0217,0.0139,0.0125,0.0232,0.0292,0.0112
000000000000000002f0_0,0,0.0665,0.0091,0.0079,0.0156,0.0063,0.00965,0.0141,0.0177,0.0247,0.0059
00000000000000000741_0,0,0.2606,0.2953,0.3049,0.3773,0.3446,0.3264,0.3368,0.3067,0.3452,0.3437
00000000000000000615_0,0,0.0198,0.0077,0.00995,0.00645,0.0071,0.0076,0.00645,0.0078,0.0193,0.0038
00000000000000000632_0,0,0.1474,0.1138,0.15095,0.1117,0.1585,0.1213,0.1281,0.11695,0.1544,0.0894
000000000000000002f7_0,0,0.0489,0.01135,0.0068,0.0118,0.0075,0.00685,0.013,0.0163,0.0206,0.0056
000000000000000006d5_0,0,0.3166,0.25065,0.2124,0.2363,0.2133,0.2524,0.2428,0.2632,0.2781,0.2294
00000000000000000999_0,0,0.1616,0.1781,0.168,0.16495,0.1633,0.1814,0.1587,0.1813,0.16215,0.1953
0000000000000000099a_0,0,0.02735,0.037,0.0449,0.0299,0.01605,0.01385,0.01495,0.00935,0.0159,0.0052
0000000000000000093c_0,0,0.01,0.0116,0.01765,0.01345,0.0092,0.0121,0.0157,0.0103,0.01,0.0126
000000000000000008ad_0,0,0.2573,0.19675,0.2069,0.18575,0.1896,0.2033,0.209,0.1834,0.20235,0.1644
00000000000000000152_0,0,0.2506,0.2027,0.23725,0.1849,0.236,0.2244,0.30525,0.2045,0.24285,0.1726
00000000000000000612_0,0,0.1624,0.1578,0.1827,0.1458,0.17335,0.1617,0.18145,0.1702,0.1784,0.1474
00000000000000000641_0,0,0.0241,0.00675,0.03485,0.0205,0.02215,0.0109,0.0274,0.0284,0.0261,0.01585
000000000000000008b5_0,0,0.17015,0.1529,0.1969,0.14445,0.1616,0.16205,0.18395,0.15275,0.1397,0.1239
00000000000000000209_0,0,0.4242,0.38125,0.3944,0.339,0.3813499999999999,0.44345,0.3612,0.3302,0.3491,0.2874
000000000000000002f2_0,0,0.01025,0.0174,0.023,0.0176,0.0146,0.0178,0.0142,0.0177,0.0209,0.0272
000000000000000004ac_0,0,0.102,0.1051,0.1083,0.0839,0.09295,0.099,0.12205,0.10835,0.1657,0.0798
000000000000000008d0_0,0,0.0322,0.01385,0.0171,0.0157,0.0079,0.0138,0.0225,0.01095,0.0149,0.0132
00000000000000000666_0,0,0.28305,0.2549,0.2477,0.2165,0.2619,0.21985,0.24665,0.20675,0.2325,0.2655
000000000000000008ac_0,0,0.02855,0.02005,0.015,0.01385,0.0124,0.0097,0.04,0.016,0.01275,0.0125
00000000000000000290_0,0,0.2426,0.1931,0.2772,0.2331,0.2344,0.18175,0.2481,0.2183,0.2571,0.18535
0000000000000000065e_0,0,0.01445,0.011,0.01115,0.00835,0.0273,0.0163,0.01885,0.02315,0.0475,0.01525
0000000000000000018a_0,0,0.1698,0.146,0.1673,0.1544,0.1899,0.1341,0.17005,0.2363,0.2047,0.18875
000000000000000002a8_0,0,0.2366,0.2293,0.19335,0.232,0.13145,0.1319,0.22795,0.2154999999999999,0.2256,0.0725
00000000000000000195_0,0,0.0168,0.0084,0.0118,0.0082,0.01875,0.0091,0.02495,0.01695,0.01835,0.0096
00000000000000000208_0,0,0.03345,0.0132,0.0233,0.0118,0.0154,0.0117,0.0206,0.0261,0.0154,0.00665
00000000000000000232_0,0,0.0723,0.08855,0.06825,0.03815,0.1112,0.0498,0.089,0.0844,0.11345,0.0412
0000000000000000099b_0,0,0.02795,0.0326,0.0315,0.0394,0.0299,0.02445,0.0266,0.0246,0.0283,0.0232
0000000000000000089f_0,0,0.0478,0.056,0.0684,0.0424,0.0381,0.052,0.0533,0.04545,0.0395,0.0301
0000000000000000066b_0,0,0.29335,0.2051,0.2787,0.29575,0.27605,0.24095,0.2701,0.2803,0.25525,0.2461
00000000000000000260_0,0,0.12645,0.0973,0.0925,0.1341,0.1102,0.0874,0.12525,0.1231,0.12305,0.0295
000000000000000001e9_0,0,0.0286,0.0194,0.0099,0.0139,0.0174,0.0166,0.0266,0.0296,0.02435,0.00875
000000000000000008f3_0,0,0.238,0.2085,0.23025,0.20935,0.2213,0.195,0.2294,0.2125,0.262,0.2165
000000000000000002d1_0,0,0.3594,0.1827,0.3118,0.46915,0.3604,0.2374,0.34265,0.332,0.3378,0.2584
000000000000000004be_0,0,0.0475,0.0343,0.1430999999999999,0.0287,0.04665,0.0305,0.1941,0.1926,0.1461,0.1374
00000000000000000565_0,0,0.1947,0.16095,0.1657,0.1717,0.1876,0.1373,0.2037,0.20145,0.2245,0.173
0000000000000000023b_0,0,0.2736,0.1386,0.2735,0.3141,0.3069,0.166,0.2508,0.234,0.2803,0.17055
000000000000000005a7_0,0,0.03735,0.0265,0.0986,0.0236,0.0423,0.014,0.09,0.0427,0.0639,0.02085
000000000000000001cf_0,0,0.2837,0.26715,0.2863,0.23805,0.25535,0.2462,0.2942,0.2349,0.2682,0.2296
00000000000000000221_0,0,0.0198,0.01185,0.01425,0.0161,0.0246,0.0111,0.02315,0.0381,0.0406,0.01915
00000000000000000a53_0,0,0.13135,0.2412,0.3734,0.1955,0.3411,0.2416,0.1686,0.1551,0.1995,0.1891
00000000000000000229_0,0,0.0587,0.0484,0.0152,0.0212,0.04495,0.03035,0.0302,0.0653,0.102,0.07965
0000000000000000062c_0,0,0.0203,0.0075,0.01155,0.0055,0.0144,0.0091,0.0068,0.009,0.0267,0.0044
000000000000000000de_0,0,0.051,0.0398,0.07815,0.04275,0.05895,0.10375,0.0457,0.0399,0.07645,0.0381
0000000000000000099c_0,0,0.1956999999999999,0.1184,0.25365,0.15525,0.1177,0.19085,0.1485,0.1153,0.1543,0.2844
0000000000000000019c_0,0,0.0959,0.0887,0.077,0.102,0.0884,0.0877,0.0879,0.1058,0.10715,0.1169
00000000000000000325_0,0,0.1582,0.15825,0.1617,0.1717,0.16145,0.1614,0.1708,0.1741,0.1273,0.1281
00000000000000000250_0,0,0.21985,0.2047,0.2145,0.2111,0.2202,0.23205,0.28725,0.2617,0.2729,0.2154999999999999
00000000000000000291_0,0,0.2868,0.2286,0.3187,0.30545,0.3252,0.22365,0.3061,0.2543499999999999,0.2283,0.3302
000000000000000005e2_0,0,0.0302,0.01195,0.0227,0.0096,0.00945,0.0068,0.0295,0.0201,0.0173,0.0049
00000000000000000319_0,0,0.03785,0.00975,0.0052,0.0172,0.006,0.0085,0.0167,0.0107,0.0217,0.0073
0000000000000000099d_0,0,0.123,0.10235,0.1358,0.1099,0.12745,0.0652,0.1203,0.06385,0.0956,0.0777
0000000000000000099e_0,0,0.1723,0.164,0.1873,0.1906,0.1723,0.13865,0.14465,0.15025,0.13915,0.1709
0000000000000000099f_0,0,0.0223,0.0189,0.0154,0.01625,0.0131,0.0112,0.0296,0.01235,0.0163,0.0136
00000000000000000a20_0,0,0.0167,0.0097,0.0204,0.0105,0.0235,0.0129,0.02225,0.01555,0.0178,0.008
000000000000000002e2_0,0,0.0985,0.0272,0.0256,0.06095,0.0746,0.0452,0.0615,0.0325,0.0832,0.0958
000000000000000004ae_0,0,0.0297,0.0236,0.0266,0.0201,0.0324,0.02435,0.07325,0.0214,0.05465,0.0189
000000000000000009a0_0,0,0.25455,0.2521,0.19575,0.2526,0.2457,0.2384,0.2518,0.2389,0.2297,0.24975
00000000000000000a2d_0,0,0.0451,0.0195,0.0296,0.0228,0.0528,0.0272,0.02335,0.0412,0.0229,0.0474
000000000000000001d4_0,0,0.19455,0.2254,0.26085,0.2447,0.2577,0.2494,0.2901,0.22915,0.2946,0.2385
000000000000000001c0_0,0,0.03295,0.0135,0.0183,0.02005,0.03045,0.01265,0.01845,0.023,0.0238,0.0136
000000000000000008d8_0,0,0.26035,0.22245,0.2536,0.2469,0.2278,0.19025,0.2207,0.20265,0.2707,0.2083
000000000000000000cb_0,0,0.2103,0.0308166666666666,0.05745,0.0285,0.0452,0.1934,0.0456,0.046,0.06225,0.04255
00000000000000000269_0,0,0.0574,0.04525,0.053,0.05605,0.0507,0.04785,0.0443,0.0542,0.0739,0.0551
000000000000000002df_0,0,0.04475,0.01035,0.0084,0.0145,0.0066,0.0076,0.0147,0.01335,0.0246,0.0063
00000000000000000842_0,0,0.1651,0.2379,0.26485,0.29785,0.33965,0.1641,0.25115,0.23535,0.29175,0.2872
0000000000000000067a_0,0,0.0239,0.0136,0.01405,0.0182,0.0226,0.0291,0.03875,0.026,0.0224,0.0095
00000000000000000596_0,0,0.0369,0.0314,0.04335,0.0373,0.03985,0.04095,0.04855,0.0527,0.0491,0.0378
000000000000000005f6_0,0,0.22935,0.2529,0.2414,0.2559,0.2649,0.2445,0.21815,0.246,0.2225,0.25665
000000000000000000ae_0,0,0.2444,0.2273,0.2724,0.2133,0.2307,0.2328,0.2475,0.2515,0.2669,0.2558
00000000000000000449_0,0,0.1815,0.16335,0.19685,0.1489,0.147,0.1454,0.167,0.1545,0.1613,0.1535
000000000000000006b8_0,0,0.0176,0.0117,0.0175,0.0361,0.01905,0.0251,0.0522,0.0082,0.01555,0.0164
00000000000000000197_0,0,0.2792,0.2561,0.2824,0.1858,0.2607,0.2324,0.28935,0.2121,0.2772,0.3314
00000000000000000171_0,0,0.0487,0.03375,0.0705,0.0366,0.0388,0.0302,0.02595,0.0274,0.10455,0.0467
000000000000000001a2_0,0,0.0149,0.0118,0.00955,0.00655,0.0205,0.01345,0.0296,0.0155,0.0261,0.0109
0000000000000000056c_0,0,0.1808,0.142075,0.1483,0.11545,0.1414,0.11855,0.1691,0.1479,0.1486,0.12855
00000000000000000185_0,0,0.2521,0.21715,0.23535,0.2029,0.20815,0.2248,0.2344,0.2244,0.2285,0.2209
000000000000000006a5_0,0,0.0354,0.01445,0.0109,0.0213,0.0271,0.01085,0.02615,0.02735,0.0177,0.0386
000000000000000006e7_0,0,0.2448,0.22705,0.2507,0.2797,0.24395,0.2589,0.2435999999999999,0.2688,0.2511,0.2354
000000000000000006f3_0,0,0.0268,0.0156,0.0186,0.0217,0.0182,0.0094,0.0168,0.0197,0.0142,0.0686
00000000000000000a25_0,0,0.0095,0.01675,0.01265,0.0204,0.01375,0.0126,0.0157,0.01305,0.0136,0.0151
0000000000000000089d_0,0,0.0305,0.0325,0.0607,0.0362,0.04075,0.1895,0.2297,0.2258,0.17985,0.1784
000000000000000005b6_0,0,0.0749,0.0411,0.0499,0.0395,0.0584,0.0355,0.05365,0.03895,0.0599,0.0327999999999999
000000000000000006c4_0,0,0.2062,0.1927,0.2117,0.208,0.18035,0.2038,0.1914,0.2266,0.2036,0.1765
000000000000000006d7_0,0,0.0239,0.0109,0.0112,0.0256,0.0203,0.0083,0.01405,0.03235,0.0111,0.015
00000000000000000645_0,0,0.33305,0.24465,0.3116,0.28065,0.3177999999999999,0.2428,0.2909,0.2495,0.3051,0.2742
00000000000000000894_0,0,0.19525,0.1847,0.20125,0.1508,0.18265,0.1717,0.19515,0.17955,0.2168,0.1631
000000000000000001b3_0,0,0.09475,0.08425,0.0936,0.09225,0.0817,0.0892,0.0928,0.10285,0.1091,0.1054
00000000000000000310_0,0,0.04675,0.011,0.0054,0.0325,0.0081,0.0078,0.0255,0.01705,0.0513,0.0061
000000000000000004e5_0,0,0.1955,0.152,0.17415,0.11,0.1069,0.0996,0.1237,0.11005,0.12235,0.13775
00000000000000000869_0,0,0.02495,0.0176,0.01455,0.0158,0.0111,0.01405,0.0667,0.0138,0.01305,0.0128
00000000000000000247_0,0,0.0857,0.0662,0.0507,0.0706,0.1001,0.0753,0.0818,0.087,0.0619,0.4386
00000000000000000662_0,0,0.3064,0.2249,0.31765,0.3886,0.2657,0.2863,0.3137,0.27145,0.2875,0.2712
0000000000000000085a_0,0,0.09355,0.05885,0.10855,0.0573,0.0661,0.0611,0.0655,0.0586,0.0489,0.0509
0000000000000000049f_0,0,0.2184,0.1635,0.4089,0.2106,0.23195,0.17325,0.18975,0.1569,0.1884,0.3074
00000000000000000832_0,0,0.13655,0.1376,0.1475,0.11635,0.1617,0.1232,0.1346,0.1405,0.1744,0.1385
00000000000000000a4a_0,0,0.398,0.3109,0.2469,0.2642,0.2578,0.2173,0.3003,0.2377,0.40045,0.35575
000000000000000002ed_0,0,0.0277,0.0115,0.01575,0.0236,0.0248,0.0173,0.0241,0.0262,0.0241,0.0215
00000000000000000562_0,0,0.1487,0.12145,0.14495,0.1093,0.107,0.10615,0.11675,0.104,0.1184,0.10765
000000000000000006fd_0,0,0.2053,0.2334,0.07755,0.20445,0.1895,0.14175,0.2083,0.1877,0.4306,0.1742
00000000000000000168_0,0,0.0644,0.0188,0.0457,0.0177,0.1091,0.0293,0.0966,0.0286,0.03975,0.01355
000000000000000008cb_0,0,0.0959,0.13495,0.065,0.0273,0.01525,0.01845,0.02675,0.0209,0.0223,0.0394
000000000000000001c3_0,0,0.2861999999999999,0.2143,0.3068,0.19,0.2392,0.2017,0.30385,0.2305,0.2978,0.2008
00000000000000000203_0,0,0.2532,0.2474,0.3263,0.26735,0.3026,0.27595,0.3122,0.26875,0.4171,0.2731
0000000000000000057e_0,0,0.0899,0.06885,0.07445,0.057,0.0592,0.0602,0.0632,0.0577,0.0757,0.0488
000000000000000005b4_0,0,0.2254,0.205,0.2334,0.2265,0.222,0.21475,0.2258,0.21405,0.2505,0.2358
00000000000000000684_0,0,0.38915,0.3209,0.3839,0.3437,0.32375,0.2356,0.317,0.2624,0.2835,0.346
000000000000000009a1_0,0,0.0704,0.0137,0.0403,0.015,0.027,0.03275,0.0136,0.0454,0.0289,0.0134
000000000000000009a2_0,0,0.0189,0.0132,0.012,0.01205,0.0087,0.01315,0.0162,0.0141,0.0128,0.01075
0000000000000000016a_0,0,0.0245,0.0157,0.0177,0.0212,0.0294,0.0079,0.0168,0.01785,0.0226,0.0106
00000000000000000332_0,0,0.04905,0.01205,0.0074,0.046,0.0058,0.0134,0.026,0.03435,0.049,0.0058
00000000000000000940_0,0,0.1848,0.15825,0.24845,0.18675,0.1801,0.16575,0.171,0.1552,0.1436,0.1403
00000000000000000629_0,0,0.16985,0.12955,0.1331999999999999,0.1258,0.1408,0.10475,0.1005,0.11265,0.1568,0.10275
00000000000000000650_0,0,0.03015,0.0165,0.0266,0.0326,0.0332999999999999,0.02215,0.02545,0.02315,0.0255,0.0154
000000000000000009a3_0,0,0.0628,0.01475,0.0389,0.021,0.0613,0.02645,0.05395,0.0226,0.03895,0.0202
00000000000000000a21_0,0,0.027,0.0081,0.0114,0.0076,0.00825,0.00955,0.0096,0.00795,0.0232,0.0046
000000000000000001dc_0,0,0.1441,0.1087,0.1334,0.1072,0.1203,0.0963,0.1414,0.10145,0.1392,0.1145
0000000000000000064d_0,0,0.02015,0.0081,0.01075,0.00665,0.01125,0.00925,0.00865,0.0088,0.0263,0.0047
0000000000000000035f_0,0,0.0939,0.0532,0.0161,0.0631,0.0352,0.0264,0.0208,0.0285,0.0423,0.0134
000000000000000005db_0,0,0.1992,0.2377,0.18355,0.2196,0.181,0.2116,0.1842,0.19,0.1504,0.21555
0000000000000000008d_0,0,0.1838,0.1651,0.18425,0.1514,0.167,0.1443,0.1557,0.14665,0.1651,0.19655
0000000000000000016d_0,0,0.1106,0.10775,0.1046,0.08465,0.089,0.0898,0.10585,0.08735,0.1071,0.0921
00000000000000000293_0,0,0.0293,0.01,0.0219,0.01755,0.0127,0.0304,0.05965,0.0221,0.0671,0.0105
000000000000000006c7_0,0,0.035,0.0088,0.0055,0.0124,0.006,0.0085,0.0168,0.01455,0.026,0.0063
000000000000000006e4_0,0,0.04015,0.01265,0.0614,0.0301,0.0381,0.0264,0.01415,0.0314,0.0232,0.0089
00000000000000000916_0,0,0.0183,0.0091,0.0232,0.014,0.0281,0.01935,0.07245,0.02705,0.0125,0.0085
000000000000000001c6_0,0,0.0244,0.0176,0.016,0.0099,0.0165,0.01,0.0118,0.0362,0.0271,0.02205
00000000000000000214_0,0,0.07775,0.0599,0.06605,0.05285,0.0526,0.0455,0.0565,0.0554,0.0644,0.05125
0000000000000000065f_0,0,0.0705,0.018,0.0525,0.0162,0.043,0.0273,0.0542,0.0249,0.0364,0.0156
000000000000000005f2_0,0,0.22705,0.21765,0.2057,0.261,0.24385,0.2296,0.24905,0.28645,0.2992,0.2327
0000000000000000085e_0,0,0.02015,0.0175,0.0104999999999999,0.01485,0.00915,0.0111,0.0145,0.0117,0.0113,0.0114
