system:index,blue_L8_2,green_L8_2,landcover_L8_2,nir_L8_2,red_L8_2,swir1_L8_2,swir2_L8_2
00000000000000000056_0,0.038400000000000000,0.11376000000000000,0,0.0,0.06820000000000000,0.0030400000000000400,0.005920000000000040
00000000000000000057_0,0.11604000000000000,0.15368000000000000,0,0.3956000000000000,0.15340000000000000,0.25268000000000000,0.16712000000000000
0000000000000000005a_0,0.05572000000000010,0.08236000000000000,0,0.14344000000000000,0.05824000000000010,0.07356000000000010,0.04116000000000000
0000000000000000005e_0,0.02970000000000010,0.05776000000000010,0,0.5715,0.03256000000000010,0.20764000000000000,0.06882000000000010
0000000000000000005f_0,0.057300000000000000,0.08846000000000000,0,0.06628000000000010,0.06730000000000000,0.018280000000000000,0.011740000000000100
00000000000000000060_0,0.03748000000000010,0.07964000000000000,0,0.4246400000000000,0.050640000000000100,0.2146400000000000,0.08248000000000010
00000000000000000062_0,0.10528000000000000,0.14948000000000000,0,0.4532600000000000,0.17692000000000000,0.37710000000000000,0.21542000000000000
00000000000000000064_0,0.03626000000000000,0.10930000000000000,0,0.016020000000000100,0.08050000000000010,0.01240000000000010,0.009980000000000040
00000000000000000067_0,0.039400000000000000,0.07312000000000010,0,0.08648000000000010,0.05250000000000010,0.055340000000000100,0.036700000000000100
0000000000000000006b_0,0.06584000000000000,0.12710000000000000,0,0.35130000000000000,0.16622000000000000,0.2684600000000000,0.16438000000000000
0000000000000000006e_0,0.08434000000000010,0.12294000000000000,0,0.26260000000000000,0.10300000000000000,0.17092000000000000,0.10948000000000000
00000000000000000072_0,0.14208000000000000,0.20236000000000000,0,0.3693000000000000,0.22542000000000000,0.36282000000000000,0.26438000000000000
00000000000000000073_0,0.06958000000000010,0.09608000000000010,0,0.26546000000000000,0.07726000000000010,0.14650000000000000,0.07706000000000010
00000000000000000075_0,0.13038000000000000,0.15768000000000000,0,0.2320000000000000,0.17620000000000000,0.26554000000000000,0.22344000000000000
00000000000000000078_0,0.17564000000000000,0.20780000000000000,0,0.2794400000000000,0.2265200000000000,0.33480000000000000,0.2998800000000000
0000000000000000007a_0,0.06522000000000000,0.10952000000000000,0,0.033300000000000000,0.058320000000000100,0.03616000000000010,0.03136000000000000
0000000000000000007e_0,0.07812000000000000,0.11304000000000000,0,0.26476000000000000,0.11640000000000000,0.19988000000000000,0.12120000000000000
00000000000000000080_0,0.18856000000000000,0.25496,0,0.43278000000000000,0.3034400000000000,0.4942200000000000,0.35612000000000000
00000000000000000081_0,0.06204000000000000,0.10630000000000000,0,0.16580000000000000,0.08380000000000000,0.11788000000000000,0.06776000000000000
00000000000000000082_0,0.05400000000000010,0.12020000000000000,0,0.3800400000000000,0.09924000000000010,0.24984000000000000,0.12264000000000000
00000000000000000083_0,0.08836000000000010,0.13304000000000000,0,0.03760000000000000,0.13168000000000000,0.01328000000000010,0.011480000000000000
00000000000000000087_0,0.04448000000000010,0.08814000000000010,0,0.39550000000000000,0.06916000000000010,0.16198000000000000,0.07870000000000010
00000000000000000088_0,0.0022400000000000500,0.13050000000000000,0,0.03990000000000010,0.14934000000000000,0.009800000000000060,0.011120000000000000
00000000000000000089_0,0.044480000000000100,0.09036000000000010,0,0.3692800000000000,0.09784000000000000,0.22292000000000000,0.12284000000000000
0000000000000000008a_0,0.11420000000000000,0.17208000000000000,0,0.11032000000000000,0.16900000000000000,0.10644000000000000,0.09464000000000010
0000000000000000008b_0,0.08096000000000010,0.11166000000000000,0,0.05872000000000010,0.08896000000000000,0.031100000000000000,0.016680000000000000
0000000000000000008d_0,0.07284000000000010,0.11086000000000000,0,0.10102000000000000,0.09638000000000010,0.07558000000000000,0.05378000000000010
0000000000000000008e_0,0.10116000000000000,0.14078000000000000,0,0.15504000000000000,0.12996000000000000,0.05956000000000010,0.031700000000000000
0000000000000000008f_0,0.07716000000000010,0.09708000000000010,0,0.11264000000000000,0.09620000000000010,0.13832000000000000,0.09880000000000010
00000000000000000091_0,0.07168000000000010,0.13060000000000000,0,0.3828400000000000,0.10840000000000000,0.2547200000000000,0.14428000000000000
00000000000000000093_0,0.10696000000000000,0.15598000000000000,0,0.05376000000000010,0.13592000000000000,0.019600000000000000,0.011840000000000000
00000000000000000095_0,0.04500000000000010,0.07872000000000010,0,0.40002000000000000,0.05910000000000010,0.22166000000000000,0.10656000000000000
00000000000000000096_0,0.15172000000000000,0.19176000000000000,0,0.3664800000000000,0.18236000000000000,0.3153200000000000,0.20096000000000000
00000000000000000099_0,0.055440000000000000,0.08916000000000010,0,0.41596000000000000,0.07964000000000000,0.23780000000000000,0.11520000000000000
0000000000000000009a_0,0.048040000000000100,0.12082000000000000,0,0.08650000000000010,0.11258000000000000,0.08576000000000010,0.048660000000000100
0000000000000000009b_0,0.06988000000000010,0.10808000000000000,0,0.44328000000000000,0.09292000000000010,0.2866800000000000,0.15728000000000000
0000000000000000009e_0,0.050740000000000000,0.07724000000000010,0,0.38770000000000000,0.05374000000000000,0.18462000000000000,0.08024000000000010
000000000000000000a1_0,0.040720000000000000,0.08696000000000000,0,0.57152,0.05700000000000010,0.2448400000000000,0.09928000000000000
000000000000000000a4_0,0.10012000000000000,0.13660000000000000,0,0.30484000000000000,0.13480000000000000,0.21500000000000000,0.14056000000000000
000000000000000000a5_0,0.07522000000000000,0.14144000000000000,0,0.025700000000000100,0.11668000000000000,0.012620000000000000,0.009400000000000050
000000000000000000a6_0,0.06856000000000010,0.12028000000000000,0,0.43836,0.09380000000000010,0.2480400000000000,0.12144000000000000
000000000000000000a7_0,0.07592000000000000,0.14444000000000000,0,0.35968000000000000,0.14396000000000000,0.2582400000000000,0.14620000000000000
000000000000000000a9_0,0.07736000000000000,0.12444000000000000,0,0.4019200000000000,0.11100000000000000,0.2590400000000000,0.12280000000000000
000000000000000000ab_0,0.11136000000000000,0.14150000000000000,0,0.13926000000000000,0.13732000000000000,0.16004000000000000,0.11790000000000000
000000000000000000ac_0,0.09564000000000010,0.13832000000000000,0,0.06246000000000000,0.11390000000000000,0.05214000000000010,0.042360000000000000
000000000000000000ad_0,0.04966000000000000,0.07916000000000010,0,0.4466800000000000,0.08350000000000010,0.29766000000000000,0.15280000000000000
000000000000000000b0_0,0.11220000000000000,0.15664000000000000,0,0.4234400000000000,0.16644000000000000,0.40652000000000000,0.24196
000000000000000000b4_0,0.06312000000000010,0.09056000000000000,0,0.08596000000000000,0.07160000000000010,0.04540000000000010,0.027640000000000100
000000000000000000b5_0,0.08728000000000010,0.12688000000000000,0,0.17056000000000000,0.13274000000000000,0.11304000000000000,0.08040000000000010
000000000000000000b7_0,0.06900000000000000,0.12074000000000000,0,0.016020000000000000,0.07586000000000000,0.01462000000000010,0.012680000000000100
000000000000000000b8_0,0.029520000000000000,0.05462000000000010,0,0.28064000000000000,0.03406000000000010,0.13356000000000000,0.05782000000000000
000000000000000000ba_0,0.07394000000000000,0.11176000000000000,0,0.4043800000000000,0.10810000000000000,0.27010000000000000,0.14266000000000000
000000000000000000bd_0,0.03794000000000010,0.09334000000000000,0,0.015500000000000000,0.047020000000000000,0.024900000000000000,0.023920000000000100
000000000000000000c0_0,0.09216000000000010,0.12120000000000000,0,0.41864000000000000,0.11036000000000000,0.2898800000000000,0.18380000000000000
000000000000000000c1_0,0.07624000000000000,0.12928000000000000,0,0.39200000000000000,0.10204000000000000,0.2374000000000000,0.10372000000000000
000000000000000000c2_0,0.12746000000000000,0.18276000000000000,0,0.31618000000000000,0.21412000000000000,0.30002000000000000,0.2314400000000000
000000000000000000c6_0,0.13798000000000000,0.16938000000000000,0,0.3147800000000000,0.17590000000000000,0.38012000000000000,0.3130800000000000
000000000000000000cd_0,0.16074000000000000,0.23410000000000000,0,0.45426000000000000,0.3422800000000000,0.5524000000000000,0.3417200000000000
000000000000000000ce_0,0.08696000000000000,0.13852000000000000,0,0.39664000000000000,0.13660000000000000,0.2442800000000000,0.13296000000000000
000000000000000000cf_0,0.10414000000000000,0.14192000000000000,0,0.36344000000000000,0.14050000000000000,0.26306000000000000,0.20716000000000000
000000000000000000d0_0,0.054240000000000100,0.12032000000000000,0,9.20000000000032E-04,0.07832000000000010,0.01588000000000010,0.012720000000000100
000000000000000000d2_0,0.17544000000000000,0.2232800000000000,0,0.34636000000000000,0.24022000000000000,0.3407400000000000,0.2589
000000000000000000d5_0,0.030700000000000000,0.06442000000000000,0,0.3632600000000000,0.038640000000000000,0.13662000000000000,0.057060000000000100
000000000000000000d8_0,0.10268000000000000,0.15260000000000000,0,0.04848000000000000,0.13904000000000000,0.020760000000000100,0.015600000000000100
000000000000000000da_0,0.05792000000000000,0.10302000000000000,0,0.2030000000000000,0.08784000000000000,0.10128000000000000,0.05094000000000000
000000000000000000dc_0,0.04412000000000010,0.09952000000000010,0,0.4682800000000000,0.06380000000000000,0.22680000000000000,0.08720000000000010
000000000000000000e0_0,0.10024000000000000,0.15128000000000000,0,0.03992000000000010,0.12408000000000000,0.015240000000000000,0.008960000000000020
000000000000000000e1_0,0.25964000000000000,0.2705600000000000,0,0.3950000000000000,0.3001200000000000,0.41940000000000000,0.33816000000000000
000000000000000000e2_0,0.07456000000000010,0.11948000000000000,0,0.5349200000000000,0.10484000000000000,0.2870000000000000,0.13280000000000000
000000000000000000e3_0,0.08104000000000000,0.13140000000000000,0,0.04176000000000010,0.09572000000000010,0.01928000000000000,0.012000000000000000
000000000000000000e5_0,0.17230000000000000,0.19378000000000000,0,0.37738000000000000,0.18816000000000000,0.3582600000000000,0.2848200000000000
000000000000000000e6_0,0.03762000000000000,0.07632000000000010,0,0.48296000000000000,0.05066000000000000,0.24264000000000000,0.10318000000000000
000000000000000000eb_0,0.08644000000000000,0.13066000000000000,0,0.23720000000000000,0.13476000000000000,0.16220000000000000,0.11472000000000000
000000000000000000ec_0,0.16808000000000000,0.26608000000000000,0,0.43284000000000000,0.36812000000000000,0.52268,0.31492000000000000
000000000000000000ee_0,0.06070000000000010,0.09448000000000010,0,0.4435800000000000,0.07944000000000000,0.27942000000000000,0.14218000000000000
000000000000000000f2_0,0.03876000000000010,0.08552000000000000,0,0.45936000000000000,0.053600000000000000,0.20508000000000000,0.07816000000000010
000000000000000000f3_0,0.051000000000000000,0.08852000000000000,0,0.3876800000000000,0.05952000000000010,0.20632000000000000,0.08372000000000010
000000000000000000f5_0,0.11296000000000000,0.13652000000000000,0,0.3946800000000000,0.12556000000000000,0.3436400000000000,0.18968000000000000
000000000000000000f7_0,0.05044000000000000,0.09484000000000000,0,0.4470800000000000,0.07092000000000000,0.2705600000000000,0.12240000000000000
000000000000000000f8_0,0.056300000000000000,0.09902000000000010,0,0.19972000000000000,0.07638000000000010,0.11414000000000000,0.05972000000000010
000000000000000000fb_0,0.06664000000000000,0.10600000000000000,0,0.14508000000000000,0.09036000000000010,0.08532000000000010,0.05996000000000010
000000000000000000fc_0,0.07082000000000010,0.09720000000000000,0,0.4327600000000000,0.09530000000000010,0.31440000000000000,0.18636000000000000
000000000000000000ff_0,0.10352000000000000,0.14912000000000000,0,0.4153200000000000,0.12908000000000000,0.29984000000000000,0.15200000000000000
00000000000000000103_0,0.06644000000000010,0.08452000000000000,0,0.26922000000000000,0.08384000000000000,0.22604000000000000,0.12426000000000000
00000000000000000108_0,0.13500000000000000,0.18128000000000000,0,0.4282400000000000,0.19480000000000000,0.38500000000000000,0.25100000000000000
0000000000000000010b_0,0.08652000000000000,0.12640000000000000,0,0.22898000000000000,0.11580000000000000,0.16622000000000000,0.12126000000000000
0000000000000000010d_0,0.06916000000000000,0.09490000000000000,0,0.32306000000000000,0.07858000000000010,0.19476000000000000,0.11408000000000000
0000000000000000010e_0,0.08428000000000010,0.13416000000000000,0,0.17660000000000000,0.12928000000000000,0.12628000000000000,0.07076000000000010
0000000000000000010f_0,0.13500000000000000,0.15152000000000000,0,0.06564000000000000,0.11596000000000000,0.030040000000000100,0.01856000000000000
00000000000000000111_0,0.03732000000000000,0.07572000000000010,0,0.03744000000000000,0.04748000000000000,0.02152000000000000,0.013680000000000000
00000000000000000114_0,0.14964000000000000,0.18728000000000000,0,0.24644000000000000,0.20924000000000000,0.26916,0.23476000000000000
00000000000000000116_0,0.0,0.06704000000000000,0,0.006140000000000030,0.04390000000000010,0.020520000000000000,0.02030000000000000
00000000000000000119_0,0.07332000000000010,0.12248000000000000,0,0.06326000000000010,0.09640000000000010,0.04666000000000010,0.035940000000000100
0000000000000000011b_0,0.10432000000000000,0.15204000000000000,0,0.23420000000000000,0.15656000000000000,0.17996000000000000,0.10108000000000000
00000000000000000123_0,0.07072000000000010,0.11196000000000000,0,0.2750400000000000,0.09116000000000010,0.13992000000000000,0.07152000000000000
00000000000000000125_0,0.059280000000000100,0.11844000000000000,0,0.25620000000000000,0.08960000000000010,0.14100000000000000,0.07200000000000010
00000000000000000126_0,0.035580000000000100,0.07606000000000000,0,0.4904400000000000,0.053100000000000000,0.24308000000000000,0.10806000000000000
00000000000000000127_0,0.08300000000000010,0.13220000000000000,0,0.3762400000000000,0.13588000000000000,0.3045600000000000,0.18204000000000000
00000000000000000129_0,0.05216000000000000,0.09372000000000010,0,0.014340000000000000,0.03742000000000000,0.018480000000000000,0.01694000000000000
0000000000000000012a_0,0.13714000000000000,0.17242000000000000,0,0.30252000000000000,0.2237800000000000,0.27630000000000000,0.20372000000000000
0000000000000000012b_0,0.06286000000000010,0.09942000000000010,0,0.48504000000000000,0.07998000000000010,0.2860000000000000,0.14576000000000000
0000000000000000012e_0,0.03600000000000000,0.056960000000000100,0,0.4184400000000000,0.03712000000000000,0.18820000000000000,0.07392000000000000
00000000000000000131_0,0.08412000000000000,0.14732000000000000,0,0.4235600000000000,0.13440000000000000,0.37368000000000000,0.2436000000000000
00000000000000000132_0,0.08492000000000010,0.12664000000000000,0,0.3496400000000000,0.10916000000000000,0.2785600000000000,0.16356000000000000
00000000000000000133_0,0.05548000000000010,0.07980000000000000,0,0.24822000000000000,0.06836000000000000,0.13462000000000000,0.07294000000000010
00000000000000000134_0,0.04696000000000010,0.09412000000000000,0,0.24096000000000000,0.06488000000000010,0.13976000000000000,0.07208000000000000
00000000000000000135_0,0.058660000000000000,0.08706000000000010,0,0.3948200000000000,0.08010000000000000,0.27076000000000000,0.14586000000000000
00000000000000000136_0,0.09902000000000010,0.13156000000000000,0,0.24118000000000000,0.13004000000000000,0.2050000000000000,0.14296000000000000
00000000000000000137_0,0.10482000000000000,0.15356000000000000,0,0.06700000000000000,0.15188000000000000,0.015640000000000000,0.009460000000000020
00000000000000000139_0,0.24264000000000000,0.2828800000000000,0,0.4156,0.32792000000000000,0.4431200000000000,0.3921600000000000
0000000000000000013d_0,0.14636000000000000,0.18804000000000000,0,0.3140000000000000,0.19660000000000000,0.3120800000000000,0.2530400000000000
0000000000000000013e_0,0.09986000000000010,0.15394000000000000,0,0.33960000000000000,0.17366000000000000,0.27836000000000000,0.21880000000000000
00000000000000000140_0,0.056080000000000000,0.15648000000000000,0,0.05194000000000010,0.14530000000000000,0.03722000000000010,0.030880000000000000
00000000000000000141_0,0.03510000000000010,0.07658000000000010,0,0.010640000000000100,0.04130000000000010,0.017780000000000000,0.016180000000000000
00000000000000000144_0,0.06016000000000010,0.12288000000000000,0,0.13164000000000000,0.08744000000000010,0.052240000000000100,0.034440000000000000
00000000000000000145_0,0.17468000000000000,0.2265200000000000,0,0.3602,0.2569200000000000,0.3529600000000000,0.26408000000000000
00000000000000000146_0,0.10712000000000000,0.13484000000000000,0,0.27652000000000000,0.13740000000000000,0.23680000000000000,0.13724000000000000
00000000000000000148_0,0.03684000000000000,0.06444000000000010,0,0.4161200000000000,0.048280000000000000,0.2262800000000000,0.09776000000000010
00000000000000000149_0,0.09942000000000010,0.11662000000000000,0,0.13412000000000000,0.10998000000000000,0.10390000000000000,0.07574000000000010
0000000000000000014b_0,0.09604000000000010,0.14222000000000000,0,0.36444000000000000,0.11582000000000000,0.25676000000000000,0.17564000000000000
0000000000000000014d_0,0.03806000000000000,0.08854000000000010,0,0.018760000000000000,0.04226000000000010,0.027660000000000000,0.02540000000000010
0000000000000000014e_0,0.040500000000000100,0.07324000000000010,0,0.011240000000000000,0.04038000000000000,0.017140000000000000,0.015580000000000000
00000000000000000150_0,0.06528000000000000,0.09232000000000010,0,0.28930000000000000,0.07146000000000010,0.18528000000000000,0.09168000000000000
00000000000000000152_0,0.09216000000000010,0.13206000000000000,0,0.04674000000000010,0.10074000000000000,0.019980000000000000,0.012220000000000000
00000000000000000153_0,0.04232000000000010,0.07474000000000000,0,0.44018000000000000,0.050640000000000100,0.22738000000000000,0.10534000000000000
00000000000000000154_0,0.13312000000000000,0.15536000000000000,0,0.24756000000000000,0.16932000000000000,0.24900000000000000,0.20372000000000000
00000000000000000156_0,0.044300000000000000,0.08500000000000010,0,0.48830000000000000,0.054560000000000000,0.22370000000000000,0.09290000000000000
00000000000000000159_0,0.05394000000000010,0.13024000000000000,0,0.015260000000000100,0.11820000000000000,0.008760000000000050,0.008840000000000040
0000000000000000015b_0,0.15184000000000000,0.20116000000000000,0,0.2814400000000000,0.21300000000000000,0.3586000000000000,0.30084000000000000
0000000000000000015f_0,0.08548000000000010,0.12352000000000000,0,0.06440000000000010,0.11688000000000000,0.03932000000000000,0.025520000000000000
00000000000000000160_0,0.02820000000000010,0.05748000000000000,0,0.10408000000000000,0.03544000000000000,0.026640000000000100,0.016920000000000000
00000000000000000163_0,0.07964000000000000,0.12472000000000000,0,0.43372000000000000,0.11464000000000000,0.3058,0.19216000000000000
00000000000000000167_0,0.04464000000000010,0.08666000000000000,0,0.51156,0.057920000000000100,0.26614000000000000,0.11272000000000000
0000000000000000016a_0,0.24956000000000000,0.36920000000000000,0,0.59196,0.4495600000000000,0.70676,0.5047600000000000
0000000000000000016c_0,0.12740000000000000,0.15636000000000000,0,0.20740000000000000,0.15422000000000000,0.20876000000000000,0.18394000000000000
0000000000000000016f_0,0.044320000000000000,0.08220000000000010,0,0.42152000000000000,0.05568000000000010,0.18996000000000000,0.06824000000000000
00000000000000000170_0,0.10220000000000000,0.16140000000000000,0,0.06972000000000010,0.17220000000000000,0.04916000000000000,0.04208000000000010
00000000000000000173_0,0.08504000000000010,0.13608000000000000,0,0.30460000000000000,0.15224000000000000,0.2583600000000000,0.15408000000000000
00000000000000000176_0,0.06884000000000010,0.10456000000000000,0,0.048760000000000000,0.06396000000000010,0.042360000000000100,0.03288000000000000
00000000000000000177_0,0.07332000000000010,0.12040000000000000,0,0.5243600000000000,0.08540000000000000,0.27984000000000000,0.12680000000000000
00000000000000000180_0,0.10196000000000000,0.15652000000000000,0,0.08212000000000000,0.13248000000000000,0.032360000000000100,0.018880000000000100
00000000000000000182_0,0.07048000000000000,0.11716000000000000,0,0.4980400000000000,0.09700000000000000,0.3580800000000000,0.17180000000000000
00000000000000000188_0,0.04084000000000010,0.10286000000000000,0,0.003220000000000060,0.04808000000000000,0.015880000000000000,0.016160000000000000
00000000000000000189_0,0.05846000000000000,0.09444000000000010,0,0.4628400000000000,0.09522000000000010,0.23210000000000000,0.12324000000000000
0000000000000000018a_0,0.09988000000000000,0.15256000000000000,0,0.04660000000000000,0.12204000000000000,0.022840000000000000,0.016160000000000100
0000000000000000018b_0,0.24148000000000000,0.34500000000000000,0,0.5132400000000000,0.39664000000000000,0.6974800000000000,0.5925600000000000
00000000000000000191_0,0.04056000000000000,0.09204000000000010,0,0.0020000000000000600,0.07276000000000010,0.0013600000000000300,0.0027200000000000600
00000000000000000193_0,0.04512000000000010,0.06400000000000010,0,0.06408000000000000,0.03956000000000000,0.02264000000000010,0.014560000000000000
00000000000000000194_0,0.08610000000000010,0.14318000000000000,0,0.08690000000000010,0.12918000000000000,0.07708000000000000,0.07180000000000000
00000000000000000196_0,0.035800000000000000,0.06518000000000000,0,0.49062000000000000,0.04510000000000000,0.18968000000000000,0.07438000000000010
00000000000000000198_0,0.06374000000000010,0.12002000000000000,0,0.46386000000000000,0.12930000000000000,0.34984000000000000,0.22772000000000000
00000000000000000199_0,0.06364000000000000,0.11064000000000000,0,0.22076,0.10308000000000000,0.11808000000000000,0.06740000000000010
0000000000000000019b_0,0.07692000000000000,0.11836000000000000,0,0.29316000000000000,0.09368000000000000,0.19728000000000000,0.10896000000000000
0000000000000000019d_0,0.030720000000000000,0.06736000000000000,0,0.26288000000000000,0.06378000000000000,0.14610000000000000,0.06806000000000000
0000000000000000019e_0,0.11524000000000000,0.15460000000000000,0,0.29804,0.15804000000000000,0.3245200000000000,0.2652400000000000
000000000000000001a3_0,0.06430000000000010,0.10606000000000000,0,0.5242800000000000,0.06734000000000010,0.2582000000000000,0.11004000000000000
000000000000000001a6_0,0.030520000000000000,0.08864000000000010,0,0.24596,0.044960000000000100,0.10504000000000000,0.04520000000000010
000000000000000001a9_0,0.04430000000000010,0.06784000000000000,0,0.5137600000000000,0.051100000000000000,0.20916000000000000,0.08406000000000010
000000000000000001aa_0,0.01756000000000000,0.03744000000000000,0,0.28052000000000000,0.02352000000000000,0.10464000000000000,0.03760000000000000
000000000000000001ae_0,0.05228000000000010,0.11792000000000000,0,6.40000000000029E-04,0.06744000000000010,0.006680000000000020,0.008240000000000030
000000000000000001b1_0,0.04824000000000010,0.07980000000000000,0,0.14612000000000000,0.07500000000000010,0.11932000000000000,0.06636000000000000
