system:index,landcover,nir,red,swir1,swir2,.geo
00000000000000001d05,1,0.0765,0.02358,0.01764,0.0119,"{""type"":""Point"",""coordinates"":[144.14290743552058,-7.770741632808529]}"
0000000000000000025b,1,0.0915,0.15156,0.0133,0.01207,"{""type"":""Point"",""coordinates"":[123.09618679561187,14.088681387798072]}"
00000000000000000267,1,0.08744999999999999,0.14850000000000002,0.013579999999999998,0.01207,"{""type"":""Point"",""coordinates"":[123.09636961875505,14.08877056981914]}"
000000000000000002a1,1,0.0537,0.1701,0.0147,0.01207,"{""type"":""Point"",""coordinates"":[123.09654798279719,14.08724555725886]}"
00000000000000000262,1,0.07169999999999999,0.20088,0.012459999999999999,0.012155000000000001,"{""type"":""Point"",""coordinates"":[123.0976270852521,14.088052654549537]}"
00000000000000000266,1,0.04485,0.14265,0.01309,0.012325000000000001,"{""type"":""Point"",""coordinates"":[123.09583006752757,14.087695926465258]}"
000000000000000002ae,1,0.05055,0.14445000000000002,0.01582,0.012665000000000001,"{""type"":""Point"",""coordinates"":[123.09995919510308,14.085359357513255]}"
00000000000000000273,1,0.045075,0.15849000000000002,0.01337,0.012750000000000001,"{""type"":""Point"",""coordinates"":[123.09574088550653,14.087067193216726]}"
000000000000000002b2,1,0.07304999999999999,0.16524,0.01568,0.012750000000000001,"{""type"":""Point"",""coordinates"":[123.09834500052173,14.088770569819138]}"
000000000000000002b4,1,0.041249999999999995,0.15156,0.016659999999999998,0.012750000000000001,"{""type"":""Point"",""coordinates"":[123.09600843156971,14.085448539534323]}"
00000000000000001d10,1,0.10754999999999999,0.022860000000000002,0.0231,0.012750000000000001,"{""type"":""Point"",""coordinates"":[144.1426354303563,-7.769573348332527]}"
0000000000000000026b,1,0.067275,0.1935,0.011829999999999999,0.012920000000000001,"{""type"":""Point"",""coordinates"":[123.09681552886039,14.087067193216726]}"
00000000000000000283,1,0.0711,0.15534,0.012459999999999999,0.013090000000000001,"{""type"":""Point"",""coordinates"":[123.09618679561187,14.088324659713795]}"
00000000000000000298,1,0.051449999999999996,0.14157,0.015539999999999998,0.013175000000000001,"{""type"":""Point"",""coordinates"":[123.09951328499774,14.088503023755933]}"
000000000000000002a8,1,0.047099999999999996,0.16533,0.014419999999999999,0.013175000000000001,"{""type"":""Point"",""coordinates"":[123.09600843156971,14.086527641989257]}"
00000000000000002700,1,0.032475,0.02151,0.01883,0.013260000000000001,"{""type"":""Point"",""coordinates"":[-50.17580273064497,1.7734112435617462]}"
0000000000000000025a,1,0.06989999999999999,0.20502000000000004,0.013509999999999998,0.013345000000000001,"{""type"":""Point"",""coordinates"":[123.09672634683932,14.086616824010324]}"
00000000000000000293,1,0.07852499999999998,0.16578,0.014279999999999998,0.013345000000000001,"{""type"":""Point"",""coordinates"":[123.09780544929426,14.088770569819138]}"
00000000000000001d23,1,0.10964999999999998,0.02142,0.02422,0.013430000000000001,"{""type"":""Point"",""coordinates"":[144.11155549601378,-7.748820692029787]}"
00000000000000000259,1,0.039,0.16452,0.01722,0.013600000000000001,"{""type"":""Point"",""coordinates"":[123.09591924954866,14.085448539534319]}"
000000000000000002a5,1,0.039,0.16452,0.01722,0.013600000000000001,"{""type"":""Point"",""coordinates"":[123.09591924954866,14.085448539534319]}"
000000000000000002b0,1,0.039,0.15102000000000002,0.01722,0.013600000000000001,"{""type"":""Point"",""coordinates"":[123.09583006752757,14.085448539534323]}"
00000000000000000294,1,0.06045,0.15525,0.012739999999999998,0.013685000000000001,"{""type"":""Point"",""coordinates"":[123.09618679561187,14.088141836570601]}"
000000000000000002b1,1,0.051899999999999995,0.17091,0.01638,0.013685000000000001,"{""type"":""Point"",""coordinates"":[123.09618679561187,14.086255636824996]}"
00000000000000000282,1,0.0759,0.19512000000000002,0.013439999999999999,0.013770000000000001,"{""type"":""Point"",""coordinates"":[123.09699835200358,14.087423921300998]}"
000000000000000002a4,1,0.0744,0.20574000000000003,0.01337,0.013855000000000001,"{""type"":""Point"",""coordinates"":[123.09789463131534,14.088503023755933]}"
00000000000000000276,1,0.07844999999999999,0.19260000000000002,0.012599999999999998,0.013940000000000001,"{""type"":""Point"",""coordinates"":[123.09717671604574,14.087963472528465]}"
00000000000000001d43,1,0.05519999999999999,0.02934,0.0196,0.013940000000000001,"{""type"":""Point"",""coordinates"":[144.21692851300776,-7.757355411446084]}"
00000000000000001d69,1,0.07604999999999999,0.02808,0.025199999999999997,0.013940000000000001,"{""type"":""Point"",""coordinates"":[144.21216619308268,-7.758612877943156]}"
00000000000000000261,1,0.06255,0.16326000000000002,0.013579999999999998,0.014110000000000001,"{""type"":""Point"",""coordinates"":[123.098701728606,14.088592205777003]}"
000000000000000002b6,1,0.06667499999999998,0.16533,0.01295,0.014280000000000001,"{""type"":""Point"",""coordinates"":[123.09636961875505,14.087963472528465]}"
00000000000000001c92,1,0.075,0.01764,0.02044,0.014280000000000001,"{""type"":""Point"",""coordinates"":[144.40377822445032,-7.630065912774418]}"
00000000000000000289,1,0.07634999999999999,0.19008,0.013019999999999999,0.014450000000000001,"{""type"":""Point"",""coordinates"":[123.09681552886039,14.087423921300998]}"
00000000000000000285,1,0.0741,0.162,0.014559999999999998,0.014790000000000001,"{""type"":""Point"",""coordinates"":[123.09654798279719,14.088052654549536]}"
00000000000000001ccb,1,0.07529999999999999,0.02016,0.02184,0.014960000000000001,"{""type"":""Point"",""coordinates"":[144.40476368578314,-7.635095778762705]}"
00000000000000000280,1,0.061649999999999996,0.20232,0.01694,0.015130000000000001,"{""type"":""Point"",""coordinates"":[123.09654798279719,14.086438459968187]}"
00000000000000001d1d,1,0.10694999999999999,0.021240000000000002,0.0259,0.015130000000000001,"{""type"":""Point"",""coordinates"":[144.11164467803485,-7.752057999394589]}"
00000000000000001f4f,1,0.026874999999999993,0.02982,0.01764,0.015176363636363637,"{""type"":""Point"",""coordinates"":[151.33203514062498,-33.429051204887806]}"
00000000000000001d7b,1,0.09645,0.0198,0.024779999999999996,0.015300000000000001,"{""type"":""Point"",""coordinates"":[144.21530985932537,-7.761667362164765]}"
000000000000000022f9,1,0.028199999999999996,0.0522,0.028419999999999997,0.015300000000000001,"{""type"":""Point"",""coordinates"":[-46.39443598721127,-23.894244604325557]}"
000000000000000002ac,1,0.08009999999999999,0.1962,0.015539999999999998,0.01564,"{""type"":""Point"",""coordinates"":[123.09690916998252,14.087695926465262]}"
00000000000000001f60,1,0.04053,0.032605714285714286,0.021252,0.016112222222222222,"{""type"":""Point"",""coordinates"":[151.33176313546073,-33.429051204887806]}"
00000000000000001fa2,1,0.04053,0.0297,0.021252,0.016112222222222222,"{""type"":""Point"",""coordinates"":[151.33167395343966,-33.42896202286675]}"
00000000000000001c97,1,0.08145,0.01872,0.022959999999999998,0.01632,"{""type"":""Point"",""coordinates"":[144.40467450376207,-7.636803614466174]}"
00000000000000001d46,1,0.09914999999999999,0.021060000000000002,0.0266,0.01632,"{""type"":""Point"",""coordinates"":[144.2130669314955,-7.785563684710184]}"
00000000000000001d79,1,0.1266,0.01908,0.02744,0.01632,"{""type"":""Point"",""coordinates"":[144.21629977975923,-7.757355411446084]}"
00000000000000001f43,1,0.037599999999999995,0.029700000000000004,0.020743333333333332,0.01649,"{""type"":""Point"",""coordinates"":[151.33221350466712,-33.42905120488781]}"
00000000000000001f52,1,0.037599999999999995,0.028890000000000002,0.020743333333333332,0.01649,"{""type"":""Point"",""coordinates"":[151.33221350466712,-33.42896202286675]}"
00000000000000001f6b,1,0.037599999999999995,0.028890000000000002,0.020743333333333332,0.01649,"{""type"":""Point"",""coordinates"":[151.33221350466712,-33.42896202286675]}"
00000000000000001f7c,1,0.037599999999999995,0.028890000000000002,0.020743333333333332,0.01649,"{""type"":""Point"",""coordinates"":[151.33221350466712,-33.42896202286675]}"
00000000000000001c86,1,0.09269999999999999,0.025560000000000003,0.027159999999999997,0.01666,"{""type"":""Point"",""coordinates"":[144.40081292224977,-7.63608569919657]}"
00000000000000002342,1,0.039825,0.036000000000000004,0.030379999999999997,0.016745000000000003,"{""type"":""Point"",""coordinates"":[-46.450312982512,-23.907720007709074]}"
00000000000000000278,1,0.0957,0.1584,0.015119999999999998,0.01683,"{""type"":""Point"",""coordinates"":[123.09690916998252,14.088770569819138]}"
0000000000000000058d,1,0.07874999999999999,0.12744,0.024359999999999996,0.01734,"{""type"":""Point"",""coordinates"":[88.72601555878798,21.858482150284317]}"
0000000000000000059e,1,0.07769999999999999,0.135,0.024009999999999997,0.01751,"{""type"":""Point"",""coordinates"":[88.7332928117072,21.838808596436515]}"
00000000000000001f67,1,0.04815,0.03555,0.022736,0.017765000000000003,"{""type"":""Point"",""coordinates"":[151.3315847714186,-33.429051204887806]}"
00000000000000001d26,1,0.1356,0.02808,0.03766,0.01802,"{""type"":""Point"",""coordinates"":[144.1428182534995,-7.755201665637268]}"
00000000000000001d2d,1,0.09839999999999999,0.024120000000000003,0.032479999999999995,0.01836,"{""type"":""Point"",""coordinates"":[144.1347339032896,-7.771731553242392]}"
00000000000000001ccf,1,0.13935,0.029160000000000002,0.03836,0.01853,"{""type"":""Point"",""coordinates"":[144.39919426856738,-7.6430017649304665]}"
00000000000000000270,1,0.096525,0.16227000000000003,0.020929999999999997,0.018785000000000003,"{""type"":""Point"",""coordinates"":[123.10023120026734,14.088503023755933]}"
00000000000000001f7b,1,0.041475,0.0344475,0.02384,0.01887,"{""type"":""Point"",""coordinates"":[151.3312280433343,-33.429051204887806]}"
0000000000000000289b,1,0.06074999999999999,0.06696,0.02856,0.01887,"{""type"":""Point"",""coordinates"":[-62.887504794936845,10.476827370911122]}"
00000000000000000269,1,0.10499999999999998,0.16524,0.024149999999999998,0.01904,"{""type"":""Point"",""coordinates"":[123.10040956430947,14.088503023755933]}"
000000000000000004ad,1,0.084375,0.09342,0.032409999999999994,0.01904,"{""type"":""Point"",""coordinates"":[107.41007704642735,21.213852206492913]}"
000000000000000005d7,1,0.08002499999999999,0.13284,0.026459999999999997,0.019125000000000003,"{""type"":""Point"",""coordinates"":[88.72898086098851,21.837100760733048]}"
00000000000000001cde,1,0.13199999999999998,0.030060000000000003,0.038639999999999994,0.01921,"{""type"":""Point"",""coordinates"":[144.39874835846203,-7.643630498179]}"
00000000000000000466,1,0.09119999999999999,0.09207000000000001,0.03052,0.019465000000000003,"{""type"":""Point"",""coordinates"":[107.40998786440626,21.21385220649292]}"
00000000000000002300,1,0.059774999999999995,0.05022,0.034019999999999995,0.019465000000000003,"{""type"":""Point"",""coordinates"":[-46.39416844114806,-23.894333786346625]}"
000000000000000005da,1,0.07567499999999999,0.12924000000000002,0.02681,0.01955,"{""type"":""Point"",""coordinates"":[88.75099098378833,21.83233844080797]}"
000000000000000004af,1,0.096075,0.09954000000000002,0.03380999999999999,0.02091,"{""type"":""Point"",""coordinates"":[107.41025541046947,21.21429811659826]}"
0000000000000000275f,1,0.04965,0.021330000000000002,0.028769999999999997,0.02108,"{""type"":""Point"",""coordinates"":[-50.034141549278054,1.7208562785458337]}"
0000000000000000052e,1,0.10012499999999999,0.11574000000000001,0.038079999999999996,0.02142,"{""type"":""Point"",""coordinates"":[107.36839336977974,21.21465930378359]}"
000000000000000005e4,1,0.06760714285714285,0.16634571428571432,0.029726666666666665,0.021958333333333333,"{""type"":""Point"",""coordinates"":[89.04410999153659,21.64252788626594]}"
00000000000000001cdb,1,0.12269999999999999,0.0279,0.03738,0.02227,"{""type"":""Point"",""coordinates"":[144.39973381979485,-7.648031630918752]}"
00000000000000001d40,1,0.13649999999999998,0.02628,0.041159999999999995,0.02227,"{""type"":""Point"",""coordinates"":[144.23731998212517,-7.777568516521355]}"
00000000000000001e5c,1,0.15855,0.02295,0.03955,0.02244,"{""type"":""Point"",""coordinates"":[143.41482095641288,-8.99595545196069]}"
000000000000000023f9,1,0.06742499999999998,0.18513000000000002,0.024779999999999996,0.022865000000000003,"{""type"":""Point"",""coordinates"":[-44.305043924800245,-2.8274936824847643]}"
00000000000000002747,1,0.07447499999999999,0.020430000000000004,0.03598,0.023035,"{""type"":""Point"",""coordinates"":[-50.03737439754179,1.7201383632762286]}"
00000000000000000622,1,0.08249999999999999,0.15672,0.03307499999999999,0.02317666666666667,"{""type"":""Point"",""coordinates"":[89.03252078789869,21.655191733257727]}"
000000000000000022d6,1,0.10289999999999999,0.04689,0.046479999999999994,0.023375,"{""type"":""Point"",""coordinates"":[-46.39407480002595,-23.894244604325557]}"
000000000000000022ef,1,0.10289999999999999,0.04104000000000001,0.046479999999999994,0.023375,"{""type"":""Point"",""coordinates"":[-46.393985618004876,-23.894244604325557]}"
0000000000000000062f,1,0.07475,0.165885,0.03214399999999999,0.023480069444444446,"{""type"":""Point"",""coordinates"":[89.04321371222485,21.641899153017402]}"
000000000000000022c7,1,0.0897,0.045630000000000004,0.04718,0.02363,"{""type"":""Point"",""coordinates"":[-46.39353970789953,-23.894422968367692]}"
000000000000000003d4,1,0.13124999999999998,0.09252,0.046759999999999996,0.0238,"{""type"":""Point"",""coordinates"":[107.39866620683156,21.20100553635794]}"
00000000000000000575,1,0.10139999999999999,0.11592000000000001,0.0399,0.0238,"{""type"":""Point"",""coordinates"":[107.36830418775867,21.21465930378359]}"
0000000000000000013b,1,0.1503,0.0585,0.04788,0.023824285714285718,"{""type"":""Point"",""coordinates"":[119.97615824761684,16.223440344326857]}"
00000000000000001db4,1,0.20639999999999997,0.0441,0.047459999999999995,0.02414,"{""type"":""Point"",""coordinates"":[144.92758436609756,-7.6679727308297645]}"
00000000000000001d8a,1,0.19965,0.042660000000000003,0.043539999999999995,0.024310000000000002,"{""type"":""Point"",""coordinates"":[144.92740600205542,-7.668333918015089]}"
00000000000000000297,1,0.13319999999999999,0.17748000000000003,0.03129,0.024650000000000002,"{""type"":""Point"",""coordinates"":[123.10032038228839,14.088681387798072]}"
00000000000000000573,1,0.111375,0.10206000000000001,0.04171999999999999,0.024650000000000002,"{""type"":""Point"",""coordinates"":[107.36893292100719,21.21474848580466]}"
00000000000000002385,1,0.0957,0.03636,0.04479999999999999,0.024650000000000002,"{""type"":""Point"",""coordinates"":[-46.45327382561149,-23.908076735793347]}"
0000000000000000272d,1,0.06689999999999999,0.021150000000000002,0.03605,0.024650000000000002,"{""type"":""Point"",""coordinates"":[-50.03557737981725,1.7178954354463456]}"
0000000000000000047f,1,0.10769999999999999,0.09234,0.03668,0.024735,"{""type"":""Point"",""coordinates"":[107.408547574766,21.214208934577194]}"
000000000000000004ee,1,0.13799999999999998,0.11781000000000001,0.045989999999999996,0.024820000000000002,"{""type"":""Point"",""coordinates"":[107.39157177705555,21.211515637540913]}"
00000000000000001f8c,1,0.0813,0.032184000000000004,0.035699999999999996,0.025032500000000003,"{""type"":""Point"",""coordinates"":[151.3311344022122,-33.42896202286674]}"
00000000000000002389,1,0.12622499999999998,0.03114,0.05187,0.025245000000000004,"{""type"":""Point"",""coordinates"":[-46.450312982512,-23.90762636658695]}"
0000000000000000026d,1,0.11205,0.13608,0.028699999999999996,0.025500000000000002,"{""type"":""Point"",""coordinates"":[123.09951328499774,14.088770569819138]}"
00000000000000000519,1,0.1488,0.11133000000000001,0.041929999999999995,0.025500000000000002,"{""type"":""Point"",""coordinates"":[107.36929410819252,21.216902231613474]}"
0000000000000000077c,1,0.27209999999999995,0.03384,0.055439999999999996,0.025840000000000002,"{""type"":""Point"",""coordinates"":[103.54498622161414,-0.19174580439922617]}"
000000000000000004f6,1,0.15539999999999998,0.13356,0.04774,0.026010000000000002,"{""type"":""Point"",""coordinates"":[107.39211132828301,21.214208934577194]}"
000000000000000005e0,1,0.10316249999999999,0.15565500000000002,0.04171999999999999,0.02618,"{""type"":""Point"",""coordinates"":[89.03593645930563,21.653755902718512]}"
0000000000000000262c,1,0.1185,0.13293,0.04724999999999999,0.026520000000000002,"{""type"":""Point"",""coordinates"":[-44.679193716891724,-2.241701577093579]}"
00000000000000001db2,1,0.17729999999999999,0.048240000000000005,0.04298,0.026690000000000002,"{""type"":""Point"",""coordinates"":[144.92327241537888,-7.668873469242557]}"
000000000000000001ab,1,0.0963,0.07956,0.045919999999999996,0.026860000000000002,"{""type"":""Point"",""coordinates"":[122.99180369905173,14.093082520537818]}"
000000000000000005a8,1,0.10289999999999999,0.15327000000000002,0.03521,0.026945000000000004,"{""type"":""Point"",""coordinates"":[88.75709995223154,21.85758141187153]}"
00000000000000002441,1,0.050175,0.13266,0.03507,0.026945000000000004,"{""type"":""Point"",""coordinates"":[-44.29156852141673,-2.8341377430543986]}"
00000000000000000578,1,0.1035,0.12294000000000001,0.04228,0.027030000000000002,"{""type"":""Point"",""coordinates"":[88.75260517836968,21.83718994275412]}"
000000000000000016ab,1,0.50295,0.03096,0.06538,0.027200000000000002,"{""type"":""Point"",""coordinates"":[40.53670221554367,-10.52039278820329]}"
00000000000000002367,1,0.09315,0.054450000000000005,0.05019,0.027200000000000002,"{""type"":""Point"",""coordinates"":[-46.450312982512,-23.91203195842775]}"
0000000000000000046d,1,0.131475,0.08271,0.04466,0.027285000000000004,"{""type"":""Point"",""coordinates"":[107.40828002870282,21.214387298619332]}"
00000000000000000537,1,0.110625,0.10908000000000001,0.04088,0.027540000000000002,"{""type"":""Point"",""coordinates"":[107.36947247223466,21.214480939741453]}"
0000000000000000054c,1,0.110625,0.10899,0.04088,0.027540000000000002,"{""type"":""Point"",""coordinates"":[107.36947247223466,21.214570121762524]}"
