system:index,landcover,nir,red,swir1,swir2,.geo
0000000000000000195e,1,0.4726499999999999,0.0369,0.10948,0.053125,"{""type"":""Point"",""coordinates"":[39.30978056068803,-7.8550944474365645]}"
000000000000000023a0,1,0.33795,0.03465,0.1165499999999999,0.053125,"{""type"":""Point"",""coordinates"":[-46.3658709858629,-23.888675187109804]}"
000000000000000025b5,1,0.4043249999999999,0.04176,0.1257899999999999,0.053125,"{""type"":""Point"",""coordinates"":[-44.702550488209674,-2.2639792459565946]}"
000000000000000023b6,1,0.3471749999999999,0.03591,0.1169699999999999,0.05321,"{""type"":""Point"",""coordinates"":[-46.36299486568342,-23.890021835627937]}"
00000000000000002882,1,0.5398499999999999,0.03474,0.1245299999999999,0.05321,"{""type"":""Point"",""coordinates"":[-62.87340065830479,10.518689411600874]}"
00000000000000000222,1,0.4250999999999999,0.04914,0.1134699999999999,0.05321,"{""type"":""Point"",""coordinates"":[123.02459146909774,14.107815390418402]}"
00000000000000000232,1,0.41505,0.05022,0.1166199999999999,0.05321,"{""type"":""Point"",""coordinates"":[123.02621012278013,14.10700829312773]}"
000000000000000013c3,1,0.4529999999999999,0.06048,0.1223599999999999,0.05321,"{""type"":""Point"",""coordinates"":[13.19593814319083,-9.24676204981281]}"
000000000000000013f1,1,0.3361499999999999,0.04338,0.10808,0.05321,"{""type"":""Point"",""coordinates"":[13.173388469163557,-9.322040593797082]}"
00000000000000001424,1,0.2599499999999999,0.04482,0.0964599999999999,0.05321,"{""type"":""Point"",""coordinates"":[13.180304534897447,-9.321594683691737]}"
000000000000000017bc,1,0.44475,0.05094,0.09702,0.05321,"{""type"":""Point"",""coordinates"":[40.400605992291446,-10.447183267107814]}"
000000000000000017f0,1,0.4065,0.04716,0.09212,0.05321,"{""type"":""Point"",""coordinates"":[40.39440784182715,-10.419782091134387]}"
00000000000000001805,1,0.4136249999999999,0.04923,0.09331,0.05321,"{""type"":""Point"",""coordinates"":[40.39934852579437,-10.41996491427758]}"
000000000000000021b8,1,0.295725,0.04032,0.10199,0.05321,"{""type"":""Point"",""coordinates"":[-48.03377098029801,-25.122240902535065]}"
000000000000000022a4,1,0.31515,0.04032,0.1098999999999999,0.05321,"{""type"":""Point"",""coordinates"":[-46.40431735514571,-23.91274987369736]}"
000000000000000022dc,1,0.316125,0.04347,0.1141,0.05321,"{""type"":""Point"",""coordinates"":[-46.39371807194167,-23.903408056990383]}"
0000000000000000233e,1,0.3762,0.03366,0.1208199999999999,0.05321,"{""type"":""Point"",""coordinates"":[-46.45471411525175,-23.909606207454676]}"
00000000000000002398,1,0.3355499999999999,0.03654,0.12054,0.05321,"{""type"":""Point"",""coordinates"":[-46.36443069622263,-23.889482284400476]}"
0000000000000000286b,1,0.4454999999999999,0.04158,0.1208199999999999,0.05321,"{""type"":""Point"",""coordinates"":[-62.860736811313004,10.5061102875291]}"
00000000000000000152,1,0.48105,0.04242,0.1190699999999999,0.053227,"{""type"":""Point"",""coordinates"":[119.9764302527811,16.222900793099388]}"
0000000000000000018b,1,0.48105,0.04152,0.1190699999999999,0.053227,"{""type"":""Point"",""coordinates"":[119.9764302527811,16.222989975120456]}"
0000000000000000074d,1,0.4362749999999999,0.03951,0.1182999999999999,0.053295,"{""type"":""Point"",""coordinates"":[98.63254620046864,11.976293741254423]}"
00000000000000002252,1,0.3504,0.03447,0.1203999999999999,0.053295,"{""type"":""Point"",""coordinates"":[-46.45013015936881,-23.92891857411715]}"
00000000000000000002,1,0.5044875,0.04248,0.11928,0.0533516666666666,"{""type"":""Point"",""coordinates"":[119.97885600375417,16.223529526347924]}"
00000000000000000013,1,0.5044875,0.04248,0.11928,0.0533516666666666,"{""type"":""Point"",""coordinates"":[119.97885600375417,16.223529526347924]}"
0000000000000000002a,1,0.5044875,0.04293,0.11928,0.0533516666666666,"{""type"":""Point"",""coordinates"":[119.97876682173309,16.223440344326857]}"
00000000000000000031,1,0.5044875,0.04248,0.11928,0.0533516666666666,"{""type"":""Point"",""coordinates"":[119.97885600375417,16.223529526347924]}"
0000000000000000004a,1,0.5044875,0.04293,0.11928,0.0533516666666666,"{""type"":""Point"",""coordinates"":[119.97876682173309,16.223440344326857]}"
00000000000000000054,1,0.5044875,0.04293,0.11928,0.0533516666666666,"{""type"":""Point"",""coordinates"":[119.97876682173309,16.223440344326857]}"
0000000000000000006f,1,0.456375,0.04473,0.1109266666666666,0.05338,"{""type"":""Point"",""coordinates"":[119.96762352820052,16.23017804601861]}"
000000000000000000a1,1,0.456375,0.04473,0.1109266666666666,0.05338,"{""type"":""Point"",""coordinates"":[119.96762352820052,16.23017804601861]}"
000000000000000000b5,1,0.4326999999999999,0.045855,0.1093399999999999,0.05338,"{""type"":""Point"",""coordinates"":[119.96663806686773,16.23026722803968]}"
000000000000000007be,1,0.5001749999999999,0.03753,0.12306,0.05338,"{""type"":""Point"",""coordinates"":[103.53114963104531,-0.18815176895014885]}"
0000000000000000124e,1,0.3141,0.03888,0.1115799999999999,0.05338,"{""type"":""Point"",""coordinates"":[8.979603928397708,-1.1668664818678245]}"
0000000000000000153d,1,0.406725,0.05337,0.0944299999999999,0.05338,"{""type"":""Point"",""coordinates"":[40.48648381947976,-10.573754850509877]}"
000000000000000015d3,1,0.3653999999999999,0.04644,0.09268,0.05338,"{""type"":""Point"",""coordinates"":[40.52403390945083,-10.55147718164686]}"
000000000000000015dc,1,0.3653999999999999,0.04644,0.09268,0.05338,"{""type"":""Point"",""coordinates"":[40.52403390945083,-10.55147718164686]}"
00000000000000001763,1,0.4405499999999999,0.04806,0.10178,0.05338,"{""type"":""Point"",""coordinates"":[40.419650812890715,-10.4783523834714]}"
00000000000000001908,1,0.4626,0.03843,0.1124199999999999,0.05338,"{""type"":""Point"",""coordinates"":[39.29828499817225,-7.850332127511485]}"
00000000000000001a2b,1,0.4322999999999999,0.03762,0.1025499999999999,0.05338,"{""type"":""Point"",""coordinates"":[39.302507766869866,-7.814489873243885]}"
00000000000000001b7d,1,0.4642499999999999,0.04842,0.0947799999999999,0.05338,"{""type"":""Point"",""coordinates"":[41.14153914153412,-2.1241106232131584]}"
0000000000000000189d,1,0.4790999999999999,0.05166,0.1103666666666666,0.053414,"{""type"":""Point"",""coordinates"":[39.94974182567648,-10.104924965750575]}"
000000000000000018e9,1,0.4790999999999999,0.0497571428571428,0.1103666666666666,0.053414,"{""type"":""Point"",""coordinates"":[39.94965264365542,-10.104924965750575]}"
00000000000000000090,1,0.4675749999999999,0.04068,0.1092699999999999,0.053465,"{""type"":""Point"",""coordinates"":[119.96762352820052,16.230623956123953]}"
0000000000000000172f,1,0.4934249999999999,0.03636,0.1168999999999999,0.053465,"{""type"":""Point"",""coordinates"":[40.418304164372564,-10.473683704668442]}"
0000000000000000140f,1,0.3266249999999999,0.04851,0.1061199999999999,0.053465,"{""type"":""Point"",""coordinates"":[13.18039817601957,-9.321594683691739]}"
00000000000000001719,1,0.4841999999999999,0.04059,0.10976,0.053465,"{""type"":""Point"",""coordinates"":[40.42108664342992,-10.478891934698868]}"
00000000000000001ab8,1,0.3899249999999999,0.0387,0.1007299999999999,0.053465,"{""type"":""Point"",""coordinates"":[39.32604290222995,-7.764543482344239]}"
0000000000000000239f,1,0.3216749999999999,0.03699,0.1162699999999999,0.053465,"{""type"":""Point"",""coordinates"":[-46.362816501641284,-23.889482284400476]}"
00000000000000000012,1,0.4917749999999999,0.03987,0.1149399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.9790343677963,16.223440344326857]}"
0000000000000000002d,1,0.4917749999999999,0.03906,0.1149399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.97894518577523,16.223440344326857]}"
00000000000000000035,1,0.4917749999999999,0.03987,0.1149399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.9790343677963,16.223440344326857]}"
0000000000000000003c,1,0.4917749999999999,0.03987,0.1149399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.9790343677963,16.223440344326857]}"
00000000000000000049,1,0.4917749999999999,0.04149,0.1149399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.97894518577523,16.223529526347924]}"
0000000000000000005e,1,0.4917749999999999,0.03906,0.1149399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.97894518577523,16.223440344326857]}"
000000000000000000cf,1,0.4672499999999999,0.04095,0.1167599999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.96439067993681,16.231524694536752]}"
000000000000000002df,1,0.33975,0.06156,0.10038,0.05355,"{""type"":""Point"",""coordinates"":[122.99674438301896,14.107726208397338]}"
000000000000000002f4,1,0.33975,0.06156,0.10038,0.05355,"{""type"":""Point"",""coordinates"":[122.99674438301896,14.107726208397338]}"
00000000000000000563,1,0.3363,0.10494,0.1027599999999999,0.05355,"{""type"":""Point"",""coordinates"":[107.36812582371653,21.216095134322803]}"
00000000000000001795,1,0.4371,0.05256,0.0960399999999999,0.05355,"{""type"":""Point"",""coordinates"":[40.401056361497844,-10.445297067362207]}"
000000000000000017a9,1,0.393825,0.04887,0.1024799999999999,0.05355,"{""type"":""Point"",""coordinates"":[40.40420002774053,-10.44951983605982]}"
000000000000000017b8,1,0.4371,0.05076,0.0960399999999999,0.05355,"{""type"":""Point"",""coordinates"":[40.40096717947677,-10.445386249383276]}"
00000000000000002275,1,0.2853,0.04104,0.1083599999999999,0.05355,"{""type"":""Point"",""coordinates"":[-46.40297070662756,-23.915086442649358]}"
000000000000000022a0,1,0.3088499999999999,0.03762,0.11256,0.05355,"{""type"":""Point"",""coordinates"":[-46.40297070662757,-23.914903619506166]}"
00000000000000002387,1,0.35145,0.03438,0.1147999999999999,0.05355,"{""type"":""Point"",""coordinates"":[-46.45183799507229,-23.907809189730138]}"
0000000000000000239c,1,0.3515999999999999,0.03618,0.1198399999999999,0.05355,"{""type"":""Point"",""coordinates"":[-46.3665889011325,-23.889843471585806]}"
00000000000000002860,1,0.54135,0.04572,0.12768,0.05355,"{""type"":""Point"",""coordinates"":[-62.902594392901705,10.498025937319206]}"
0000000000000000288a,1,0.4715999999999999,0.03402,0.1166199999999999,0.05355,"{""type"":""Point"",""coordinates"":[-62.8752868580504,10.478441565492469]}"
000000000000000000cc,1,0.5195249999999999,0.04014,0.1205399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.96475186712216,16.231524694536752]}"
000000000000000000d8,1,0.5195249999999999,0.03951,0.1205399999999999,0.05355,"{""type"":""Point"",""coordinates"":[119.96475186712216,16.231435512515684]}"
